id_m,id_s
n1689,s1070-1
n1688,s1071-1
n1690,s1079-1
n1692,s1072-1
n1693,s1073-1
n1691,s1080-1
n1696,s1074-1
n1695,s1075-1
n1694,s1081-1
n1699,s1076-1
n1698,s1077-1
n1697,s1082-1
n1703,s1083-1
n1701,s1084-1
n1700,s1092-1
n1702,s1093-1
n1704,s1085-1
n1707,s1086-1
n1708,s1087-1
n1705,s1094-1
n1706,s1095-1
n1709,s1088-1
n1713,s1089-1
n1711,s1090-1
n1712,s1096-1
n1710,s1097-1
n1714,s1091-1
n1717,s1098-1
n1718,s1099-1
n1715,s1106-1
n1716,s1107-1
n1719,s1100-1
n1722,s1108-1
n1721,s1101-1
n1724,s1109-1
n1723,s1102-1
n1726,s1110-1
n1725,s1103-1
n1728,s1111-1
n1727,s1104-1
n1730,s1121-1
n1729,s1112-1
n1731,s1116-1
n1733,s1122-1
n1732,s1117-1
n1734,s1113-1
n1735,s1118-1
n1738,s1123-1
n1737,s1119-1
n1736,s1114-1
n1739,s1120-1
n1741,s1135-1
n1742,s1134-1
n1740,s1124-1
n1743,s1125-1
n1747,s1126-1
n1746,s1127-1
n1745,s1136-1
n1749,s1128-1
n1750,s1129-1
n1748,s1137-1
n1752,s1130-1
n1753,s1131-1
n1751,s1138-1
n1754,s1132-1
n1756,s1133-1
n1755,s1139-1
n1758,s1140-1
n1759,s1141-1
n1757,s1149-1
n1760,s1142-1
n1763,s1143-1
n1761,s1144-1
n1762,s1150-1
n1764,s1145-1
n1766,s1146-1
n1765,s1147-1
n1767,s1151-1
n1768,s1148-1
n1771,s1152-1
n1770,s1153-1
n1769,s1160-1
n1773,s1154-1
n1774,s1161-1
n1776,s1159-1
n1775,s1155-1
n1777,s1156-1
n1778,s1162-1
n1779,s1163-1
n1780,s1157-1
n1781,s1158-1
n1784,s1171-1
n1782,s1172-1
n1783,s1164-1
n1785,s1165-1
n1786,s1173-1
n1789,s1170-1
n1788,s1166-1
n1790,s1167-1
n1793,s1174-1
n1791,s1175-1
n1792,s1168-1
n1794,s1169-1
n1797,s1182-1
n1796,s1183-1
n1795,s1176-1
n1798,s1177-1
n1799,s1178-1
n1800,s1179-1
n1801,s1180-1
n1802,s1181-1
n1810,s738-2
n1809,s739-2
n1808,s729-2
n1807,s730-2
n1812,s731-2
n1814,s732-2
n1813,s733-2
n1815,s734-2
n1817,s735-2
n1816,s736-2
n1818,s737-2
n1820,s740-2
n1819,s741-2
n1821,s742-2
n1823,s743-2
n1824,s744-2
n1822,s751-2
n1825,s745-2
n1826,s752-2
n1829,s746-2
n1828,s747-2
n1827,s753-2
n1831,s748-2
n1830,s754-2
n1833,s755-2
n1834,s756-2
n1832,s764-2
n1835,s757-2
n1838,s758-2
n1836,s759-2
n1837,s765-2
n1839,s760-2
n1840,s766-2
n1842,s761-2
n1843,s762-2
n1841,s767-2
n1845,s763-2
n1844,s768-2
n1848,s769-2
n1847,s770-2
n1846,s779-2
n1850,s780-2
n1852,s781-2
n1851,s771-2
n1849,s772-2
n1855,s782-2
n1853,s783-2
n1856,s773-2
n1854,s774-2
n1858,s784-2
n1860,s785-2
n1859,s775-2
n1857,s776-2
n1864,s786-2
n1863,s787-2
n1862,s777-2
n1861,s778-2
n1867,s794-2
n1866,s795-2
n1868,s788-2
n1865,s789-2
n1872,s796-2
n1871,s797-2
n1870,s790-2
n1869,s791-2
n1876,s798-2
n1875,s799-2
n1874,s792-2
n1873,s793-2
n1880,s810-2
n1879,s811-2
n1878,s800-2
n1877,s801-2
n1882,s812-2
n1884,s813-2
n1883,s802-2
n1881,s803-2
n1887,s814-2
n1886,s815-2
n1888,s804-2
n1885,s805-2
n1890,s816-2
n1892,s817-2
n1891,s806-2
n1889,s807-2
n1893,s818-2
n1894,s819-2
n1896,s808-2
n1895,s809-2
n1899,s826-2
n1897,s827-2
n1900,s820-2
n1898,s821-2
n1904,s828-2
n1903,s829-2
n1902,s822-2
n1901,s823-2
n1908,s830-2
n1907,s831-2
n1906,s824-2
n1905,s825-2
n1911,s838-2
n1912,s839-2
n1910,s832-2
n1909,s833-2
n1913,s834-2
n1914,s835-2
n1915,s836-2
n1916,s837-2
n1918,s851-2
n1917,s842-2
n1919,s846-2
n1921,s847-2
n1922,s848-2
n1923,s852-2
n1924,s849-2
n1925,s850-2
n1926,s844-2
undefined,s845-2
undefined,s856-2
n1928,s862-2
undefined,s867-2
n1927,s853-2
n1929,s857-2
n1931,s858-2
n1930,s854-2
n1932,s859-2
n1933,s863-2
n1934,s860-2
n1935,s861-2
n1937,s873-2
n1936,s864-2
n1938,s868-2
n1940,s869-2
n1941,s870-2
n1943,s874-2
n1942,s871-2
n1945,s872-2
n1944,s866-2
n1947,s885-2
n1946,s875-2
n1948,s880-2
n1950,s881-2
n1949,s876-2
undefined,s879-2
n1951,s882-2
n1952,s883-2
n1953,s884-2
n1954,s878-2
n1956,s897-2
n1955,s886-2
undefined,s891-2
n1957,s892-2
n1959,s893-2
n1958,s887-2
n1960,s894-2
n1961,s895-2
n1962,s896-2
n1963,s890-2
undefined,s902-2
n1965,s908-2
n1964,s898-2
n1966,s903-2
n1968,s904-2
n1967,s899-2
n1969,s905-2
n1970,s906-2
n1971,s907-2
n1972,s901-2
n1975,s918-2
n1974,s915-2
n1973,s909-2
n1976,s910-2
n1977,s911-2
n1978,s912-2
n1981,s919-2
n1980,s916-2
n1979,s913-2
n1983,s917-2
n1982,s914-2
n1986,s926-2
n1985,s927-2
n1984,s920-2
n1987,s921-2
n1988,s922-2
n1989,s923-2
n1990,s924-2
n1991,s925-2
n1993,s936-2
n1995,s937-2
n1994,s938-2
n1992,s930-2
n1996,s931-2
n1997,s932-2
n1998,s933-2
n1999,s934-2
n2000,s935-2
n2003,s945-2
n2002,s946-2
n2004,s947-2
n2001,s939-2
n2005,s940-2
n2006,s941-2
n2007,s942-2
n2009,s949-2
n2010,s950-2
n2011,s951-2
n2008,s943-2
n2012,s944-2
n2014,s958-2
n2016,s959-2
n2015,s960-2
n2013,s952-2
n2017,s953-2
n2018,s954-2
n2019,s955-2
n2021,s962-2
n2022,s963-2
n2023,s964-2
n2020,s956-2
n2024,s957-2
n2027,s971-2
n2025,s972-2
n2028,s973-2
n2026,s965-2
n2029,s966-2
n2030,s967-2
n2031,s968-2
n2032,s969-2
n2033,s970-2
n2037,s985-2
n2036,s986-2
n2035,s976-2
n2034,s977-2
n2038,s978-2
n2040,s979-2
n2039,s980-2
n2041,s981-2
n2043,s982-2
n2042,s983-2
n2044,s984-2
n2045,s987-2
n2046,s988-2
n2047,s989-2
n2049,s990-2
n2048,s991-2
n2051,s992-2
n2050,s993-2
n2053,s994-2
n2052,s995-2
n2054,s996-2
n2055,s997-2
n2057,s1010-2
n2056,s1002-2
n2058,s1003-2
n2059,s1011-2
n2061,s1004-2
n2060,s1005-2
n2062,s1006-2
n2065,s1012-2
n2064,s1007-2
n2063,s1008-2
n2066,s1009-2
n2069,s1024-2
n2068,s1013-2
n2067,s1014-2
n2070,s1015-2
n2073,s1016-2
n2071,s1017-2
n2072,s1025-2
n2076,s1018-2
n2075,s1019-2
n2074,s1026-2
n2079,s1020-2
n2078,s1021-2
n2077,s1027-2
n2081,s1022-2
n2082,s1023-2
n2080,s1028-2
n2084,s1029-2
n2083,s1030-2
n2085,s1038-2
n2086,s1031-2
n2089,s1032-2
n2088,s1033-2
n2087,s1039-2
n2090,s1034-2
n2093,s1035-2
n2091,s1036-2
n2092,s1040-2
n2094,s1037-2
n2096,s1041-2
n2097,s1042-2
n2095,s1052-2
n2098,s1043-2
n2100,s1044-2
n2099,s1045-2
n2101,s1046-2
n2102,s1047-2
n2103,s1048-2
n2104,s1049-2
n2105,s1050-2
n2106,s1051-2
n2108,s1064-2
n2109,s1055-2
n2107,s1056-2
n2110,s1057-2
n2112,s1065-2
n2113,s1058-2
n2111,s1059-2
n2114,s1060-2
n2116,s1066-2
n2117,s1061-2
n2115,s1062-2
n2118,s1063-2
n2119,s1078-2
n2120,s1067-2
n2121,s1068-2
n2122,s1069-2
n2124,s1070-2
n2123,s1071-2
n2125,s1079-2
n2127,s1072-2
n2128,s1073-2
n2126,s1080-2
n2131,s1074-2
n2130,s1075-2
n2129,s1081-2
n2134,s1076-2
n2133,s1077-2
n2132,s1082-2
n2138,s1083-2
n2136,s1084-2
n2135,s1092-2
n2137,s1093-2
n2139,s1085-2
n2142,s1086-2
n2143,s1087-2
n2140,s1094-2
n2141,s1095-2
n2144,s1088-2
n2148,s1089-2
n2146,s1090-2
n2147,s1096-2
n2145,s1097-2
n2149,s1091-2
n2152,s1098-2
n2153,s1099-2
n2150,s1106-2
n2151,s1107-2
n2154,s1100-2
n2157,s1108-2
n2156,s1101-2
n2159,s1109-2
n2158,s1102-2
n2161,s1110-2
n2160,s1103-2
n2163,s1111-2
n2162,s1104-2
n2165,s1121-2
n2164,s1112-2
n2166,s1116-2
n2168,s1122-2
n2167,s1117-2
n2169,s1113-2
n2170,s1118-2
n2173,s1123-2
n2172,s1119-2
n2171,s1114-2
n2174,s1120-2
n2176,s1135-2
n2177,s1134-2
n2175,s1124-2
n2178,s1125-2
n2182,s1126-2
n2181,s1127-2
n2180,s1136-2
n2184,s1128-2
n2185,s1129-2
n2183,s1137-2
n2187,s1130-2
n2188,s1131-2
n2186,s1138-2
n2189,s1132-2
n2191,s1133-2
n2190,s1139-2
n2193,s1140-2
n2194,s1141-2
n2192,s1149-2
n2195,s1142-2
n2198,s1143-2
n2196,s1144-2
n2197,s1150-2
n2199,s1145-2
n2201,s1146-2
n2200,s1147-2
n2202,s1151-2
n2203,s1148-2
n2206,s1152-2
n2205,s1153-2
n2204,s1160-2
n2208,s1154-2
n2209,s1161-2
n2211,s1159-2
n2210,s1155-2
n2212,s1156-2
n2213,s1162-2
n2214,s1163-2
n2215,s1157-2
n2216,s1158-2
n2219,s1171-2
n2217,s1172-2
n2218,s1164-2
n2220,s1165-2
n2221,s1173-2
n2224,s1170-2
n2223,s1166-2
n2225,s1167-2
n2228,s1174-2
n2226,s1175-2
n2227,s1168-2
n2229,s1169-2
n2232,s1189-1
n2231,s1190-1
n2232c,s1191-1
n9022,s5-3
n9023,s6-3
n9019,s1-3
n9020,s2-3
n9021,s3-3
n9025,s7-3
n9026,s8-3
n9024,s4-3
n9029,s14-3
n9027,s15-3
n9028,s9-3
n9030,s10-3
n9031,s11-3
n9034,s16-3
n9033,s17-3
n9032,s12-3
n9036,s19-3
n9037,s20-3
n9038,s21-3
n9039,s22-3
n9041,s26-3
n9042,s27-3
n9040,s23-3
n9045,s31-3
n9044,s32-3
n9043,s28-3
n9047,s33-3
n9048,s34-3
n9046,s29-3
n9049,s30-3
n9050,s36-3
n9051,s37-3
n9052,s38-3
n9053,s39-3
n9054,s40-3
n9055,s41-3
n9057,s48-3
n9056,s43-3
n9059,s49-3
n9058,s44-3
n9061,s50-3
n9060,s45-3
n9063,s51-3
n9062,s46-3
n9064,s52-3
n9065,s53-3
n9067,s59-3
n9066,s54-3
n9069,s60-3
n9068,s55-3
n9071,s61-3
n9070,s56-3
n9072,s62-3
n9073,s57-3
n9074,s63-3
n9075,s64-3
n9077,s70-3
n9076,s65-3
n9079,s71-3
n9078,s66-3
n9081,s72-3
n9080,s67-3
n9083,s73-3
n9082,s68-3
n9084,s74-3
n9085,s75-3
n9087,s81-3
n9086,s76-3
n9088,s77-3
n9089,s78-3
n9090,s79-3
n9091,s80-3
n9093,s88-3
n9094,s89-3
n9092,s84-3
n9095,s85-3
n9098,s90-3
n9097,s91-3
n9096,s86-3
n9103,s97-3
n9102,s96-3
n9104,s98-3
n9105,s99-3
n9106,s100-3
n9107,s101-3
n9108,s102-3
n9109,s115-3
n9110,s103-3
n9111,s104-3
n9112,s116-3
n9113,s105-3
n9114,s106-3
n9115,s117-3
n9116,s107-3
n9117,s108-3
n9118,s118-3
n9119,s109-3
n9120,s110-3
n9121,s119-3
n9122,s111-3
n9123,s112-3
n9124,s120-3
n9125,s113-3
n9126,s114-3
n9127,s126-3
n9128,s121-3
n9129,s122-3
n9131,s127-3
n9130,s123-3
n9132,s124-3
n9134,s128-3
n9133,s125-3
n9135,s129-3
n9136,s130-3
n9137,s131-3
n9139,s144-3
n9138,s132-3
n9140,s133-3
n9142,s145-3
n9141,s134-3
n9143,s135-3
n9144,s146-3
n9145,s136-3
n9146,s137-3
n9147,s147-3
n9148,s138-3
n9149,s139-3
n9150,s148-3
n9151,s140-3
n9152,s141-3
n9153,s149-3
n9154,s142-3
n9155,s143-3
n9156,s162-3
n9157,s150-3
n9158,s151-3
n9159,s152-3
n9160,s153-3
n9161,s154-3
n9162,s155-3
n9163,s156-3
n9164,s157-3
n9165,s158-3
n9166,s159-3
n9167,s160-3
n9168,s161-3
n9169,s165-3
n9170,s166-3
n9171,s167-3
n9172,s168-3
n9173,s169-3
n9174,s170-3
n9175,s171-3
n9176,s172-3
n9177,s173-3
n9178,s174-3
n9179,s175-3
n9180,s176-3
n9182,s185-3
n9183,s186-3
n9181,s178-3
n9184,s180-3
n9185,s189-3
n9187,s187-3
n9186,s181-3
n9191,s188-3
n9190,s183-3
n9189a,s184-3
n9189,s182-3
n9195,s195-3
n9194,s193-3
n9193,s190-3
n9196,s194-3
n9196a,s196-3
n9197,s197-3
n9198,s198-3
n9199,s199-3
n9200,s200-3
n9201,s201-3
n9203,s207-3
n9202,s203-3
n9204,s208-3
n9206,s209-3
n9205,s204-3
n9207,s210-3
n9208,s211-3
n9209,s212-3
n9210,s206-3
n9212,s217-3
n9211,s213-3
n9213,s218-3
n9214,s219-3
n9215,s214-3
n9216,s220-3
n9217,s221-3
n9218,s222-3
n9219,s216-3
n9221,s227-3
n9220,s223-3
n9222,s228-3
n9223,s229-3
n9224,s224-3
n9225,s230-3
n9226,s231-3
n9227,s232-3
n9228,s226-3
n9230,s239-3
n9229,s233-3
n9231,s234-3
n9232,s235-3
n9233,s236-3
n9234,s237-3
n9235,s238-3
n9237,s246-3
n9236,s242-3
n9238,s247-3
n9240,s248-3
n9239,s243-3
n9241,s249-3
n9242,s250-3
n9247,s257-3
n9254,s262-3
n9243,s251-3
n9244,s245-3
n9246,s256-3
n9245,s252-3
n9249,s258-3
n9248,s253-3
n9250,s259-3
n9251,s260-3
n9252,s261-3
n9253,s255-3
n9255,s266-3
n9256,s267-3
n9258,s268-3
n9257,s263-3
n9259,s269-3
n9260,s270-3
n9261,s271-3
n9262,s265-3
n9264,s278-3
n9263,s272-3
n9265,s273-3
n9266,s274-3
n9267,s275-3
n9269,s279-3
n9270,s280-3
n9268,s276-3
n9271,s277-3
n9272,s281-3
n9275,s282-3
n9276,s283-3
n9277,s284-3
n9278,s285-3
n9279,s286-3
n9282,s297-3
n9280,s291-3
n9281,s289-3
n9283,s292-3
n9284,s293-3
n9285,s294-3
n9286,s295-3
n9287,s290-3
n9288,s296-3
n9290,s306-3
n9291,s305-3
n9289,s298-3
n9292,s299-3
n9293,s300-3
n9295,s302-3
n9294,s301-3
n9296,s303-3
n9297,s304-3
n9301,s311-3
n9300,s312-3
n9298,s307-3
n9299,s308-3
n9302,s309-3
n9304,s313-3
n9305,s314-3
n9303,s310-3
n9307,s320-3
n9308,s321-3
n9306,s315-3
n9309,s316-3
n9310,s317-3
n9313,s322-3
n9312,s323-3
n9311,s318-3
n9314,s325-3
n9315,s326-3
n9316,s327-3
n9317,s328-3
n9318,s332-3
n9320,s333-3
n9319,s329-3
n9323,s337-3
n9322,s338-3
n9321,s334-3
n9326,s339-3
n9325,s340-3
n9324,s335-3
n9327,s336-3
n9328,s342-3
n9329,s343-3
n9330,s344-3
n9331,s345-3
n9332,s346-3
n9333,s347-3
n9335,s354-3
n9334,s349-3
n9337,s355-3
n9336,s350-3
n9339,s356-3
n9338,s351-3
n9341,s357-3
n9340,s352-3
n9342,s358-3
n9343,s359-3
n9345,s365-3
n9344,s360-3
n9347,s366-3
n9346,s361-3
n9348,s367-3
n9349,s362-3
n9350,s368-3
n9351,s363-3
n9352,s369-3
n9353,s370-3
n9355,s376-3
n9354,s371-3
n9357,s377-3
n9356,s372-3
n9359,s378-3
n9358,s373-3
n9361,s379-3
n9360,s374-3
n9362,s380-3
n9363,s381-3
n9366,s388-3
n9367,s389-3
n9365,s390-3
n9364,s382-3
n9368,s383-3
n9369,s384-3
n9370,s385-3
n9371,s386-3
n9372,s387-3
n9373,s401-3
n9374,s393-3
n9375,s394-3
n9376,s395-3
n9378,s397-3
n9478,s506-3
n9380,s402-3
n9379,s398-3
n9383,s405-3
n9382,s403-3
n9381,s399-3
n9385,s404-3
n9384,s400-3
n9389,s410-3
n9386,s406-3
n9387,s407-3
n9388,s408-3
n9390,s411-3
n9392,s412-3
n9391,s409-3
n9393,s413-3
n9394,s414-3
n9395,s415-3
n9396,s428-3
n9397,s416-3
n9398,s417-3
n9399,s429-3
n9400,s418-3
n9401,s419-3
n9402,s430-3
n9403,s420-3
n9404,s421-3
n9406,s431-3
n9405,s422-3
n9407,s423-3
n9408,s432-3
n9409,s424-3
n9410,s425-3
n9411,s433-3
n9412,s426-3
n9413,s427-3
n9414,s440-3
n9415,s434-3
n9416,s435-3
n9417,s441-3
n9418,s436-3
n9419,s437-3
n9421,s442-3
n9420,s438-3
n9422,s443-3
n9423,s444-3
n9425,s445-3
n9424,s439-3
n9427,s458-3
n9426,s446-3
n9428,s447-3
n9429,s459-3
n9430,s448-3
n9431,s449-3
n9432,s460-3
n9433,s450-3
n9435,s451-3
n9437,s461-3
n9436,s452-3
n9438,s453-3
n9440,s462-3
n9439,s454-3
n9441,s455-3
n9442,s463-3
n9443,s456-3
n9444,s457-3
n9445,s476-3
n9446,s464-3
n9447,s465-3
n9448,s466-3
n9449,s467-3
n9452,s477-3
n9450,s478-3
n9451,s468-3
n9453,s469-3
n9454,s470-3
n9455,s471-3
n9459,s479-3
n9456,s480-3
n9457,s481-3
n9458,s472-3
n9460,s473-3
n9461,s474-3
n9462,s475-3
n9463,s494-3
n9465,s495-3
n9464,s496-3
n9466,s482-3
n9467,s483-3
n9468,s484-3
n9469,s485-3
n9470,s486-3
n9471,s487-3
n9472,s488-3
n9473,s489-3
n9474,s490-3
n9475,s491-3
n9476,s492-3
n9477,s493-3
n9479,s509-3
n9480,s499-3
n9485,s500-3
n9486,s501-3
n9489,s510-3
n9488,s507-3
n9487,s502-3
n9492,s508-3
n9491,s504-3
n9494,s505-3
n9490,s503-3
n9497,s514-3
n9496,s515-3
n9495,s511-3
n9498,s516-3
n433,s287-1
n434,s288-1
n736,s287-2
n737,s288-2
n1485,s843-1
n1504,s865-1
n1720,s1105-1
n1920,s843-2
n1939,s865-2
n2155,s1105-2
n2230,s1186-1
n9273,s287-3
n9274,s288-3
n81,s93-1
n82,s94-1
n83,s95-1
n259,s93-2
n260,s94-2
n261,s95-2
n537,s396-1
n840,s396-2
n9099,s93-3
n9100,s94-3
n9101,s95-3
n9377,s396-3
