id_m,id_s
n1612,s1919-1
n1614,s1916-1
n1615,s1917-1
n1618,s1921-1
n1619,s1922-1
n1617,s1923-1
n1616,s1920-1
n1620,s1924-1
n1621,s1934-1
n1622,s1939-1
n1623,s1940-1
n1624,s1937-1
n1625,s1938-1
n1628,s1942-1
n1627,s1943-1
n1626,s1941-1
n1629,s1944-1
n1630,s1953-1
n1632,s1958-1
n1631,s1959-1
n1633,s1956-1
n1634,s1957-1
n1637,s1961-1
n1636,s1962-1
n1635,s1960-1
n1639,s1964-1
n1638,s1963-1
n1640,s1973-1
n1642,s1979-1
n1644,s1980-1
n1643,s1981-1
n1645,s1976-1
n1641,s1975-1
n1646,s1977-1
n1647,s1978-1
n1650,s1985-1
n1649,s1986-1
n1648,s1982-1
n1653,s1994-1
n1651,s1989-1
n1654,s1990-1
n1652,s1991-1
n1657,s2004-1
n1658,s2005-1
n1655,s1997-1
n1656,s1998-1
n1661,s2002-1
n1662,s2003-1
n1664,s2016-1
n1665,s2013-1
n1663,s2008-1
n1666,s2017-1
n1668,s2018-1
n1667,s2014-1
n1669,s2009-1
n1670,s2010-1
n1671,s2019-1
n1672,s2020-1
n1673,s2015-1
n1675,s2011-1
n1674,s2012-1
n1676,s2021-1
n1679,s2031-1
n1677,s2028-1
n1680,s2022-1
n1678,s2023-1
n1681,s2032-1
n1683,s2033-1
n1682,s2029-1
n1684,s2034-1
n1686,s2035-1
n1687,s2030-1
n1690,s2036-1
n1689,s2026-1
n1691,s2027-1
n1693,s2045-1
n1692,s2042-1
n1694,s2037-1
n1695,s2046-1
n1697,s2047-1
n1698,s2043-1
n1699,s2038-1
n1700,s2039-1
n1701,s2048-1
n1702,s2049-1
n1703,s2044-1
n1705,s2040-1
n1704,s2041-1
n1706,s2050-1
n1709,s2060-1
n1707,s2057-1
n1710,s2051-1
n1708,s2052-1
n1712,s2061-1
n1713,s2062-1
n1714,s2058-1
n1715,s2063-1
n1716,s2064-1
n1717,s2059-1
n1720,s2065-1
n1721,s2055-1
n1722,s2056-1
n1723,s2066-1
n1724,s2067-1
n1725,s2068-1
n1726,s2072-1
n1727,s2073-1
n1728,s2074-1
n1729,s2075-1
n1730,s2076-1
n1731,s2077-1
n1732,s2078-1
n1733,s2082-1
n1734,s2083-1
n1736,s2084-1
n1735,s2085-1
n1738,s2093-1
n1737,s2094-1
n1739,s2087-1
n1740,s2088-1
n1741,s2089-1
n1742,s2090-1
n1743,s2091-1
n1744,s2092-1
n1748,s2102-1
n1747,s2103-1
n1745,s2097-1
n1746,s2098-1
n1749,s2099-1
n1750,s2108-1
n1752,s2111-1
n1753,s2112-1
n1751,s2110-1
n1757,s2116-1
n1756,s2117-1
n1755,s2118-1
n1754,s2113-1
n1758,s2114-1
n1759,s2119-1
n1761,s2120-1
n1760,s2115-1
n1764,s2129-1
n1763,s2123-1
n1765,s2121-1
n1766,s2124-1
n1762,s2122-1
n1769,s2130-1
n1767,s2125-1
n1768,s2126-1
n1772,s2131-1
n1771,s2127-1
n1770,s2128-1
n1774,s2138-1
n1773,s2132-1
n1777,s2136-1
n1778,s2137-1
n1780,s2149-1
n1779,s2146-1
n1781,s2141-1
n1782,s2150-1
n1784,s2151-1
n1783,s2147-1
n1785,s2142-1
n1786,s2143-1
n1787,s2152-1
n1788,s2153-1
n1789,s2148-1
n1791,s2144-1
n1790,s2145-1
n1792,s2154-1
n1795,s2164-1
n1793,s2161-1
n1796,s2155-1
n1794,s2156-1
n1797,s2165-1
n1798,s2166-1
n1799,s2162-1
n1800,s2167-1
n1802,s2168-1
n1803,s2163-1
n1806,s2169-1
n1805,s2159-1
n1807,s2160-1
n1809,s2178-1
n1808,s2175-1
n1810,s2170-1
n1812,s2179-1
n1814,s2180-1
n1813,s2176-1
n1815,s2171-1
n1816,s2172-1
n1817,s2181-1
n1818,s2182-1
n1819,s2177-1
n1821,s2173-1
n1820,s2174-1
n1822,s2183-1
n1824,s2193-1
n1823,s2190-1
n1826,s2184-1
n1825,s2185-1
n1827,s2194-1
n1829,s2195-1
n1828,s2191-1
n1830,s2196-1
n1832,s2197-1
n1834,s2192-1
n1836,s2198-1
n1835,s2188-1
n1837,s2189-1
n1838,s2199-1
n1839,s2200-1
n1840,s2201-1
n1841,s2205-1
n1842,s2206-1
n1844,s2207-1
n1843,s2208-1
n1845,s2209-1
n1846,s2210-1
n1847,s2211-1
n1848,s2215-1
n1849,s2216-1
n1851,s2217-1
n1850,s2218-1
n1853,s2226-1
n1852,s2227-1
n1854,s2220-1
n1855,s2221-1
n1856,s2222-1
n1857,s2223-1
n1858,s2224-1
n1859,s2225-1
n1863,s2235-1
n1862,s2236-1
n1860,s2230-1
n1861,s2231-1
n1864,s2232-1
n1866,s2248-1
n1865,s2249-1
n1869,s2250-1
n1867,s2251-1
n1871,s2242-1
n1870,s2243-1
n1868,s2244-1
n1873,s2252-1
n1872,s2253-1
n1874,s2245-1
n1876,s2246-1
n1875,s2247-1
n1881,s2259-1
n1880,s2260-1
n1879,s2254-1
n1877,s2255-1
n1878,s2256-1
n1882,s2266-1
n1883,s2267-1
n1884,s2268-1
n1885,s2270-1
n1886,s2271-1
n1887,s2272-1
n1889,s2276-1
n1888,s2273-1
n1890,s2277-1
n1891,s2278-1
n1893,s2283-1
n1892,s2279-1
n1894,s2284-1
n1895,s2285-1
n1896,s2282-1
n1898,s2288-1
n1897,s2286-1
n1899,s2289-1
n1901,s2290-1
n1900,s2287-1
n1902,s2294-1
n1903,s2295-1
n1904,s2296-1
n1905,s2293-1
n1907,s2299-1
n1906,s2297-1
n1908,s2300-1
n1910,s2301-1
n1909,s2298-1
n1911,s2305-1
n1912,s2306-1
n1913,s2307-1
n1914,s2304-1
n1916,s2310-1
n1915,s2308-1
n1917,s2311-1
n1919,s2312-1
n1918,s2309-1
n1920,s2317-1
n1921,s2318-1
n1922,s2319-1
n1923,s2316-1
n1925,s2321-1
n1924,s2320-1
n1926,s2322-1
n1927,s2323-1
n1929,s2327-1
n1928,s2324-1
n1932,s2328-1
n1937,s2329-1
n1943,s2336-1
n1942,s2337-1
n1944,s2330-1
n1945,s2331-1
n1946,s2332-1
n1947,s2333-1
n1948,s2334-1
n1949,s2335-1
n1950,s2346-1
n1951,s2340-1
n1952,s2341-1
n1953,s2347-1
n1954,s2342-1
n1955,s2343-1
n1956,s2348-1
n1957,s2344-1
n1958,s2345-1
n1959,s2355-1
n1960,s2349-1
n1961,s2350-1
n1962,s2351-1
n1963,s2352-1
n1964,s2353-1
n1965,s2354-1
n1967,s2358-1
n1966,s2364-1
n1968,s2359-1
n1970,s2360-1
n1969,s2365-1
n1971,s2361-1
n1973,s2362-1
n1972,s2366-1
n1974,s2363-1
n1976,s2367-1
n1975,s2373-1
n1977,s2368-1
n1978,s2369-1
n1979,s2370-1
n1980,s2371-1
n1981,s2372-1
n1983,s2376-1
n1982,s2382-1
n1984,s2377-1
n1985,s2378-1
n1986,s2383-1
n1987,s2379-1
n1988,s2380-1
n1989,s2384-1
n1990,s2381-1
n1992,s2385-1
n1991,s2391-1
n1993,s2386-1
n1994,s2387-1
n1995,s2388-1
n1996,s2389-1
n1997,s2390-1
n1999,s2392-1
n1998,s2398-1
n2000,s2393-1
n2001,s2394-1
n2002,s2395-1
n2003,s2396-1
n2004,s2397-1
n2006,s2399-1
n2005,s2405-1
n2007,s2400-1
n2008,s2401-1
n2009,s2402-1
n2010,s2403-1
n2011,s2404-1
n2012,s2406-1
n2013,s2412-1
n2014,s2407-1
n2015,s2408-1
n2016,s2409-1
n2017,s2410-1
n2018,s2411-1
n2020,s2413-1
n2019,s2419-1
n2021,s2414-1
n2022,s2415-1
n2023,s2416-1
n2024,s2417-1
n2025,s2418-1
n2027,s2420-1
n2026,s2426-1
n2028,s2421-1
n2029,s2422-1
n2030,s2423-1
n2031,s2424-1
n2032,s2425-1
n2034,s2427-1
n2033,s2433-1
n2035,s2428-1
n2036,s2429-1
n2037,s2430-1
n2038,s2431-1
n2039,s2432-1
n2041,s2434-1
n2040,s2440-1
n2042,s2435-1
n2043,s2436-1
n2044,s2437-1
n2045,s2438-1
n2046,s2439-1
n2048,s2442-1
n2049,s2443-1
n2050,s2444-1
n2051,s2445-1
n2052,s2446-1
n2053,s2447-1
n2055,s2449-1
n2054,s2448-1
n2056,s2450-1
n2057,s2451-1
n2058,s2452-1
n2059,s2453-1
n2060,s2454-1
n2062,s2456-1
n2061,s2455-1
n2063,s2457-1
n2064,s2458-1
n2065,s2459-1
n2066,s2460-1
n2067,s2461-1
n2069,s2463-1
n2070,s2464-1
n2071,s2465-1
n2072,s2466-1
n2073,s2467-1
n2074,s2468-1
n2076,s2470-1
n2077,s2471-1
n2078,s2472-1
n2079,s2473-1
n2080,s2474-1
n2081,s2475-1
n2083,s2477-1
n2084,s2478-1
n2085,s2479-1
n2086,s2480-1
n2087,s2481-1
n2088,s2482-1
n2090,s2484-1
n2091,s2485-1
n2092,s2486-1
n2093,s2487-1
n2094,s2488-1
n2095,s2489-1
n2097,s2491-1
n2098,s2492-1
n2099,s2493-1
n2100,s2494-1
n2101,s2495-1
n2102,s2496-1
n2104,s2497-1
n2103,s2500-1
n2105,s2501-1
n2106,s2502-1
n2107,s2503-1
n2108,s2504-1
n2109,s2505-1
n2110,s2511-1
n2111,s2512-1
n2113,s2513-1
n2112,s2507-1
n2115,s2514-1
n2114,s2508-1
n2117,s2515-1
n2116,s2509-1
n2119,s2516-1
n2118,s2510-1
n2120,s2522-1
n2121,s2517-1
n2122,s2523-1
n2124,s2524-1
n2123,s2518-1
n2126,s2525-1
n2125,s2519-1
n2128,s2526-1
n2127,s2520-1
n2129,s2527-1
n2130,s2521-1
n2131,s2533-1
n2132,s2528-1
n2133,s2534-1
n2135,s2535-1
n2136,s2529-1
n2137,s2536-1
n2138,s2530-1
n2139,s2537-1
n2140,s2531-1
n2141,s2538-1
n2142,s2532-1
n2143,s2542-1
n2144,s2539-1
n2145,s2543-1
n2146,s2544-1
n2147,s2545-1
n2148,s2546-1
n2149,s2547-1
n2150,s2553-1
n2151,s2554-1
n2152,s2549-1
n2153,s2555-1
n2154,s2550-1
n2155,s2556-1
n2157,s2551-1
n2156,s2557-1
n2159,s2552-1
n2158,s2558-1
n2161,s2559-1
n2160,s2564-1
n2162,s2565-1
n2164,s2560-1
n2163,s2566-1
n2165,s2561-1
n2166,s2567-1
n2167,s2562-1
n2168,s2568-1
n2170,s2563-1
n2169,s2569-1
n2172,s2570-1
n2171,s2575-1
n2173,s2576-1
n2175,s2571-1
n2174,s2577-1
n2176,s2572-1
n2177,s2578-1
n2179,s2573-1
n2178,s2579-1
n2180,s2574-1
n2181,s2580-1
n2182,s2581-1
n2184,s2584-1
n2183,s2585-1
n2191,s2594-1
n2192,s2595-1
n2190,s2596-1
n2189,s2597-1
n2188,s2588-1
n2187,s2589-1
n2186,s2590-1
n2185,s2591-1
n2198,s2606-1
n2200,s2607-1
n2199,s2608-1
n2196,s2609-1
n2197,s2600-1
n2193,s2601-1
n2194,s2602-1
n2195,s2603-1
n77,s94-1
n105,s118-1
n134,s147-1
n191,s226-1
n217,s249-1
n248,s278-1
n287,s341-1
n507,s583-1
n836,s978-1
n862,s1002-1
n893,s1031-1
n950,s1110-1
n976,s1133-1
n1005,s1162-1
n1598,s1893-1
n1659,s2000-1
n1685,s2024-1
n1718,s2053-1
n1775,s2134-1
n1801,s2157-1
n1831,s2186-1
n2047,s2441-1
n78,s95-1
n106,s119-1
n135,s148-1
n192,s227-1
n220,s250-1
n249,s279-1
n837,s979-1
n865,s1003-1
n894,s1032-1
n951,s1111-1
n979,s1134-1
n1008,s1163-1
n1660,s2001-1
n1688,s2025-1
n1719,s2054-1
n1776,s2135-1
n1804,s2158-1
n1833,s2187-1
n1940,s2325-1
n1941,s2326-1
n2068,sv2462-1
n2075,sv2469-1
n2082,sv2476-1
n2089,sv2483-1
n2096,sv2490-1
