id_m,id_s
n1874,s840-2
n1875,s841-2
n1876,s842-2
n1878,s843-2
n1877,s826-2
n1880,s844-2
n1879,s827-2
n1882,s845-2
n1881,s828-2
n1884,s846-2
n1883,s829-2
n1885,s847-2
n1886,s830-2
n1888,s848-2
n1887,s831-2
n1889,s849-2
n1890,s832-2
n1892,s850-2
n1891,s833-2
n1893,s851-2
n1894,s834-2
n1896,s852-2
n1895,s835-2
n1897,s853-2
n1898,s836-2
n1900,s854-2
n1899,s837-2
n1902,s868-2
n1901,s855-2
n1903,s869-2
n1904,s856-2
n1906,s870-2
n1905,s857-2
n1908,s871-2
n1907,s858-2
n1910,s872-2
n1909,s859-2
n1911,s873-2
n1912,s860-2
n1913,s874-2
n1914,s861-2
n1916,s875-2
n1915,s862-2
n1918,s876-2
n1919,s863-2
n1917,s864-2
n1920,s877-2
n1921,s878-2
n1922,s879-2
n1925,s880-2
n1923,s865-2
n1924,s866-2
n1926,s881-2
n1927,s882-2
n1928,s883-2
n1930,s900-2
n1929,s884-2
n1931,s901-2
n1932,s902-2
n1934,s903-2
n1933,s885-2
n1935,s886-2
n1937,s904-2
n1936,s887-2
n1939,s905-2
n1938,s888-2
n1941,s906-2
n1940,s889-2
n1943,s907-2
n1942,s890-2
n1945,s908-2
n1944,s891-2
n1947,s909-2
n1946,s892-2
n1949,s910-2
n1948,s894-2
n1951,s911-2
n1950,s895-2
n1953,s912-2
n1952,s897-2
n1954,s913-2
n1956,s914-2
n1955,s898-2
n1957,s915-2
n1959,s936-2
n1958,s916-2
n1960,s937-2
n1961,s938-2
n1963,s939-2
n1962,s917-2
n1964,s918-2
n1966,s940-2
n1965,s919-2
n1967,s920-2
n1969,s941-2
n1968,s921-2
n1970,s922-2
n1972,s942-2
n1971,s923-2
n1973,s924-2
n1975,s943-2
n1974,s925-2
n1976,s926-2
n1977,s944-2
n1978,s927-2
n1980,s945-2
n1979,s928-2
n1981,s929-2
n1983,s946-2
n1982,s930-2
n1985,s947-2
n1984,s931-2
n1986,s932-2
n1988,s948-2
n1987,s933-2
n1989,s949-2
n1991,s950-2
n1990,s934-2
n1992,s951-2
n1994,s962-2
n1993,s952-2
n1996,s963-2
n1995,s953-2
n1998,s964-2
n1997,s954-2
n1999,s965-2
n2000,s966-2
n2001,s967-2
n2003,s968-2
n2002,s955-2
n2004,s969-2
n2006,s970-2
n2005,s956-2
n2007,s971-2
n2009,s972-2
n2008,s957-2
n2010,s973-2
n2012,s974-2
n2014,s975-2
n2016,s976-2
n2015,s960-2
n2018,s977-2
n2017,s961-2
n2020,s988-2
n2022,s989-2
n2024,s990-2
n2023,s980-2
n2026,s991-2
n2025,s981-2
n2028,s992-2
n2026a,s982-2
n2028a,s993-2
n2031,s994-2
n2027,s983-2
n2035,s995-2
n2043,s996-2
n2042,s984-2
n2045,s997-2
n2044,s985-2
n2047,s998-2
n2046,s986-2
n2048,s999-2
n2049,s1000-2
n2050,s1001-2
n2052,s1002-2
n2051,s987-2
n2053,s1003-2
n2055,s1027-2
n2056,s1028-2
n2054,s1004-2
n2057,s1005-2
n2060,s1009-2
n2061,s1010-2
n2064,s1030-2
n2063,s1031-2
n2062,s1011-2
n2065,s1012-2
n2066,s1013-2
n2067,s1014-2
n2070,s1032-2
n2069,s1033-2
n2072,s1017-2
n2073,s1018-2
n2075,s1034-2
n2076,s1035-2
n2074,s1019-2
n2077,s1020-2
n2078,s1021-2
n2079,s1022-2
n2080,s1036-2
n2081,s1037-2
n2084,s1025-2
n2085,s1026-2
n2087,s1079-1
n2086,s1062-1
n2088,s1080-1
n2089,s1081-1
n2090,s1082-1
n2091,s1083-1
n2092,s1084-1
n2094,s1085-1
n2093,s1065-1
n2096,s1086-1
n2095,s1066-1
n2098,s1087-1
n2097,s1067-1
n2100,s1088-1
n2099,s1068-1
n2102,s1089-1
n2101,s1069-1
n2104,s1090-1
n2103,s1070-1
n2106,s1091-1
n2105,s1071-1
n2108,s1092-1
n2107,s1072-1
n2110,s1093-1
n2109,s1073-1
n2112,s1094-1
n2111,s1074-1
n2113,s1075-1
n2114,s1076-1
n2115,s1077-1
n2116,s1078-1
n2120,s1119-1
n2119,s1119a-1
n2118,s1103-1
n2117,s1096-1
n2121,s1104-1
n2123,s1105-1
n2122,s1097-1
n2124,s1106-1
n2127,s1120-1
n2126,s1107-1
n2125,s1098-1
n2128,s1108-1
n2131,s1121-1
n2130,s1109-1
n2129,s1099-1
n2132,s1110-1
n2135,s1122-1
n2134,s1111-1
n2133,s1100-1
n2136,s1112-1
n2138,s1113-1
n2137,s1101-1
n2139,s1114-1
n2142,s1123-1
n2141,s1115-1
n2140,s1102-1
n2143,s1116-1
n2145,s1124-1
n2144,s1117-1
n2146,s1118-1
n2149,s1143-1
n2148,s1140-1
n2147,s1125-1
n2151,s1144-1
n2150,s1135-1
n2154,s1145-1
n2153,s1136-1
n2159,s1146-1
n2158,s1141-1
n2157,s1137-1
n2156,s1128-1
n2160,s1129-1
n2164,s1147-1
n2163,s1138-1
n2162,s1130-1
n2161,s1131-1
n2165,s1148-1
n2169,s1149-1
n2168,s1139-1
n2167,s1132-1
n2166,s1133-1
n33,s29-1
n60,s59-1
n93,s89-1
n135,s123-1
n311,s300-1
n319,s320-1
n357,s349-1
n367,s357-1
n379,s365-1
n439,s29-2
n466,s59-2
n499,s89-2
n541,s123-2
n717,s300-2
n725,s320-2
n763,s349-2
n773,s357-2
n785,s365-2
n823,s448-1
n827,s452-1
n835,s460-1
n839,s464-1
n875,s486-1
n888,s510-1
n1016,s619-1
n1030,s630-1
n1078,s686-1
n1137,s746-1
n1364,s958-1
n1372,s978-1
n1411,s1007-1
n1421,s1015-1
n1435,s1023-1
n1470,s448-2
n1474,s452-2
n1482,s460-2
n1486,s464-2
n1522,s486-2
n1535,s510-2
n1663,s619-2
n1677,s630-2
n1725,s686-2
n1784,s746-2
n2011,s958-2
n2019,s978-2
n2058,s1007-2
n2068,s1015-2
n2082,s1023-2
n2152,s1126-1
n35,s30-1
n94,s90-1
n313,s301-1
n322,s321-1
n358,s350-1
n370,s358-1
n382,s366-1
n441,s30-2
n500,s90-2
n719,s301-2
n728,s321-2
n764,s350-2
n776,s358-2
n788,s366-2
n824,s449-1
n828,s453-1
n836,s461-1
n840,s465-1
n877,s487-1
n890,s511-1
n1017,s620-1
n1031,s631-1
n1081,s687-1
n1139,s747-1
n1366,s959-1
n1374,s979-1
n1412,s1008-1
n1424,s1016-1
n1436,s1024-1
n1471,s449-2
n1475,s453-2
n1483,s461-2
n1487,s465-2
n1524,s487-2
n1537,s511-2
n1664,s620-2
n1678,s631-2
n1728,s687-2
n1786,s747-2
n2013,s959-2
n2021,s979-2
n2059,s1008-2
n2071,s1016-2
n2083,s1024-2
n2155,s1127-1
