xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,volta,phraseend,phrase_type
2,2,7.25,0.25,7.25,0.25,58,2,67,1,n38-1,,,,,,0
2,2,7.5,0.25,7.5,0.25,60,2,69,1,n39-1,,,,,,0
2,2,7.5,0.25,7.5,0.25,60,2,60,5,n52-1,,,,,,0
2,2,7.5,0.5,7.5,0.5,60,4,53,6,n59-1,viio64,,,,,0
2,2,7.75,0.25,7.75,0.25,62,2,71,1,n40-1,,,,,,0
2,2,7.75,0.25,7.75,0.25,62,2,62,5,n53-1,,,,,,0
3,3,8.0,0.5,8.0,0.5,64,4,72,1,n60-1,,,,,,0
3,3,8.0,1.0,8.0,1.0,64,8,52,6,n83-1,I6,,,,,0
3,3,8.0,0.25,8.0,0.25,64,2,55,5,n67-1,,,,,,0
3,3,8.25,0.25,8.25,0.25,66,2,60,5,n68-1,,,,,,0
3,3,8.5,0.25,8.5,0.25,68,2,55,5,n69-1,,,,,,0
3,3,8.5,0.5,8.5,0.5,68,4,72,1,n61-1,,,,,,0
3,3,8.75,0.25,8.75,0.25,70,2,60,5,n70-1,,,,,,0
3,3,9.0,0.5,9.0,0.5,72,4,50,6,n84-1,,,,,,0
3,3,9.0,0.25,9.0,0.25,72,2,53,5,n71-1,,,,,,0
3,3,9.0,0.5,9.0,0.5,72,4,72,1,n62-1,,,,,,0
3,3,9.25,0.25,9.25,0.25,74,2,60,5,n72-1,,,,,,0
3,3,9.5,0.5,9.5,0.5,76,4,48,6,n85-1,I,,,,,0
3,3,9.5,0.25,9.5,0.25,76,2,52,5,n73-1,,,,,,0
3,3,9.5,0.5,9.5,0.5,76,4,72,1,n63-1,,,,,,0
3,3,9.75,0.25,9.75,0.25,78,2,60,5,n74-1,,,,,,0
3,3,10.0,1.0,10.0,1.0,80,8,50,6,n86-1,V43,,,,,0
3,3,10.0,0.5,10.0,0.5,80,4,71,1,n64-1,,,,,,0
3,3,10.0,0.25,10.0,0.25,80,2,53,5,n75-1,,,,,,0
3,3,10.25,0.25,10.25,0.25,82,2,55,5,n76-1,,,,,,0
3,3,10.5,0.25,10.5,0.25,84,2,53,5,n77-1,,,,,,0
3,3,10.5,0.5,10.5,0.5,84,4,77,1,n65-1,,,,,,0
3,3,10.75,0.25,10.75,0.25,86,2,55,5,n78-1,,,,,,0
3,3,11.0,1.0,11.0,1.0,88,8,77,1,n66-1,,,,,,0
3,3,11.0,0.5,11.0,0.5,88,4,47,6,n87-1,V65,,,,,0
3,3,11.0,0.25,11.0,0.25,88,2,50,5,n79-1,,,,,,0
3,3,11.25,0.25,11.25,0.25,90,2,55,5,n80-1,,,,,,0
3,3,11.5,0.25,11.5,0.25,92,2,47,5,n81-1,,,,,,0
3,3,11.5,0.5,11.5,0.5,92,4,43,6,n88-1,V7,,,,,0
3,3,11.75,0.25,11.75,0.25,94,2,55,5,n82-1,,,,,,0
4,4,12.0,0.0,12.0,0.0,96,0,77,1,n89-1,,,,,,0
4,4,12.0,0.25,12.0,0.25,96,2,48,6,n109-1,I,,,,,0
4,4,12.0,0.5,12.0,0.5,96,4,76,1,n90-1,,,,,,0
4,4,12.25,0.25,12.25,0.25,98,2,55,6,n110-1,,,,,,0
4,4,12.5,0.25,12.5,0.25,100,2,57,5,n103-1,,,,,,0
4,4,12.5,0.5,12.5,0.5,100,4,53,6,n111-1,ii6,,,,,0
4,4,12.5,0.25,12.5,0.25,100,2,77,1,n91-1,,,,,,0
4,4,12.75,0.25,12.75,0.25,102,2,65,5,n104-1,,,,,,0
4,4,12.75,0.25,12.75,0.25,102,2,74,1,n92-1,,,,,,0
4,4,13.0,0.5,13.0,0.5,104,4,55,6,n112-1,V(64),,,,,0
4,4,13.0,0.5,13.0,0.5,104,4,64,5,n105-1,,,,,,0
4,4,13.0,0.5,13.0,0.5,104,4,72,1,n93-1,,,,,,0
4,4,13.5,0.5,13.5,0.5,108,4,65,1,n94-1,,,,,,0
4,4,13.5,0.5,13.5,0.5,108,4,62,5,n106-1,,,,,,0
4,4,13.5,0.5,13.5,0.5,108,4,55,6,n113-1,V7,,,,,0
4,4,13.5,0.5,13.5,0.5,108,4,71,1,n95-1,,,,,,0
4,4,14.0,1.0,14.0,1.0,112,8,71,1,n98-1,,,,,,0
4,4,14.0,1.0,14.0,1.0,112,8,65,1,n97-1,,,,,,0
4,4,14.0,0.5,14.0,0.5,112,4,60,6,n114-1,I(974)},1.0,4/4,,},3
4,4,14.0,1.0,14.0,1.0,112,8,62,1,n96-1,,,,,,0
4,4,14.5,0.5,14.5,0.5,116,4,55,6,n115-1,,,,,,0
4,4,15.0,0.5,15.0,0.5,120,4,72,1,n101-1,,,,,,0
4,4,15.0,0.5,15.0,0.5,120,4,64,1,n99-1,,,,,,0
4,4,15.0,0.5,15.0,0.5,120,4,48,6,n116-1,I|PAC,,,,,0
4,4,15.0,0.5,15.0,0.5,120,4,67,1,n100-1,,,,,,0
5,5,16.0,1.0,16.0,1.0,128,8,76,1,n117-1,,,,,,0
5,5,16.0,0.25,16.0,0.25,128,2,60,5,n126-1,{,0.0,4/4,,{,1
5,5,16.25,0.25,16.25,0.25,130,2,67,5,n127-1,,,,,,0
5,5,16.5,0.25,16.5,0.25,132,2,64,5,n128-1,,,,,,0
5,5,16.75,0.25,16.75,0.25,134,2,67,5,n129-1,,,,,,0
5,5,17.0,0.25,17.0,0.25,136,2,59,5,n130-1,V65,,,,,0
5,5,17.0,0.75,17.0,0.75,136,6,79,1,n118-1,,,,,,0
5,5,17.25,0.25,17.25,0.25,138,2,67,5,n131-1,,,,,,0
5,5,17.5,0.25,17.5,0.25,140,2,62,5,n132-1,,,,,,0
5,5,17.75,0.25,17.75,0.25,142,2,67,5,n133-1,,,,,,0
5,5,17.75,0.25,17.75,0.25,142,2,77,1,n119-1,,,,,,0
5,5,18.0,0.5,18.0,0.5,144,4,76,1,n120-1,,,,,,0
5,5,18.0,0.25,18.0,0.25,144,2,60,5,n134-1,I,,,,,0
5,5,18.25,0.25,18.25,0.25,146,2,67,5,n135-1,,,,,,0
5,5,18.5,0.25,18.5,0.25,148,2,62,5,n136-1,V64,,,,,0
5,5,18.75,0.25,18.75,0.25,150,2,67,5,n137-1,,,,,,0
5,5,18.875,0.125,18.875,0.125,151,1,74,1,n122-1,,,,,,0
5,5,19.0,0.5,19.0,0.5,152,4,72,1,n123-1,,,,,,0
5,5,19.0,0.25,19.0,0.25,152,2,64,5,n138-1,I6,,,,,0
5,5,19.25,0.25,19.25,0.25,154,2,67,5,n139-1,,,,,,0
5,5,19.5,0.25,19.5,0.25,156,2,60,5,n140-1,I,,,,,0
5,5,19.75,0.25,19.75,0.25,158,2,67,5,n141-1,,,,,,0
5,5,19.875,0.125,19.875,0.125,159,1,76,1,n125-1,,,,,,0
6,6,20.0,0.25,20.0,0.25,160,2,59,5,n152-1,V.I6,,,,,0
6,6,20.0,0.5,20.0,0.5,160,4,74,1,n142-1,,,,,,0
6,6,20.25,0.25,20.25,0.25,162,2,62,5,n153-1,,,,,,0
6,6,20.5,0.25,20.5,0.25,164,2,57,5,n154-1,viio6,,,,,0
6,6,20.75,0.25,20.75,0.25,166,2,60,5,n155-1,,,,,,0
6,6,20.875,0.125,20.875,0.125,167,1,78,1,n144-1,,,,,,0
6,6,21.0,0.25,21.0,0.25,168,2,59,5,n156-1,I6,,,,,0
6,6,21.0,0.5,21.0,0.5,168,4,79,1,n145-1,,,,,,0
6,6,21.25,0.25,21.25,0.25,170,2,62,5,n157-1,,,,,,0
6,6,21.5,0.25,21.5,0.25,172,2,55,5,n158-1,I,,,,,0
6,6,21.75,0.25,21.75,0.25,174,2,59,5,n159-1,,,,,,0
6,6,21.875,0.125,21.875,0.125,175,1,83,1,n147-1,,,,,,0
6,6,22.0,0.5,22.0,0.5,176,4,74,1,n148-1,,,,,,0
6,6,22.0,0.25,22.0,0.25,176,2,57,5,n160-1,V43,,,,,0
6,6,22.25,0.25,22.25,0.25,178,2,62,5,n161-1,,,,,,0
6,6,22.5,0.25,22.5,0.25,180,2,54,5,n162-1,V65,,,,,0
6,6,22.5,0.5,22.5,0.5,180,4,72,1,n149-1,,,,,,0
6,6,22.75,0.25,22.75,0.25,182,2,62,5,n163-1,,,,,,0
6,6,23.0,0.25,23.0,0.25,184,2,55,5,n164-1,I},1.0,4/4,,},3
6,6,23.0,0.5,23.0,0.5,184,4,71,1,n150-1,,,,,,0
6,6,23.25,0.25,23.25,0.25,186,2,54,5,n165-1,,,,,,0
6,6,23.5,0.25,23.5,0.25,188,2,52,5,n166-1,,,,,,0
6,6,23.75,0.25,23.75,0.25,190,2,50,5,n167-1,,,,,,0
7,7,24.0,1.0,24.0,1.0,192,8,69,1,n168-1,,,,,,0
7,7,24.0,0.25,24.0,0.25,192,2,48,5,n181-1,ii6{,2.0,4/4,,{,1
7,7,24.25,0.25,24.25,0.25,194,2,52,5,n182-1,,,,,,0
7,7,24.5,0.25,24.5,0.25,196,2,57,5,n183-1,,,,,,0
7,7,24.75,0.25,24.75,0.25,198,2,60,5,n184-1,,,,,,0
7,7,25.0,0.25,25.0,0.25,200,2,72,1,n169-1,,,,,,0
7,7,25.0,0.25,25.0,0.25,200,2,64,5,n185-1,,,,,,0
7,7,25.25,0.25,25.25,0.25,202,2,62,5,n186-1,,,,,,0
7,7,25.25,0.25,25.25,0.25,202,2,71,1,n170-1,,,,,,0
7,7,25.5,0.25,25.5,0.25,204,2,60,5,n187-1,,,,,,0
7,7,25.5,0.25,25.5,0.25,204,2,69,1,n171-1,,,,,,0
7,7,25.75,0.25,25.75,0.25,206,2,59,5,n188-1,,,,,,0
7,7,25.75,0.25,25.75,0.25,206,2,67,1,n172-1,,,,,,0
7,7,26.0,0.25,26.0,0.25,208,2,66,1,n173-1,,,,,,0
7,7,26.0,0.25,26.0,0.25,208,2,57,5,n189-1,viio6,,,,,0
7,7,26.25,0.25,26.25,0.25,210,2,67,1,n174-1,,,,,,0
7,7,26.25,0.25,26.25,0.25,210,2,59,5,n190-1,,,,,,0
7,7,26.5,0.25,26.5,0.25,212,2,69,1,n175-1,,,,,,0
7,7,26.5,0.25,26.5,0.25,212,2,60,5,n191-1,,,,,,0
7,7,26.75,0.25,26.75,0.25,214,2,59,5,n192-1,,,,,,0
7,7,26.75,0.25,26.75,0.25,214,2,71,1,n176-1,,,,,,0
7,7,27.0,0.25,27.0,0.25,216,2,72,1,n177-1,,,,,,0
7,7,27.0,0.25,27.0,0.25,216,2,57,5,n193-1,,,,,,0
7,7,27.25,0.25,27.25,0.25,218,2,59,5,n194-1,,,,,,0
7,7,27.25,0.25,27.25,0.25,218,2,74,1,n178-1,,,,,,0
7,7,27.5,0.25,27.5,0.25,220,2,60,5,n195-1,,,,,,0
7,7,27.5,0.25,27.5,0.25,220,2,76,1,n179-1,,,,,,0
7,7,27.75,0.25,27.75,0.25,222,2,57,5,n196-1,,,,,,0
7,7,27.75,0.25,27.75,0.25,222,2,78,1,n180-1,,,,,,0
8,8,28.0,0.25,28.0,0.25,224,2,59,5,n210-1,I6,,,,,0
8,8,28.0,0.25,28.0,0.25,224,2,79,1,n197-1,,,,,,0
8,8,28.25,0.25,28.25,0.25,226,2,54,5,n211-1,viio,,,,,0
8,8,28.25,0.25,28.25,0.25,226,2,81,1,n198-1,,,,,,0
8,8,28.5,0.25,28.5,0.25,228,2,55,5,n212-1,I,,,,,0
8,8,28.5,0.25,28.5,0.25,228,2,83,1,n199-1,,,,,,0
8,8,28.75,0.25,28.75,0.25,230,2,84,1,n200-1,,,,,,0
8,8,28.75,0.25,28.75,0.25,230,2,57,5,n213-1,viio6,,,,,0
8,8,29.0,0.25,29.0,0.25,232,2,86,1,n201-1,,,,,,0
8,8,29.0,0.25,29.0,0.25,232,2,59,5,n214-1,I6,,,,,0
8,8,29.25,0.25,29.25,0.25,234,2,83,1,n202-1,,,,,,0
8,8,29.25,0.25,29.25,0.25,234,2,55,5,n215-1,,,,,,0
8,8,29.5,0.25,29.5,0.25,236,2,60,5,n216-1,ii6,,,,,0
8,8,29.5,0.25,29.5,0.25,236,2,88,1,n203-1,,,,,,0
8,8,29.75,0.25,29.75,0.25,238,2,84,1,n204-1,,,,,,0
8,8,29.75,0.25,29.75,0.25,238,2,57,5,n217-1,,,,,,0
8,8,30.0,1.0,30.0,1.0,240,8,79,1,n205-1,,,,,,0
8,8,30.0,0.25,30.0,0.25,240,2,62,5,n218-1,V(64),,,,,0
8,8,30.0,1.0,30.0,1.0,240,8,83,1,n206-1,,,,,,0
8,8,30.25,0.25,30.25,0.25,242,2,67,5,n219-1,,,,,,0
8,8,30.5,0.25,30.5,0.25,244,2,64,5,n220-1,vii%7/V,,,,,0
8,8,30.75,0.25,30.75,0.25,246,2,61,5,n221-1,,,,,,0
8,8,31.0,0.25,31.0,0.25,248,2,62,5,n222-1,V|HC},1.0,4/4,,},3
8,8,31.0,0.5,31.0,0.5,248,4,78,1,n207-1,,,,,,0
8,8,31.0,0.5,31.0,0.5,248,4,81,1,n208-1,,,,,,0
8,8,31.25,0.25,31.25,0.25,250,2,60,5,n223-1,,,,,,0
8,8,31.5,0.25,31.5,0.25,252,2,59,5,n224-1,,,,,,0
8,8,31.75,0.25,31.75,0.25,254,2,57,5,n225-1,,,,,,0
9,9,32.0,0.25,32.0,0.25,256,2,55,5,n242-1,I{,2.0,4/4,,{,1
9,9,32.0,0.75,32.0,0.75,256,6,74,1,n226-1,,,,,,0
9,9,32.25,0.25,32.25,0.25,258,2,62,5,n243-1,,,,,,0
9,9,32.5,0.25,32.5,0.25,260,2,59,5,n244-1,,,,,,0
9,9,32.75,0.125,32.75,0.125,262,1,76,1,n227-1,,,,,,0
9,9,32.75,0.25,32.75,0.25,262,2,62,5,n245-1,,,,,,0
9,9,32.875,0.125,32.875,0.125,263,1,78,1,n228-1,,,,,,0
9,9,33.0,0.25,33.0,0.25,264,2,79,1,n229-1,,,,,,0
9,9,33.0,0.25,33.0,0.25,264,2,55,5,n246-1,,,,,,0
9,9,33.25,0.25,33.25,0.25,266,2,78,1,n230-1,,,,,,0
9,9,33.25,0.25,33.25,0.25,266,2,62,5,n247-1,,,,,,0
9,9,33.5,0.25,33.5,0.25,268,2,76,1,n231-1,,,,,,0
9,9,33.5,0.25,33.5,0.25,268,2,59,5,n248-1,,,,,,0
9,9,33.75,0.25,33.75,0.25,270,2,62,5,n249-1,,,,,,0
9,9,33.75,0.25,33.75,0.25,270,2,74,1,n232-1,,,,,,0
9,9,34.0,0.25,34.0,0.25,272,2,57,5,n250-1,V43,,,,,0
9,9,34.0,0.25,34.0,0.25,272,2,74,1,n233-1,,,,,,0
9,9,34.25,0.25,34.25,0.25,274,2,62,5,n251-1,,,,,,0
9,9,34.25,0.125,34.25,0.125,274,1,72,1,n234-1,,,,,,0
9,9,34.5,0.25,34.5,0.25,276,2,60,5,n252-1,,,,,,0
9,9,34.5,0.25,34.5,0.25,276,2,71,1,n236-1,,,,,,0
9,9,34.75,0.25,34.75,0.25,278,2,62,5,n253-1,,,,,,0
9,9,34.75,0.125,34.75,0.125,278,1,69,1,n237-1,,,,,,0
9,9,35.0,0.25,35.0,0.25,280,2,57,5,n254-1,,,,,,0
9,9,35.0,0.5,35.0,0.5,280,4,67,1,n239-1,,,,,,0
9,9,35.25,0.25,35.25,0.25,282,2,62,5,n255-1,,,,,,0
9,9,35.5,0.25,35.5,0.25,284,2,66,1,n240-1,,,,,,0
9,9,35.5,0.25,35.5,0.25,284,2,60,5,n256-1,,,,,,0
9,9,35.75,0.25,35.75,0.25,286,2,62,5,n257-1,,,,,,0
10,10,36.0,0.75,36.0,0.75,288,6,74,1,n258-1,,,,,,0
10,10,36.0,0.25,36.0,0.25,288,2,55,5,n278-1,I,,,,,0
10,10,36.25,0.25,36.25,0.25,290,2,62,5,n279-1,,,,,,0
10,10,36.5,0.25,36.5,0.25,292,2,59,5,n280-1,,,,,,0
10,10,36.75,0.125,36.75,0.125,294,1,76,1,n259-1,,,,,,0
10,10,36.75,0.25,36.75,0.25,294,2,62,5,n281-1,,,,,,0
10,10,36.875,0.125,36.875,0.125,295,1,78,1,n260-1,,,,,,0
10,10,37.0,0.25,37.0,0.25,296,2,55,5,n282-1,,,,,,0
10,10,37.0,0.125,37.0,0.125,296,1,79,1,n261-1,,,,,,0
10,10,37.125,0.125,37.125,0.125,297,1,81,1,n262-1,,,,,,0
10,10,37.25,0.25,37.25,0.25,298,2,62,5,n283-1,,,,,,0
10,10,37.25,0.125,37.25,0.125,298,1,83,1,n263-1,,,,,,0
10,10,37.375,0.125,37.375,0.125,299,1,78,1,n264-1,,,,,,0
10,10,37.5,0.25,37.5,0.25,300,2,59,5,n284-1,,,,,,0
10,10,37.5,0.125,37.5,0.125,300,1,79,1,n265-1,,,,,,0
10,10,37.625,0.125,37.625,0.125,301,1,74,1,n266-1,,,,,,0
10,10,37.75,0.25,37.75,0.25,302,2,62,5,n285-1,,,,,,0
10,10,37.75,0.125,37.75,0.125,302,1,76,1,n267-1,,,,,,0
10,10,37.875,0.125,37.875,0.125,303,1,71,1,n268-1,,,,,,0
10,10,38.0,0.25,38.0,0.25,304,2,57,5,n286-1,V43,,,,,0
10,10,38.0,0.25,38.0,0.25,304,2,74,1,n269-1,,,,,,0
10,10,38.25,0.25,38.25,0.25,306,2,62,5,n287-1,,,,,,0
10,10,38.25,0.125,38.25,0.125,306,1,74,1,n270-1,,,,,,0
10,10,38.375,0.125,38.375,0.125,307,1,72,1,n271-1,,,,,,0
10,10,38.5,0.25,38.5,0.25,308,2,60,5,n288-1,,,,,,0
10,10,38.5,0.25,38.5,0.25,308,2,71,1,n272-1,,,,,,0
10,10,38.75,0.25,38.75,0.25,310,2,62,5,n289-1,,,,,,0
10,10,38.75,0.125,38.75,0.125,310,1,71,1,n273-1,,,,,,0
10,10,38.875,0.125,38.875,0.125,311,1,69,1,n274-1,,,,,,0
10,10,39.0,0.25,39.0,0.25,312,2,57,5,n290-1,,,,,,0
10,10,39.0,0.5,39.0,0.5,312,4,67,1,n275-1,,,,,,0
10,10,39.25,0.25,39.25,0.25,314,2,62,5,n291-1,,,,,,0
10,10,39.5,0.25,39.5,0.25,316,2,66,1,n276-1,,,,,,0
10,10,39.5,0.25,39.5,0.25,316,2,60,5,n292-1,,,,,,0
10,10,39.75,0.25,39.75,0.25,318,2,62,5,n293-1,,,,,,0
11,11,40.0,0.25,40.0,0.25,320,2,67,1,n294-1,,,,,,0
11,11,40.0,0.25,40.0,0.25,320,2,59,5,n304-1,I6,,,,,0
11,11,40.25,0.25,40.25,0.25,322,2,79,1,n295-1,,,,,,0
11,11,40.25,0.25,40.25,0.25,322,2,67,5,n305-1,,,,,,0
11,11,40.5,0.25,40.5,0.25,324,2,62,5,n306-1,,,,,,0
11,11,40.5,1.0,40.5,1.0,324,8,79,1,n296-1,,,,,,0
11,11,40.75,0.25,40.75,0.25,326,2,67,5,n307-1,,,,,,0
11,11,41.0,0.25,41.0,0.25,328,2,59,5,n308-1,,,,,,0
11,11,41.25,0.25,41.25,0.25,330,2,67,5,n309-1,,,,,,0
11,11,41.5,0.5,41.5,0.5,332,4,77,1,n297-1,,,,,,0
11,11,41.5,0.25,41.5,0.25,332,2,62,5,n310-1,V65/IV,,,,,0
11,11,41.75,0.25,41.75,0.25,334,2,67,5,n311-1,,,,,,0
11,11,42.0,0.5,42.0,0.5,336,4,75,1,n298-1,,,,,,0
11,11,42.0,0.25,42.0,0.25,336,2,60,5,n312-1,IV(#2),,,,,0
11,11,42.25,0.25,42.25,0.25,338,2,67,5,n313-1,,,,,,0
11,11,42.5,0.5,42.5,0.5,340,4,76,1,n299-1,,,,,,0
11,11,42.5,0.25,42.5,0.25,340,2,64,5,n314-1,IV,,,,,0
11,11,42.75,0.25,42.75,0.25,342,2,67,5,n315-1,,,,,,0
11,11,43.0,0.0,43.0,0.0,344,0,81,1,n300-1,,,,,,0
11,11,43.0,0.5,43.0,0.5,344,4,79,1,n301-1,,,,,,0
11,11,43.0,0.25,43.0,0.25,344,2,60,5,n316-1,,,,,,0
11,11,43.25,0.25,43.25,0.25,346,2,67,5,n317-1,,,,,,0
11,11,43.5,0.25,43.5,0.25,348,2,78,1,n302-1,,,,,,0
11,11,43.5,0.25,43.5,0.25,348,2,64,5,n318-1,,,,,,0
11,11,43.75,0.25,43.75,0.25,350,2,67,5,n319-1,,,,,,0
11,11,43.75,0.25,43.75,0.25,350,2,76,1,n303-1,,,,,,0
12,12,44.0,0.5,44.0,0.5,352,4,74,1,n321-1,,,,,,0
12,12,44.0,0.0,44.0,0.0,352,0,76,1,n320-1,,,,,,0
12,12,44.0,0.25,44.0,0.25,352,2,59,5,n330-1,I6,,,,,0
12,12,44.25,0.25,44.25,0.25,354,2,67,5,n331-1,,,,,,0
12,12,44.5,0.25,44.5,0.25,356,2,76,1,n322-1,,,,,,0
12,12,44.5,0.25,44.5,0.25,356,2,60,5,n332-1,ii6,,,,,0
12,12,44.75,0.25,44.75,0.25,358,2,72,1,n323-1,,,,,,0
12,12,44.75,0.25,44.75,0.25,358,2,69,5,n333-1,,,,,,0
12,12,45.0,0.5,45.0,0.5,360,4,71,1,n324-1,,,,,,0
12,12,45.0,0.25,45.0,0.25,360,2,62,5,n334-1,V(64),,,,,0
12,12,45.25,0.25,45.25,0.25,362,2,67,5,n335-1,,,,,,0
12,12,45.5,0.25,45.5,0.25,364,2,60,5,n336-1,viio64,,,,,0
12,12,45.5,0.5,45.5,0.5,364,4,69,1,n325-1,,,,,,0
12,12,45.75,0.25,45.75,0.25,366,2,66,5,n337-1,,,,,,0
12,12,46.0,0.25,46.0,0.25,368,2,59,5,n338-1,I6,,,,,0
12,12,46.0,0.25,46.0,0.25,368,2,67,1,n326-1,,,,,,0
12,12,46.25,0.25,46.25,0.25,370,2,79,1,n327-1,,,,,,0
12,12,46.25,0.25,46.25,0.25,370,2,67,5,n339-1,,,,,,0
12,12,46.5,1.0,46.5,1.0,372,8,79,1,n328-1,,,,,,0
12,12,46.5,0.25,46.5,0.25,372,2,62,5,n340-1,,,,,,0
12,12,46.75,0.25,46.75,0.25,374,2,67,5,n341-1,,,,,,0
12,12,47.0,0.25,47.0,0.25,376,2,59,5,n342-1,,,,,,0
12,12,47.25,0.25,47.25,0.25,378,2,67,5,n343-1,,,,,,0
12,12,47.5,0.5,47.5,0.5,380,4,77,1,n329-1,,,,,,0
12,12,47.5,0.25,47.5,0.25,380,2,62,5,n344-1,V65/IV,,,,,0
12,12,47.75,0.25,47.75,0.25,382,2,67,5,n345-1,,,,,,0
13,13,48.0,1.0,48.0,1.0,384,8,60,5,n369-1,IV(#2),,,,,0
13,13,48.0,1.0,48.0,1.0,384,8,67,5,n370-1,,,,,,0
13,13,48.0,0.5,48.0,0.5,384,4,75,1,n346-1,,,,,,0
13,13,48.5,0.5,48.5,0.5,388,4,76,1,n347-1,IV,,,,,0
13,13,49.5,0.0,49.5,0.0,396,0,81,1,n349-1,,,,,,0
13,13,49.5,0.25,49.5,0.25,396,2,79,1,n350-1,,,,,,0
13,13,49.75,0.125,49.75,0.125,398,1,78,1,n351-1,,,,,,0
13,13,49.875,0.125,49.875,0.125,399,1,76,1,n352-1,,,,,,0
13,13,50.0,0.5,50.0,0.5,400,4,59,5,n373-1,I6,,,,,0
