xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,phraseend,phrase_type
1,1,0.0,0.5,0.0,0.5,0,12,53,5,n3-1,F.I[I{,3.0,3/4,{,1
1,1,0.0,2.0,0.0,2.0,0,48,65,1,n1-1,,,,,0
1,1,0.5,0.5,0.5,0.5,12,12,57,5,n4-1,,,,,0
1,1,1.0,0.5,1.0,0.5,24,12,60,5,n5-1,,,,,0
1,1,1.5,0.5,1.5,0.5,36,12,57,5,n6-1,,,,,0
1,1,2.0,0.5,2.0,0.5,48,12,60,5,n7-1,,,,,0
1,1,2.0,1.0,2.0,1.0,48,24,69,1,n2-1,,,,,0
1,1,2.5,0.5,2.5,0.5,60,12,57,5,n8-1,,,,,0
2,2,3.0,2.0,3.0,2.0,72,48,72,1,n9-1,,,,,0
2,2,3.0,0.5,3.0,0.5,72,12,53,5,n11-1,V7/IV,,,,0
2,2,3.5,0.5,3.5,0.5,84,12,60,5,n12-1,,,,,0
2,2,4.0,0.5,4.0,0.5,96,12,63,5,n13-1,,,,,0
2,2,4.5,0.5,4.5,0.5,108,12,60,5,n14-1,,,,,0
2,2,5.0,0.5,5.0,0.5,120,12,63,5,n15-1,,,,,0
2,2,5.0,1.0,5.0,1.0,120,24,69,1,n10-1,,,,,0
2,2,5.5,0.5,5.5,0.5,132,12,60,5,n16-1,,,,,0
3,3,6.0,2.0,6.0,2.0,144,48,70,1,n17-1,,,,,0
3,3,6.0,0.5,6.0,0.5,144,12,53,5,n19-1,IV,,,,0
3,3,6.5,0.5,6.5,0.5,156,12,58,5,n20-1,,,,,0
3,3,7.0,0.5,7.0,0.5,168,12,62,5,n21-1,,,,,0
3,3,7.5,0.5,7.5,0.5,180,12,58,5,n22-1,,,,,0
3,3,8.0,0.5,8.0,0.5,192,12,62,5,n23-1,ii6,,,,0
3,3,8.0,1.0,8.0,1.0,192,24,79,1,n18-1,,,,,0
3,3,8.5,0.5,8.5,0.5,204,12,58,5,n24-1,,,,,0
4,4,9.0,0.5,9.0,0.5,216,12,53,5,n29-1,viio6,,,,0
4,4,9.0,0.5,9.0,0.5,216,12,77,1,n25-1,,,,,0
4,4,9.5,0.5,9.5,0.5,228,12,55,5,n30-1,,,,,0
4,4,9.5,0.5,9.5,0.5,228,12,76,1,n26-1,,,,,0
4,4,10.0,0.5,10.0,0.5,240,12,58,5,n31-1,,,,,0
4,4,10.0,1.0,10.0,1.0,240,24,76,1,n27-1,,,,,0
4,4,10.5,0.5,10.5,0.5,252,12,55,5,n32-1,,,,,0
4,4,11.0,0.5,11.0,0.5,264,12,58,5,n33-1,,,,,0
4,4,11.5,0.5,11.5,0.5,276,12,55,5,n34-1,,,,,0
5,5,12.0,1.0,12.0,1.0,288,24,53,5,n38-1,I],,,,0
5,5,12.0,1.0,12.0,1.0,288,24,77,1,n35-1,,,,,0
5,5,12.0,1.0,12.0,1.0,288,24,57,5,n39-1,,,,,0
5,5,13.0,1.0,13.0,1.0,312,24,69,1,n36-1,,,,,0
5,5,14.0,1.0,14.0,1.0,336,24,74,1,n37-1,vi6,,,,0
6,6,15.0,1.0,15.0,1.0,360,24,67,1,n42-1,ii,,,,0
