xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,volta,cadence,cadence_type
105,105,1216.25,0.25,608.125,0.125,29190,6,81,1,n2677-1,,,,,,0
105,105,1216.5,0.25,608.25,0.125,29196,6,81,1,n2678-1,,,,,,0
105,105,1216.75,0.25,608.375,0.125,29202,6,81,1,n2679-1,,,,,,0
105,105,1217.0,1.0,608.5,0.5,29208,24,54,5,n2699-1,,,,,,0
105,105,1217.0,0.25,608.5,0.125,29208,6,81,1,n2680-1,,,,,,0
105,105,1217.0,1.0,608.5,0.5,29208,24,50,5,n2698-1,ii65,0.5,6/8,,,0
105,105,1217.0,1.0,608.5,0.5,29208,24,59,5,n2700-1,,,,,,0
105,105,1217.25,0.25,608.625,0.125,29214,6,78,1,n2681-1,,,,,,0
105,105,1217.5,0.25,608.75,0.125,29220,6,74,1,n2682-1,,,,,,0
105,105,1217.75,0.25,608.875,0.125,29226,6,71,1,n2683-1,,,,,,0
106,106,1218.0,3.0,609.0,1.5,29232,72,52,6,n2720-1,V(64),1.0,6/8,,,0
106,106,1218.0,2.0,609.0,1.0,29232,48,61,5,n2715-1,,,,,,0
106,106,1218.0,0.75,609.0,0.375,29232,18,76,1,n2701-1,,,,,,0
106,106,1218.0,2.0,609.0,1.0,29232,48,57,5,n2714-1,,,,,,0
106,106,1218.75,0.0,609.375,0.0,29250,0,75,1,n2704-1,,,,,,0
106,106,1218.75,0.0,609.375,0.0,29250,0,76,1,n2703-1,,,,,,0
106,106,1218.75,0.0,609.375,0.0,29250,0,76,1,n2705-1,,,,,,0
106,106,1218.75,0.0,609.375,0.0,29250,0,78,1,n2702-1,,,,,,0
106,106,1218.75,0.25,609.375,0.125,29250,6,78,1,n2706-1,,,,,,0
106,106,1219.0,1.5,609.5,0.75,29256,36,69,1,n2707-1,,,,,,0
106,106,1220.0,1.0,610.0,0.5,29280,24,62,5,n2717-1,,,,,,0
106,106,1220.0,1.0,610.0,0.5,29280,24,59,5,n2716-1,V7(4),0.25,6/8,,,0
106,106,1220.5,0.5,610.25,0.25,29292,12,68,1,n2708c-1,V7,0.25,6/8,,,0
106,106,1220.5,0.5,610.25,0.25,29292,12,71,1,n2708-1,,,,,,0
106,106,1221.0,1.5,610.5,0.75,29304,36,71,1,n2709-1,,,,,,0
106,106,1221.0,2.0,610.5,1.0,29304,48,62,5,n2718-1,,,,,,0
106,106,1221.0,3.0,610.5,1.5,29304,72,64,6,n2722-1,,,,,,0
106,106,1221.0,2.0,610.5,1.0,29304,48,68,2,n2712-1,,,,,,0
106,106,1221.0,3.0,610.5,1.5,29304,72,57,6,n2721-1,I(974)},1.0,6/8,,,0
106,106,1222.5,0.5,611.25,0.25,29340,12,72,1,n2710-1,,,,,,0
106,106,1223.0,1.0,611.5,0.5,29352,24,61,5,n2719-1,I|IAC,1.5,6/8,,IAC,1
106,106,1223.0,1.0,611.5,0.5,29352,24,69,2,n2713-1,,,,,,0
106,106,1223.0,1.0,611.5,0.5,29352,24,73,1,n2711-1,,,,,,0
107,107,1224.0,0.0,612.0,0.0,29376,0,64,1,n2723-1,,,,,,0
107,107,1224.0,1.1666666,612.0,0.5833333,29376,28,73,1,n2725-1,,,,,,0
107,107,1224.0,0.0,612.0,0.0,29376,0,69,1,n2724-1,,,,,,0
107,107,1224.0,0.25,612.0,0.125,29376,6,45,5,n2762-1,{,0.0,6/8,,,0
107,107,1224.25,0.25,612.125,0.125,29382,6,49,5,n2763-1,,,,,,0
107,107,1224.5,0.25,612.25,0.125,29388,6,52,5,n2764-1,,,,,,0
107,107,1224.75,0.25,612.375,0.125,29394,6,57,5,n2765-1,,,,,,0
107,107,1225.0,0.25,612.5,0.125,29400,6,45,5,n2766-1,,,,,,0
107,107,1225.1666,0.16666667,612.5833,0.083333336,29404,4,76,1,n2727-1,,,,,,0
107,107,1225.25,0.25,612.625,0.125,29406,6,49,5,n2767-1,,,,,,0
107,107,1225.3334,0.16666667,612.6667,0.083333336,29408,4,74,1,n2728-1,,,,,,0
107,107,1225.5,0.25,612.75,0.125,29412,6,52,5,n2768-1,,,,,,0
107,107,1225.5,0.16666667,612.75,0.083333336,29412,4,73,1,n2729-1,,,,,,0
107,107,1225.6666,0.16666667,612.8333,0.083333336,29416,4,74,1,n2730-1,,,,,,0
107,107,1225.75,0.25,612.875,0.125,29418,6,57,5,n2769-1,,,,,,0
107,107,1225.8334,0.16666667,612.9167,0.083333336,29420,4,76,1,n2731-1,,,,,,0
107,107,1226.0,0.25,613.0,0.125,29424,6,47,5,n2770-1,viio6,0.5,6/8,,,0
107,107,1226.0,0.16666667,613.0,0.083333336,29424,4,74,1,n2732-1,,,,,,0
107,107,1226.1666,0.16666667,613.0833,0.083333336,29428,4,78,1,n2733-1,,,,,,0
107,107,1226.25,0.25,613.125,0.125,29430,6,50,5,n2771-1,,,,,,0
107,107,1226.3334,0.16666667,613.1667,0.083333336,29432,4,76,1,n2734-1,,,,,,0
107,107,1226.5,0.16666667,613.25,0.083333336,29436,4,74,1,n2735-1,,,,,,0
107,107,1226.5,0.25,613.25,0.125,29436,6,56,5,n2772-1,,,,,,0
107,107,1226.6666,0.16666667,613.3333,0.083333336,29440,4,76,1,n2736-1,,,,,,0
107,107,1226.75,0.25,613.375,0.125,29442,6,59,5,n2773-1,,,,,,0
107,107,1226.8334,0.16666667,613.4167,0.083333336,29444,4,78,1,n2737-1,,,,,,0
107,107,1227.0,3.0,613.5,1.5,29448,72,57,5,n2774-1,,,,,,0
107,107,1227.0,0.125,613.5,0.0625,29448,3,76,1,n2738-1,,,,,,0
107,107,1227.0,2.0,613.5,1.0,29448,48,49,6,n2775-1,I6,1.0,6/8,,,0
107,107,1227.125,0.125,613.5625,0.0625,29451,3,69,1,n2739-1,,,,,,0
107,107,1227.25,0.125,613.625,0.0625,29454,3,71,1,n2740-1,,,,,,0
107,107,1227.375,0.125,613.6875,0.0625,29457,3,73,1,n2741-1,,,,,,0
107,107,1227.5,0.125,613.75,0.0625,29460,3,74,1,n2742-1,,,,,,0
107,107,1227.625,0.125,613.8125,0.0625,29463,3,76,1,n2743-1,,,,,,0
107,107,1227.75,0.125,613.875,0.0625,29466,3,78,1,n2744-1,,,,,,0
107,107,1227.875,0.125,613.9375,0.0625,29469,3,80,1,n2745-1,,,,,,0
107,107,1228.0,0.125,614.0,0.0625,29472,3,81,1,n2746-1,,,,,,0
107,107,1228.125,0.125,614.0625,0.0625,29475,3,83,1,n2747-1,,,,,,0
107,107,1228.25,0.125,614.125,0.0625,29478,3,85,1,n2748-1,,,,,,0
107,107,1228.375,0.125,614.1875,0.0625,29481,3,83,1,n2749-1,,,,,,0
107,107,1228.5,0.125,614.25,0.0625,29484,3,81,1,n2750-1,,,,,,0
107,107,1228.625,0.125,614.3125,0.0625,29487,3,80,1,n2751-1,,,,,,0
107,107,1228.75,0.125,614.375,0.0625,29490,3,78,1,n2752-1,,,,,,0
107,107,1228.875,0.125,614.4375,0.0625,29493,3,77,1,n2753-1,,,,,,0
107,107,1229.0,1.0,614.5,0.5,29496,24,50,6,n2776-1,ii6,0.5,6/8,,,0
107,107,1229.0,0.125,614.5,0.0625,29496,3,78,1,n2754-1,,,,,,0
107,107,1229.125,0.125,614.5625,0.0625,29499,3,80,1,n2755-1,,,,,,0
107,107,1229.25,0.125,614.625,0.0625,29502,3,81,1,n2756-1,,,,,,0
107,107,1229.375,0.125,614.6875,0.0625,29505,3,80,1,n2757-1,,,,,,0
107,107,1229.5,0.125,614.75,0.0625,29508,3,83,1,n2758-1,,,,,,0
107,107,1229.625,0.125,614.8125,0.0625,29511,3,81,1,n2759-1,,,,,,0
107,107,1229.75,0.125,614.875,0.0625,29514,3,80,1,n2760-1,,,,,,0
107,107,1229.875,0.125,614.9375,0.0625,29517,3,78,1,n2761-1,,,,,,0
108,108,1230.0,1.0,615.0,0.5,29520,24,61,5,n2804-1,,,,,,0
108,108,1230.0,1.0,615.0,0.5,29520,24,52,5,n2803-1,V(64),1.0,6/8,1.0,,0
108,108,1230.0,0.25,615.0,0.125,29520,6,76,1,n2777-1,,,,,,0
108,108,1230.25,0.25,615.125,0.125,29526,6,88,1,n2778-1,,,,,,0
108,108,1230.5,0.25,615.25,0.125,29532,6,85,1,n2779-1,,,,,,0
108,108,1230.75,0.25,615.375,0.125,29538,6,81,1,n2780-1,,,,,,0
108,108,1231.0,0.25,615.5,0.125,29544,6,76,1,n2781-1,,,,,,0
108,108,1231.0,1.0,615.5,0.5,29544,24,61,5,n2806-1,,,,,,0
108,108,1231.0,1.0,615.5,0.5,29544,24,52,5,n2805-1,,,,,,0
108,108,1231.25,0.25,615.625,0.125,29550,6,81,1,n2782-1,,,,,,0
108,108,1231.5,0.25,615.75,0.125,29556,6,76,1,n2783-1,,,,,,0
108,108,1231.75,0.25,615.875,0.125,29562,6,73,1,n2784-1,,,,,,0
108,108,1232.0,1.0,616.0,0.5,29568,24,52,5,n2807-1,V7,0.5,6/8,1.0,,0
108,108,1232.0,1.0,616.0,0.5,29568,24,56,5,n2808-1,,,,,,0
108,108,1232.0,1.0,616.0,0.5,29568,24,62,5,n2809-1,,,,,,0
108,108,1232.0,0.25,616.0,0.125,29568,6,76,1,n2785-1,,,,,,0
108,108,1232.25,0.25,616.125,0.125,29574,6,74,1,n2786-1,,,,,,0
108,108,1232.5,0.25,616.25,0.125,29580,6,73,1,n2787-1,,,,,,0
108,108,1232.75,0.25,616.375,0.125,29586,6,71,1,n2788-1,,,,,,0
108,108,1233.0,2.0,616.5,1.0,29592,48,57,6,n2812-1,I(974)},0.5,6/8,1.0,,0
108,108,1233.0,1.0,616.5,0.5,29592,24,62,5,n2810-1,,,,,,0
108,108,1233.0,1.0,616.5,0.5,29592,24,68,2,n2802-1,,,,,,0
108,108,1233.0,1.0,616.5,0.5,29592,24,71,1,n2789-1,,,,,,0
108,108,1234.0,1.0,617.0,0.5,29616,24,61,5,n2811-1,I,0.5,6/8,1.0,,0
108,108,1234.0,0.16666667,617.0,0.083333336,29616,4,69,1,n2790-1,,,,,,0
108,108,1234.1666,0.16666667,617.0833,0.083333336,29620,4,64,1,n2791-1,,,,,,0
108,108,1234.3334,0.16666667,617.1667,0.083333336,29624,4,66,1,n2792-1,,,,,,0
108,108,1234.5,0.16666667,617.25,0.083333336,29628,4,67,1,n2793-1,,,,,,0
108,108,1234.6666,0.16666667,617.3333,0.083333336,29632,4,68,1,n2794-1,,,,,,0
108,108,1234.8334,0.16666667,617.4167,0.083333336,29636,4,69,1,n2795-1,,,,,,0
108,108,1235.0,0.16666667,617.5,0.083333336,29640,4,70,1,n2796-1,|PAC,0.0,6/8,1.0,PAC,1
108,108,1235.1666,0.16666667,617.5833,0.083333336,29644,4,71,1,n2797-1,,,,,,0
108,108,1235.3334,0.16666667,617.6667,0.083333336,29648,4,72,1,n2798-1,,,,,,0
108,108,1235.5,0.16666667,617.75,0.083333336,29652,4,73,1,n2799-1,,,,,,0
108,108,1235.6666,0.16666667,617.8333,0.083333336,29656,4,74,1,n2800-1,,,,,,0
108,108,1235.8334,0.16666667,617.9167,0.083333336,29660,4,75,1,n2801-1,,,,,,0
99,99,1236.0,0.75,618.0,0.375,29664,18,76,1,n2442-2,,,,,,0
99,99,1236.0,0.25,618.0,0.125,29664,6,57,5,n2453-2,I[I{,0.5,6/8,,,0
99,99,1236.25,0.25,618.125,0.125,29670,6,69,5,n2454-2,,,,,,0
99,99,1236.5,0.25,618.25,0.125,29676,6,61,5,n2455-2,,,,,,0
99,99,1236.75,0.25,618.375,0.125,29682,6,69,5,n2456-2,,,,,,0
99,99,1236.75,0.125,618.375,0.0625,29682,3,78,1,n2443-2,,,,,,0
99,99,1236.875,0.125,618.4375,0.0625,29685,3,76,1,n2444-2,,,,,,0
99,99,1237.0,0.5,618.5,0.25,29688,12,74,1,n2445-2,,,,,,0
99,99,1237.0,0.25,618.5,0.125,29688,6,57,5,n2457-2,viio6,0.5,6/8,,,0
99,99,1237.25,0.25,618.625,0.125,29694,6,68,5,n2458-2,,,,,,0
99,99,1237.5,0.25,618.75,0.125,29700,6,59,5,n2459-2,,,,,,0
99,99,1237.5,0.5,618.75,0.25,29700,12,73,1,n2446-2,,,,,,0
99,99,1237.75,0.25,618.875,0.125,29706,6,68,5,n2460-2,,,,,,0
99,99,1238.0,0.25,619.0,0.125,29712,6,57,5,n2461-2,V7/IV,0.5,6/8,,,0
99,99,1238.0,0.5,619.0,0.25,29712,12,71,1,n2447-2,,,,,,0
99,99,1238.25,0.25,619.125,0.125,29718,6,67,5,n2462-2,,,,,,0
99,99,1238.5,0.25,619.25,0.125,29724,6,61,5,n2463-2,,,,,,0
99,99,1238.5,0.5,619.25,0.25,29724,12,69,1,n2448-2,,,,,,0
99,99,1238.75,0.25,619.375,0.125,29730,6,67,5,n2464-2,,,,,,0
99,99,1239.0,0.75,619.5,0.375,29736,18,69,1,n2449-2,,,,,,0
99,99,1239.0,0.25,619.5,0.125,29736,6,57,5,n2465-2,IV64],0.5,6/8,,,0
99,99,1239.25,0.25,619.625,0.125,29742,6,66,5,n2466-2,,,,,,0
99,99,1239.5,0.25,619.75,0.125,29748,6,62,5,n2467-2,,,,,,0
99,99,1239.75,0.25,619.875,0.125,29754,6,66,5,n2468-2,,,,,,0
99,99,1239.75,0.25,619.875,0.125,29754,6,78,1,n2450-2,,,,,,0
99,99,1240.0,0.25,620.0,0.125,29760,6,54,5,n2469-2,IV6,0.5,6/8,,,0
99,99,1240.0,1.0,620.0,0.5,29760,24,78,1,n2451-2,,,,,,0
99,99,1240.25,0.25,620.125,0.125,29766,6,62,5,n2470-2,,,,,,0
99,99,1240.5,0.25,620.25,0.125,29772,6,57,5,n2471-2,,,,,,0
99,99,1240.75,0.25,620.375,0.125,29778,6,62,5,n2472-2,,,,,,0
99,99,1241.0,1.125,620.5,0.5625,29784,27,62,1,n2452-2,,,,,,0
99,99,1241.0,0.25,620.5,0.125,29784,6,50,5,n2473-2,IV,0.5,6/8,,,0
99,99,1241.25,0.25,620.625,0.125,29790,6,57,5,n2474-2,,,,,,0
99,99,1241.5,0.25,620.75,0.125,29796,6,54,5,n2475-2,,,,,,0
99,99,1241.75,0.25,620.875,0.125,29802,6,57,5,n2476-2,,,,,,0
100,100,1242.0,0.25,621.0,0.125,29808,6,45,5,n2502-2,I(64),2.0,6/8,,,0
100,100,1242.125,0.125,621.0625,0.0625,29811,3,66,1,n2478-2,,,,,,0
100,100,1242.25,0.125,621.125,0.0625,29814,3,64,1,n2479-2,,,,,,0
100,100,1242.25,0.25,621.125,0.125,29814,6,54,5,n2503-2,,,,,,0
100,100,1242.375,0.125,621.1875,0.0625,29817,3,62,1,n2480-2,,,,,,0
100,100,1242.5,0.25,621.25,0.125,29820,6,50,5,n2504-2,,,,,,0
100,100,1242.5,0.125,621.25,0.0625,29820,3,64,1,n2481-2,,,,,,0
100,100,1242.625,0.125,621.3125,0.0625,29823,3,66,1,n2482-2,,,,,,0
100,100,1242.75,0.125,621.375,0.0625,29826,3,67,1,n2483-2,,,,,,0
100,100,1242.75,0.25,621.375,0.125,29826,6,54,5,n2505-2,,,,,,0
100,100,1242.875,0.125,621.4375,0.0625,29829,3,69,1,n2484-2,,,,,,0
100,100,1243.0,0.125,621.5,0.0625,29832,3,71,1,n2485-2,,,,,,0
100,100,1243.0,0.25,621.5,0.125,29832,6,45,5,n2506-2,,,,,,0
100,100,1243.125,0.125,621.5625,0.0625,29835,3,73,1,n2486-2,,,,,,0
100,100,1243.25,0.25,621.625,0.125,29838,6,54,5,n2507-2,,,,,,0
100,100,1243.25,0.125,621.625,0.0625,29838,3,74,1,n2487-2,,,,,,0
100,100,1243.375,0.125,621.6875,0.0625,29841,3,76,1,n2488-2,,,,,,0
100,100,1243.5,0.25,621.75,0.125,29844,6,50,5,n2508-2,,,,,,0
100,100,1243.5,0.16666667,621.75,0.083333336,29844,4,78,1,n2489-2,,,,,,0
100,100,1243.6666,0.16666667,621.8333,0.083333336,29848,4,79,1,n2490-2,,,,,,0
100,100,1243.75,0.25,621.875,0.125,29850,6,54,5,n2509-2,,,,,,0
100,100,1243.8334,0.16666667,621.9167,0.083333336,29852,4,81,1,n2491-2,,,,,,0
100,100,1244.0,0.25,622.0,0.125,29856,6,83,1,n2492-2,,,,,,0
100,100,1244.0,0.25,622.0,0.125,29856,6,45,5,n2510-2,,,,,,0
100,100,1244.25,0.25,622.125,0.125,29862,6,54,5,n2511-2,,,,,,0
100,100,1244.25,0.25,622.125,0.125,29862,6,85,1,n2493-2,,,,,,0
100,100,1244.5,0.25,622.25,0.125,29868,6,50,5,n2512-2,,,,,,0
100,100,1244.5,0.375,622.25,0.1875,29868,9,86,1,n2494-2,,,,,,0
100,100,1244.75,0.25,622.375,0.125,29874,6,54,5,n2513-2,,,,,,0
100,100,1244.875,0.125,622.4375,0.0625,29877,3,78,1,n2495-2,,,,,,0
100,100,1245.0,0.75,622.5,0.375,29880,18,81,1,n2496-2,,,,,,0
100,100,1245.0,1.0,622.5,0.5,29880,24,50,5,n2515-2,,,,,,0
100,100,1245.0,1.0,622.5,0.5,29880,24,45,5,n2514-2,,,,,,0
100,100,1245.75,0.25,622.875,0.125,29898,6,78,1,n2497-2,,,,,,0
100,100,1246.0,1.0,623.0,0.5,29904,24,45,5,n2516-2,I,2.5,6/8,,,0
100,100,1246.0,1.0,623.0,0.5,29904,24,49,5,n2517-2,,,,,,0
100,100,1246.0,0.5,623.0,0.25,29904,12,76,1,n2498-2,,,,,,0
100,100,1246.5,0.5,623.25,0.25,29916,12,76,1,n2499-2,,,,,,0
100,100,1247.0,0.5,623.5,0.25,29928,12,76,1,n2500-2,,,,,,0
100,100,1247.5,0.5,623.75,0.25,29940,12,76,1,n2501-2,,,,,,0
101,101,1248.0,0.25,624.0,0.125,29952,6,78,1,n2519-2,,,,,,0
101,101,1248.0,3.0,624.0,1.5,29952,72,61,5,n2536-2,,,,,,0
101,101,1248.0,3.0,624.0,1.5,29952,72,57,5,n2535-2,,,,,,0
101,101,1248.0,3.0,624.0,1.5,29952,72,64,5,n2537-2,,,,,,0
101,101,1248.25,0.25,624.125,0.125,29958,6,76,1,n2520-2,,,,,,0
101,101,1248.5,0.25,624.25,0.125,29964,6,73,1,n2521-2,,,,,,0
101,101,1248.75,0.25,624.375,0.125,29970,6,71,1,n2522-2,,,,,,0
101,101,1249.0,0.5,624.5,0.25,29976,12,69,1,n2523-2,,,,,,0
101,101,1249.5,0.5,624.75,0.25,29988,12,76,1,n2524-2,,,,,,0
101,101,1250.0,0.5,625.0,0.25,30000,12,76,1,n2525-2,,,,,,0
101,101,1250.5,0.5,625.25,0.25,30012,12,76,1,n2526-2,,,,,,0
101,101,1251.0,3.0,625.5,1.5,30024,72,59,5,n2538-2,V43,1.5,6/8,,,0
101,101,1251.0,3.0,625.5,1.5,30024,72,62,5,n2539-2,,,,,,0
101,101,1251.0,0.25,625.5,0.125,30024,6,78,1,n2527-2,,,,,,0
101,101,1251.0,3.0,625.5,1.5,30024,72,64,5,n2540-2,,,,,,0
101,101,1251.25,0.25,625.625,0.125,30030,6,76,1,n2528-2,,,,,,0
101,101,1251.5,0.25,625.75,0.125,30036,6,74,1,n2529-2,,,,,,0
101,101,1251.75,0.25,625.875,0.125,30042,6,71,1,n2530-2,,,,,,0
101,101,1252.0,0.5,626.0,0.25,30048,12,68,1,n2531-2,,,,,,0
101,101,1252.5,0.5,626.25,0.25,30060,12,76,1,n2532-2,,,,,,0
101,101,1253.0,0.5,626.5,0.25,30072,12,76,1,n2533-2,,,,,,0
101,101,1253.5,0.5,626.75,0.25,30084,12,76,1,n2534-2,,,,,,0
102,102,1254.0,1.0,627.0,0.5,30096,24,64,5,n2564-2,,,,,,0
102,102,1254.0,1.0,627.0,0.5,30096,24,61,5,n2563-2,I,0.5,6/8,,,0
102,102,1254.0,1.0,627.0,0.5,30096,24,64,5,n2562-2,,,,,,0
102,102,1254.0,0.25,627.0,0.125,30096,6,78,1,n2541-2,,,,,,0
102,102,1254.25,0.25,627.125,0.125,30102,6,76,1,n2542-2,,,,,,0
102,102,1254.5,0.25,627.25,0.125,30108,6,73,1,n2543-2,,,,,,0
102,102,1254.75,0.25,627.375,0.125,30114,6,69,1,n2544-2,,,,,,0
102,102,1255.0,1.0,627.5,0.5,30120,24,59,5,n2566-2,,,,,,0
102,102,1255.0,1.0,627.5,0.5,30120,24,56,5,n2565-2,V65,0.5,6/8,,,0
102,102,1255.0,1.0,627.5,0.5,30120,24,64,5,n2567-2,,,,,,0
102,102,1255.0,0.25,627.5,0.125,30120,6,78,1,n2545-2,,,,,,0
102,102,1255.25,0.25,627.625,0.125,30126,6,76,1,n2546-2,,,,,,0
102,102,1255.5,0.25,627.75,0.125,30132,6,74,1,n2547-2,,,,,,0
102,102,1255.75,0.25,627.875,0.125,30138,6,71,1,n2548-2,,,,,,0
102,102,1256.0,0.25,628.0,0.125,30144,6,78,1,n2549-2,,,,,,0
102,102,1256.0,1.0,628.0,0.5,30144,24,57,5,n2568-2,I,0.5,6/8,,,0
102,102,1256.0,1.0,628.0,0.5,30144,24,61,5,n2569-2,,,,,,0
102,102,1256.25,0.25,628.125,0.125,30150,6,76,1,n2550-2,,,,,,0
102,102,1256.5,0.25,628.25,0.125,30156,6,73,1,n2551-2,,,,,,0
102,102,1256.75,0.25,628.375,0.125,30162,6,69,1,n2552-2,,,,,,0
102,102,1257.0,1.0,628.5,0.5,30168,24,61,5,n2572-2,,,,,,0
102,102,1257.0,2.0,628.5,1.0,30168,48,52,6,n2576-2,V(64)},0.5,6/8,,,0
102,102,1257.0,1.0,628.5,0.5,30168,24,73,1,n2553-2,,,,,,0
102,102,1257.0,1.0,628.5,0.5,30168,24,57,5,n2571-2,,,,,,0
102,102,1258.0,1.0,629.0,0.5,30192,24,56,5,n2573-2,V|HC,1.0,6/8,,HC,2
102,102,1258.0,1.0,629.0,0.5,30192,24,59,5,n2574-2,,,,,,0
102,102,1258.0,0.25,629.0,0.125,30192,6,71,1,n2554-2,,,,,,0
102,102,1258.25,0.25,629.125,0.125,30198,6,64,1,n2555-2,,,,,,0
102,102,1258.5,0.25,629.25,0.125,30204,6,76,1,n2556-2,,,,,,0
102,102,1258.75,0.25,629.375,0.125,30210,6,64,1,n2557-2,,,,,,0
102,102,1259.0,0.25,629.5,0.125,30216,6,75,1,n2558-2,,,,,,0
102,102,1259.25,0.25,629.625,0.125,30222,6,64,1,n2559-2,,,,,,0
102,102,1259.5,0.25,629.75,0.125,30228,6,74,1,n2560-2,,,,,,0
102,102,1259.75,0.25,629.875,0.125,30234,6,64,1,n2561-2,,,,,,0
103,103,1260.0,1.0,630.0,0.5,30240,24,73,1,n2577-2,,,,,,0
103,103,1260.0,0.25,630.0,0.125,30240,6,57,5,n2595-2,I{,1.25,6/8,,,0
103,103,1260.25,0.25,630.125,0.125,30246,6,64,5,n2596-2,,,,,,0
103,103,1260.5,0.25,630.25,0.125,30252,6,61,5,n2597-2,,,,,,0
103,103,1260.75,0.25,630.375,0.125,30258,6,64,5,n2598-2,,,,,,0
103,103,1261.0,0.25,630.5,0.125,30264,6,57,5,n2599-2,,,,,,0
103,103,1261.0,1.5,630.5,0.75,30264,36,73,1,n2578-2,,,,,,0
103,103,1261.25,0.25,630.625,0.125,30270,6,64,5,n2600-2,,,,,,0
103,103,1261.5,0.25,630.75,0.125,30276,6,61,5,n2601-2,,,,,,0
103,103,1261.75,0.25,630.875,0.125,30282,6,64,5,n2602-2,,,,,,0
103,103,1262.0,0.25,631.0,0.125,30288,6,57,5,n2603-2,,,,,,0
103,103,1262.25,0.25,631.125,0.125,30294,6,64,5,n2604-2,,,,,,0
103,103,1262.5,0.0,631.25,0.0,30300,0,73,1,n2580-2,,,,,,0
103,103,1262.5,0.0,631.25,0.0,30300,0,73,1,n2582-2,,,,,,0
103,103,1262.5,0.25,631.25,0.125,30300,6,59,5,n2605-2,V43,0.25,6/8,,,0
103,103,1262.5,0.0,631.25,0.0,30300,0,71,1,n2581-2,,,,,,0
103,103,1262.5,0.5,631.25,0.25,30300,12,74,1,n2583-2,,,,,,0
103,103,1262.5,0.0,631.25,0.0,30300,0,74,1,n2579-2,,,,,,0
103,103,1262.75,0.25,631.375,0.125,30306,6,64,5,n2606-2,,,,,,0
103,103,1263.0,0.25,631.5,0.125,30312,6,61,5,n2607-2,I,1.5,6/8,,,0
103,103,1263.0,0.5,631.5,0.25,30312,12,78,1,n2584-2,,,,,,0
103,103,1263.25,0.25,631.625,0.125,30318,6,64,5,n2608-2,,,,,,0
103,103,1263.5,0.25,631.75,0.125,30324,6,57,5,n2609-2,,,,,,0
103,103,1263.5,0.25,631.75,0.125,30324,6,76,1,n2585-2,,,,,,0
103,103,1263.75,0.25,631.875,0.125,30330,6,64,5,n2610-2,,,,,,0
103,103,1264.0,0.25,632.0,0.125,30336,6,61,5,n2611-2,,,,,,0
103,103,1264.0,0.5,632.0,0.25,30336,12,87,1,n2587-2,,,,,,0
103,103,1264.25,0.25,632.125,0.125,30342,6,64,5,n2612-2,,,,,,0
103,103,1264.5,0.25,632.25,0.125,30348,6,57,5,n2613-2,,,,,,0
103,103,1264.5,0.25,632.25,0.125,30348,6,88,1,n2588-2,,,,,,0
103,103,1264.75,0.25,632.375,0.125,30354,6,64,5,n2614-2,,,,,,0
103,103,1264.875,0.125,632.4375,0.0625,30357,3,76,1,n2590-2,,,,,,0
103,103,1265.0,0.25,632.5,0.125,30360,6,61,5,n2615-2,,,,,,0
103,103,1265.0,0.25,632.5,0.125,30360,6,78,1,n2591-2,,,,,,0
103,103,1265.25,0.25,632.625,0.125,30366,6,64,5,n2616-2,,,,,,0
103,103,1265.25,0.25,632.625,0.125,30366,6,76,1,n2592-2,,,,,,0
103,103,1265.5,0.25,632.75,0.125,30372,6,57,5,n2617-2,,,,,,0
103,103,1265.5,0.25,632.75,0.125,30372,6,74,1,n2593-2,,,,,,0
103,103,1265.75,0.25,632.875,0.125,30378,6,64,5,n2618-2,,,,,,0
103,103,1265.75,0.25,632.875,0.125,30378,6,73,1,n2594-2,,,,,,0
104,104,1266.0,0.5,633.0,0.25,30384,12,73,1,n2619-2,,,,,,0
104,104,1266.0,0.25,633.0,0.125,30384,6,56,5,n2638-2,V6,1.25,6/8,,,0
104,104,1266.25,0.25,633.125,0.125,30390,6,64,5,n2639-2,,,,,,0
104,104,1266.5,0.25,633.25,0.125,30396,6,63,5,n2640-2,,,,,,0
104,104,1266.5,1.0,633.25,0.5,30396,24,71,1,n2620-2,,,,,,0
104,104,1266.75,0.25,633.375,0.125,30402,6,64,5,n2641-2,,,,,,0
104,104,1267.0,0.25,633.5,0.125,30408,6,56,5,n2642-2,,,,,,0
104,104,1267.25,0.25,633.625,0.125,30414,6,64,5,n2643-2,,,,,,0
104,104,1267.5,1.0,633.75,0.5,30420,24,71,1,n2621-2,,,,,,0
104,104,1267.5,0.25,633.75,0.125,30420,6,63,5,n2644-2,,,,,,0
104,104,1267.75,0.25,633.875,0.125,30426,6,64,5,n2645-2,,,,,,0
104,104,1268.0,0.25,634.0,0.125,30432,6,56,5,n2646-2,,,,,,0
104,104,1268.25,0.25,634.125,0.125,30438,6,64,5,n2647-2,,,,,,0
104,104,1268.5,0.25,634.25,0.125,30444,6,71,1,n2625-2,,,,,,0
104,104,1268.5,0.0,634.25,0.0,30444,0,70,1,n2624-2,,,,,,0
104,104,1268.5,0.25,634.25,0.125,30444,6,57,5,n2648-2,I,0.25,6/8,,,0
104,104,1268.5,0.0,634.25,0.0,30444,0,71,1,n2623-2,,,,,,0
104,104,1268.5,0.0,634.25,0.0,30444,0,73,1,n2622-2,,,,,,0
