xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,volta,cadence,cadence_type
1,1,0.0,1.5,0.0,0.75,0,36,57,6,n10-1,A.I{,1.5,6/8,,,0
1,1,0.0,2.0,0.0,1.0,0,48,64,5,n6-1,,,,,,0
1,1,0.0,1.5,0.0,0.75,0,36,73,1,n1-1,,,,,,0
1,1,1.5,0.5,0.75,0.25,36,12,59,6,n11-1,,,,,,0
1,1,1.5,0.5,0.75,0.25,36,12,74,1,n2-1,,,,,,0
1,1,2.0,1.0,1.0,0.5,48,24,57,6,n12-1,,,,,,0
1,1,2.0,1.0,1.0,0.5,48,24,73,1,n3-1,,,,,,0
1,1,2.0,1.0,1.0,0.5,48,24,64,5,n7-1,,,,,,0
1,1,3.0,2.0,1.5,1.0,72,48,76,1,n4-1,,,,,,0
1,1,3.0,2.0,1.5,1.0,72,48,64,5,n8-1,,,,,,0
1,1,3.0,2.0,1.5,1.0,72,48,61,6,n13-1,I6,1.5,6/8,,,0
1,1,5.0,1.0,2.5,0.5,120,24,76,1,n5-1,,,,,,0
1,1,5.0,1.0,2.5,0.5,120,24,64,5,n9-1,,,,,,0
1,1,5.0,1.0,2.5,0.5,120,24,61,6,n14-1,,,,,,0
2,2,6.0,2.0,3.0,1.0,144,48,64,5,n20-1,,,,,,0
2,2,6.0,1.5,3.0,0.75,144,36,56,6,n24-1,V6,1.5,6/8,,,0
2,2,6.0,1.5,3.0,0.75,144,36,71,1,n15-1,,,,,,0
2,2,7.5,0.5,3.75,0.25,180,12,57,6,n25-1,,,,,,0
2,2,7.5,0.5,3.75,0.25,180,12,73,1,n16-1,,,,,,0
2,2,8.0,1.0,4.0,0.5,192,24,71,1,n17-1,,,,,,0
2,2,8.0,1.0,4.0,0.5,192,24,64,5,n21-1,,,,,,0
2,2,8.0,1.0,4.0,0.5,192,24,56,6,n26-1,,,,,,0
2,2,9.0,2.0,4.5,1.0,216,48,64,5,n22-1,,,,,,0
2,2,9.0,2.0,4.5,1.0,216,48,74,1,n18-1,,,,,,0
2,2,9.0,2.0,4.5,1.0,216,48,59,6,n27-1,V43,1.5,6/8,,,0
2,2,11.0,1.0,5.5,0.5,264,24,74,1,n19-1,,,,,,0
2,2,11.0,1.0,5.5,0.5,264,24,64,5,n23-1,,,,,,0
2,2,11.0,1.0,5.5,0.5,264,24,59,6,n28-1,,,,,,0
3,3,12.0,2.0,6.0,1.0,288,48,54,6,n37-1,vi7,1.5,6/8,,,0
3,3,12.0,2.0,6.0,1.0,288,48,64,5,n33-1,,,,,,0
3,3,12.0,2.0,6.0,1.0,288,48,69,1,n29-1,,,,,,0
3,3,14.0,1.0,7.0,0.5,336,24,54,6,n38-1,,,,,,0
3,3,14.0,1.0,7.0,0.5,336,24,64,5,n34-1,,,,,,0
3,3,14.0,1.0,7.0,0.5,336,24,69,1,n30-1,,,,,,0
3,3,15.0,2.0,7.5,1.0,360,48,56,6,n39-1,V6,1.5,6/8,,,0
3,3,15.0,2.0,7.5,1.0,360,48,64,5,n35-1,,,,,,0
3,3,15.0,2.0,7.5,1.0,360,48,71,1,n31-1,,,,,,0
3,3,17.0,1.0,8.5,0.5,408,24,56,6,n40-1,,,,,,0
3,3,17.0,1.0,8.5,0.5,408,24,64,5,n36-1,,,,,,0
3,3,17.0,1.0,8.5,0.5,408,24,71,1,n32-1,,,,,,0
4,4,18.0,2.0,9.0,1.0,432,48,73,1,n41-1,,,,,,0
4,4,18.0,2.0,9.0,1.0,432,48,64,5,n49-1,,,,,,0
4,4,18.0,2.0,9.0,1.0,432,48,57,6,n52-1,I,1.0,6/8,,,0
4,4,20.0,0.5,10.0,0.25,480,12,76,1,n42-1,,,,,,0
4,4,20.0,1.0,10.0,0.5,480,24,71,2,n48-1,,,,,,0
4,4,20.0,1.0,10.0,0.5,480,24,50,5,n50-1,ii6,0.5,6/8,,,0
4,4,20.5,0.5,10.25,0.25,492,12,74,1,n43-1,,,,,,0
4,4,21.0,2.0,10.5,1.0,504,48,73,1,n45-1,,,,,,0
4,4,21.0,2.0,10.5,1.0,504,48,69,1,n44-1,,,,,,0
4,4,21.0,3.0,10.5,1.5,504,72,52,5,n51-1,V(64)},1.0,6/8,,,0
4,4,23.0,1.0,11.5,0.5,552,24,68,1,n46-1,V|HC,0.5,6/8,,HC,2
4,4,23.0,1.0,11.5,0.5,552,24,71,1,n47-1,,,,,,0
5,5,24.0,1.5,12.0,0.75,576,36,57,6,n62-1,I{,1.5,6/8,,,0
5,5,24.0,2.0,12.0,1.0,576,48,64,5,n58-1,,,,,,0
5,5,24.0,1.5,12.0,0.75,576,36,73,1,n53-1,,,,,,0
5,5,25.5,0.5,12.75,0.25,612,12,59,6,n63-1,,,,,,0
5,5,25.5,0.5,12.75,0.25,612,12,74,1,n54-1,,,,,,0
5,5,26.0,1.0,13.0,0.5,624,24,57,6,n64-1,,,,,,0
5,5,26.0,1.0,13.0,0.5,624,24,64,5,n59-1,,,,,,0
5,5,26.0,1.0,13.0,0.5,624,24,73,1,n55-1,,,,,,0
5,5,27.0,2.0,13.5,1.0,648,48,61,6,n65-1,I6,1.5,6/8,,,0
5,5,27.0,2.0,13.5,1.0,648,48,64,5,n60-1,,,,,,0
5,5,27.0,2.0,13.5,1.0,648,48,76,1,n56-1,,,,,,0
5,5,29.0,1.0,14.5,0.5,696,24,64,5,n61-1,,,,,,0
5,5,29.0,1.0,14.5,0.5,696,24,76,1,n57-1,,,,,,0
5,5,29.0,1.0,14.5,0.5,696,24,61,6,n66-1,,,,,,0
6,6,30.0,1.5,15.0,0.75,720,36,71,1,n67-1,,,,,,0
6,6,30.0,2.0,15.0,1.0,720,48,64,5,n72-1,,,,,,0
6,6,30.0,1.5,15.0,0.75,720,36,56,6,n76-1,V6,1.5,6/8,,,0
6,6,31.5,0.5,15.75,0.25,756,12,73,1,n68-1,,,,,,0
6,6,31.5,0.5,15.75,0.25,756,12,57,6,n77-1,,,,,,0
6,6,32.0,1.0,16.0,0.5,768,24,71,1,n69-1,,,,,,0
6,6,32.0,1.0,16.0,0.5,768,24,56,6,n78-1,,,,,,0
6,6,32.0,1.0,16.0,0.5,768,24,64,5,n73-1,,,,,,0
6,6,33.0,2.0,16.5,1.0,792,48,64,5,n74-1,,,,,,0
6,6,33.0,2.0,16.5,1.0,792,48,74,1,n70-1,,,,,,0
6,6,33.0,2.0,16.5,1.0,792,48,59,6,n79-1,V43,1.5,6/8,,,0
6,6,35.0,1.0,17.5,0.5,840,24,74,1,n71-1,,,,,,0
6,6,35.0,1.0,17.5,0.5,840,24,64,5,n75-1,,,,,,0
6,6,35.0,1.0,17.5,0.5,840,24,59,6,n80-1,,,,,,0
7,7,36.0,2.0,18.0,1.0,864,48,54,6,n91-1,vi7,1.0,6/8,,,0
7,7,36.0,2.0,18.0,1.0,864,48,69,1,n81-1,,,,,,0
7,7,36.0,2.0,18.0,1.0,864,48,64,5,n87-1,,,,,,0
7,7,38.0,1.0,19.0,0.5,912,24,64,5,n88-1,,,,,,0
7,7,38.0,1.0,19.0,0.5,912,24,56,6,n92-1,V6,0.5,6/8,,,0
7,7,38.0,1.0,19.0,0.5,912,24,71,1,n82-1,,,,,,0
7,7,39.0,2.0,19.5,1.0,936,48,64,5,n89-1,,,,,,0
7,7,39.0,2.0,19.5,1.0,936,48,57,6,n93-1,I,1.0,6/8,,,0
7,7,39.0,2.0,19.5,1.0,936,48,73,1,n83-1,,,,,,0
7,7,41.0,1.0,20.5,0.5,984,24,74,1,n86-1,,,,,,0
7,7,41.0,1.0,20.5,0.5,984,24,71,1,n85-1,,,,,,0
7,7,41.0,1.0,20.5,0.5,984,24,66,1,n84-1,,,,,,0
7,7,41.0,1.0,20.5,0.5,984,24,50,5,n90-1,ii6,0.5,6/8,,,0
8,8,42.0,2.0,21.0,1.0,1008,48,52,5,n104-1,V(64),1.0,6/8,,,0
8,8,42.0,2.0,21.0,1.0,1008,48,73,1,n96-1,,,,,,0
8,8,42.0,2.0,21.0,1.0,1008,48,64,1,n94-1,,,,,,0
8,8,42.0,2.0,21.0,1.0,1008,48,69,1,n95-1,,,,,,0
8,8,44.0,1.0,22.0,0.5,1056,24,62,1,n97-1,,,,,,0
8,8,44.0,1.0,22.0,0.5,1056,24,68,1,n98-1,,,,,,0
8,8,44.0,1.0,22.0,0.5,1056,24,40,5,n105-1,V7,0.5,6/8,,,0
8,8,44.0,1.0,22.0,0.5,1056,24,71,1,n99-1,,,,,,0
8,8,45.0,2.0,22.5,1.0,1080,48,45,5,n106-1,I|PAC},3.0,6/8,,PAC,1
8,8,45.0,2.0,22.5,1.0,1080,48,61,1,n100-1,,,,,,0
8,8,45.0,2.0,22.5,1.0,1080,48,64,1,n101-1,,,,,,0
8,8,45.0,2.0,22.5,1.0,1080,48,69,1,n102-1,,,,,,0
1,1,48.0,2.0,24.0,1.0,1152,48,64,5,n6-2,,,,,,0
1,1,48.0,1.5,24.0,0.75,1152,36,57,6,n10-2,A.I{,1.5,6/8,,,0
1,1,48.0,1.5,24.0,0.75,1152,36,73,1,n1-2,,,,,,0
1,1,49.5,0.5,24.75,0.25,1188,12,59,6,n11-2,,,,,,0
1,1,49.5,0.5,24.75,0.25,1188,12,74,1,n2-2,,,,,,0
1,1,50.0,1.0,25.0,0.5,1200,24,64,5,n7-2,,,,,,0
1,1,50.0,1.0,25.0,0.5,1200,24,57,6,n12-2,,,,,,0
1,1,50.0,1.0,25.0,0.5,1200,24,73,1,n3-2,,,,,,0
1,1,51.0,2.0,25.5,1.0,1224,48,76,1,n4-2,,,,,,0
1,1,51.0,2.0,25.5,1.0,1224,48,64,5,n8-2,,,,,,0
1,1,51.0,2.0,25.5,1.0,1224,48,61,6,n13-2,I6,1.5,6/8,,,0
1,1,53.0,1.0,26.5,0.5,1272,24,61,6,n14-2,,,,,,0
1,1,53.0,1.0,26.5,0.5,1272,24,76,1,n5-2,,,,,,0
1,1,53.0,1.0,26.5,0.5,1272,24,64,5,n9-2,,,,,,0
2,2,54.0,1.5,27.0,0.75,1296,36,71,1,n15-2,,,,,,0
2,2,54.0,2.0,27.0,1.0,1296,48,64,5,n20-2,,,,,,0
2,2,54.0,1.5,27.0,0.75,1296,36,56,6,n24-2,V6,1.5,6/8,,,0
2,2,55.5,0.5,27.75,0.25,1332,12,57,6,n25-2,,,,,,0
2,2,55.5,0.5,27.75,0.25,1332,12,73,1,n16-2,,,,,,0
2,2,56.0,1.0,28.0,0.5,1344,24,56,6,n26-2,,,,,,0
2,2,56.0,1.0,28.0,0.5,1344,24,64,5,n21-2,,,,,,0
2,2,56.0,1.0,28.0,0.5,1344,24,71,1,n17-2,,,,,,0
2,2,57.0,2.0,28.5,1.0,1368,48,64,5,n22-2,,,,,,0
2,2,57.0,2.0,28.5,1.0,1368,48,74,1,n18-2,,,,,,0
2,2,57.0,2.0,28.5,1.0,1368,48,59,6,n27-2,V43,1.5,6/8,,,0
2,2,59.0,1.0,29.5,0.5,1416,24,59,6,n28-2,,,,,,0
2,2,59.0,1.0,29.5,0.5,1416,24,64,5,n23-2,,,,,,0
2,2,59.0,1.0,29.5,0.5,1416,24,74,1,n19-2,,,,,,0
3,3,60.0,2.0,30.0,1.0,1440,48,54,6,n37-2,vi7,1.5,6/8,,,0
3,3,60.0,2.0,30.0,1.0,1440,48,64,5,n33-2,,,,,,0
3,3,60.0,2.0,30.0,1.0,1440,48,69,1,n29-2,,,,,,0
3,3,62.0,1.0,31.0,0.5,1488,24,64,5,n34-2,,,,,,0
3,3,62.0,1.0,31.0,0.5,1488,24,54,6,n38-2,,,,,,0
3,3,62.0,1.0,31.0,0.5,1488,24,69,1,n30-2,,,,,,0
3,3,63.0,2.0,31.5,1.0,1512,48,71,1,n31-2,,,,,,0
3,3,63.0,2.0,31.5,1.0,1512,48,56,6,n39-2,V6,1.5,6/8,,,0
3,3,63.0,2.0,31.5,1.0,1512,48,64,5,n35-2,,,,,,0
3,3,65.0,1.0,32.5,0.5,1560,24,64,5,n36-2,,,,,,0
3,3,65.0,1.0,32.5,0.5,1560,24,56,6,n40-2,,,,,,0
3,3,65.0,1.0,32.5,0.5,1560,24,71,1,n32-2,,,,,,0
4,4,66.0,2.0,33.0,1.0,1584,48,73,1,n41-2,,,,,,0
4,4,66.0,2.0,33.0,1.0,1584,48,64,5,n49-2,,,,,,0
4,4,66.0,2.0,33.0,1.0,1584,48,57,6,n52-2,I,1.0,6/8,,,0
4,4,68.0,0.5,34.0,0.25,1632,12,76,1,n42-2,,,,,,0
4,4,68.0,1.0,34.0,0.5,1632,24,50,5,n50-2,ii6,0.5,6/8,,,0
4,4,68.0,1.0,34.0,0.5,1632,24,71,2,n48-2,,,,,,0
4,4,68.5,0.5,34.25,0.25,1644,12,74,1,n43-2,,,,,,0
4,4,69.0,3.0,34.5,1.5,1656,72,52,5,n51-2,V(64)},1.0,6/8,,,0
4,4,69.0,2.0,34.5,1.0,1656,48,73,1,n45-2,,,,,,0
4,4,69.0,2.0,34.5,1.0,1656,48,69,1,n44-2,,,,,,0
4,4,71.0,1.0,35.5,0.5,1704,24,71,1,n47-2,,,,,,0
4,4,71.0,1.0,35.5,0.5,1704,24,68,1,n46-2,V|HC,0.5,6/8,,HC,2
5,5,72.0,1.5,36.0,0.75,1728,36,57,6,n62-2,I{,1.5,6/8,,,0
5,5,72.0,2.0,36.0,1.0,1728,48,64,5,n58-2,,,,,,0
5,5,72.0,1.5,36.0,0.75,1728,36,73,1,n53-2,,,,,,0
5,5,73.5,0.5,36.75,0.25,1764,12,59,6,n63-2,,,,,,0
5,5,73.5,0.5,36.75,0.25,1764,12,74,1,n54-2,,,,,,0
5,5,74.0,1.0,37.0,0.5,1776,24,57,6,n64-2,,,,,,0
5,5,74.0,1.0,37.0,0.5,1776,24,73,1,n55-2,,,,,,0
5,5,74.0,1.0,37.0,0.5,1776,24,64,5,n59-2,,,,,,0
5,5,75.0,2.0,37.5,1.0,1800,48,76,1,n56-2,,,,,,0
5,5,75.0,2.0,37.5,1.0,1800,48,64,5,n60-2,,,,,,0
5,5,75.0,2.0,37.5,1.0,1800,48,61,6,n65-2,I6,1.5,6/8,,,0
5,5,77.0,1.0,38.5,0.5,1848,24,61,6,n66-2,,,,,,0
5,5,77.0,1.0,38.5,0.5,1848,24,64,5,n61-2,,,,,,0
5,5,77.0,1.0,38.5,0.5,1848,24,76,1,n57-2,,,,,,0
6,6,78.0,1.5,39.0,0.75,1872,36,56,6,n76-2,V6,1.5,6/8,,,0
6,6,78.0,2.0,39.0,1.0,1872,48,64,5,n72-2,,,,,,0
6,6,78.0,1.5,39.0,0.75,1872,36,71,1,n67-2,,,,,,0
6,6,79.5,0.5,39.75,0.25,1908,12,57,6,n77-2,,,,,,0
6,6,79.5,0.5,39.75,0.25,1908,12,73,1,n68-2,,,,,,0
6,6,80.0,1.0,40.0,0.5,1920,24,56,6,n78-2,,,,,,0
6,6,80.0,1.0,40.0,0.5,1920,24,64,5,n73-2,,,,,,0
6,6,80.0,1.0,40.0,0.5,1920,24,71,1,n69-2,,,,,,0
6,6,81.0,2.0,40.5,1.0,1944,48,59,6,n79-2,V43,1.5,6/8,,,0
6,6,81.0,2.0,40.5,1.0,1944,48,64,5,n74-2,,,,,,0
6,6,81.0,2.0,40.5,1.0,1944,48,74,1,n70-2,,,,,,0
6,6,83.0,1.0,41.5,0.5,1992,24,59,6,n80-2,,,,,,0
6,6,83.0,1.0,41.5,0.5,1992,24,74,1,n71-2,,,,,,0
6,6,83.0,1.0,41.5,0.5,1992,24,64,5,n75-2,,,,,,0
7,7,84.0,2.0,42.0,1.0,2016,48,69,1,n81-2,,,,,,0
7,7,84.0,2.0,42.0,1.0,2016,48,64,5,n87-2,,,,,,0
7,7,84.0,2.0,42.0,1.0,2016,48,54,6,n91-2,vi7,1.0,6/8,,,0
7,7,86.0,1.0,43.0,0.5,2064,24,56,6,n92-2,V6,0.5,6/8,,,0
7,7,86.0,1.0,43.0,0.5,2064,24,64,5,n88-2,,,,,,0
7,7,86.0,1.0,43.0,0.5,2064,24,71,1,n82-2,,,,,,0
7,7,87.0,2.0,43.5,1.0,2088,48,64,5,n89-2,,,,,,0
7,7,87.0,2.0,43.5,1.0,2088,48,57,6,n93-2,I,1.0,6/8,,,0
7,7,87.0,2.0,43.5,1.0,2088,48,73,1,n83-2,,,,,,0
7,7,89.0,1.0,44.5,0.5,2136,24,50,5,n90-2,ii6,0.5,6/8,,,0
7,7,89.0,1.0,44.5,0.5,2136,24,66,1,n84-2,,,,,,0
7,7,89.0,1.0,44.5,0.5,2136,24,74,1,n86-2,,,,,,0
7,7,89.0,1.0,44.5,0.5,2136,24,71,1,n85-2,,,,,,0
8,8,90.0,2.0,45.0,1.0,2160,48,73,1,n96-2,,,,,,0
8,8,90.0,2.0,45.0,1.0,2160,48,69,1,n95-2,,,,,,0
8,8,90.0,2.0,45.0,1.0,2160,48,64,1,n94-2,,,,,,0
8,8,90.0,2.0,45.0,1.0,2160,48,52,5,n104-2,V(64),1.0,6/8,,,0
8,8,92.0,1.0,46.0,0.5,2208,24,40,5,n105-2,V7,0.5,6/8,,,0
8,8,92.0,1.0,46.0,0.5,2208,24,62,1,n97-2,,,,,,0
8,8,92.0,1.0,46.0,0.5,2208,24,68,1,n98-2,,,,,,0
8,8,92.0,1.0,46.0,0.5,2208,24,71,1,n99-2,,,,,,0
8,8,93.0,2.0,46.5,1.0,2232,48,64,1,n101-2,,,,,,0
8,8,93.0,2.0,46.5,1.0,2232,48,69,1,n102-2,,,,,,0
8,8,93.0,2.0,46.5,1.0,2232,48,45,5,n106-2,I|PAC},3.0,6/8,,PAC,1
8,8,93.0,2.0,46.5,1.0,2232,48,61,1,n100-2,,,,,,0
9,9,96.0,1.0,48.0,0.5,2304,24,57,5,n113-1,{,0.0,6/8,,,0
9,9,96.0,1.5,48.0,0.75,2304,36,76,1,n108-1,,,,,,0
9,9,97.0,1.0,48.5,0.5,2328,24,61,5,n114-1,,,,,,0
9,9,97.5,0.5,48.75,0.25,2340,12,78,1,n109-1,,,,,,0
9,9,98.0,1.0,49.0,0.5,2352,24,64,5,n115-1,,,,,,0
9,9,98.0,1.0,49.0,0.5,2352,24,76,1,n110-1,,,,,,0
9,9,99.0,2.0,49.5,1.0,2376,48,78,1,n111-1,,,,,,0
9,9,99.0,1.0,49.5,0.5,2376,24,57,5,n116-1,IV64,3.0,6/8,,,0
9,9,100.0,1.0,50.0,0.5,2400,24,62,5,n117-1,,,,,,0
9,9,101.0,1.0,50.5,0.5,2424,24,78,1,n112-1,,,,,,0
9,9,101.0,1.0,50.5,0.5,2424,24,66,5,n118-1,,,,,,0
10,10,102.0,0.0,51.0,0.0,2448,0,80,1,n120-1,,,,,,0
10,10,102.0,1.5,51.0,0.75,2448,36,81,1,n121-1,,,,,,0
10,10,102.0,0.0,51.0,0.0,2448,0,78,1,n119-1,,,,,,0
10,10,102.0,1.0,51.0,0.5,2448,24,57,5,n127-1,,,,,,0
10,10,103.0,1.0,51.5,0.5,2472,24,62,5,n128-1,,,,,,0
10,10,103.5,0.5,51.75,0.25,2484,12,80,1,n122-1,,,,,,0
10,10,104.0,1.0,52.0,0.5,2496,24,78,1,n123-1,,,,,,0
10,10,104.0,1.0,52.0,0.5,2496,24,66,5,n129-1,,,,,,0
10,10,105.0,1.0,52.5,0.5,2520,24,57,5,n130-1,I,3.0,6/8,,,0
10,10,105.0,1.0,52.5,0.5,2520,24,78,1,n124-1,,,,,,0
10,10,106.0,1.0,53.0,0.5,2544,24,61,5,n131-1,,,,,,0
10,10,106.0,1.0,53.0,0.5,2544,24,76,1,n125-1,,,,,,0
10,10,107.0,1.0,53.5,0.5,2568,24,64,5,n132-1,,,,,,0
10,10,107.0,1.0,53.5,0.5,2568,24,76,1,n126-1,,,,,,0
11,11,108.0,1.0,54.0,0.5,2592,24,76,1,n133-1,,,,,,0
11,11,108.0,2.0,54.0,1.0,2592,48,61,5,n140-1,,,,,,0
11,11,108.0,2.0,54.0,1.0,2592,48,57,5,n139-1,,,,,,0
11,11,109.0,1.0,54.5,0.5,2616,24,73,1,n134-1,,,,,,0
11,11,110.0,1.0,55.0,0.5,2640,24,69,1,n135-1,,,,,,0
11,11,111.0,2.0,55.5,1.0,2664,48,56,5,n142-1,V65,1.5,6/8,,,0
11,11,111.0,2.0,55.5,1.0,2664,48,62,5,n143-1,,,,,,0
11,11,111.0,1.0,55.5,0.5,2664,24,76,1,n136-1,,,,,,0
11,11,112.0,1.0,56.0,0.5,2688,24,74,1,n137-1,,,,,,0
11,11,113.0,1.0,56.5,0.5,2712,24,71,1,n138-1,,,,,,0
12,12,114.0,2.0,57.0,1.0,2736,48,57,5,n152-1,I,1.0,6/8,,,0
12,12,114.0,1.0,57.0,0.5,2736,24,76,1,n145-1,,,,,,0
12,12,114.0,2.0,57.0,1.0,2736,48,61,5,n153-1,,,,,,0
12,12,115.0,1.0,57.5,0.5,2760,24,73,1,n146-1,,,,,,0
12,12,116.0,1.0,58.0,0.5,2784,24,54,5,n154-1,viio6/V,0.5,6/8,,,0
12,12,116.0,1.0,58.0,0.5,2784,24,69,1,n147-1,,,,,,0
12,12,116.0,1.0,58.0,0.5,2784,24,63,5,n155-1,,,,,,0
12,12,117.0,3.0,58.5,1.5,2808,72,64,5,n157-1,,,,,,0
12,12,117.0,2.0,58.5,1.0,2808,48,73,1,n149-1,,,,,,0
12,12,117.0,2.0,58.5,1.0,2808,48,69,1,n148-1,,,,,,0
12,12,117.0,3.0,58.5,1.5,2808,72,52,5,n156-1,V(64)},1.0,6/8,,,0
12,12,119.0,1.0,59.5,0.5,2856,24,71,1,n151-1,,,,,,0
12,12,119.0,1.0,59.5,0.5,2856,24,68,1,n150-1,V|HC,0.5,6/8,,HC,2
13,13,120.0,1.5,60.0,0.75,2880,36,57,6,n167-1,I{,1.5,6/8,,,0
13,13,120.0,2.0,60.0,1.0,2880,48,64,5,n163-1,,,,,,0
13,13,120.0,1.5,60.0,0.75,2880,36,73,1,n158-1,,,,,,0
13,13,121.5,0.5,60.75,0.25,2916,12,59,6,n168-1,,,,,,0
13,13,121.5,0.5,60.75,0.25,2916,12,74,1,n159-1,,,,,,0
13,13,122.0,1.0,61.0,0.5,2928,24,57,6,n169-1,,,,,,0
13,13,122.0,1.0,61.0,0.5,2928,24,64,5,n164-1,,,,,,0
13,13,122.0,1.0,61.0,0.5,2928,24,73,1,n160-1,,,,,,0
13,13,123.0,2.0,61.5,1.0,2952,48,61,6,n170-1,I6,1.5,6/8,,,0
13,13,123.0,2.0,61.5,1.0,2952,48,64,5,n165-1,,,,,,0
13,13,123.0,2.0,61.5,1.0,2952,48,76,1,n161-1,,,,,,0
13,13,125.0,1.0,62.5,0.5,3000,24,61,6,n171-1,,,,,,0
13,13,125.0,1.0,62.5,0.5,3000,24,64,5,n166-1,,,,,,0
13,13,125.0,1.0,62.5,0.5,3000,24,76,1,n162-1,,,,,,0
14,14,126.0,1.5,63.0,0.75,3024,36,56,6,n181-1,V6,1.5,6/8,,,0
14,14,126.0,2.0,63.0,1.0,3024,48,64,5,n177-1,,,,,,0
14,14,126.0,1.5,63.0,0.75,3024,36,71,1,n172-1,,,,,,0
14,14,127.5,0.5,63.75,0.25,3060,12,73,1,n173-1,,,,,,0
14,14,127.5,0.5,63.75,0.25,3060,12,57,6,n182-1,,,,,,0
14,14,128.0,1.0,64.0,0.5,3072,24,64,5,n178-1,,,,,,0
14,14,128.0,1.0,64.0,0.5,3072,24,56,6,n183-1,,,,,,0
14,14,128.0,1.0,64.0,0.5,3072,24,71,1,n174-1,,,,,,0
14,14,129.0,2.0,64.5,1.0,3096,48,59,6,n184-1,V43,1.5,6/8,,,0
14,14,129.0,2.0,64.5,1.0,3096,48,64,5,n179-1,,,,,,0
14,14,129.0,2.0,64.5,1.0,3096,48,74,1,n175-1,,,,,,0
14,14,131.0,1.0,65.5,0.5,3144,24,59,6,n185-1,,,,,,0
14,14,131.0,1.0,65.5,0.5,3144,24,64,5,n180-1,,,,,,0
14,14,131.0,1.0,65.5,0.5,3144,24,74,1,n176-1,,,,,,0
15,15,132.0,2.0,66.0,1.0,3168,48,54,6,n196-1,vi7,1.0,6/8,,,0
15,15,132.0,2.0,66.0,1.0,3168,48,64,5,n192-1,,,,,,0
15,15,132.0,2.0,66.0,1.0,3168,48,69,1,n186-1,,,,,,0
15,15,134.0,1.0,67.0,0.5,3216,24,71,1,n187-1,,,,,,0
15,15,134.0,1.0,67.0,0.5,3216,24,64,5,n193-1,,,,,,0
15,15,134.0,1.0,67.0,0.5,3216,24,56,6,n197-1,V6,0.5,6/8,,,0
15,15,135.0,2.0,67.5,1.0,3240,48,64,5,n194-1,,,,,,0
15,15,135.0,2.0,67.5,1.0,3240,48,57,6,n198-1,I,1.0,6/8,,,0
15,15,135.0,2.0,67.5,1.0,3240,48,73,1,n188-1,,,,,,0
15,15,137.0,1.0,68.5,0.5,3288,24,74,1,n191-1,,,,,,0
15,15,137.0,1.0,68.5,0.5,3288,24,71,1,n190-1,,,,,,0
15,15,137.0,1.0,68.5,0.5,3288,24,66,1,n189-1,,,,,,0
15,15,137.0,1.0,68.5,0.5,3288,24,50,5,n195-1,ii6,0.5,6/8,,,0
16,16,138.0,2.0,69.0,1.0,3312,48,73,1,n201-1,,,,,,0
16,16,138.0,2.0,69.0,1.0,3312,48,52,5,n210-1,V(64),1.0,6/8,,,0
16,16,138.0,2.0,69.0,1.0,3312,48,64,1,n199-1,,,,,,0
16,16,138.0,2.0,69.0,1.0,3312,48,69,1,n200-1,,,,,,0
16,16,140.0,1.0,70.0,0.5,3360,24,71,1,n204-1,,,,,,0
16,16,140.0,1.0,70.0,0.5,3360,24,68,1,n203-1,,,,,,0
16,16,140.0,1.0,70.0,0.5,3360,24,64,1,n202-1,,,,,,0
16,16,140.0,1.0,70.0,0.5,3360,24,40,5,n211-1,V,0.5,6/8,,,0
16,16,141.0,2.0,70.5,1.0,3384,48,71,1,n206-1,,,,,,0
16,16,141.0,3.0,70.5,1.5,3384,72,45,5,n212-1,I(97)},1.0,6/8,,,0
16,16,141.0,3.0,70.5,1.5,3384,72,64,2,n209-1,,,,,,0
16,16,141.0,2.0,70.5,1.0,3384,48,68,1,n205-1,,,,,,0
16,16,143.0,1.0,71.5,0.5,3432,24,69,1,n207-1,I|IAC,1.5,6/8,,IAC,1
16,16,143.0,1.0,71.5,0.5,3432,24,73,1,n208-1,,,,,,0
17,17,144.0,2.0,72.0,1.0,3456,48,73,1,n215-1,,,,,,0
17,17,144.0,2.0,72.0,1.0,3456,48,45,5,n225-1,{,0.0,6/8,,,0
17,17,144.0,2.0,72.0,1.0,3456,48,69,1,n214-1,,,,,,0
17,17,144.0,2.0,72.0,1.0,3456,48,64,1,n213-1,,,,,,0
17,17,144.0,2.0,72.0,1.0,3456,48,57,5,n226-1,,,,,,0
17,17,146.0,1.0,73.0,0.5,3504,24,64,1,n216-1,,,,,,0
17,17,146.0,1.0,73.0,0.5,3504,24,68,1,n217-1,,,,,,0
17,17,146.0,1.0,73.0,0.5,3504,24,47,5,n227-1,V43,0.5,6/8,,,0
17,17,146.0,1.0,73.0,0.5,3504,24,59,5,n228-1,,,,,,0
17,17,146.0,1.0,73.0,0.5,3504,24,74,1,n218-1,,,,,,0
17,17,147.0,2.0,73.5,1.0,3528,48,49,5,n229-1,I6,1.0,6/8,,,0
17,17,147.0,2.0,73.5,1.0,3528,48,61,5,n230-1,,,,,,0
17,17,147.0,2.0,73.5,1.0,3528,48,64,1,n219-1,,,,,,0
17,17,147.0,2.0,73.5,1.0,3528,48,76,1,n221-1,,,,,,0
