xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,cadence,cadence_type
16,16,46.5,0.5,46.5,0.5,1116,12,70,1,n173-1,,,,,0
16,16,47.0,1.5,47.0,1.5,1128,36,74,1,n174-1,,,,,0
16,16,47.0,1.5,47.0,1.5,1128,36,77,1,n175-1,,,,,0
17,17,48.0,3.0,48.0,3.0,1152,72,39,5,n193-1,ii(11#72),1.0,3/4,,0
17,17,48.0,3.0,48.0,3.0,1152,72,51,5,n194-1,,,,,0
17,17,48.5,0.5,48.5,0.5,1164,12,71,1,n183-1,,,,,0
17,17,48.5,0.5,48.5,0.5,1164,12,74,1,n184-1,,,,,0
17,17,49.0,0.5,49.0,0.5,1176,12,72,1,n185-1,ii,2.0,3/4,,0
17,17,49.0,0.5,49.0,0.5,1176,12,75,1,n186-1,,,,,0
17,17,49.5,0.5,49.5,0.5,1188,12,77,1,n188-1,,,,,0
17,17,49.5,0.5,49.5,0.5,1188,12,74,1,n187-1,,,,,0
17,17,50.0,0.5,50.0,0.5,1200,12,79,1,n190-1,,,,,0
17,17,50.0,0.5,50.0,0.5,1200,12,75,1,n189-1,,,,,0
17,17,50.5,0.5,50.5,0.5,1212,12,72,1,n191-1,,,,,0
17,17,50.5,0.5,50.5,0.5,1212,12,75,1,n192-1,,,,,0
18,18,51.0,1.0,51.0,1.0,1224,24,53,5,n204-1,V7,1.0,3/4,,0
18,18,51.0,1.0,51.0,1.0,1224,24,63,5,n205-1,,,,,0
18,18,51.0,1.0,51.0,1.0,1224,24,69,2,n201-1,,,,,0
18,18,51.0,0.5,51.0,0.5,1224,12,74,1,n195-1,,,,,0
18,18,51.5,0.5,51.5,0.5,1236,12,72,1,n196-1,,,,,0
18,18,52.0,1.0,52.0,1.0,1248,24,70,2,n202-1,,,,,0
18,18,52.0,0.5,52.0,0.5,1248,12,75,1,n197-1,,,,,0
18,18,52.0,1.0,52.0,1.0,1248,24,58,5,n206-1,I,1.0,3/4,,0
18,18,52.0,1.0,52.0,1.0,1248,24,62,5,n207-1,,,,,0
18,18,52.5,0.5,52.5,0.5,1260,12,74,1,n198-1,,,,,0
18,18,53.0,1.0,53.0,1.0,1272,24,57,5,n208-1,V6,1.0,3/4,,0
18,18,53.0,1.0,53.0,1.0,1272,24,60,5,n209-1,,,,,0
18,18,53.0,1.0,53.0,1.0,1272,24,72,2,n203-1,,,,,0
18,18,53.0,0.5,53.0,0.5,1272,12,79,1,n199-1,,,,,0
18,18,53.5,0.5,53.5,0.5,1284,12,77,1,n200-1,,,,,0
19,19,54.0,3.0,54.0,3.0,1296,72,64,5,n221-1,,,,,0
19,19,54.0,3.0,54.0,3.0,1296,72,55,5,n218-1,V.V43,3.0,3/4,,0
19,19,54.0,3.0,54.0,3.0,1296,72,58,5,n219-1,,,,,0
19,19,54.0,3.0,54.0,3.0,1296,72,60,5,n220-1,,,,,0
19,19,54.0,0.5,54.0,0.5,1296,12,84,1,n210-1,,,,,0
19,19,54.5,0.5,54.5,0.5,1308,12,82,1,n211-1,,,,,0
19,19,55.0,0.25,55.0,0.25,1320,6,81,1,n212-1,,,,,0
19,19,55.25,0.25,55.25,0.25,1326,6,79,1,n213-1,,,,,0
19,19,55.5,0.25,55.5,0.25,1332,6,77,1,n214-1,,,,,0
19,19,55.75,0.25,55.75,0.25,1338,6,76,1,n215-1,,,,,0
19,19,56.0,0.5,56.0,0.5,1344,12,74,1,n216-1,,,,,0
19,19,56.5,0.5,56.5,0.5,1356,12,72,1,n217-1,,,,,0
20,20,57.0,3.0,57.0,3.0,1368,72,57,5,n230-1,V43/ii,3.0,3/4,,0
20,20,57.0,3.0,57.0,3.0,1368,72,60,5,n231-1,,,,,0
20,20,57.0,3.0,57.0,3.0,1368,72,62,5,n232-1,,,,,0
20,20,57.0,3.0,57.0,3.0,1368,72,66,5,n233-1,,,,,0
20,20,57.0,0.5,57.0,0.5,1368,12,86,1,n222-1,,,,,0
20,20,57.5,0.5,57.5,0.5,1380,12,84,1,n223-1,,,,,0
20,20,58.0,0.25,58.0,0.25,1392,6,82,1,n224-1,,,,,0
20,20,58.25,0.25,58.25,0.25,1398,6,81,1,n225-1,,,,,0
20,20,58.5,0.25,58.5,0.25,1404,6,79,1,n226-1,,,,,0
20,20,58.75,0.25,58.75,0.25,1410,6,78,1,n227-1,,,,,0
20,20,59.0,0.5,59.0,0.5,1416,12,75,1,n228-1,,,,,0
20,20,59.5,0.5,59.5,0.5,1428,12,74,1,n229-1,,,,,0
21,21,60.0,3.0,60.0,3.0,1440,72,58,5,n244-1,ii6,3.0,3/4,,0
21,21,60.0,3.0,60.0,3.0,1440,72,62,5,n245-1,,,,,0
21,21,60.0,3.0,60.0,3.0,1440,72,67,5,n246-1,,,,,0
21,21,60.0,0.5,60.0,0.5,1440,12,87,1,n234-1,,,,,0
21,21,60.5,0.5,60.5,0.5,1452,12,86,1,n235-1,,,,,0
21,21,61.0,0.25,61.0,0.25,1464,6,84,1,n236-1,,,,,0
21,21,61.25,0.25,61.25,0.25,1470,6,82,1,n237-1,,,,,0
21,21,61.5,0.25,61.5,0.25,1476,6,81,1,n238-1,,,,,0
21,21,61.75,0.25,61.75,0.25,1482,6,79,1,n239-1,,,,,0
21,21,62.0,0.25,62.0,0.25,1488,6,78,1,n240-1,,,,,0
21,21,62.25,0.25,62.25,0.25,1494,6,79,1,n241-1,,,,,0
21,21,62.5,0.25,62.5,0.25,1500,6,81,1,n242-1,,,,,0
21,21,62.75,0.25,62.75,0.25,1506,6,82,1,n243-1,,,,,0
22,22,63.0,2.0,63.0,2.0,1512,48,60,6,n254-1,V(64)},1.0,3/4,,0
22,22,63.0,1.0,63.0,1.0,1512,24,69,5,n252-1,,,,,0
22,22,63.0,0.75,63.0,0.75,1512,18,77,1,n247-1,,,,,0
22,22,63.75,0.125,63.75,0.125,1530,3,79,1,n248-1,,,,,0
22,22,63.875,0.125,63.875,0.125,1533,3,77,1,n249-1,,,,,0
22,22,64.0,1.0,64.0,1.0,1536,24,67,5,n253-1,V|HC,2.0,3/4,HC,2
22,22,64.0,1.0,64.0,1.0,1536,24,76,1,n250-1,,,,,0
23,23,66.0,1.0,66.0,1.0,1584,24,53,5,n256-1,I{,3.0,3/4,,0
23,23,67.0,1.0,67.0,1.0,1608,24,52,5,n257-1,,,,,0
23,23,68.0,1.0,68.0,1.0,1632,24,53,5,n258-1,,,,,0
24,24,69.0,3.0,69.0,3.0,1656,72,48,5,n271-1,V(64),3.0,3/4,,0
24,24,69.25,0.25,69.25,0.25,1662,6,83,1,n260-1,,,,,0
24,24,69.5,0.25,69.5,0.25,1668,6,84,1,n261-1,,,,,0
24,24,69.75,0.25,69.75,0.25,1674,6,80,1,n262-1,,,,,0
24,24,70.0,0.25,70.0,0.25,1680,6,81,1,n263-1,,,,,0
24,24,70.25,0.25,70.25,0.25,1686,6,76,1,n264-1,,,,,0
24,24,70.5,0.25,70.5,0.25,1692,6,77,1,n265-1,,,,,0
24,24,70.75,0.25,70.75,0.25,1698,6,71,1,n266-1,,,,,0
24,24,71.0,0.25,71.0,0.25,1704,6,72,1,n267-1,,,,,0
24,24,71.25,0.25,71.25,0.25,1710,6,68,1,n268-1,,,,,0
24,24,71.5,0.25,71.5,0.25,1716,6,69,1,n269-1,,,,,0
24,24,71.75,0.75,71.75,0.75,1722,18,65,1,n270-1,,,,,0
25,25,72.0,1.0,72.0,1.0,1728,24,55,5,n276-1,viio6,3.0,3/4,,0
25,25,72.5,1.0,72.5,1.0,1740,24,64,1,n273-1,,,,,0
25,25,73.0,1.0,73.0,1.0,1752,24,54,5,n277-1,,,,,0
25,25,73.5,1.0,73.5,1.0,1764,24,63,1,n274-1,,,,,0
25,25,74.0,1.0,74.0,1.0,1776,24,55,5,n278-1,,,,,0
25,25,74.5,0.75,74.5,0.75,1788,18,64,1,n275-1,,,,,0
26,26,75.0,3.0,75.0,3.0,1800,72,48,5,n291-1,V7,3.0,3/4,,0
26,26,75.25,0.25,75.25,0.25,1806,6,85,1,n280-1,,,,,0
26,26,75.5,0.25,75.5,0.25,1812,6,86,1,n281-1,,,,,0
26,26,75.75,0.25,75.75,0.25,1818,6,81,1,n282-1,,,,,0
26,26,76.0,0.25,76.0,0.25,1824,6,82,1,n283-1,,,,,0
26,26,76.25,0.25,76.25,0.25,1830,6,78,1,n284-1,,,,,0
26,26,76.5,0.25,76.5,0.25,1836,6,79,1,n285-1,,,,,0
26,26,76.75,0.25,76.75,0.25,1842,6,75,1,n286-1,,,,,0
26,26,77.0,0.25,77.0,0.25,1848,6,76,1,n287-1,,,,,0
26,26,77.25,0.25,77.25,0.25,1854,6,69,1,n288-1,,,,,0
26,26,77.5,0.25,77.5,0.25,1860,6,70,1,n289-1,,,,,0
26,26,77.75,0.75,77.75,0.75,1866,18,67,1,n290-1,,,,,0
27,27,78.0,1.0,78.0,1.0,1872,24,57,5,n296-1,#viio6/ii,3.0,3/4,,0
27,27,78.5,1.0,78.5,1.0,1884,24,66,1,n293-1,,,,,0
27,27,79.0,1.0,79.0,1.0,1896,24,56,5,n297-1,,,,,0
27,27,79.5,1.0,79.5,1.0,1908,24,65,1,n294-1,,,,,0
27,27,80.0,1.0,80.0,1.0,1920,24,57,5,n298-1,,,,,0
27,27,80.5,0.5,80.5,0.5,1932,12,66,1,n295-1,,,,,0
28,28,81.0,3.0,81.0,3.0,1944,72,48,5,n311-1,#viio43/ii,3.0,3/4,,0
28,28,81.0,3.0,81.0,3.0,1944,72,51,5,n312-1,,,,,0
28,28,81.0,3.0,81.0,3.0,1944,72,54,5,n313-1,,,,,0
28,28,81.0,3.0,81.0,3.0,1944,72,57,5,n314-1,,,,,0
28,28,81.25,0.25,81.25,0.25,1950,6,84,1,n300-1,,,,,0
28,28,81.5,0.25,81.5,0.25,1956,6,87,1,n301-1,,,,,0
28,28,81.75,0.25,81.75,0.25,1962,6,81,1,n302-1,,,,,0
28,28,82.0,0.25,82.0,0.25,1968,6,84,1,n303-1,,,,,0
28,28,82.25,0.25,82.25,0.25,1974,6,78,1,n304-1,,,,,0
28,28,82.5,0.25,82.5,0.25,1980,6,81,1,n305-1,,,,,0
28,28,82.75,0.25,82.75,0.25,1986,6,75,1,n306-1,,,,,0
28,28,83.0,0.25,83.0,0.25,1992,6,78,1,n307-1,,,,,0
28,28,83.25,0.25,83.25,0.25,1998,6,72,1,n308-1,,,,,0
28,28,83.5,0.25,83.5,0.25,2004,6,75,1,n309-1,,,,,0
28,28,83.75,0.25,83.75,0.25,2010,6,69,1,n310-1,,,,,0
29,29,84.0,3.0,84.0,3.0,2016,72,46,5,n327-1,bvii64,3.0,3/4,,0
29,29,84.0,3.0,84.0,3.0,2016,72,51,5,n328-1,,,,,0
29,29,84.0,3.0,84.0,3.0,2016,72,54,5,n329-1,,,,,0
29,29,84.0,3.0,84.0,3.0,2016,72,58,5,n330-1,,,,,0
29,29,84.25,0.25,84.25,0.25,2022,6,82,1,n316-1,,,,,0
29,29,84.5,0.25,84.5,0.25,2028,6,87,1,n317-1,,,,,0
29,29,84.75,0.25,84.75,0.25,2034,6,78,1,n318-1,,,,,0
29,29,85.0,0.25,85.0,0.25,2040,6,82,1,n319-1,,,,,0
29,29,85.25,0.25,85.25,0.25,2046,6,75,1,n320-1,,,,,0
29,29,85.5,0.25,85.5,0.25,2052,6,78,1,n321-1,,,,,0
29,29,85.75,0.25,85.75,0.25,2058,6,70,1,n322-1,,,,,0
29,29,86.0,0.25,86.0,0.25,2064,6,75,1,n323-1,,,,,0
29,29,86.25,0.25,86.25,0.25,2070,6,66,1,n324-1,,,,,0
29,29,86.5,0.25,86.5,0.25,2076,6,70,1,n325-1,,,,,0
29,29,86.75,0.25,86.75,0.25,2082,6,63,1,n326-1,,,,,0
30,30,87.0,3.0,87.0,3.0,2088,72,44,5,n343-1,viio2/V,3.0,3/4,,0
30,30,87.0,3.0,87.0,3.0,2088,72,47,5,n344-1,,,,,0
30,30,87.0,3.0,87.0,3.0,2088,72,50,5,n345-1,,,,,0
30,30,87.0,3.0,87.0,3.0,2088,72,53,5,n346-1,,,,,0
30,30,87.25,0.25,87.25,0.25,2094,6,86,1,n332-1,,,,,0
30,30,87.5,0.25,87.5,0.25,2100,6,89,1,n333-1,,,,,0
30,30,87.75,0.25,87.75,0.25,2106,6,83,1,n334-1,,,,,0
30,30,88.0,0.25,88.0,0.25,2112,6,86,1,n335-1,,,,,0
30,30,88.25,0.25,88.25,0.25,2118,6,77,1,n336-1,,,,,0
30,30,88.5,0.25,88.5,0.25,2124,6,83,1,n337-1,,,,,0
30,30,88.75,0.25,88.75,0.25,2130,6,74,1,n338-1,,,,,0
30,30,89.0,0.25,89.0,0.25,2136,6,77,1,n339-1,,,,,0
30,30,89.25,0.25,89.25,0.25,2142,6,71,1,n340-1,,,,,0
30,30,89.5,0.25,89.5,0.25,2148,6,74,1,n341-1,,,,,0
30,30,89.75,0.25,89.75,0.25,2154,6,65,1,n342-1,,,,,0
31,31,90.0,0.25,90.0,0.25,2160,6,45,5,n356-1,I6,2.0,3/4,,0
31,31,90.25,0.25,90.25,0.25,2166,6,48,5,n357-1,,,,,0
31,31,90.5,0.25,90.5,0.25,2172,6,53,5,n358-1,,,,,0
31,31,90.75,0.25,90.75,0.25,2178,6,57,5,n359-1,,,,,0
31,31,91.0,0.25,91.0,0.25,2184,6,60,1,n348-1,,,,,0
31,31,91.25,0.25,91.25,0.25,2190,6,65,1,n349-1,,,,,0
31,31,91.5,0.25,91.5,0.25,2196,6,69,1,n350-1,,,,,0
31,31,91.75,0.25,91.75,0.25,2202,6,72,1,n351-1,,,,,0
31,31,92.0,0.5,92.0,0.5,2208,12,46,5,n361-1,IV,1.0,3/4,,0
31,31,92.25,0.25,92.25,0.25,2214,6,62,1,n353-1,,,,,0
31,31,92.5,0.25,92.5,0.25,2220,6,65,1,n354-1,,,,,0
31,31,92.75,0.25,92.75,0.25,2226,6,74,1,n355-1,,,,,0
32,32,93.0,0.25,93.0,0.25,2232,6,36,5,n372-1,V(64),2.0,3/4,,0
32,32,93.25,0.25,93.25,0.25,2238,6,41,5,n373-1,,,,,0
32,32,93.5,0.25,93.5,0.25,2244,6,45,5,n374-1,,,,,0
