xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,cadence,cadence_type
3,3,10.0,0.25,10.0,0.25,480,12,57,5,n88-1,V(64)},1.0,4/4,,0
3,3,10.0,1.0,10.0,1.0,480,48,63,2,n78-1,,,,,0
3,3,10.25,0.25,10.25,0.25,492,12,58,5,n89-1,,,,,0
3,3,10.5,0.25,10.5,0.25,504,12,55,5,n90-1,,,,,0
3,3,10.75,0.25,10.75,0.25,516,12,51,5,n91-1,,,,,0
3,3,11.0,0.5,11.0,0.5,528,24,46,5,n92-1,V|HC,1.0,4/4,HC,2
3,3,11.0,0.5,11.0,0.5,528,24,62,2,n79-1,,,,,0
3,3,11.0,0.25,11.0,0.25,528,12,65,1,n73-1,,,,,0
3,3,11.25,0.25,11.25,0.25,540,12,67,1,n74-1,,,,,0
3,3,11.5,0.25,11.5,0.25,552,12,68,1,n75-1,,,,,0
3,3,11.75,0.25,11.75,0.25,564,12,69,1,n76-1,,,,,0
4,4,12.0,0.25,12.0,0.25,576,12,51,5,n113-1,I{,2.0,4/4,,0
4,4,12.0,0.625,12.0,0.625,576,30,70,1,n94-1,,,,,0
4,4,12.25,0.25,12.25,0.25,588,12,55,5,n114-1,,,,,0
4,4,12.5,0.25,12.5,0.25,600,12,58,5,n115-1,,,,,0
4,4,12.625,0.125,12.625,0.125,606,6,74,1,n96-1,,,,,0
4,4,12.75,0.25,12.75,0.25,612,12,55,5,n116-1,,,,,0
4,4,12.75,0.125,12.75,0.125,612,6,75,1,n97-1,,,,,0
4,4,12.875,0.125,12.875,0.125,618,6,70,1,n98-1,,,,,0
4,4,13.0,0.25,13.0,0.25,624,12,51,5,n117-1,,,,,0
4,4,13.0,0.25,13.0,0.25,624,12,67,1,n99-1,,,,,0
4,4,13.25,0.25,13.25,0.25,636,12,55,5,n118-1,,,,,0
4,4,13.25,0.25,13.25,0.25,636,12,67,1,n100-1,,,,,0
4,4,13.5,0.25,13.5,0.25,648,12,58,5,n119-1,,,,,0
4,4,13.5,0.25,13.5,0.25,648,12,67,1,n101-1,,,,,0
4,4,13.75,0.25,13.75,0.25,660,12,67,1,n102-1,,,,,0
4,4,13.75,0.25,13.75,0.25,660,12,55,5,n120-1,,,,,0
4,4,14.0,0.25,14.0,0.25,672,12,46,5,n121-1,V(64),1.0,4/4,,0
4,4,14.0,1.0,14.0,1.0,672,48,63,2,n110-1,,,,,0
4,4,14.0,0.875,14.0,0.875,672,42,67,1,n103-1,,,,,0
4,4,14.25,0.25,14.25,0.25,684,12,51,5,n122-1,,,,,0
4,4,14.5,0.25,14.5,0.25,696,12,55,5,n123-1,,,,,0
4,4,14.75,0.25,14.75,0.25,708,12,51,5,n124-1,,,,,0
4,4,14.875,0.125,14.875,0.125,714,6,68,1,n104-1,,,,,0
4,4,15.0,0.25,15.0,0.25,720,12,46,5,n125-1,V7,1.0,4/4,,0
4,4,15.0,0.5,15.0,0.5,720,24,62,2,n111-1,,,,,0
4,4,15.0,0.5,15.0,0.5,720,24,65,1,n105-1,,,,,0
4,4,15.25,0.25,15.25,0.25,732,12,50,5,n126-1,,,,,0
4,4,15.5,0.25,15.5,0.25,744,12,53,5,n127-1,,,,,0
4,4,15.625,0.125,15.625,0.125,750,6,70,1,n106-1,,,,,0
4,4,15.75,0.25,15.75,0.25,756,12,50,5,n128-1,,,,,0
4,4,15.75,0.125,15.75,0.125,756,6,68,1,n107-1,,,,,0
4,4,15.875,0.125,15.875,0.125,762,6,65,1,n108-1,,,,,0
5,5,16.0,1.0,16.0,1.0,768,48,51,5,n152-1,I,1.0,4/4,,0
5,5,16.0,1.0,16.0,1.0,768,48,63,1,n129-1,,,,,0
5,5,16.25,0.25,16.25,0.25,780,12,58,2,n142-1,,,,,0
5,5,16.5,0.25,16.5,0.25,792,12,55,2,n143-1,,,,,0
5,5,16.75,0.25,16.75,0.25,804,12,58,2,n144-1,,,,,0
5,5,17.0,1.0,17.0,1.0,816,48,46,5,n153-1,V,1.0,4/4,,0
5,5,17.0,0.25,17.0,0.25,816,12,62,2,n145-1,,,,,0
5,5,17.0,1.0,17.0,1.0,816,48,65,1,n130-1,,,,,0
5,5,17.25,0.25,17.25,0.25,828,12,58,2,n146-1,,,,,0
5,5,17.5,0.25,17.5,0.25,840,12,62,2,n147-1,,,,,0
5,5,17.75,0.25,17.75,0.25,852,12,58,2,n148-1,,,,,0
5,5,18.0,0.5,18.0,0.5,864,24,63,2,n149-1,,,,,0
5,5,18.0,0.375,18.0,0.375,864,18,67,1,n131-1,,,,,0
5,5,18.0,1.0,18.0,1.0,864,48,39,5,n154-1,I,2.0,4/4,,0
5,5,18.375,0.125,18.375,0.125,882,6,68,1,n132-1,,,,,0
5,5,18.5,0.125,18.5,0.125,888,6,70,1,n133-1,,,,,0
5,5,18.625,0.125,18.625,0.125,894,6,72,1,n134-1,,,,,0
5,5,18.75,0.125,18.75,0.125,900,6,74,1,n135-1,,,,,0
5,5,18.875,0.125,18.875,0.125,906,6,75,1,n136-1,,,,,0
5,5,19.0,0.25,19.0,0.25,912,12,70,1,n137-1,,,,,0
5,5,19.5,0.125,19.5,0.125,936,6,75,1,n138-1,,,,,0
5,5,19.625,0.125,19.625,0.125,942,6,74,1,n139-1,,,,,0
5,5,19.75,0.125,19.75,0.125,948,6,73,1,n140-1,,,,,0
5,5,19.875,0.125,19.875,0.125,954,6,72,1,n141-1,,,,,0
6,6,20.0,0.25,20.0,0.25,960,12,71,1,n156-1,V+6/IV,3.0,4/4,,0
6,6,20.25,0.25,20.25,0.25,972,12,63,5,n177-1,,,,,0
6,6,20.25,0.25,20.25,0.25,972,12,55,5,n176-1,,,,,0
6,6,20.5,0.125,20.5,0.125,984,6,75,1,n158-1,,,,,0
6,6,20.625,0.125,20.625,0.125,990,6,74,1,n159-1,,,,,0
6,6,20.75,0.125,20.75,0.125,996,6,73,1,n160-1,,,,,0
6,6,20.875,0.125,20.875,0.125,1002,6,72,1,n161-1,,,,,0
6,6,21.0,0.25,21.0,0.25,1008,12,71,1,n162-1,,,,,0
6,6,21.25,0.25,21.25,0.25,1020,12,55,5,n180-1,,,,,0
6,6,21.25,0.25,21.25,0.25,1020,12,63,5,n181-1,,,,,0
6,6,21.5,0.125,21.5,0.125,1032,6,75,1,n164-1,,,,,0
6,6,21.625,0.125,21.625,0.125,1038,6,74,1,n165-1,,,,,0
6,6,21.75,0.125,21.75,0.125,1044,6,73,1,n166-1,,,,,0
6,6,21.875,0.125,21.875,0.125,1050,6,72,1,n167-1,,,,,0
6,6,22.0,1.0,22.0,1.0,1056,48,55,5,n183-1,,,,,0
6,6,22.0,1.25,22.0,1.25,1056,60,63,5,n184-1,,,,,0
6,6,22.0,1.0,22.0,1.0,1056,48,71,1,n168-1,,,,,0
6,6,23.0,0.25,23.0,0.25,1104,12,72,1,n169-1,,,,,0
6,6,23.0,0.25,23.0,0.25,1104,12,56,5,n185-1,IV,1.0,4/4,,0
6,6,23.5,0.125,23.5,0.125,1128,6,65,1,n171-1,,,,,0
6,6,23.625,0.125,23.625,0.125,1134,6,67,1,n172-1,,,,,0
6,6,23.75,0.125,23.75,0.125,1140,6,68,1,n173-1,,,,,0
6,6,23.875,0.125,23.875,0.125,1146,6,69,1,n174-1,,,,,0
7,7,24.0,0.625,24.0,0.625,1152,30,70,1,n189-1,I6,1.0,4/4,,0
7,7,24.5,0.5,24.5,0.5,1176,24,43,6,n212-1,,,,,0
7,7,24.5,0.5,24.5,0.5,1176,24,51,5,n204-1,,,,,0
7,7,24.625,0.125,24.625,0.125,1182,6,72,1,n191-1,,,,,0
7,7,24.75,0.125,24.75,0.125,1188,6,74,1,n192-1,,,,,0
7,7,24.875,0.125,24.875,0.125,1194,6,75,1,n193-1,,,,,0
7,7,25.0,0.75,25.0,0.75,1200,36,58,2,n200-1,,,,,0
7,7,25.0,1.0,25.0,1.0,1200,48,46,6,n213-1,V(64),0.5,4/4,,0
7,7,25.0,0.5,25.0,0.5,1200,24,55,5,n205-1,,,,,0
7,7,25.0,0.75,25.0,0.75,1200,36,63,1,n194-1,,,,,0
7,7,25.5,0.5,25.5,0.5,1224,24,56,5,n206-1,V7(4),0.25,4/4,,0
7,7,25.75,0.25,25.75,0.25,1236,12,62,2,n201-1,V7,0.25,4/4,,0
7,7,25.75,0.125,25.75,0.125,1236,6,67,1,n195-1,,,,,0
7,7,25.875,0.125,25.875,0.125,1242,6,65,1,n196-1,,,,,0
7,7,26.0,0.5,26.0,0.5,1248,24,51,5,n207-1,I|PAC},2.0,4/4,PAC,1
7,7,26.0,0.5,26.0,0.5,1248,24,55,5,n208-1,,,,,0
7,7,26.0,0.5,26.0,0.5,1248,24,63,1,n197-1,,,,,0
7,7,26.5,0.5,26.5,0.5,1272,24,51,5,n209-1,,,,,0
7,7,26.5,0.5,26.5,0.5,1272,24,55,5,n210-1,,,,,0
7,7,26.5,0.5,26.5,0.5,1272,24,63,1,n198-1,,,,,0
8,8,28.0,2.0,28.0,2.0,1344,96,58,5,n245-1,V.I{,2.0,4/4,,0
8,8,28.0,0.25,28.0,0.25,1344,12,74,2,n237-1,,,,,0
8,8,28.0,1.0,28.0,1.0,1344,48,77,1,n215-1,,,,,0
8,8,28.25,0.25,28.25,0.25,1356,12,65,2,n238-1,,,,,0
8,8,28.5,0.25,28.5,0.25,1368,12,74,2,n239-1,,,,,0
8,8,28.75,0.25,28.75,0.25,1380,12,65,2,n240-1,,,,,0
8,8,29.0,0.25,29.0,0.25,1392,12,70,2,n241-1,,,,,0
8,8,29.0,1.0,29.0,1.0,1392,48,74,1,n216-1,,,,,0
8,8,29.25,0.25,29.25,0.25,1404,12,65,2,n242-1,,,,,0
8,8,29.5,0.25,29.5,0.25,1416,12,70,2,n243-1,,,,,0
8,8,29.75,0.25,29.75,0.25,1428,12,65,2,n244-1,,,,,0
8,8,30.0,1.25,30.0,1.25,1440,60,41,5,n246-1,V(64),1.0,4/4,,0
8,8,30.0,1.25,30.0,1.25,1440,60,53,5,n247-1,,,,,0
8,8,30.0,0.625,30.0,0.625,1440,30,74,1,n217-1,,,,,0
8,8,30.0,0.625,30.0,0.625,1440,30,77,1,n218-1,,,,,0
8,8,30.625,0.125,30.625,0.125,1470,6,73,1,n221-1,,,,,0
8,8,30.625,0.125,30.625,0.125,1470,6,76,1,n222-1,,,,,0
8,8,30.75,0.125,30.75,0.125,1476,6,72,1,n223-1,,,,,0
8,8,30.75,0.125,30.75,0.125,1476,6,75,1,n224-1,,,,,0
8,8,30.875,0.125,30.875,0.125,1482,6,74,1,n226-1,,,,,0
8,8,30.875,0.125,30.875,0.125,1482,6,70,1,n225-1,,,,,0
8,8,31.0,0.25,31.0,0.25,1488,12,69,1,n227-1,V,0.5,4/4,,0
8,8,31.0,0.25,31.0,0.25,1488,12,72,1,n228-1,,,,,0
8,8,31.5,0.125,31.5,0.125,1512,6,74,1,n229-1,V7(9),0.5,4/4,,0
8,8,31.5,0.125,31.5,0.125,1512,6,78,1,n230-1,,,,,0
8,8,31.625,0.125,31.625,0.125,1518,6,75,1,n231-1,,,,,0
8,8,31.625,0.125,31.625,0.125,1518,6,79,1,n232-1,,,,,0
8,8,31.75,0.125,31.75,0.125,1524,6,74,1,n233-1,,,,,0
8,8,31.75,0.125,31.75,0.125,1524,6,78,1,n234-1,,,,,0
8,8,31.875,0.125,31.875,0.125,1530,6,75,1,n235-1,,,,,0
8,8,31.875,0.125,31.875,0.125,1530,6,79,1,n236-1,,,,,0
9,9,32.0,0.125,32.0,0.125,1536,6,66,5,n279-1,V,0.5,4/4,,0
9,9,32.0,0.25,32.0,0.25,1536,12,69,1,n252-1,,,,,0
9,9,32.0,0.25,32.0,0.25,1536,12,72,1,n253-1,,,,,0
9,9,32.125,0.125,32.125,0.125,1542,6,65,5,n280-1,,,,,0
9,9,32.25,0.125,32.25,0.125,1548,6,66,5,n281-1,,,,,0
9,9,32.375,0.125,32.375,0.125,1554,6,65,5,n282-1,,,,,0
9,9,32.5,0.125,32.5,0.125,1560,6,74,1,n255-1,V7(9),0.5,4/4,,0
9,9,32.5,0.125,32.5,0.125,1560,6,78,1,n256-1,,,,,0
9,9,32.625,0.125,32.625,0.125,1566,6,75,1,n257-1,,,,,0
9,9,32.625,0.125,32.625,0.125,1566,6,79,1,n258-1,,,,,0
9,9,32.75,0.125,32.75,0.125,1572,6,74,1,n259-1,,,,,0
9,9,32.75,0.125,32.75,0.125,1572,6,78,1,n260-1,,,,,0
9,9,32.875,0.125,32.875,0.125,1578,6,75,1,n261-1,,,,,0
9,9,32.875,0.125,32.875,0.125,1578,6,79,1,n262-1,,,,,0
9,9,33.0,0.125,33.0,0.125,1584,6,66,5,n283-1,V,1.0,4/4,,0
9,9,33.0,0.25,33.0,0.25,1584,12,69,1,n263-1,,,,,0
9,9,33.0,0.25,33.0,0.25,1584,12,72,1,n264-1,,,,,0
9,9,33.125,0.125,33.125,0.125,1590,6,65,5,n284-1,,,,,0
9,9,33.25,0.125,33.25,0.125,1596,6,66,5,n285-1,,,,,0
9,9,33.375,0.125,33.375,0.125,1602,6,65,5,n286-1,,,,,0
9,9,33.5,0.125,33.5,0.125,1608,6,71,1,n266-1,,,,,0
9,9,33.625,0.125,33.625,0.125,1614,6,72,1,n267-1,,,,,0
9,9,33.75,0.125,33.75,0.125,1620,6,74,1,n268-1,,,,,0
9,9,33.875,0.125,33.875,0.125,1626,6,75,1,n269-1,,,,,0
9,9,34.0,1.25,34.0,1.25,1632,60,58,6,n293-1,I(974)},1.0,4/4,,0
9,9,34.0,0.75,34.0,0.75,1632,36,77,1,n270-1,,,,,0
9,9,34.25,0.25,34.25,0.25,1644,12,60,5,n287-1,,,,,0
9,9,34.5,0.25,34.5,0.25,1656,12,63,5,n288-1,,,,,0
9,9,34.75,0.25,34.75,0.25,1668,12,69,5,n289-1,,,,,0
9,9,34.75,0.125,34.75,0.125,1668,6,79,1,n271-1,,,,,0
9,9,34.875,0.125,34.875,0.125,1674,6,75,1,n272-1,,,,,0
9,9,35.0,0.25,35.0,0.25,1680,12,74,1,n273-1,,,,,0
9,9,35.0,0.25,35.0,0.25,1680,12,70,5,n291-1,I,0.5,4/4,,0
9,9,35.5,0.1875,35.5,0.1875,1704,9,77,1,n275-1,I6{,2.5,4/4,,0
9,9,35.6875,0.0625,35.6875,0.0625,1713,3,74,1,n276-1,,,,,0
9,9,35.75,0.1875,35.75,0.1875,1716,9,77,1,n277-1,,,,,0
9,9,35.9375,0.0625,35.9375,0.0625,1725,3,74,1,n278-1,,,,,0
10,10,36.0,0.25,36.0,0.25,1728,12,50,5,n308-1,,,,,0
10,10,36.0,0.5,36.0,0.5,1728,24,82,1,n295-1,,,,,0
10,10,36.25,0.25,36.25,0.25,1740,12,53,5,n309-1,,,,,0
10,10,36.5,0.25,36.5,0.25,1752,12,58,5,n310-1,,,,,0
10,10,36.5,1.125,36.5,1.125,1752,54,82,1,n296-1,,,,,0
10,10,36.75,0.25,36.75,0.25,1764,12,53,5,n311-1,,,,,0
10,10,37.0,0.25,37.0,0.25,1776,12,50,5,n312-1,,,,,0
10,10,37.25,0.25,37.25,0.25,1788,12,53,5,n313-1,,,,,0
10,10,37.5,0.25,37.5,0.25,1800,12,58,5,n314-1,,,,,0
10,10,37.625,0.125,37.625,0.125,1806,6,84,1,n298-1,,,,,0
10,10,37.75,0.25,37.75,0.25,1812,12,53,5,n315-1,,,,,0
10,10,37.75,0.125,37.75,0.125,1812,6,86,1,n299-1,,,,,0
10,10,37.875,0.125,37.875,0.125,1818,6,82,1,n300-1,,,,,0
10,10,38.0,0.25,38.0,0.25,1824,12,51,5,n316-1,IV,2.0,4/4,,0
10,10,38.0,0.25,38.0,0.25,1824,12,81,1,n301-1,,,,,0
10,10,38.25,0.25,38.25,0.25,1836,12,55,5,n317-1,,,,,0
10,10,38.25,0.25,38.25,0.25,1836,12,79,1,n302-1,,,,,0
10,10,38.5,0.25,38.5,0.25,1848,12,58,5,n318-1,,,,,0
10,10,38.5,1.125,38.5,1.125,1848,54,79,1,n303-1,,,,,0
10,10,38.75,0.25,38.75,0.25,1860,12,55,5,n319-1,,,,,0
10,10,39.0,0.25,39.0,0.25,1872,12,51,5,n320-1,,,,,0
10,10,39.25,0.25,39.25,0.25,1884,12,55,5,n321-1,,,,,0
10,10,39.5,0.25,39.5,0.25,1896,12,58,5,n322-1,,,,,0
10,10,39.625,0.125,39.625,0.125,1902,6,81,1,n305-1,,,,,0
10,10,39.75,0.25,39.75,0.25,1908,12,55,5,n323-1,,,,,0
10,10,39.75,0.125,39.75,0.125,1908,6,82,1,n306-1,,,,,0
10,10,39.875,0.125,39.875,0.125,1914,6,79,1,n307-1,,,,,0
11,11,40.0,0.25,40.0,0.25,1920,12,53,5,n341-1,V7,2.0,4/4,,0
11,11,40.0,0.25,40.0,0.25,1920,12,77,1,n324-1,,,,,0
11,11,40.25,0.25,40.25,0.25,1932,12,57,5,n342-1,,,,,0
11,11,40.25,0.25,40.25,0.25,1932,12,75,1,n325-1,,,,,0
11,11,40.5,0.25,40.5,0.25,1944,12,60,5,n343-1,,,,,0
11,11,40.5,0.75,40.5,0.75,1944,36,75,1,n326-1,,,,,0
11,11,40.75,0.25,40.75,0.25,1956,12,57,5,n344-1,,,,,0
11,11,41.0,0.25,41.0,0.25,1968,12,53,5,n345-1,,,,,0
11,11,41.25,0.25,41.25,0.25,1980,12,57,5,n346-1,,,,,0
11,11,41.25,0.25,41.25,0.25,1980,12,75,1,n328-1,,,,,0
11,11,41.5,0.25,41.5,0.25,1992,12,75,1,n329-1,,,,,0
11,11,41.5,0.25,41.5,0.25,1992,12,60,5,n347-1,,,,,0
11,11,41.75,0.25,41.75,0.25,2004,12,57,5,n348-1,,,,,0
11,11,41.75,0.25,41.75,0.25,2004,12,75,1,n330-1,,,,,0
11,11,42.0,0.25,42.0,0.25,2016,12,55,5,n349-1,vi(#4),0.5,4/4,,0
11,11,42.0,0.5,42.0,0.5,2016,24,73,1,n331-1,,,,,0
11,11,42.25,0.25,42.25,0.25,2028,12,58,5,n350-1,,,,,0
11,11,42.5,0.25,42.5,0.25,2040,12,62,5,n351-1,vi,1.5,4/4,,0
11,11,42.5,0.5,42.5,0.5,2040,24,74,1,n332-1,,,,,0
11,11,42.75,0.25,42.75,0.25,2052,12,58,5,n352-1,,,,,0
11,11,43.0,0.25,43.0,0.25,2064,12,55,5,n353-1,,,,,0
11,11,43.125,0.125,43.125,0.125,2070,6,70,1,n334-1,,,,,0
11,11,43.25,0.25,43.25,0.25,2076,12,58,5,n354-1,,,,,0
11,11,43.25,0.125,43.25,0.125,2076,6,72,1,n335-1,,,,,0
11,11,43.375,0.125,43.375,0.125,2082,6,74,1,n336-1,,,,,0
11,11,43.5,0.125,43.5,0.125,2088,6,75,1,n337-1,,,,,0
11,11,43.5,0.25,43.5,0.25,2088,12,62,5,n355-1,,,,,0
11,11,43.625,0.125,43.625,0.125,2094,6,77,1,n338-1,,,,,0
11,11,43.75,0.25,43.75,0.25,2100,12,58,5,n356-1,,,,,0
11,11,43.75,0.125,43.75,0.125,2100,6,79,1,n339-1,,,,,0
11,11,43.875,0.125,43.875,0.125,2106,6,81,1,n340-1,,,,,0
12,12,44.0,0.25,44.0,0.25,2112,12,50,5,n375-1,I6,1.0,4/4,,0
12,12,44.0,0.1875,44.0,0.1875,2112,9,82,1,n357-1,,,,,0
12,12,44.1875,0.0625,44.1875,0.0625,2121,3,77,1,n358-1,,,,,0
12,12,44.25,0.25,44.25,0.25,2124,12,53,5,n376-1,,,,,0
12,12,44.25,0.1875,44.25,0.1875,2124,9,86,1,n359-1,,,,,0
12,12,44.4375,0.0625,44.4375,0.0625,2133,3,82,1,n360-1,,,,,0
12,12,44.5,0.25,44.5,0.25,2136,12,58,5,n377-1,,,,,0
12,12,44.5,0.625,44.5,0.625,2136,30,89,1,n361-1,,,,,0
12,12,44.75,0.25,44.75,0.25,2148,12,53,5,n378-1,,,,,0
12,12,45.0,0.25,45.0,0.25,2160,12,50,5,n379-1,#viio65/ii,1.0,4/4,,0
12,12,45.125,0.125,45.125,0.125,2166,6,86,1,n363-1,,,,,0
12,12,45.25,0.25,45.25,0.25,2172,12,53,5,n380-1,,,,,0
12,12,45.25,0.125,45.25,0.125,2172,6,83,1,n364-1,,,,,0
12,12,45.375,0.125,45.375,0.125,2178,6,80,1,n365-1,,,,,0
12,12,45.5,0.25,45.5,0.25,2184,12,56,5,n381-1,,,,,0
12,12,45.5,0.125,45.5,0.125,2184,6,77,1,n366-1,,,,,0
12,12,45.625,0.125,45.625,0.125,2190,6,74,1,n367-1,,,,,0
12,12,45.75,0.25,45.75,0.25,2196,12,53,5,n382-1,,,,,0
12,12,45.75,0.125,45.75,0.125,2196,6,71,1,n368-1,,,,,0
12,12,45.875,0.125,45.875,0.125,2202,6,68,1,n369-1,,,,,0
12,12,46.0,0.25,46.0,0.25,2208,12,51,5,n383-1,ii6,1.0,4/4,,0
12,12,46.0,0.25,46.0,0.25,2208,12,67,1,n370-1,,,,,0
12,12,46.25,0.5,46.25,0.5,2220,24,78,1,n371-1,,,,,0
12,12,46.25,0.25,46.25,0.25,2220,12,55,5,n384-1,,,,,0
12,12,46.5,0.25,46.5,0.25,2232,12,60,5,n385-1,,,,,0
12,12,46.75,0.25,46.75,0.25,2244,12,55,5,n386-1,,,,,0
12,12,46.75,0.5,46.75,0.5,2244,24,79,1,n372-1,,,,,0
12,12,47.0,0.25,47.0,0.25,2256,12,52,5,n387-1,viio7/V,1.0,4/4,,0
12,12,47.25,0.25,47.25,0.25,2268,12,55,5,n388-1,,,,,0
12,12,47.25,0.5,47.25,0.5,2268,24,81,1,n373-1,,,,,0
12,12,47.5,0.25,47.5,0.25,2280,12,61,5,n389-1,,,,,0
12,12,47.75,0.25,47.75,0.25,2292,12,55,5,n390-1,,,,,0
