xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,phraseend,phrase_type
1,1,0.0,0.25,0.0,0.25,0,12,64,5,n9-1,C.I[I{,5.5,2/4,{,1
1,1,0.0,0.5,0.0,0.5,0,24,79,1,n1-1,,,,,0
1,1,0.25,0.25,0.25,0.25,12,12,60,5,n10-1,,,,,0
1,1,0.5,0.25,0.5,0.25,24,12,64,5,n11-1,,,,,0
1,1,0.5,0.75,0.5,0.75,24,36,79,1,n2-1,,,,,0
1,1,0.75,0.25,0.75,0.25,36,12,60,5,n12-1,,,,,0
1,1,1.0,0.25,1.0,0.25,48,12,64,5,n13-1,,,,,0
1,1,1.25,0.125,1.25,0.125,60,6,77,1,n3-1,,,,,0
1,1,1.25,0.25,1.25,0.25,60,12,60,5,n14-1,,,,,0
1,1,1.375,0.125,1.375,0.125,66,6,76,1,n4-1,,,,,0
1,1,1.5,0.125,1.5,0.125,72,6,76,1,n5-1,,,,,0
1,1,1.5,0.25,1.5,0.25,72,12,65,5,n15-1,,,,,0
1,1,1.625,0.125,1.625,0.125,78,6,74,1,n6-1,,,,,0
1,1,1.75,0.125,1.75,0.125,84,6,72,1,n7-1,,,,,0
1,1,1.75,0.25,1.75,0.25,84,12,60,5,n16-1,,,,,0
1,1,1.875,0.125,1.875,0.125,90,6,71,1,n8-1,,,,,0
2,2,2.0,0.25,2.0,0.25,96,12,64,5,n22-1,,,,,0
2,2,2.0,0.75,2.0,0.75,96,36,72,1,n17-1,,,,,0
2,2,2.25,0.25,2.25,0.25,108,12,60,5,n23-1,,,,,0
2,2,2.5,0.25,2.5,0.25,120,12,64,5,n24-1,,,,,0
2,2,2.75,0.25,2.75,0.25,132,12,60,5,n25-1,,,,,0
2,2,2.75,0.125,2.75,0.125,132,6,74,1,n18-1,,,,,0
2,2,2.875,0.125,2.875,0.125,138,6,76,1,n19-1,,,,,0
2,2,3.0,0.5,3.0,0.5,144,24,67,1,n20-1,,,,,0
2,2,3.0,0.25,3.0,0.25,144,12,64,5,n26-1,,,,,0
2,2,3.25,0.25,3.25,0.25,156,12,60,5,n27-1,,,,,0
2,2,3.5,0.25,3.5,0.25,168,12,64,5,n28-1,,,,,0
2,2,3.75,0.25,3.75,0.25,180,12,60,5,n29-1,,,,,0
3,3,4.0,0.25,4.0,0.25,192,12,79,1,n30-1,,,,,0
3,3,4.0,0.25,4.0,0.25,192,12,64,5,n39-1,,,,,0
3,3,4.25,0.25,4.25,0.25,204,12,60,5,n40-1,,,,,0
3,3,4.25,0.25,4.25,0.25,204,12,79,1,n31-1,,,,,0
3,3,4.5,0.25,4.5,0.25,216,12,64,5,n41-1,,,,,0
3,3,4.5,0.75,4.5,0.75,216,36,79,1,n32-1,,,,,0
3,3,4.75,0.25,4.75,0.25,228,12,60,5,n42-1,,,,,0
3,3,5.0,0.25,5.0,0.25,240,12,64,5,n43-1,,,,,0
3,3,5.25,0.25,5.25,0.25,252,12,60,5,n44-1,,,,,0
3,3,5.25,0.125,5.25,0.125,252,6,77,1,n33-1,,,,,0
3,3,5.375,0.125,5.375,0.125,258,6,76,1,n34-1,,,,,0
3,3,5.5,0.25,5.5,0.25,264,12,65,5,n45-1,viio64,,,,0
3,3,5.5,0.125,5.5,0.125,264,6,76,1,n35-1,,,,,0
3,3,5.625,0.125,5.625,0.125,270,6,74,1,n36-1,,,,,0
3,3,5.75,0.25,5.75,0.25,276,12,60,5,n46-1,,,,,0
3,3,5.75,0.125,5.75,0.125,276,6,72,1,n37-1,,,,,0
3,3,5.875,0.125,5.875,0.125,282,6,71,1,n38-1,,,,,0
4,4,6.0,0.75,6.0,0.75,288,36,72,1,n47-1,,,,,0
4,4,6.0,0.25,6.0,0.25,288,12,64,5,n52-1,I,,,,0
4,4,6.25,0.25,6.25,0.25,300,12,60,5,n53-1,,,,,0
4,4,6.5,0.25,6.5,0.25,312,12,64,5,n54-1,,,,,0
4,4,6.75,0.125,6.75,0.125,324,6,74,1,n48-1,,,,,0
4,4,6.75,0.25,6.75,0.25,324,12,60,5,n55-1,,,,,0
4,4,6.875,0.125,6.875,0.125,330,6,76,1,n49-1,,,,,0
4,4,7.0,0.5,7.0,0.5,336,24,67,1,n50-1,,,,,0
4,4,7.0,0.25,7.0,0.25,336,12,64,5,n56-1,,,,,0
4,4,7.25,0.25,7.25,0.25,348,12,60,5,n57-1,,,,,0
4,4,7.5,0.25,7.5,0.25,360,12,64,5,n58-1,,,,,0
4,4,7.75,0.25,7.75,0.25,372,12,60,5,n59-1,,,,,0
5,5,8.0,0.25,8.0,0.25,384,12,65,5,n66-1,IV,,,,0
