onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
12.0,0.25,12.0,0.25,288,6,51,5,n58-1,4,4,4.0,4/4,I|IAC}{,Eb,I,I,,I,IAC,}{,M
12.25,0.25,12.25,0.25,294,6,55,5,n59-1,4,4,,,,,,,,,,,
12.5,0.25,12.5,0.25,300,6,58,5,n60-1,4,4,,,,,,,,,,,
12.75,0.25,12.75,0.25,306,6,63,5,n61-1,4,4,,,,,,,,,,,
13.0,0.25,13.0,0.25,312,6,51,5,n62-1,4,4,,,,,,,,,,,
13.0,0.5,13.0,0.5,312,12,70,1,n50-1,4,4,,,,,,,,,,,
13.25,0.25,13.25,0.25,318,6,55,5,n63-1,4,4,,,,,,,,,,,
13.5,0.25,13.5,0.25,324,6,58,5,n64-1,4,4,,,,,,,,,,,
13.75,0.25,13.75,0.25,330,6,63,5,n65-1,4,4,,,,,,,,,,,
14.0,0.25,14.0,0.25,336,6,51,5,n66-1,4,4,,,,,,,,,,,
14.25,0.25,14.25,0.25,342,6,55,5,n67-1,4,4,,,,,,,,,,,
14.5,0.0,14.5,0.0,348,0,75,1,n53-1,4,4,,,,,,,,,,,
14.5,0.25,14.5,0.25,348,6,58,5,n68-1,4,4,,,,,,,,,,,
14.5,0.5,14.5,0.5,348,12,79,1,n55-1,4,4,,,,,,,,,,,
14.5,0.0,14.5,0.0,348,0,77,1,n54-1,4,4,,,,,,,,,,,
14.75,0.25,14.75,0.25,354,6,63,5,n69-1,4,4,,,,,,,,,,,
15.0,0.5,15.0,0.5,360,12,77,1,n56-1,4,4,,,,,,,,,,,
15.0,0.25,15.0,0.25,360,6,51,5,n70-1,4,4,,,,,,,,,,,
15.25,0.25,15.25,0.25,366,6,55,5,n71-1,4,4,,,,,,,,,,,
15.5,0.5,15.5,0.5,372,12,75,1,n57-1,4,4,,,,,,,,,,,
15.5,0.25,15.5,0.25,372,6,58,5,n72-1,4,4,,,,,,,,,,,
15.75,0.25,15.75,0.25,378,6,63,5,n73-1,4,4,,,,,,,,,,,
16.0,0.75,16.0,0.75,384,18,75,1,n74-1,5,5,,,,,,,,,,,
16.0,0.25,16.0,0.25,384,6,53,5,n84-1,5,5,1.0,4/4,viio6(9),Eb,I,viio6(9),,vii,,,o
16.25,0.25,16.25,0.25,390,6,56,5,n85-1,5,5,,,,,,,,,,,
16.5,0.25,16.5,0.25,396,6,62,5,n86-1,5,5,,,,,,,,,,,
16.75,0.25,16.75,0.25,402,6,65,5,n87-1,5,5,,,,,,,,,,,
16.75,0.125,16.75,0.125,402,3,74,1,n75-1,5,5,,,,,,,,,,,
16.875,0.125,16.875,0.125,405,3,75,1,n76-1,5,5,,,,,,,,,,,
17.0,1.0,17.0,1.0,408,24,74,1,n77-1,5,5,,,,,,,,,,,
17.0,0.25,17.0,0.25,408,6,53,5,n88-1,5,5,3.0,4/4,viio6,Eb,I,viio6,,vii,,,o
17.25,0.25,17.25,0.25,414,6,56,5,n89-1,5,5,,,,,,,,,,,
17.5,0.25,17.5,0.25,420,6,62,5,n90-1,5,5,,,,,,,,,,,
17.75,0.25,17.75,0.25,426,6,65,5,n91-1,5,5,,,,,,,,,,,
18.0,0.25,18.0,0.25,432,6,53,5,n92-1,5,5,,,,,,,,,,,
18.25,0.25,18.25,0.25,438,6,56,5,n93-1,5,5,,,,,,,,,,,
18.5,0.25,18.5,0.25,444,6,62,5,n94-1,5,5,,,,,,,,,,,
18.5,0.5,18.5,0.5,444,12,80,1,n81-1,5,5,,,,,,,,,,,
18.5,0.0,18.5,0.0,444,0,77,1,n79-1,5,5,,,,,,,,,,,
18.5,0.0,18.5,0.0,444,0,79,1,n80-1,5,5,,,,,,,,,,,
18.75,0.25,18.75,0.25,450,6,65,5,n95-1,5,5,,,,,,,,,,,
19.0,0.25,19.0,0.25,456,6,53,5,n96-1,5,5,,,,,,,,,,,
19.0,0.5,19.0,0.5,456,12,79,1,n82-1,5,5,,,,,,,,,,,
19.25,0.25,19.25,0.25,462,6,56,5,n97-1,5,5,,,,,,,,,,,
19.5,0.5,19.5,0.5,468,12,77,1,n83-1,5,5,,,,,,,,,,,
19.5,0.25,19.5,0.25,468,6,62,5,n98-1,5,5,,,,,,,,,,,
19.75,0.25,19.75,0.25,474,6,65,5,n99-1,5,5,,,,,,,,,,,
20.0,0.75,20.0,0.75,480,18,77,1,n100-1,6,6,,,,,,,,,,,
20.0,0.25,20.0,0.25,480,6,55,5,n111-1,6,6,1.0,4/4,I6(9),Eb,I,I6(9),,I,,,M
20.25,0.25,20.25,0.25,486,6,58,5,n112-1,6,6,,,,,,,,,,,
20.5,0.25,20.5,0.25,492,6,63,5,n113-1,6,6,,,,,,,,,,,
20.75,0.125,20.75,0.125,498,3,75,1,n101-1,6,6,,,,,,,,,,,
20.75,0.25,20.75,0.25,498,6,67,5,n114-1,6,6,,,,,,,,,,,
20.875,0.125,20.875,0.125,501,3,77,1,n102-1,6,6,,,,,,,,,,,
21.0,0.25,21.0,0.25,504,6,55,5,n115-1,6,6,1.0,4/4,I6,Eb,I,I6,,I,,,M
21.0,1.0,21.0,1.0,504,24,75,1,n103-1,6,6,,,,,,,,,,,
21.25,0.25,21.25,0.25,510,6,58,5,n116-1,6,6,,,,,,,,,,,
21.5,0.25,21.5,0.25,516,6,63,5,n117-1,6,6,,,,,,,,,,,
21.75,0.25,21.75,0.25,522,6,67,5,n118-1,6,6,,,,,,,,,,,
22.0,0.25,22.0,0.25,528,6,54,5,n119-1,6,6,2.0,4/4,i6,Eb,I,i6,,i,,,m
22.25,0.25,22.25,0.25,534,6,58,5,n120-1,6,6,,,,,,,,,,,
22.5,0.5,22.5,0.5,540,12,75,1,n108-1,6,6,,,,,,,,,,,
22.5,0.0,22.5,0.0,540,0,74,1,n107-1,6,6,,,,,,,,,,,
22.5,0.25,22.5,0.25,540,6,63,5,n121-1,6,6,,,,,,,,,,,
22.5,0.0,22.5,0.0,540,0,75,1,n106-1,6,6,,,,,,,,,,,
22.5,0.0,22.5,0.0,540,0,77,1,n105-1,6,6,,,,,,,,,,,
22.75,0.25,22.75,0.25,546,6,66,5,n122-1,6,6,,,,,,,,,,,
23.0,0.5,23.0,0.5,552,12,77,1,n109-1,6,6,,,,,,,,,,,
23.0,0.25,23.0,0.25,552,6,54,5,n123-1,6,6,,,,,,,,,,,
23.25,0.25,23.25,0.25,558,6,58,5,n124-1,6,6,,,,,,,,,,,
23.5,0.5,23.5,0.5,564,12,78,1,n110-1,6,6,,,,,,,,,,,
23.5,0.25,23.5,0.25,564,6,63,5,n125-1,6,6,,,,,,,,,,,
23.75,0.25,23.75,0.25,570,6,66,5,n126-1,6,6,,,,,,,,,,,
24.0,0.25,24.0,0.25,576,6,53,5,n135-1,7,7,2.0,4/4,V.V7,Eb,V,V7,,V,,,Mm7
24.0,0.5,24.0,0.5,576,12,70,1,n127-1,7,7,,,,,,,,,,,
24.25,0.25,24.25,0.25,582,6,57,5,n136-1,7,7,,,,,,,,,,,
24.5,0.5,24.5,0.5,588,12,69,1,n128-1,7,7,,,,,,,,,,,
24.5,0.25,24.5,0.25,588,6,60,5,n137-1,7,7,,,,,,,,,,,
24.75,0.25,24.75,0.25,594,6,63,5,n138-1,7,7,,,,,,,,,,,
25.0,0.25,25.0,0.25,600,6,53,5,n139-1,7,7,,,,,,,,,,,
25.25,0.25,25.25,0.25,606,6,57,5,n140-1,7,7,,,,,,,,,,,
25.5,0.25,25.5,0.25,612,6,60,5,n141-1,7,7,,,,,,,,,,,
25.5,0.5,25.5,0.5,612,12,72,1,n130-1,7,7,,,,,,,,,,,
25.75,0.25,25.75,0.25,618,6,63,5,n142-1,7,7,,,,,,,,,,,
26.0,0.5,26.0,0.5,624,12,75,1,n131-1,7,7,,,,,,,,,,,
26.0,0.25,26.0,0.25,624,6,52,5,n143-1,7,7,2.0,4/4,viio7/V,Eb,V,viio7/V,,vii,,,o7
26.25,0.25,26.25,0.25,630,6,55,5,n144-1,7,7,,,,,,,,,,,
26.5,0.5,26.5,0.5,636,12,73,1,n132-1,7,7,,,,,,,,,,,
26.5,0.25,26.5,0.25,636,6,58,5,n145-1,7,7,,,,,,,,,,,
26.75,0.25,26.75,0.25,642,6,61,5,n146-1,7,7,,,,,,,,,,,
27.0,0.25,27.0,0.25,648,6,52,5,n147-1,7,7,,,,,,,,,,,
27.25,0.25,27.25,0.25,654,6,55,5,n148-1,7,7,,,,,,,,,,,
27.5,0.5,27.5,0.5,660,12,70,1,n134-1,7,7,,,,,,,,,,,
27.5,0.25,27.5,0.25,660,6,58,5,n149-1,7,7,,,,,,,,,,,
27.75,0.25,27.75,0.25,666,6,61,5,n150-1,7,7,,,,,,,,,,,
28.0,0.25,28.0,0.25,672,6,69,2,n158-1,8,8,,,,,,,,,,,
28.0,3.5,28.0,3.5,672,84,53,6,n179-1,8,8,2.0,4/4,V|HC},Eb,V,V,,V,HC,},M
28.0,0.25,28.0,0.25,672,6,60,5,n168-1,8,8,,,,,,,,,,,
28.25,0.25,28.25,0.25,678,6,61,5,n169-1,8,8,,,,,,,,,,,
28.25,0.25,28.25,0.25,678,6,70,2,n159-1,8,8,,,,,,,,,,,
28.5,0.25,28.5,0.25,684,6,60,5,n170-1,8,8,,,,,,,,,,,
28.5,0.25,28.5,0.25,684,6,69,2,n160-1,8,8,,,,,,,,,,,
28.75,0.25,28.75,0.25,690,6,58,5,n171-1,8,8,,,,,,,,,,,
28.75,0.25,28.75,0.25,690,6,73,2,n161-1,8,8,,,,,,,,,,,
29.0,0.25,29.0,0.25,696,6,57,5,n172-1,8,8,,,,,,,,,,,
29.0,0.25,29.0,0.25,696,6,72,2,n162-1,8,8,,,,,,,,,,,
29.25,0.25,29.25,0.25,702,6,61,5,n173-1,8,8,,,,,,,,,,,
29.25,0.25,29.25,0.25,702,6,70,2,n163-1,8,8,,,,,,,,,,,
29.25,0.25,29.25,0.25,702,6,76,1,n153-1,8,8,,,,,,,,,,,
29.5,0.25,29.5,0.25,708,6,60,5,n174-1,8,8,,,,,,,,,,,
29.5,0.25,29.5,0.25,708,6,77,1,n154-1,8,8,,,,,,,,,,,
29.5,0.25,29.5,0.25,708,6,69,2,n164-1,8,8,,,,,,,,,,,
29.75,0.25,29.75,0.25,714,6,58,5,n175-1,8,8,,,,,,,,,,,
29.75,0.25,29.75,0.25,714,6,64,2,n165-1,8,8,,,,,,,,,,,
29.75,0.25,29.75,0.25,714,6,73,1,n155-1,8,8,,,,,,,,,,,
30.0,1.0,30.0,1.0,720,24,64,2,n166-1,8,8,,,,,,,,,,,
30.0,1.0,30.0,1.0,720,24,58,5,n176-1,8,8,1.0,4/4,V(#7b64),Eb,V,V(#7b64),,V,,,M
30.0,1.0,30.0,1.0,720,24,73,1,n156-1,8,8,,,,,,,,,,,
31.0,0.5,31.0,0.5,744,12,65,2,n167-1,8,8,,,,,,,,,,,
31.0,0.5,31.0,0.5,744,12,72,1,n157-1,8,8,,,,,,,,,,,
31.0,0.5,31.0,0.5,744,12,57,5,n177-1,8,8,1.0,4/4,V,Eb,V,V,,V,,,M
32.0,0.25,32.0,0.25,768,6,58,5,n195-1,9,9,2.0,4/4,I{,Eb,V,I,,I,,{,M
32.25,0.25,32.25,0.25,774,6,62,5,n196-1,9,9,,,,,,,,,,,
32.25,0.25,32.25,0.25,774,6,65,5,n197-1,9,9,,,,,,,,,,,
32.5,0.25,32.5,0.25,780,6,65,5,n199-1,9,9,,,,,,,,,,,
32.5,0.25,32.5,0.25,780,6,62,5,n198-1,9,9,,,,,,,,,,,
32.75,0.25,32.75,0.25,786,6,62,5,n200-1,9,9,,,,,,,,,,,
32.75,0.25,32.75,0.25,786,6,65,5,n201-1,9,9,,,,,,,,,,,
33.0,0.25,33.0,0.25,792,6,58,5,n202-1,9,9,,,,,,,,,,,
33.25,0.25,33.25,0.25,798,6,62,5,n203-1,9,9,,,,,,,,,,,
33.25,0.25,33.25,0.25,798,6,65,5,n204-1,9,9,,,,,,,,,,,
33.25,0.25,33.25,0.25,798,6,70,1,n184-1,9,9,,,,,,,,,,,
33.5,0.25,33.5,0.25,804,6,62,5,n205-1,9,9,,,,,,,,,,,
33.5,0.25,33.5,0.25,804,6,65,5,n206-1,9,9,,,,,,,,,,,
33.5,0.25,33.5,0.25,804,6,74,1,n185-1,9,9,,,,,,,,,,,
33.75,0.25,33.75,0.25,810,6,65,5,n208-1,9,9,,,,,,,,,,,
33.75,0.25,33.75,0.25,810,6,77,1,n186-1,9,9,,,,,,,,,,,
33.75,0.25,33.75,0.25,810,6,62,5,n207-1,9,9,,,,,,,,,,,
34.0,0.25,34.0,0.25,816,6,60,5,n209-1,9,9,2.0,4/4,V43,Eb,V,V43,,V,,,Mm7
34.0,0.25,34.0,0.25,816,6,77,1,n187-1,9,9,,,,,,,,,,,
34.25,0.25,34.25,0.25,822,6,63,5,n210-1,9,9,,,,,,,,,,,
34.25,0.25,34.25,0.25,822,6,75,1,n188-1,9,9,,,,,,,,,,,
34.25,0.25,34.25,0.25,822,6,65,5,n211-1,9,9,,,,,,,,,,,
34.5,0.25,34.5,0.25,828,6,72,1,n189-1,9,9,,,,,,,,,,,
34.5,0.25,34.5,0.25,828,6,65,5,n213-1,9,9,,,,,,,,,,,
34.5,0.25,34.5,0.25,828,6,63,5,n212-1,9,9,,,,,,,,,,,
34.75,0.25,34.75,0.25,834,6,63,5,n214-1,9,9,,,,,,,,,,,
34.75,0.25,34.75,0.25,834,6,69,1,n190-1,9,9,,,,,,,,,,,
34.75,0.25,34.75,0.25,834,6,65,5,n215-1,9,9,,,,,,,,,,,
35.0,0.25,35.0,0.25,840,6,60,5,n216-1,9,9,,,,,,,,,,,
35.25,0.25,35.25,0.25,846,6,63,5,n217-1,9,9,,,,,,,,,,,
35.25,0.25,35.25,0.25,846,6,65,5,n218-1,9,9,,,,,,,,,,,
35.25,0.25,35.25,0.25,846,6,69,1,n192-1,9,9,,,,,,,,,,,
35.5,0.25,35.5,0.25,852,6,63,5,n219-1,9,9,,,,,,,,,,,
35.5,0.25,35.5,0.25,852,6,65,5,n220-1,9,9,,,,,,,,,,,
35.5,0.25,35.5,0.25,852,6,72,1,n193-1,9,9,,,,,,,,,,,
35.75,0.25,35.75,0.25,858,6,65,5,n222-1,9,9,,,,,,,,,,,
35.75,0.25,35.75,0.25,858,6,63,5,n221-1,9,9,,,,,,,,,,,
35.75,0.25,35.75,0.25,858,6,75,1,n194-1,9,9,,,,,,,,,,,
36.0,0.25,36.0,0.25,864,6,58,5,n239-1,10,10,2.0,4/4,I,Eb,V,I,,I,,,M
36.0,0.25,36.0,0.25,864,6,79,1,n223-1,10,10,,,,,,,,,,,
36.25,0.25,36.25,0.25,870,6,62,5,n240-1,10,10,,,,,,,,,,,
36.25,0.25,36.25,0.25,870,6,77,1,n224-1,10,10,,,,,,,,,,,
36.25,0.25,36.25,0.25,870,6,65,5,n241-1,10,10,,,,,,,,,,,
36.5,0.25,36.5,0.25,876,6,65,5,n243-1,10,10,,,,,,,,,,,
36.5,0.25,36.5,0.25,876,6,62,5,n242-1,10,10,,,,,,,,,,,
36.5,0.25,36.5,0.25,876,6,74,1,n225-1,10,10,,,,,,,,,,,
36.75,0.25,36.75,0.25,882,6,62,5,n244-1,10,10,,,,,,,,,,,
36.75,0.25,36.75,0.25,882,6,65,5,n245-1,10,10,,,,,,,,,,,
36.75,0.25,36.75,0.25,882,6,70,1,n226-1,10,10,,,,,,,,,,,
37.0,0.25,37.0,0.25,888,6,58,5,n246-1,10,10,,,,,,,,,,,
37.25,0.25,37.25,0.25,894,6,62,5,n247-1,10,10,,,,,,,,,,,
37.25,0.25,37.25,0.25,894,6,70,1,n228-1,10,10,,,,,,,,,,,
37.25,0.25,37.25,0.25,894,6,65,5,n248-1,10,10,,,,,,,,,,,
37.5,0.25,37.5,0.25,900,6,62,5,n249-1,10,10,,,,,,,,,,,
37.5,0.25,37.5,0.25,900,6,65,5,n250-1,10,10,,,,,,,,,,,
37.5,0.25,37.5,0.25,900,6,74,1,n229-1,10,10,,,,,,,,,,,
37.75,0.25,37.75,0.25,906,6,62,5,n251-1,10,10,,,,,,,,,,,
37.75,0.25,37.75,0.25,906,6,65,5,n252-1,10,10,,,,,,,,,,,
37.75,0.25,37.75,0.25,906,6,77,1,n230-1,10,10,,,,,,,,,,,
38.0,0.25,38.0,0.25,912,6,77,1,n231-1,10,10,,,,,,,,,,,
38.0,0.25,38.0,0.25,912,6,60,5,n253-1,10,10,2.0,4/4,V43,Eb,V,V43,,V,,,Mm7
38.25,0.25,38.25,0.25,918,6,63,5,n254-1,10,10,,,,,,,,,,,
38.25,0.25,38.25,0.25,918,6,75,1,n232-1,10,10,,,,,,,,,,,
38.25,0.25,38.25,0.25,918,6,65,5,n255-1,10,10,,,,,,,,,,,
38.5,0.25,38.5,0.25,924,6,63,5,n256-1,10,10,,,,,,,,,,,
38.5,0.25,38.5,0.25,924,6,72,1,n233-1,10,10,,,,,,,,,,,
38.5,0.25,38.5,0.25,924,6,65,5,n257-1,10,10,,,,,,,,,,,
38.75,0.25,38.75,0.25,930,6,63,5,n258-1,10,10,,,,,,,,,,,
38.75,0.25,38.75,0.25,930,6,65,5,n259-1,10,10,,,,,,,,,,,
38.75,0.25,38.75,0.25,930,6,69,1,n234-1,10,10,,,,,,,,,,,
39.0,0.25,39.0,0.25,936,6,60,5,n260-1,10,10,,,,,,,,,,,
39.25,0.25,39.25,0.25,942,6,63,5,n261-1,10,10,,,,,,,,,,,
39.25,0.25,39.25,0.25,942,6,69,1,n236-1,10,10,,,,,,,,,,,
39.25,0.25,39.25,0.25,942,6,65,5,n262-1,10,10,,,,,,,,,,,
39.5,0.25,39.5,0.25,948,6,63,5,n263-1,10,10,,,,,,,,,,,
39.5,0.25,39.5,0.25,948,6,65,5,n264-1,10,10,,,,,,,,,,,
39.5,0.25,39.5,0.25,948,6,72,1,n237-1,10,10,,,,,,,,,,,
39.75,0.25,39.75,0.25,954,6,63,5,n265-1,10,10,,,,,,,,,,,
39.75,0.25,39.75,0.25,954,6,75,1,n238-1,10,10,,,,,,,,,,,
39.75,0.25,39.75,0.25,954,6,65,5,n266-1,10,10,,,,,,,,,,,
40.0,0.25,40.0,0.25,960,6,79,1,n267-1,11,11,,,,,,,,,,,
40.0,0.25,40.0,0.25,960,6,58,5,n286-1,11,11,1.5,4/4,I,Eb,V,I,,I,,,M
40.25,0.25,40.25,0.25,966,6,65,5,n288-1,11,11,,,,,,,,,,,
40.25,0.25,40.25,0.25,966,6,77,1,n268-1,11,11,,,,,,,,,,,
40.25,0.25,40.25,0.25,966,6,62,5,n287-1,11,11,,,,,,,,,,,
40.5,0.25,40.5,0.25,972,6,65,5,n290-1,11,11,,,,,,,,,,,
40.5,0.25,40.5,0.25,972,6,62,5,n289-1,11,11,,,,,,,,,,,
40.5,0.25,40.5,0.25,972,6,74,1,n269-1,11,11,,,,,,,,,,,
40.75,0.25,40.75,0.25,978,6,62,5,n291-1,11,11,,,,,,,,,,,
40.75,0.25,40.75,0.25,978,6,65,5,n292-1,11,11,,,,,,,,,,,
40.75,0.25,40.75,0.25,978,6,70,1,n270-1,11,11,,,,,,,,,,,
41.0,0.25,41.0,0.25,984,6,46,5,n293-1,11,11,,,,,,,,,,,
41.25,0.25,41.25,0.25,990,6,77,1,n272-1,11,11,,,,,,,,,,,
41.25,0.25,41.25,0.25,990,6,50,5,n294-1,11,11,,,,,,,,,,,
41.5,0.25,41.5,0.25,996,6,48,5,n295-1,11,11,0.5,4/4,V43,Eb,V,V43,,V,,,Mm7
41.5,0.125,41.5,0.125,996,3,76,1,n273-1,11,11,,,,,,,,,,,
41.625,0.125,41.625,0.125,999,3,77,1,n274-1,11,11,,,,,,,,,,,
41.75,0.25,41.75,0.25,1002,6,51,5,n296-1,11,11,,,,,,,,,,,
41.75,0.125,41.75,0.125,1002,3,81,1,n275-1,11,11,,,,,,,,,,,
41.875,0.125,41.875,0.125,1005,3,77,1,n276-1,11,11,,,,,,,,,,,
42.0,0.25,42.0,0.25,1008,6,50,5,n297-1,11,11,2.0,4/4,I6,Eb,V,I6,,I,,,M
42.0,0.25,42.0,0.25,1008,6,82,1,n277-1,11,11,,,,,,,,,,,
42.25,0.25,42.25,0.25,1014,6,53,5,n298-1,11,11,,,,,,,,,,,
42.25,0.25,42.25,0.25,1014,6,77,1,n278-1,11,11,,,,,,,,,,,
42.5,0.75,42.5,0.75,1020,18,77,1,n279-1,11,11,,,,,,,,,,,
42.5,0.25,42.5,0.25,1020,6,58,5,n299-1,11,11,,,,,,,,,,,
42.75,0.25,42.75,0.25,1026,6,62,5,n300-1,11,11,,,,,,,,,,,
43.0,0.25,43.0,0.25,1032,6,50,5,n301-1,11,11,,,,,,,,,,,
43.25,0.25,43.25,0.25,1038,6,53,5,n302-1,11,11,,,,,,,,,,,
43.25,0.25,43.25,0.25,1038,6,74,1,n281-1,11,11,,,,,,,,,,,
43.5,0.25,43.5,0.25,1044,6,58,5,n303-1,11,11,,,,,,,,,,,
43.5,0.125,43.5,0.125,1044,3,77,1,n282-1,11,11,,,,,,,,,,,
43.625,0.125,43.625,0.125,1047,3,74,1,n283-1,11,11,,,,,,,,,,,
43.75,0.25,43.75,0.25,1050,6,62,5,n304-1,11,11,,,,,,,,,,,
43.75,0.125,43.75,0.125,1050,3,77,1,n284-1,11,11,,,,,,,,,,,
43.875,0.125,43.875,0.125,1053,3,74,1,n285-1,11,11,,,,,,,,,,,
44.0,0.25,44.0,0.25,1056,6,79,1,n305-1,12,12,,,,,,,,,,,
44.0,0.25,44.0,0.25,1056,6,51,5,n326-1,12,12,2.0,4/4,ii6,Eb,V,ii6,,ii,,,m
44.25,0.25,44.25,0.25,1062,6,55,5,n327-1,12,12,,,,,,,,,,,
44.25,0.25,44.25,0.25,1062,6,75,1,n306-1,12,12,,,,,,,,,,,
44.5,0.25,44.5,0.25,1068,6,60,5,n328-1,12,12,,,,,,,,,,,
44.5,0.75,44.5,0.75,1068,18,75,1,n307-1,12,12,,,,,,,,,,,
44.75,0.25,44.75,0.25,1074,6,63,5,n329-1,12,12,,,,,,,,,,,
45.0,0.25,45.0,0.25,1080,6,51,5,n330-1,12,12,,,,,,,,,,,
45.25,0.25,45.25,0.25,1086,6,72,1,n309-1,12,12,,,,,,,,,,,
45.25,0.25,45.25,0.25,1086,6,55,5,n331-1,12,12,,,,,,,,,,,
45.5,0.25,45.5,0.25,1092,6,60,5,n332-1,12,12,,,,,,,,,,,
45.5,0.125,45.5,0.125,1092,3,75,1,n310-1,12,12,,,,,,,,,,,
45.625,0.125,45.625,0.125,1095,3,72,1,n311-1,12,12,,,,,,,,,,,
45.75,0.125,45.75,0.125,1098,3,75,1,n312-1,12,12,,,,,,,,,,,
45.75,0.25,45.75,0.25,1098,6,63,5,n333-1,12,12,,,,,,,,,,,
45.875,0.125,45.875,0.125,1101,3,72,1,n313-1,12,12,,,,,,,,,,,
