onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,label,alt_label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
3.75,0.25,3.75,0.25,30,2,50,5,n24-1,1,1,,,,,,,,,,,,
3.75,0.25,3.75,0.25,30,2,62,1,n13-1,1,1,,,,,,,,,,,,
4.0,1.0,4.0,1.0,32,8,69,1,n25-1,2,2,,,,,,,,,,,,
4.0,1.0,4.0,1.0,32,8,57,5,n30-1,2,2,,,,,,,,,,,,
5.0,1.0,5.0,1.0,40,8,54,5,n31-1,2,2,,,,,,,,,,,,
5.0,1.0,5.0,1.0,40,8,66,1,n26-1,2,2,,,,,,,,,,,,
6.0,1.0,6.0,1.0,48,8,59,5,n32-1,2,2,2.0,4/4,vi,IV6,D,I,vi,,vi,,,m
6.0,1.0,6.0,1.0,48,8,71,1,n27-1,2,2,,,,,,,,,,,,
7.5,0.5,7.5,0.5,60,4,66,1,n29-1,2,2,,,,,,,,,,,,
7.5,0.5,7.5,0.5,60,4,54,5,n34-1,2,2,,,,,,,,,,,,
8.0,0.5,8.0,0.5,64,4,67,1,n35-1,3,3,,,,,,,,,,,,
8.0,0.5,8.0,0.5,64,4,55,5,n43-1,3,3,1.0,4/4,ii,viio6,D,I,ii,,ii,,,m
8.5,0.5,8.5,0.5,68,4,52,5,n44-1,3,3,,,,,,,,,,,,
8.5,0.5,8.5,0.5,68,4,64,1,n36-1,3,3,,,,,,,,,,,,
9.0,0.5,9.0,0.5,72,4,57,5,n45-1,3,3,1.0,4/4,I,,D,I,I,,I,,,M
9.0,0.5,9.0,0.5,72,4,69,1,n37-1,3,3,,,,,,,,,,,,
9.5,0.5,9.5,0.5,76,4,54,5,n46-1,3,3,,,,,,,,,,,,
9.5,0.5,9.5,0.5,76,4,66,1,n38-1,3,3,,,,,,,,,,,,
10.0,0.5,10.0,0.5,80,4,62,1,n39-1,3,3,,,,,,,,,,,,
10.0,0.5,10.0,0.5,80,4,50,5,n47-1,3,3,1.0,4/4,vi,IV6,D,I,vi,,vi,,,m
10.5,0.5,10.5,0.5,84,4,59,1,n40-1,3,3,,,,,,,,,,,,
10.5,0.5,10.5,0.5,84,4,47,5,n48-1,3,3,,,,,,,,,,,,
11.0,0.5,11.0,0.5,88,4,52,5,n49-1,3,3,3.5,4/4,V,,D,I,V,,V,,,M
11.0,0.5,11.0,0.5,88,4,64,1,n41-1,3,3,,,,,,,,,,,,
11.5,0.5,11.5,0.5,92,4,61,1,n42-1,3,3,,,,,,,,,,,,
11.5,0.5,11.5,0.5,92,4,49,5,n50-1,3,3,,,,,,,,,,,,
12.0,1.0,12.0,1.0,96,8,57,1,n51-1,4,4,,,,,,,,,,,,
12.0,0.5,12.0,0.5,96,4,45,5,n60-1,4,4,,,,,,,,,,,,
12.5,0.5,12.5,0.5,100,4,57,5,n61-1,4,4,,,,,,,,,,,,
13.0,0.5,13.0,0.5,104,4,45,5,n62-1,4,4,,,,,,,,,,,,
13.5,0.5,13.5,0.5,108,4,57,5,n63-1,4,4,,,,,,,,,,,,
14.0,0.5,14.0,0.5,112,4,45,5,n64-1,4,4,,,,,,,,,,,,
14.5,0.5,14.5,0.5,116,4,57,5,n65-1,4,4,2.0,4/4,V(64),,D,I,V(64),,V,,,M
14.5,0.5,14.5,0.5,116,4,66,1,n54-1,4,4,,,,,,,,,,,,
14.5,0.5,14.5,0.5,116,4,74,1,n55-1,4,4,,,,,,,,,,,,
15.0,0.5,15.0,0.5,120,4,45,5,n66-1,4,4,,,,,,,,,,,,
15.0,0.5,15.0,0.5,120,4,66,1,n56-1,4,4,,,,,,,,,,,,
15.0,0.5,15.0,0.5,120,4,74,1,n57-1,4,4,,,,,,,,,,,,
15.5,0.5,15.5,0.5,124,4,74,1,n59-1,4,4,,,,,,,,,,,,
15.5,0.5,15.5,0.5,124,4,66,1,n58-1,4,4,,,,,,,,,,,,
15.5,0.5,15.5,0.5,124,4,57,5,n67-1,4,4,,,,,,,,,,,,
16.0,0.5,16.0,0.5,128,4,45,5,n81-1,5,5,,,,,,,,,,,,
16.0,0.5,16.0,0.5,128,4,66,1,n68-1,5,5,,,,,,,,,,,,
16.0,0.5,16.0,0.5,128,4,74,1,n69-1,5,5,,,,,,,,,,,,
16.5,0.5,16.5,0.5,132,4,57,5,n82-1,5,5,2.0,4/4,V,,D,I,V,,V,,,M
16.5,0.5,16.5,0.5,132,4,64,1,n70-1,5,5,,,,,,,,,,,,
16.5,0.5,16.5,0.5,132,4,73,1,n71-1,5,5,,,,,,,,,,,,
17.0,1.0,17.0,1.0,136,8,73,1,n73-1,5,5,,,,,,,,,,,,
17.0,0.5,17.0,0.5,136,4,45,5,n83-1,5,5,,,,,,,,,,,,
17.0,1.0,17.0,1.0,136,8,64,1,n72-1,5,5,,,,,,,,,,,,
17.5,0.5,17.5,0.5,140,4,57,5,n84-1,5,5,,,,,,,,,,,,
18.0,0.5,18.0,0.5,144,4,45,5,n85-1,5,5,,,,,,,,,,,,
18.5,0.5,18.5,0.5,148,4,74,1,n75-1,5,5,,,,,,,,,,,,
18.5,0.5,18.5,0.5,148,4,57,5,n86-1,5,5,2.0,4/4,V(64),,D,I,V(64),,V,,,M
18.5,0.5,18.5,0.5,148,4,78,1,n76-1,5,5,,,,,,,,,,,,
19.0,0.5,19.0,0.5,152,4,45,5,n87-1,5,5,,,,,,,,,,,,
19.0,0.5,19.0,0.5,152,4,74,1,n77-1,5,5,,,,,,,,,,,,
19.0,0.5,19.0,0.5,152,4,78,1,n78-1,5,5,,,,,,,,,,,,
19.5,0.5,19.5,0.5,156,4,74,1,n79-1,5,5,,,,,,,,,,,,
19.5,0.5,19.5,0.5,156,4,78,1,n80-1,5,5,,,,,,,,,,,,
19.5,0.5,19.5,0.5,156,4,57,5,n88-1,5,5,,,,,,,,,,,,
20.0,0.5,20.0,0.5,160,4,45,5,n102-1,6,6,,,,,,,,,,,,
20.0,0.5,20.0,0.5,160,4,74,1,n89-1,6,6,,,,,,,,,,,,
20.0,0.5,20.0,0.5,160,4,78,1,n90-1,6,6,,,,,,,,,,,,
20.5,0.5,20.5,0.5,164,4,57,5,n103-1,6,6,2.0,4/4,V,,D,I,V,,V,,,M
20.5,0.5,20.5,0.5,164,4,76,1,n92-1,6,6,,,,,,,,,,,,
20.5,0.5,20.5,0.5,164,4,73,1,n91-1,6,6,,,,,,,,,,,,
21.0,0.5,21.0,0.5,168,4,45,5,n104-1,6,6,,,,,,,,,,,,
21.0,1.0,21.0,1.0,168,8,73,1,n93-1,6,6,,,,,,,,,,,,
21.0,1.0,21.0,1.0,168,8,76,1,n94-1,6,6,,,,,,,,,,,,
21.5,0.5,21.5,0.5,172,4,57,5,n105-1,6,6,,,,,,,,,,,,
22.0,0.5,22.0,0.5,176,4,45,5,n106-1,6,6,,,,,,,,,,,,
22.5,0.5,22.5,0.5,180,4,57,5,n107-1,6,6,1.5,4/4,V(64),,D,I,V(64),,V,,,M
22.5,0.5,22.5,0.5,180,4,81,1,n97-1,6,6,,,,,,,,,,,,
22.5,0.5,22.5,0.5,180,4,78,1,n96-1,6,6,,,,,,,,,,,,
23.0,0.5,23.0,0.5,184,4,81,1,n99-1,6,6,,,,,,,,,,,,
23.0,0.5,23.0,0.5,184,4,78,1,n98-1,6,6,,,,,,,,,,,,
23.0,0.5,23.0,0.5,184,4,45,5,n108-1,6,6,,,,,,,,,,,,
23.5,0.5,23.5,0.5,188,4,81,1,n101-1,6,6,,,,,,,,,,,,
23.5,0.5,23.5,0.5,188,4,78,1,n100-1,6,6,,,,,,,,,,,,
23.5,0.5,23.5,0.5,188,4,57,5,n109-1,6,6,,,,,,,,,,,,
24.0,0.25,24.0,0.25,192,2,79,1,n110-1,7,7,,,,,,,,,,,,
24.0,1.0,24.0,1.0,192,8,45,5,n126-1,7,7,8.0,4/4,V7,,D,I,V7,,V,,,Mm7
24.25,0.25,24.25,0.25,194,2,78,1,n111-1,7,7,,,,,,,,,,,,
24.5,0.25,24.5,0.25,196,2,79,1,n112-1,7,7,,,,,,,,,,,,
24.75,0.25,24.75,0.25,198,2,81,1,n113-1,7,7,,,,,,,,,,,,
25.0,0.25,25.0,0.25,200,2,83,1,n114-1,7,7,,,,,,,,,,,,
25.25,0.25,25.25,0.25,202,2,81,1,n115-1,7,7,,,,,,,,,,,,
25.5,0.25,25.5,0.25,204,2,79,1,n116-1,7,7,,,,,,,,,,,,
25.75,0.25,25.75,0.25,206,2,78,1,n117-1,7,7,,,,,,,,,,,,
26.0,0.25,26.0,0.25,208,2,76,1,n118-1,7,7,,,,,,,,,,,,
26.25,0.25,26.25,0.25,210,2,75,1,n119-1,7,7,,,,,,,,,,,,
26.5,0.25,26.5,0.25,212,2,76,1,n120-1,7,7,,,,,,,,,,,,
26.75,0.25,26.75,0.25,214,2,78,1,n121-1,7,7,,,,,,,,,,,,
27.0,0.25,27.0,0.25,216,2,79,1,n122-1,7,7,,,,,,,,,,,,
27.25,0.25,27.25,0.25,218,2,78,1,n123-1,7,7,,,,,,,,,,,,
27.5,0.25,27.5,0.25,220,2,76,1,n124-1,7,7,,,,,,,,,,,,
27.75,0.25,27.75,0.25,222,2,74,1,n125-1,7,7,,,,,,,,,,,,
28.0,0.25,28.0,0.25,224,2,61,5,n145-1,8,8,,,,,,,,,,,,
28.0,0.25,28.0,0.25,224,2,73,1,n129-1,8,8,,,,,,,,,,,,
28.25,0.25,28.25,0.25,226,2,59,5,n146-1,8,8,,,,,,,,,,,,
28.25,0.25,28.25,0.25,226,2,71,1,n130-1,8,8,,,,,,,,,,,,
28.5,0.25,28.5,0.25,228,2,61,5,n147-1,8,8,,,,,,,,,,,,
28.5,0.25,28.5,0.25,228,2,73,1,n131-1,8,8,,,,,,,,,,,,
28.75,0.25,28.75,0.25,230,2,62,5,n148-1,8,8,,,,,,,,,,,,
28.75,0.25,28.75,0.25,230,2,74,1,n132-1,8,8,,,,,,,,,,,,
29.0,0.25,29.0,0.25,232,2,64,5,n149-1,8,8,,,,,,,,,,,,
29.0,0.25,29.0,0.25,232,2,76,1,n133-1,8,8,,,,,,,,,,,,
29.25,0.25,29.25,0.25,234,2,62,5,n150-1,8,8,,,,,,,,,,,,
29.25,0.25,29.25,0.25,234,2,74,1,n134-1,8,8,,,,,,,,,,,,
29.5,0.25,29.5,0.25,236,2,73,1,n135-1,8,8,,,,,,,,,,,,
29.5,0.25,29.5,0.25,236,2,61,5,n151-1,8,8,,,,,,,,,,,,
29.75,0.25,29.75,0.25,238,2,71,1,n136-1,8,8,,,,,,,,,,,,
29.75,0.25,29.75,0.25,238,2,59,5,n152-1,8,8,,,,,,,,,,,,
30.0,0.25,30.0,0.25,240,2,57,5,n153-1,8,8,,,,,,,,,,,,
30.0,0.25,30.0,0.25,240,2,69,1,n137-1,8,8,,,,,,,,,,,,
30.25,0.25,30.25,0.25,242,2,56,5,n154-1,8,8,,,,,,,,,,,,
30.25,0.25,30.25,0.25,242,2,68,1,n138-1,8,8,,,,,,,,,,,,
30.5,0.25,30.5,0.25,244,2,57,5,n155-1,8,8,,,,,,,,,,,,
30.5,0.25,30.5,0.25,244,2,69,1,n139-1,8,8,,,,,,,,,,,,
30.75,0.25,30.75,0.25,246,2,59,5,n156-1,8,8,,,,,,,,,,,,
30.75,0.25,30.75,0.25,246,2,71,1,n140-1,8,8,,,,,,,,,,,,
31.0,0.25,31.0,0.25,248,2,57,5,n157-1,8,8,,,,,,,,,,,,
31.0,0.25,31.0,0.25,248,2,69,1,n141-1,8,8,,,,,,,,,,,,
31.25,0.25,31.25,0.25,250,2,55,5,n158-1,8,8,,,,,,,,,,,,
31.25,0.25,31.25,0.25,250,2,67,1,n142-1,8,8,,,,,,,,,,,,
31.5,0.25,31.5,0.25,252,2,54,5,n159-1,8,8,,,,,,,,,,,,
31.5,0.25,31.5,0.25,252,2,66,1,n143-1,8,8,,,,,,,,,,,,
31.75,0.25,31.75,0.25,254,2,52,5,n160-1,8,8,,,,,,,,,,,,
31.75,0.25,31.75,0.25,254,2,64,1,n144-1,8,8,,,,,,,,,,,,
32.0,0.5,32.0,0.5,256,4,50,5,n167-1,9,9,2.0,4/4,I[I}{,,D,I,I,,I,,}{,M
32.0,2.0,32.0,2.0,256,16,62,1,n161-1,9,9,,,,,,,,,,,,
32.0,2.0,32.0,2.0,256,16,62,2,n164-1,9,9,,,,,,,,,,,,
32.5,0.5,32.5,0.5,260,4,50,5,n168-1,9,9,,,,,,,,,,,,
33.0,0.5,33.0,0.5,264,4,50,5,n169-1,9,9,,,,,,,,,,,,
33.5,0.5,33.5,0.5,268,4,50,5,n170-1,9,9,,,,,,,,,,,,
34.0,0.5,34.0,0.5,272,4,50,5,n171-1,9,9,1.0,4/4,viio,,D,I,viio,,vii,,,o
34.0,1.0,34.0,1.0,272,8,61,2,n165-1,9,9,,,,,,,,,,,,
34.0,1.0,34.0,1.0,272,8,64,1,n162-1,9,9,,,,,,,,,,,,
34.5,0.5,34.5,0.5,276,4,50,5,n172-1,9,9,,,,,,,,,,,,
35.0,1.0,35.0,1.0,280,8,66,1,n163-1,9,9,,,,,,,,,,,,
35.0,1.0,35.0,1.0,280,8,60,2,n166-1,9,9,,,,,,,,,,,,
35.0,0.5,35.0,0.5,280,4,50,5,n173-1,9,9,1.0,4/4,V7/IV,,D,I,V7/IV,,V,,,Mm7
35.5,0.5,35.5,0.5,284,4,50,5,n174-1,9,9,,,,,,,,,,,,
36.0,0.5,36.0,0.5,288,4,50,5,n184-1,10,10,1.0,4/4,IV6,,D,I,IV6,,IV,,,M
36.0,1.0,36.0,1.0,288,8,59,2,n181-1,10,10,,,,,,,,,,,,
36.0,0.75,36.0,0.75,288,6,67,1,n175-1,10,10,,,,,,,,,,,,
36.5,0.5,36.5,0.5,292,4,50,5,n185-1,10,10,,,,,,,,,,,,
36.75,0.125,36.75,0.125,294,1,69,1,n176-1,10,10,,,,,,,,,,,,
36.875,0.125,36.875,0.125,295,1,71,1,n177-1,10,10,,,,,,,,,,,,
37.0,0.5,37.0,0.5,296,4,50,5,n186-1,10,10,1.0,4/4,V65,,D,I,V65,,V,,,Mm7
37.0,1.0,37.0,1.0,296,8,61,2,n182-1,10,10,,,,,,,,,,,,
37.0,0.5,37.0,0.5,296,4,69,1,n178-1,10,10,,,,,,,,,,,,
37.5,0.5,37.5,0.5,300,4,50,5,n187-1,10,10,,,,,,,,,,,,
37.5,0.5,37.5,0.5,300,4,67,1,n179-1,10,10,,,,,,,,,,,,
38.0,0.5,38.0,0.5,304,4,50,5,n188-1,10,10,4.0,4/4,I,,D,I,I,,I,,,M
38.0,1.0,38.0,1.0,304,8,62,2,n183-1,10,10,,,,,,,,,,,,
38.0,1.0,38.0,1.0,304,8,66,1,n180-1,10,10,,,,,,,,,,,,
38.5,0.5,38.5,0.5,308,4,50,5,n189-1,10,10,,,,,,,,,,,,
39.0,0.5,39.0,0.5,312,4,50,5,n190-1,10,10,,,,,,,,,,,,
39.5,0.5,39.5,0.5,316,4,50,5,n191-1,10,10,,,,,,,,,,,,
40.0,0.5,40.0,0.5,320,4,38,5,n198-1,11,11,,,,,,,,,,,,
40.0,0.5,40.0,0.5,320,4,50,5,n199-1,11,11,,,,,,,,,,,,
40.0,2.0,40.0,2.0,320,16,62,2,n195-1,11,11,,,,,,,,,,,,
40.0,2.0,40.0,2.0,320,16,66,1,n192-1,11,11,,,,,,,,,,,,
40.5,0.5,40.5,0.5,324,4,50,5,n200-1,11,11,,,,,,,,,,,,
41.0,0.5,41.0,0.5,328,4,50,5,n201-1,11,11,,,,,,,,,,,,
41.5,0.5,41.5,0.5,332,4,50,5,n202-1,11,11,,,,,,,,,,,,
42.0,0.5,42.0,0.5,336,4,50,5,n203-1,11,11,1.0,4/4,viio6,,D,I,viio6,,vii,,,o
42.0,1.0,42.0,1.0,336,8,64,2,n196-1,11,11,,,,,,,,,,,,
42.0,1.0,42.0,1.0,336,8,67,1,n193-1,11,11,,,,,,,,,,,,
42.5,0.5,42.5,0.5,340,4,50,5,n204-1,11,11,,,,,,,,,,,,
43.0,0.5,43.0,0.5,344,4,50,5,n205-1,11,11,1.0,4/4,I,,D,I,I,,I,,,M
43.0,1.0,43.0,1.0,344,8,66,2,n197-1,11,11,,,,,,,,,,,,
43.0,1.0,43.0,1.0,344,8,69,1,n194-1,11,11,,,,,,,,,,,,
43.5,0.5,43.5,0.5,348,4,50,5,n206-1,11,11,,,,,,,,,,,,
44.0,0.5,44.0,0.5,352,4,50,5,n217-1,12,12,2.0,4/4,IV,,D,I,IV,,IV,,,M
44.0,2.0,44.0,2.0,352,16,67,2,n215-1,12,12,,,,,,,,,,,,
44.0,0.75,44.0,0.75,352,6,71,1,n207-1,12,12,,,,,,,,,,,,
44.5,0.5,44.5,0.5,356,4,50,5,n218-1,12,12,,,,,,,,,,,,
44.75,0.125,44.75,0.125,358,1,73,1,n208-1,12,12,,,,,,,,,,,,
44.875,0.125,44.875,0.125,359,1,74,1,n209-1,12,12,,,,,,,,,,,,
45.0,0.5,45.0,0.5,360,4,50,5,n219-1,12,12,,,,,,,,,,,,
45.0,0.5,45.0,0.5,360,4,73,1,n210-1,12,12,,,,,,,,,,,,
45.5,0.5,45.5,0.5,364,4,50,5,n220-1,12,12,,,,,,,,,,,,
45.5,0.5,45.5,0.5,364,4,71,1,n211-1,12,12,,,,,,,,,,,,
46.0,1.0,46.0,1.0,368,8,69,1,n212-1,12,12,,,,,,,,,,,,
46.0,0.5,46.0,0.5,368,4,50,5,n221-1,12,12,2.0,4/4,I],,D,I,I,,I,,,M
46.0,1.0,46.0,1.0,368,8,66,2,n216-1,12,12,,,,,,,,,,,,
46.5,0.5,46.5,0.5,372,4,50,5,n222-1,12,12,,,,,,,,,,,,
47.0,0.5,47.0,0.5,376,4,50,5,n223-1,12,12,,,,,,,,,,,,
47.5,0.5,47.5,0.5,380,4,50,5,n224-1,12,12,,,,,,,,,,,,
47.5,0.5,47.5,0.5,380,4,78,1,n214-1,12,12,,,,,,,,,,,,
48.0,1.0,48.0,1.0,384,8,43,5,n241-1,13,13,4.0,4/4,ii65,,D,I,ii65,,ii,,,mm7
48.0,1.0,48.0,1.0,384,8,55,5,n242-1,13,13,,,,,,,,,,,,
48.0,0.25,48.0,0.25,384,2,76,1,n225-1,13,13,,,,,,,,,,,,
48.25,0.25,48.25,0.25,386,2,86,1,n226-1,13,13,,,,,,,,,,,,
48.5,0.25,48.5,0.25,388,2,76,1,n227-1,13,13,,,,,,,,,,,,
48.75,0.25,48.75,0.25,390,2,86,1,n228-1,13,13,,,,,,,,,,,,
49.0,1.0,49.0,1.0,392,8,62,5,n244-1,13,13,,,,,,,,,,,,
49.0,0.25,49.0,0.25,392,2,76,1,n229-1,13,13,,,,,,,,,,,,
49.0,1.0,49.0,1.0,392,8,50,5,n243-1,13,13,,,,,,,,,,,,
49.25,0.25,49.25,0.25,394,2,86,1,n230-1,13,13,,,,,,,,,,,,
49.5,0.25,49.5,0.25,396,2,76,1,n231-1,13,13,,,,,,,,,,,,
49.75,0.25,49.75,0.25,398,2,86,1,n232-1,13,13,,,,,,,,,,,,
50.0,1.0,50.0,1.0,400,8,47,5,n245-1,13,13,,,,,,,,,,,,
50.0,1.0,50.0,1.0,400,8,59,5,n246-1,13,13,,,,,,,,,,,,
50.0,0.25,50.0,0.25,400,2,76,1,n233-1,13,13,,,,,,,,,,,,
50.25,0.25,50.25,0.25,402,2,86,1,n234-1,13,13,,,,,,,,,,,,
50.5,0.25,50.5,0.25,404,2,76,1,n235-1,13,13,,,,,,,,,,,,
50.75,0.25,50.75,0.25,406,2,86,1,n236-1,13,13,,,,,,,,,,,,
51.0,1.0,51.0,1.0,408,8,43,5,n247-1,13,13,,,,,,,,,,,,
51.0,1.0,51.0,1.0,408,8,55,5,n248-1,13,13,,,,,,,,,,,,
51.0,0.25,51.0,0.25,408,2,76,1,n237-1,13,13,,,,,,,,,,,,
51.25,0.25,51.25,0.25,410,2,86,1,n238-1,13,13,,,,,,,,,,,,
51.5,0.25,51.5,0.25,412,2,76,1,n239-1,13,13,,,,,,,,,,,,
51.75,0.25,51.75,0.25,414,2,86,1,n240-1,13,13,,,,,,,,,,,,
52.0,0.25,52.0,0.25,416,2,78,1,n249-1,14,14,,,,,,,,,,,,
52.0,1.0,52.0,1.0,416,8,57,5,n266-1,14,14,,,,,,,,,,,,
52.0,1.0,52.0,1.0,416,8,45,5,n265-1,14,14,4.0,4/4,V43/IV,,D,I,V43/IV,,V,,,Mm7
52.25,0.25,52.25,0.25,418,2,86,1,n250-1,14,14,,,,,,,,,,,,
52.5,0.25,52.5,0.25,420,2,78,1,n251-1,14,14,,,,,,,,,,,,
52.75,0.25,52.75,0.25,422,2,86,1,n252-1,14,14,,,,,,,,,,,,
53.0,1.0,53.0,1.0,424,8,62,5,n268-1,14,14,,,,,,,,,,,,
53.0,0.25,53.0,0.25,424,2,78,1,n253-1,14,14,,,,,,,,,,,,
53.0,1.0,53.0,1.0,424,8,50,5,n267-1,14,14,,,,,,,,,,,,
53.25,0.25,53.25,0.25,426,2,86,1,n254-1,14,14,,,,,,,,,,,,
53.5,0.25,53.5,0.25,428,2,78,1,n255-1,14,14,,,,,,,,,,,,
53.75,0.25,53.75,0.25,430,2,86,1,n256-1,14,14,,,,,,,,,,,,
54.0,1.0,54.0,1.0,432,8,48,5,n269-1,14,14,,,,,,,,,,,,
54.0,0.25,54.0,0.25,432,2,78,1,n257-1,14,14,,,,,,,,,,,,
54.0,1.0,54.0,1.0,432,8,60,5,n270-1,14,14,,,,,,,,,,,,
54.25,0.25,54.25,0.25,434,2,86,1,n258-1,14,14,,,,,,,,,,,,
54.5,0.25,54.5,0.25,436,2,78,1,n259-1,14,14,,,,,,,,,,,,
54.75,0.25,54.75,0.25,438,2,86,1,n260-1,14,14,,,,,,,,,,,,
55.0,1.0,55.0,1.0,440,8,57,5,n272-1,14,14,,,,,,,,,,,,
55.0,1.0,55.0,1.0,440,8,45,5,n271-1,14,14,,,,,,,,,,,,
55.0,0.25,55.0,0.25,440,2,78,1,n261-1,14,14,,,,,,,,,,,,
55.25,0.25,55.25,0.25,442,2,86,1,n262-1,14,14,,,,,,,,,,,,
55.5,0.25,55.5,0.25,444,2,78,1,n263-1,14,14,,,,,,,,,,,,
55.75,0.25,55.75,0.25,446,2,86,1,n264-1,14,14,,,,,,,,,,,,
56.0,1.0,56.0,1.0,448,8,59,5,n290-1,15,15,,,,,,,,,,,,
56.0,0.25,56.0,0.25,448,2,79,1,n273-1,15,15,,,,,,,,,,,,
56.0,1.0,56.0,1.0,448,8,47,5,n289-1,15,15,4.0,4/4,IV6,,D,I,IV6,,IV,,,M
56.25,0.25,56.25,0.25,450,2,86,1,n274-1,15,15,,,,,,,,,,,,
56.5,0.25,56.5,0.25,452,2,79,1,n275-1,15,15,,,,,,,,,,,,
56.75,0.25,56.75,0.25,454,2,86,1,n276-1,15,15,,,,,,,,,,,,
57.0,1.0,57.0,1.0,456,8,55,5,n291-1,15,15,,,,,,,,,,,,
57.0,0.25,57.0,0.25,456,2,79,1,n277-1,15,15,,,,,,,,,,,,
57.0,1.0,57.0,1.0,456,8,67,5,n292-1,15,15,,,,,,,,,,,,
57.25,0.25,57.25,0.25,458,2,86,1,n278-1,15,15,,,,,,,,,,,,
57.5,0.25,57.5,0.25,460,2,79,1,n279-1,15,15,,,,,,,,,,,,
57.75,0.25,57.75,0.25,462,2,86,1,n280-1,15,15,,,,,,,,,,,,
58.0,1.0,58.0,1.0,464,8,50,5,n293-1,15,15,,,,,,,,,,,,
58.0,1.0,58.0,1.0,464,8,62,5,n294-1,15,15,,,,,,,,,,,,
58.0,0.25,58.0,0.25,464,2,79,1,n281-1,15,15,,,,,,,,,,,,
58.25,0.25,58.25,0.25,466,2,86,1,n282-1,15,15,,,,,,,,,,,,
58.5,0.25,58.5,0.25,468,2,79,1,n283-1,15,15,,,,,,,,,,,,
58.75,0.25,58.75,0.25,470,2,86,1,n284-1,15,15,,,,,,,,,,,,
59.0,1.0,59.0,1.0,472,8,47,5,n295-1,15,15,,,,,,,,,,,,
59.0,1.0,59.0,1.0,472,8,59,5,n296-1,15,15,,,,,,,,,,,,
59.0,0.25,59.0,0.25,472,2,79,1,n285-1,15,15,,,,,,,,,,,,
59.25,0.25,59.25,0.25,474,2,86,1,n286-1,15,15,,,,,,,,,,,,
59.5,0.25,59.5,0.25,476,2,79,1,n287-1,15,15,,,,,,,,,,,,
59.75,0.25,59.75,0.25,478,2,86,1,n288-1,15,15,,,,,,,,,,,,
60.0,0.25,60.0,0.25,480,2,80,1,n297-1,16,16,,,,,,,,,,,,
60.0,1.0,60.0,1.0,480,8,46,5,n321-1,16,16,4.0,4/4,Ger6,,D,I,Ger6,Ger,vii,,,Ger
60.0,1.0,60.0,1.0,480,8,58,5,n322-1,16,16,,,,,,,,,,,,
60.0,0.5,60.0,0.5,480,4,74,2,n313-1,16,16,,,,,,,,,,,,
60.25,0.25,60.25,0.25,482,2,86,1,n298-1,16,16,,,,,,,,,,,,
60.5,0.5,60.5,0.5,484,4,74,2,n314-1,16,16,,,,,,,,,,,,
60.5,0.25,60.5,0.25,484,2,80,1,n299-1,16,16,,,,,,,,,,,,
60.75,0.25,60.75,0.25,486,2,86,1,n300-1,16,16,,,,,,,,,,,,
61.0,1.0,61.0,1.0,488,8,65,5,n324-1,16,16,,,,,,,,,,,,
61.0,0.5,61.0,0.5,488,4,74,2,n315-1,16,16,,,,,,,,,,,,
61.0,0.25,61.0,0.25,488,2,80,1,n301-1,16,16,,,,,,,,,,,,
61.0,1.0,61.0,1.0,488,8,53,5,n323-1,16,16,,,,,,,,,,,,
