onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,label,alt_label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
157.0,1.5,157.0,1.5,1256,12,73,1,n867-1,40,40,,,,,,,,,,,,
157.5,0.5,157.5,0.5,1260,4,52,5,n880-1,40,40,,,,,,,,,,,,
157.5,0.5,157.5,0.5,1260,4,64,5,n881-1,40,40,,,,,,,,,,,,
158.0,0.5,158.0,0.5,1264,4,52,5,n882-1,40,40,,,,,,,,,,,,
158.0,0.5,158.0,0.5,1264,4,64,5,n883-1,40,40,,,,,,,,,,,,
158.5,0.5,158.5,0.5,1268,4,52,5,n884-1,40,40,,,,,,,,,,,,
158.5,0.5,158.5,0.5,1268,4,64,5,n885-1,40,40,,,,,,,,,,,,
158.5,0.5,158.5,0.5,1268,4,76,1,n869-1,40,40,,,,,,,,,,,,
158.5,0.5,158.5,0.5,1268,4,73,1,n868-1,40,40,,,,,,,,,,,,
159.0,0.5,159.0,0.5,1272,4,52,5,n886-1,40,40,1.0,4/4,V7,,D,V,V7,,V,,,Mm7
159.0,0.5,159.0,0.5,1272,4,64,5,n887-1,40,40,,,,,,,,,,,,
159.0,0.5,159.0,0.5,1272,4,71,1,n870-1,40,40,,,,,,,,,,,,
159.0,0.5,159.0,0.5,1272,4,74,1,n871-1,40,40,,,,,,,,,,,,
159.5,0.5,159.5,0.5,1276,4,64,5,n889-1,40,40,,,,,,,,,,,,
159.5,0.5,159.5,0.5,1276,4,71,1,n873-1,40,40,,,,,,,,,,,,
159.5,0.5,159.5,0.5,1276,4,68,1,n872-1,40,40,,,,,,,,,,,,
159.5,0.5,159.5,0.5,1276,4,52,5,n888-1,40,40,,,,,,,,,,,,
160.0,0.25,160.0,0.25,1280,2,73,1,n890-1,41,41,4.0,4/4,I|EC,,D,V,I,,I,EC,,M
160.25,0.25,160.25,0.25,1282,2,76,1,n891-1,41,41,,,,,,,,,,,,
160.5,0.25,160.5,0.25,1284,2,81,1,n892-1,41,41,,,,,,,,,,,,
160.75,0.25,160.75,0.25,1286,2,80,1,n893-1,41,41,,,,,,,,,,,,
161.0,0.25,161.0,0.25,1288,2,81,1,n894-1,41,41,,,,,,,,,,,,
161.25,0.25,161.25,0.25,1290,2,76,1,n895-1,41,41,,,,,,,,,,,,
161.5,0.25,161.5,0.25,1292,2,73,1,n896-1,41,41,,,,,,,,,,,,
161.5,0.5,161.5,0.5,1292,4,33,5,n908-1,41,41,,,,,,,,,,,,
161.5,0.5,161.5,0.5,1292,4,45,5,n909-1,41,41,,,,,,,,,,,,
161.75,0.25,161.75,0.25,1294,2,69,1,n897-1,41,41,,,,,,,,,,,,
162.0,0.25,162.0,0.25,1296,2,81,1,n898-1,41,41,,,,,,,,,,,,
162.0,0.5,162.0,0.5,1296,4,37,5,n910-1,41,41,,,,,,,,,,,,
162.0,0.5,162.0,0.5,1296,4,49,5,n911-1,41,41,,,,,,,,,,,,
162.25,0.25,162.25,0.25,1298,2,76,1,n899-1,41,41,,,,,,,,,,,,
162.5,0.25,162.5,0.25,1300,2,73,1,n900-1,41,41,,,,,,,,,,,,
162.5,0.5,162.5,0.5,1300,4,40,5,n912-1,41,41,,,,,,,,,,,,
162.5,0.5,162.5,0.5,1300,4,52,5,n913-1,41,41,,,,,,,,,,,,
162.75,0.25,162.75,0.25,1302,2,69,1,n901-1,41,41,,,,,,,,,,,,
163.0,1.0,163.0,1.0,1304,8,57,5,n915-1,41,41,,,,,,,,,,,,
163.0,0.25,163.0,0.25,1304,2,81,1,n902-1,41,41,,,,,,,,,,,,
163.0,1.0,163.0,1.0,1304,8,45,5,n914-1,41,41,,,,,,,,,,,,
163.25,0.25,163.25,0.25,1306,2,76,1,n903-1,41,41,,,,,,,,,,,,
163.5,0.25,163.5,0.25,1308,2,73,1,n904-1,41,41,,,,,,,,,,,,
163.75,0.25,163.75,0.25,1310,2,69,1,n905-1,41,41,,,,,,,,,,,,
164.0,0.25,164.0,0.25,1312,2,78,1,n916-1,42,42,4.0,4/4,IV,,D,V,IV,,IV,,,M
164.25,0.25,164.25,0.25,1314,2,80,1,n917-1,42,42,,,,,,,,,,,,
164.5,0.25,164.5,0.25,1316,2,81,1,n918-1,42,42,,,,,,,,,,,,
164.75,0.25,164.75,0.25,1318,2,80,1,n919-1,42,42,,,,,,,,,,,,
165.0,0.25,165.0,0.25,1320,2,81,1,n920-1,42,42,,,,,,,,,,,,
165.25,0.25,165.25,0.25,1322,2,78,1,n921-1,42,42,,,,,,,,,,,,
165.5,0.25,165.5,0.25,1324,2,74,1,n922-1,42,42,,,,,,,,,,,,
165.5,0.5,165.5,0.5,1324,4,38,5,n934-1,42,42,,,,,,,,,,,,
165.5,0.5,165.5,0.5,1324,4,50,5,n935-1,42,42,,,,,,,,,,,,
165.75,0.25,165.75,0.25,1326,2,69,1,n923-1,42,42,,,,,,,,,,,,
166.0,0.5,166.0,0.5,1328,4,54,5,n937-1,42,42,,,,,,,,,,,,
166.0,0.25,166.0,0.25,1328,2,81,1,n924-1,42,42,,,,,,,,,,,,
166.0,0.5,166.0,0.5,1328,4,42,5,n936-1,42,42,,,,,,,,,,,,
166.25,0.25,166.25,0.25,1330,2,78,1,n925-1,42,42,,,,,,,,,,,,
166.5,0.25,166.5,0.25,1332,2,74,1,n926-1,42,42,,,,,,,,,,,,
166.5,0.5,166.5,0.5,1332,4,45,5,n938-1,42,42,,,,,,,,,,,,
166.5,0.5,166.5,0.5,1332,4,57,5,n939-1,42,42,,,,,,,,,,,,
166.75,0.25,166.75,0.25,1334,2,69,1,n927-1,42,42,,,,,,,,,,,,
167.0,0.25,167.0,0.25,1336,2,81,1,n928-1,42,42,,,,,,,,,,,,
167.0,1.0,167.0,1.0,1336,8,62,5,n941-1,42,42,,,,,,,,,,,,
167.0,1.0,167.0,1.0,1336,8,50,5,n940-1,42,42,,,,,,,,,,,,
167.25,0.25,167.25,0.25,1338,2,78,1,n929-1,42,42,,,,,,,,,,,,
167.5,0.25,167.5,0.25,1340,2,74,1,n930-1,42,42,,,,,,,,,,,,
167.75,0.25,167.75,0.25,1342,2,69,1,n931-1,42,42,,,,,,,,,,,,
168.0,0.5,168.0,0.5,1344,4,52,5,n956-1,43,43,3.0,4/4,V(64),,D,V,V(64),,V,,,M
168.0,0.75,168.0,0.75,1344,6,73,1,n942-1,43,43,,,,,,,,,,,,
168.0,0.75,168.0,0.75,1344,6,76,1,n943-1,43,43,,,,,,,,,,,,
168.0,0.5,168.0,0.5,1344,4,64,5,n957-1,43,43,,,,,,,,,,,,
168.5,0.5,168.5,0.5,1348,4,52,5,n958-1,43,43,,,,,,,,,,,,
168.5,0.5,168.5,0.5,1348,4,64,5,n959-1,43,43,,,,,,,,,,,,
168.75,0.125,168.75,0.125,1350,1,78,1,n945-1,43,43,,,,,,,,,,,,
168.75,0.125,168.75,0.125,1350,1,74,1,n944-1,43,43,,,,,,,,,,,,
168.875,0.125,168.875,0.125,1351,1,71,1,n946-1,43,43,,,,,,,,,,,,
168.875,0.125,168.875,0.125,1351,1,74,1,n947-1,43,43,,,,,,,,,,,,
169.0,0.5,169.0,0.5,1352,4,52,5,n960-1,43,43,,,,,,,,,,,,
169.0,0.5,169.0,0.5,1352,4,64,5,n961-1,43,43,,,,,,,,,,,,
169.0,1.5,169.0,1.5,1352,12,69,1,n948-1,43,43,,,,,,,,,,,,
169.0,1.5,169.0,1.5,1352,12,73,1,n949-1,43,43,,,,,,,,,,,,
169.5,0.5,169.5,0.5,1356,4,64,5,n963-1,43,43,,,,,,,,,,,,
169.5,0.5,169.5,0.5,1356,4,52,5,n962-1,43,43,,,,,,,,,,,,
170.0,0.5,170.0,0.5,1360,4,64,5,n965-1,43,43,,,,,,,,,,,,
170.0,0.5,170.0,0.5,1360,4,52,5,n964-1,43,43,,,,,,,,,,,,
170.5,0.5,170.5,0.5,1364,4,64,5,n967-1,43,43,,,,,,,,,,,,
170.5,0.5,170.5,0.5,1364,4,76,1,n951-1,43,43,,,,,,,,,,,,
170.5,0.5,170.5,0.5,1364,4,73,1,n950-1,43,43,,,,,,,,,,,,
170.5,0.5,170.5,0.5,1364,4,52,5,n966-1,43,43,,,,,,,,,,,,
171.0,0.5,171.0,0.5,1368,4,64,5,n969-1,43,43,,,,,,,,,,,,
171.0,0.5,171.0,0.5,1368,4,74,1,n953-1,43,43,,,,,,,,,,,,
171.0,0.5,171.0,0.5,1368,4,52,5,n968-1,43,43,1.0,4/4,V7,,D,V,V7,,V,,,Mm7
171.0,0.5,171.0,0.5,1368,4,71,1,n952-1,43,43,,,,,,,,,,,,
171.5,0.5,171.5,0.5,1372,4,64,5,n971-1,43,43,,,,,,,,,,,,
171.5,0.5,171.5,0.5,1372,4,68,1,n954-1,43,43,,,,,,,,,,,,
171.5,0.5,171.5,0.5,1372,4,71,1,n955-1,43,43,,,,,,,,,,,,
171.5,0.5,171.5,0.5,1372,4,52,5,n970-1,43,43,,,,,,,,,,,,
172.0,0.75,172.0,0.75,1376,6,57,5,n984-1,44,44,1.0,4/4,I|PAC}{,,D,V,I,,I,PAC,}{,M
172.0,0.75,172.0,0.75,1376,6,69,1,n972-1,44,44,,,,,,,,,,,,
172.75,0.125,172.75,0.125,1382,1,59,5,n985-1,44,44,,,,,,,,,,,,
172.75,0.125,172.75,0.125,1382,1,71,1,n973-1,44,44,,,,,,,,,,,,
172.875,0.125,172.875,0.125,1383,1,68,1,n974-1,44,44,,,,,,,,,,,,
172.875,0.125,172.875,0.125,1383,1,56,5,n986-1,44,44,,,,,,,,,,,,
173.0,0.75,173.0,0.75,1384,6,66,1,n975-1,44,44,,,,,,,,,,,,
173.0,0.75,173.0,0.75,1384,6,54,5,n987-1,44,44,1.0,4/4,vi,IV6,D,V,vi,,vi,,,m
173.75,0.125,173.75,0.125,1390,1,68,1,n976-1,44,44,,,,,,,,,,,,
173.75,0.125,173.75,0.125,1390,1,56,5,n988-1,44,44,,,,,,,,,,,,
173.875,0.125,173.875,0.125,1391,1,64,1,n977-1,44,44,,,,,,,,,,,,
173.875,0.125,173.875,0.125,1391,1,52,5,n989-1,44,44,,,,,,,,,,,,
174.0,0.75,174.0,0.75,1392,6,62,1,n978-1,44,44,,,,,,,,,,,,
174.0,0.75,174.0,0.75,1392,6,50,5,n990-1,44,44,1.0,4/4,IV,,D,V,IV,,IV,,,M
174.75,0.125,174.75,0.125,1398,1,64,1,n979-1,44,44,,,,,,,,,,,,
174.75,0.125,174.75,0.125,1398,1,52,5,n991-1,44,44,,,,,,,,,,,,
174.875,0.125,174.875,0.125,1399,1,49,5,n992-1,44,44,,,,,,,,,,,,
174.875,0.125,174.875,0.125,1399,1,61,1,n980-1,44,44,,,,,,,,,,,,
175.0,0.75,175.0,0.75,1400,6,47,5,n993-1,44,44,1.0,4/4,ii,viio6,D,V,ii,,ii,,,m
175.0,0.75,175.0,0.75,1400,6,59,1,n981-1,44,44,,,,,,,,,,,,
175.75,0.125,175.75,0.125,1406,1,49,5,n994-1,44,44,,,,,,,,,,,,
175.75,0.125,175.75,0.125,1406,1,61,1,n982-1,44,44,,,,,,,,,,,,
175.875,0.125,175.875,0.125,1407,1,57,1,n983-1,44,44,,,,,,,,,,,,
175.875,0.125,175.875,0.125,1407,1,45,5,n995-1,44,44,,,,,,,,,,,,
176.0,1.0,176.0,1.0,1408,8,44,5,n1006-1,45,45,2.0,4/4,V65,,D,V,V65,,V,,,Mm7
176.0,1.0,176.0,1.0,1408,8,56,1,n996-1,45,45,,,,,,,,,,,,
177.0,1.0,177.0,1.0,1416,8,76,1,n997-1,45,45,,,,,,,,,,,,
177.0,1.0,177.0,1.0,1416,8,80,1,n998-1,45,45,,,,,,,,,,,,
177.0,1.0,177.0,1.0,1416,8,86,1,n1000-1,45,45,,,,,,,,,,,,
177.0,1.0,177.0,1.0,1416,8,83,1,n999-1,45,45,,,,,,,,,,,,
178.0,1.0,178.0,1.0,1424,8,45,5,n1008-1,45,45,2.0,4/4,I,,D,V,I,,I,,,M
178.0,1.0,178.0,1.0,1424,8,57,5,n1009-1,45,45,,,,,,,,,,,,
179.0,1.0,179.0,1.0,1432,8,73,1,n1002-1,45,45,,,,,,,,,,,,
179.0,1.0,179.0,1.0,1432,8,76,1,n1003-1,45,45,,,,,,,,,,,,
179.0,1.0,179.0,1.0,1432,8,81,1,n1004-1,45,45,,,,,,,,,,,,
179.0,1.0,179.0,1.0,1432,8,85,1,n1005-1,45,45,,,,,,,,,,,,
180.0,1.0,180.0,1.0,1440,8,69,5,n1020-1,46,46,,,,,,,,,,,,
180.0,1.0,180.0,1.0,1440,8,62,5,n1019-1,46,46,4.0,4/4,IV,,D,V,IV,,IV,,,M
180.5,0.5,180.5,0.5,1444,4,78,1,n1012-1,46,46,,,,,,,,,,,,
181.0,0.5,181.0,0.5,1448,4,77,1,n1013-1,46,46,,,,,,,,,,,,
181.5,0.5,181.5,0.5,1452,4,78,1,n1014-1,46,46,,,,,,,,,,,,
182.0,0.5,182.0,0.5,1456,4,77,1,n1015-1,46,46,,,,,,,,,,,,
182.5,0.5,182.5,0.5,1460,4,78,1,n1016-1,46,46,,,,,,,,,,,,
183.0,0.5,183.0,0.5,1464,4,80,1,n1017-1,46,46,,,,,,,,,,,,
183.5,0.5,183.5,0.5,1468,4,81,1,n1018-1,46,46,,,,,,,,,,,,
184.0,1.0,184.0,1.0,1472,8,63,5,n1031-1,47,47,4.0,4/4,viio7/V,,D,V,viio7/V,,vii,,,o7
184.0,1.0,184.0,1.0,1472,8,72,5,n1032-1,47,47,,,,,,,,,,,,
184.5,0.5,184.5,0.5,1476,4,81,1,n1024-1,47,47,,,,,,,,,,,,
185.0,0.5,185.0,0.5,1480,4,80,1,n1025-1,47,47,,,,,,,,,,,,
185.5,0.5,185.5,0.5,1484,4,81,1,n1026-1,47,47,,,,,,,,,,,,
186.0,0.5,186.0,0.5,1488,4,80,1,n1027-1,47,47,,,,,,,,,,,,
186.5,0.5,186.5,0.5,1492,4,81,1,n1028-1,47,47,,,,,,,,,,,,
187.0,0.5,187.0,0.5,1496,4,83,1,n1029-1,47,47,,,,,,,,,,,,
187.5,0.5,187.5,0.5,1500,4,84,1,n1030-1,47,47,,,,,,,,,,,,
188.0,0.25,188.0,0.25,1504,2,85,1,n1035-1,48,48,,,,,,,,,,,,
188.0,0.25,188.0,0.25,1504,2,52,5,n1051-1,48,48,4.0,4/4,V(64),,D,V,V(64),,V,,,M
188.25,0.25,188.25,0.25,1506,2,61,5,n1052-1,48,48,,,,,,,,,,,,
188.25,0.25,188.25,0.25,1506,2,88,1,n1036-1,48,48,,,,,,,,,,,,
188.5,0.25,188.5,0.25,1508,2,57,5,n1053-1,48,48,,,,,,,,,,,,
188.5,0.25,188.5,0.25,1508,2,85,1,n1037-1,48,48,,,,,,,,,,,,
188.75,0.25,188.75,0.25,1510,2,61,5,n1054-1,48,48,,,,,,,,,,,,
188.75,0.25,188.75,0.25,1510,2,81,1,n1038-1,48,48,,,,,,,,,,,,
189.0,0.25,189.0,0.25,1512,2,52,5,n1055-1,48,48,,,,,,,,,,,,
189.0,0.25,189.0,0.25,1512,2,81,1,n1039-1,48,48,,,,,,,,,,,,
189.25,0.25,189.25,0.25,1514,2,61,5,n1056-1,48,48,,,,,,,,,,,,
189.25,0.25,189.25,0.25,1514,2,85,1,n1040-1,48,48,,,,,,,,,,,,
189.5,0.25,189.5,0.25,1516,2,57,5,n1057-1,48,48,,,,,,,,,,,,
189.5,0.25,189.5,0.25,1516,2,81,1,n1041-1,48,48,,,,,,,,,,,,
189.75,0.25,189.75,0.25,1518,2,61,5,n1058-1,48,48,,,,,,,,,,,,
189.75,0.25,189.75,0.25,1518,2,76,1,n1042-1,48,48,,,,,,,,,,,,
190.0,0.25,190.0,0.25,1520,2,52,5,n1059-1,48,48,,,,,,,,,,,,
190.0,0.25,190.0,0.25,1520,2,76,1,n1043-1,48,48,,,,,,,,,,,,
190.25,0.25,190.25,0.25,1522,2,81,1,n1044-1,48,48,,,,,,,,,,,,
190.25,0.25,190.25,0.25,1522,2,61,5,n1060-1,48,48,,,,,,,,,,,,
190.5,0.25,190.5,0.25,1524,2,57,5,n1061-1,48,48,,,,,,,,,,,,
190.5,0.25,190.5,0.25,1524,2,76,1,n1045-1,48,48,,,,,,,,,,,,
190.75,0.25,190.75,0.25,1526,2,61,5,n1062-1,48,48,,,,,,,,,,,,
190.75,0.25,190.75,0.25,1526,2,73,1,n1046-1,48,48,,,,,,,,,,,,
191.0,0.25,191.0,0.25,1528,2,52,5,n1063-1,48,48,,,,,,,,,,,,
191.0,0.25,191.0,0.25,1528,2,73,1,n1047-1,48,48,,,,,,,,,,,,
191.25,0.25,191.25,0.25,1530,2,61,5,n1064-1,48,48,,,,,,,,,,,,
191.25,0.25,191.25,0.25,1530,2,76,1,n1048-1,48,48,,,,,,,,,,,,
191.5,0.25,191.5,0.25,1532,2,57,5,n1065-1,48,48,,,,,,,,,,,,
191.5,0.25,191.5,0.25,1532,2,73,1,n1049-1,48,48,,,,,,,,,,,,
191.75,0.25,191.75,0.25,1534,2,61,5,n1066-1,48,48,,,,,,,,,,,,
191.75,0.25,191.75,0.25,1534,2,69,1,n1050-1,48,48,,,,,,,,,,,,
192.0,4.0,192.0,4.0,1536,32,71,1,n1067-1,49,49,,,,,,,,,,,,
192.0,0.25,192.0,0.25,1536,2,52,5,n1068-1,49,49,4.0,4/4,V7,,D,V,V7,,V,,,Mm7
192.25,0.25,192.25,0.25,1538,2,62,5,n1069-1,49,49,,,,,,,,,,,,
192.5,0.25,192.5,0.25,1540,2,56,5,n1070-1,49,49,,,,,,,,,,,,
192.75,0.25,192.75,0.25,1542,2,62,5,n1071-1,49,49,,,,,,,,,,,,
193.0,0.25,193.0,0.25,1544,2,52,5,n1072-1,49,49,,,,,,,,,,,,
193.25,0.25,193.25,0.25,1546,2,62,5,n1073-1,49,49,,,,,,,,,,,,
193.5,0.25,193.5,0.25,1548,2,56,5,n1074-1,49,49,,,,,,,,,,,,
193.75,0.25,193.75,0.25,1550,2,62,5,n1075-1,49,49,,,,,,,,,,,,
194.0,0.25,194.0,0.25,1552,2,52,5,n1076-1,49,49,,,,,,,,,,,,
194.25,0.25,194.25,0.25,1554,2,62,5,n1077-1,49,49,,,,,,,,,,,,
194.5,0.25,194.5,0.25,1556,2,56,5,n1078-1,49,49,,,,,,,,,,,,
194.75,0.25,194.75,0.25,1558,2,62,5,n1079-1,49,49,,,,,,,,,,,,
195.0,0.25,195.0,0.25,1560,2,52,5,n1080-1,49,49,,,,,,,,,,,,
195.25,0.25,195.25,0.25,1562,2,62,5,n1081-1,49,49,,,,,,,,,,,,
195.5,0.25,195.5,0.25,1564,2,56,5,n1082-1,49,49,,,,,,,,,,,,
195.75,0.25,195.75,0.25,1566,2,62,5,n1083-1,49,49,,,,,,,,,,,,
196.0,1.5,196.0,1.5,1568,12,57,5,n1093-1,50,50,2.0,4/4,I|PAC},,D,V,I,,I,PAC,},M
196.0,1.5,196.0,1.5,1568,12,69,1,n1084-1,50,50,,,,,,,,,,,,
197.5,0.25,197.5,0.25,1580,2,61,5,n1094-1,50,50,,,,,,,,,,,,
197.5,0.25,197.5,0.25,1580,2,73,1,n1085-1,50,50,,,,,,,,,,,,
197.75,0.25,197.75,0.25,1582,2,69,1,n1086-1,50,50,,,,,,,,,,,,
197.75,0.25,197.75,0.25,1582,2,57,5,n1095-1,50,50,,,,,,,,,,,,
198.0,0.5,198.0,0.5,1584,4,74,1,n1087-1,50,50,,,,,,,,,,,,
198.0,0.5,198.0,0.5,1584,4,62,5,n1096-1,50,50,1.0,4/4,viio,,D,V,viio,,vii,,,o
198.5,0.25,198.5,0.25,1588,2,59,5,n1097-1,50,50,,,,,,,,,,,,
198.5,0.25,198.5,0.25,1588,2,71,1,n1088-1,50,50,,,,,,,,,,,,
198.75,0.25,198.75,0.25,1590,2,56,5,n1098-1,50,50,,,,,,,,,,,,
198.75,0.25,198.75,0.25,1590,2,68,1,n1089-1,50,50,,,,,,,,,,,,
199.0,0.5,199.0,0.5,1592,4,69,1,n1090-1,50,50,,,,,,,,,,,,
199.0,0.5,199.0,0.5,1592,4,57,5,n1099-1,50,50,0.75,4/4,I,,D,V,I,,I,,,M
199.5,0.25,199.5,0.25,1596,2,54,5,n1100-1,50,50,,,,,,,,,,,,
199.5,0.25,199.5,0.25,1596,2,66,1,n1091-1,50,50,,,,,,,,,,,,
199.75,0.25,199.75,0.25,1598,2,63,1,n1092-1,50,50,,,,,,,,,,,,
199.75,0.25,199.75,0.25,1598,2,51,5,n1101-1,50,50,0.25,4/4,viio/V,,D,V,viio/V,,vii,,,o
200.0,1.0,200.0,1.0,1600,8,52,5,n1112-1,51,51,1.0,4/4,V,,D,V,V,,V,,,M
200.0,1.0,200.0,1.0,1600,8,64,1,n1102-1,51,51,,,,,,,,,,,,
201.0,1.0,201.0,1.0,1608,8,40,5,n1113-1,51,51,1.0,4/4,V7,,D,V,V7,,V,,,Mm7
201.0,1.0,201.0,1.0,1608,8,52,5,n1114-1,51,51,,,,,,,,,,,,
201.0,1.0,201.0,1.0,1608,8,80,1,n1106-1,51,51,,,,,,,,,,,,
201.0,1.0,201.0,1.0,1608,8,76,1,n1105-1,51,51,,,,,,,,,,,,
201.0,1.0,201.0,1.0,1608,8,71,1,n1103-1,51,51,,,,,,,,,,,,
201.0,1.0,201.0,1.0,1608,8,74,1,n1104-1,51,51,,,,,,,,,,,,
202.0,1.0,202.0,1.0,1616,8,81,1,n1110-1,51,51,,,,,,,,,,,,
202.0,1.0,202.0,1.0,1616,8,76,1,n1109-1,51,51,,,,,,,,,,,,
202.0,1.0,202.0,1.0,1616,8,73,1,n1108-1,51,51,,,,,,,,,,,,
202.0,1.0,202.0,1.0,1616,8,69,1,n1107-1,51,51,,,,,,,,,,,,
202.0,1.0,202.0,1.0,1616,8,45,5,n1116-1,51,51,,,,,,,,,,,,
202.0,1.0,202.0,1.0,1616,8,33,5,n1115-1,51,51,2.0,4/4,I,,D,V,I,,I,,,M
204.0,1.0,204.0,1.0,1632,8,50,5,n15-2,1,1,,,,,,,,,,,,
204.0,1.0,204.0,1.0,1632,8,62,1,n1-2,1,1,,,,,,,,,,,,
204.0,1.0,204.0,1.0,1632,8,66,1,n2-2,1,1,,,,,,,,,,,,
204.0,1.0,204.0,1.0,1632,8,69,1,n3-2,1,1,,,,,,,,,,,,
204.0,1.0,204.0,1.0,1632,8,74,1,n4-2,1,1,,,,,,,,,,,,
204.0,1.0,204.0,1.0,1632,8,38,5,n14-2,1,1,6.0,4/4,D.I{,,D,I,I,,I,,{,M
206.0,0.0,206.0,0.0,1648,0,67,1,n6-2,1,1,,,,,,,,,,,,
206.0,0.5,206.0,0.5,1648,4,54,5,n18-2,1,1,,,,,,,,,,,,
206.0,0.0,206.0,0.0,1648,0,55,5,n17-2,1,1,,,,,,,,,,,,
206.0,0.5,206.0,0.5,1648,4,66,1,n7-2,1,1,,,,,,,,,,,,
206.5,0.25,206.5,0.25,1652,2,64,1,n8-2,1,1,,,,,,,,,,,,
206.5,0.25,206.5,0.25,1652,2,52,5,n19-2,1,1,,,,,,,,,,,,
206.75,0.25,206.75,0.25,1654,2,62,1,n9-2,1,1,,,,,,,,,,,,
206.75,0.25,206.75,0.25,1654,2,50,5,n20-2,1,1,,,,,,,,,,,,
207.0,0.0,207.0,0.0,1656,0,67,1,n10-2,1,1,,,,,,,,,,,,
207.0,0.5,207.0,0.5,1656,4,54,5,n22-2,1,1,,,,,,,,,,,,
207.0,0.5,207.0,0.5,1656,4,66,1,n11-2,1,1,,,,,,,,,,,,
207.0,0.0,207.0,0.0,1656,0,55,5,n21-2,1,1,,,,,,,,,,,,
207.5,0.25,207.5,0.25,1660,2,64,1,n12-2,1,1,,,,,,,,,,,,
207.5,0.25,207.5,0.25,1660,2,52,5,n23-2,1,1,,,,,,,,,,,,
207.75,0.25,207.75,0.25,1662,2,62,1,n13-2,1,1,,,,,,,,,,,,
207.75,0.25,207.75,0.25,1662,2,50,5,n24-2,1,1,,,,,,,,,,,,
208.0,1.0,208.0,1.0,1664,8,57,5,n30-2,2,2,,,,,,,,,,,,
208.0,1.0,208.0,1.0,1664,8,69,1,n25-2,2,2,,,,,,,,,,,,
209.0,1.0,209.0,1.0,1672,8,54,5,n31-2,2,2,,,,,,,,,,,,
209.0,1.0,209.0,1.0,1672,8,66,1,n26-2,2,2,,,,,,,,,,,,
210.0,1.0,210.0,1.0,1680,8,59,5,n32-2,2,2,2.0,4/4,vi,IV6,D,I,vi,,vi,,,m
210.0,1.0,210.0,1.0,1680,8,71,1,n27-2,2,2,,,,,,,,,,,,
211.5,0.5,211.5,0.5,1692,4,66,1,n29-2,2,2,,,,,,,,,,,,
211.5,0.5,211.5,0.5,1692,4,54,5,n34-2,2,2,,,,,,,,,,,,
212.0,0.5,212.0,0.5,1696,4,67,1,n35-2,3,3,,,,,,,,,,,,
212.0,0.5,212.0,0.5,1696,4,55,5,n43-2,3,3,1.0,4/4,ii,viio6,D,I,ii,,ii,,,m
212.5,0.5,212.5,0.5,1700,4,64,1,n36-2,3,3,,,,,,,,,,,,
212.5,0.5,212.5,0.5,1700,4,52,5,n44-2,3,3,,,,,,,,,,,,
213.0,0.5,213.0,0.5,1704,4,69,1,n37-2,3,3,,,,,,,,,,,,
213.0,0.5,213.0,0.5,1704,4,57,5,n45-2,3,3,1.0,4/4,I,,D,I,I,,I,,,M
213.5,0.5,213.5,0.5,1708,4,54,5,n46-2,3,3,,,,,,,,,,,,
213.5,0.5,213.5,0.5,1708,4,66,1,n38-2,3,3,,,,,,,,,,,,
214.0,0.5,214.0,0.5,1712,4,50,5,n47-2,3,3,1.0,4/4,vi,IV6,D,I,vi,,vi,,,m
214.0,0.5,214.0,0.5,1712,4,62,1,n39-2,3,3,,,,,,,,,,,,
214.5,0.5,214.5,0.5,1716,4,47,5,n48-2,3,3,,,,,,,,,,,,
214.5,0.5,214.5,0.5,1716,4,59,1,n40-2,3,3,,,,,,,,,,,,
215.0,0.5,215.0,0.5,1720,4,64,1,n41-2,3,3,,,,,,,,,,,,
215.0,0.5,215.0,0.5,1720,4,52,5,n49-2,3,3,3.5,4/4,V,,D,I,V,,V,,,M
215.5,0.5,215.5,0.5,1724,4,49,5,n50-2,3,3,,,,,,,,,,,,
215.5,0.5,215.5,0.5,1724,4,61,1,n42-2,3,3,,,,,,,,,,,,
216.0,0.5,216.0,0.5,1728,4,45,5,n60-2,4,4,,,,,,,,,,,,
216.0,1.0,216.0,1.0,1728,8,57,1,n51-2,4,4,,,,,,,,,,,,
216.5,0.5,216.5,0.5,1732,4,57,5,n61-2,4,4,,,,,,,,,,,,
217.0,0.5,217.0,0.5,1736,4,45,5,n62-2,4,4,,,,,,,,,,,,
217.5,0.5,217.5,0.5,1740,4,57,5,n63-2,4,4,,,,,,,,,,,,
218.0,0.5,218.0,0.5,1744,4,45,5,n64-2,4,4,,,,,,,,,,,,
218.5,0.5,218.5,0.5,1748,4,74,1,n55-2,4,4,,,,,,,,,,,,
218.5,0.5,218.5,0.5,1748,4,57,5,n65-2,4,4,2.0,4/4,V(64),,D,I,V(64),,V,,,M
218.5,0.5,218.5,0.5,1748,4,66,1,n54-2,4,4,,,,,,,,,,,,
219.0,0.5,219.0,0.5,1752,4,74,1,n57-2,4,4,,,,,,,,,,,,
219.0,0.5,219.0,0.5,1752,4,45,5,n66-2,4,4,,,,,,,,,,,,
219.0,0.5,219.0,0.5,1752,4,66,1,n56-2,4,4,,,,,,,,,,,,
219.5,0.5,219.5,0.5,1756,4,66,1,n58-2,4,4,,,,,,,,,,,,
