xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,volta,globalkey,localkey,chord,numeral,chord_type,chord_label
9,9,65.75,0.25,65.75,0.25,534,2,76,1,n116-2,,,,,,,,,,0
10,10,66.0,1.0,66.0,1.0,536,8,55,5,n128-2,V/III|HC,1.0,2/4,,a,i,V/III,V,M,1
10,10,66.0,0.5,66.0,0.5,536,4,71,2,n126-2,,,,,,,,,,0
10,10,66.0,1.0,66.0,1.0,536,8,74,1,n121-2,,,,,,,,,,0
10,10,66.5,0.5,66.5,0.5,540,4,67,2,n127-2,,,,,,,,,,0
10,10,67.0,0.5,67.0,0.5,544,4,76,1,n123-2,,,,,,,,,,0
10,10,67.0,0.5,67.0,0.5,544,4,72,1,n122-2,III,2.0,2/4,,a,i,III,III,M,1
10,10,67.5,0.5,67.5,0.5,548,4,77,1,n125-2,,,,,,,,,,0
10,10,67.5,0.5,67.5,0.5,548,4,74,1,n124-2,,,,,,,,,,0
11,11,68.0,0.5,68.0,0.5,552,4,79,1,n131-2,,,,,,,,,,0
11,11,68.0,0.5,68.0,0.5,552,4,48,5,n138-2,,,,,,,,,,0
11,11,68.0,0.5,68.0,0.5,552,4,76,1,n130-2,,,,,,,,,,0
11,11,68.5,0.5,68.5,0.5,556,4,79,1,n133-2,,,,,,,,,,0
11,11,68.5,0.5,68.5,0.5,556,4,60,5,n139-2,,,,,,,,,,0
11,11,68.5,0.5,68.5,0.5,556,4,76,1,n132-2,,,,,,,,,,0
11,11,69.0,0.5,69.0,0.5,560,4,52,5,n140-2,III6,1.0,2/4,,a,i,III6,III,M,1
11,11,69.0,0.5,69.0,0.5,560,4,79,1,n135-2,,,,,,,,,,0
11,11,69.0,0.0,69.0,0.0,560,0,81,1,n134-2,,,,,,,,,,0
11,11,69.5,0.5,69.5,0.5,564,4,64,5,n141-2,,,,,,,,,,0
11,11,69.5,0.25,69.5,0.25,564,2,77,1,n136-2,,,,,,,,,,0
11,11,69.75,0.25,69.75,0.25,566,2,76,1,n137-2,,,,,,,,,,0
12,12,70.0,1.0,70.0,1.0,568,8,55,5,n148-2,V/III|HC,1.0,2/4,,a,i,V/III,V,M,1
12,12,70.0,1.0,70.0,1.0,568,8,71,1,n142-2,,,,,,,,,,0
12,12,70.0,1.0,70.0,1.0,568,8,74,1,n143-2,,,,,,,,,,0
12,12,71.0,0.5,71.0,0.5,576,4,69,1,n144-2,i,2.0,2/4,,a,i,i,i,m,1
12,12,71.0,0.5,71.0,0.5,576,4,72,1,n145-2,,,,,,,,,,0
12,12,71.5,0.5,71.5,0.5,580,4,71,1,n146-2,,,,,,,,,,0
12,12,71.5,0.5,71.5,0.5,580,4,74,1,n147-2,,,,,,,,,,0
13,13,72.0,0.5,72.0,0.5,584,4,72,1,n150-2,,,,,,,,,,0
13,13,72.0,0.5,72.0,0.5,584,4,76,1,n151-2,,,,,,,,,,0
13,13,72.0,0.5,72.0,0.5,584,4,45,5,n158-2,,,,,,,,,,0
13,13,72.5,0.5,72.5,0.5,588,4,57,5,n159-2,,,,,,,,,,0
13,13,72.5,0.5,72.5,0.5,588,4,72,1,n152-2,,,,,,,,,,0
13,13,72.5,0.5,72.5,0.5,588,4,76,1,n153-2,,,,,,,,,,0
13,13,73.0,0.0,73.0,0.0,592,0,77,1,n154-2,,,,,,,,,,0
13,13,73.0,0.5,73.0,0.5,592,4,48,5,n160-2,i6,1.0,2/4,,a,i,i6,i,m,1
13,13,73.0,0.5,73.0,0.5,592,4,76,1,n155-2,,,,,,,,,,0
13,13,73.5,0.5,73.5,0.5,596,4,60,5,n161-2,,,,,,,,,,0
13,13,73.5,0.25,73.5,0.25,596,2,74,1,n156-2,,,,,,,,,,0
13,13,73.75,0.25,73.75,0.25,598,2,72,1,n157-2,,,,,,,,,,0
14,14,74.0,1.0,74.0,1.0,600,8,52,5,n169-2,V|HC,1.0,2/4,,a,i,V,V,M,1
14,14,74.0,0.5,74.0,0.5,600,4,68,2,n167-2,,,,,,,,,,0
14,14,74.0,1.0,74.0,1.0,600,8,71,1,n162-2,,,,,,,,,,0
14,14,74.5,0.5,74.5,0.5,604,4,64,2,n168-2,,,,,,,,,,0
14,14,75.0,0.5,75.0,0.5,608,4,69,1,n163-2,i,2.0,2/4,,a,i,i,i,m,1
14,14,75.0,0.5,75.0,0.5,608,4,72,1,n164-2,,,,,,,,,,0
14,14,75.5,0.5,75.5,0.5,612,4,71,1,n165-2,,,,,,,,,,0
14,14,75.5,0.5,75.5,0.5,612,4,74,1,n166-2,,,,,,,,,,0
15,15,76.0,0.5,76.0,0.5,616,4,72,1,n171-2,,,,,,,,,,0
15,15,76.0,0.5,76.0,0.5,616,4,45,5,n179-2,,,,,,,,,,0
15,15,76.0,0.5,76.0,0.5,616,4,76,1,n172-2,,,,,,,,,,0
15,15,76.5,0.5,76.5,0.5,620,4,57,5,n180-2,,,,,,,,,,0
15,15,76.5,0.5,76.5,0.5,620,4,72,1,n173-2,,,,,,,,,,0
15,15,76.5,0.5,76.5,0.5,620,4,76,1,n174-2,,,,,,,,,,0
15,15,77.0,0.5,77.0,0.5,624,4,48,5,n181-2,i6,1.0,2/4,,a,i,i6,i,m,1
15,15,77.0,0.5,77.0,0.5,624,4,76,1,n176-2,,,,,,,,,,0
15,15,77.0,0.0,77.0,0.0,624,0,77,1,n175-2,,,,,,,,,,0
15,15,77.5,0.25,77.5,0.25,628,2,74,1,n177-2,,,,,,,,,,0
15,15,77.5,0.5,77.5,0.5,628,4,60,5,n182-2,,,,,,,,,,0
15,15,77.75,0.25,77.75,0.25,630,2,72,1,n178-2,,,,,,,,,,0
16,16,78.0,1.0,78.0,1.0,632,8,52,5,n189-2,V|HC},1.0,2/4,,a,i,V,V,M,1
16,16,78.0,1.0,78.0,1.0,632,8,68,1,n183-2,,,,,,,,,,0
16,16,78.0,1.0,78.0,1.0,632,8,71,1,n184-2,,,,,,,,,,0
16,16,79.0,0.5,79.0,0.5,640,4,69,1,n186-2,i{,7.0,2/4,,a,i,i,i,m,1
16,16,79.0,0.0,79.0,0.0,640,0,71,1,n185-2,,,,,,,,,,0
16,16,79.5,0.25,79.5,0.25,644,2,68,1,n187-2,,,,,,,,,,0
16,16,79.75,0.25,79.75,0.25,646,2,69,1,n188-2,,,,,,,,,,0
17,17,80.0,0.5,80.0,0.5,648,4,57,5,n197-2,,,,,,,,,,0
17,17,80.0,0.5,80.0,0.5,648,4,72,1,n191-2,,,,,,,,,,0
17,17,80.5,0.5,80.5,0.5,652,4,60,5,n198-2,,,,,,,,,,0
17,17,80.5,0.5,80.5,0.5,652,4,64,5,n199-2,,,,,,,,,,0
17,17,81.0,0.5,81.0,0.5,656,4,64,5,n201-2,,,,,,,,,,0
17,17,81.0,0.5,81.0,0.5,656,4,60,5,n200-2,,,,,,,,,,0
17,17,81.0,0.5,81.0,0.5,656,4,72,1,n194-2,,,,,,,,,,0
17,17,81.0,0.0,81.0,0.0,656,0,74,1,n193-2,,,,,,,,,,0
17,17,81.5,0.25,81.5,0.25,660,2,71,1,n195-2,,,,,,,,,,0
17,17,81.5,0.5,81.5,0.5,660,4,64,5,n203-2,,,,,,,,,,0
17,17,81.5,0.5,81.5,0.5,660,4,60,5,n202-2,,,,,,,,,,0
17,17,81.75,0.25,81.75,0.25,662,2,72,1,n196-2,,,,,,,,,,0
18,18,82.0,0.5,82.0,0.5,664,4,57,5,n210-2,,,,,,,,,,0
18,18,82.0,0.5,82.0,0.5,664,4,76,1,n204-2,,,,,,,,,,0
18,18,82.5,0.5,82.5,0.5,668,4,60,5,n211-2,,,,,,,,,,0
18,18,82.5,0.5,82.5,0.5,668,4,64,5,n212-2,,,,,,,,,,0
18,18,83.0,0.5,83.0,0.5,672,4,60,5,n213-2,,,,,,,,,,0
18,18,83.0,0.5,83.0,0.5,672,4,76,1,n207-2,,,,,,,,,,0
18,18,83.0,0.5,83.0,0.5,672,4,64,5,n214-2,,,,,,,,,,0
18,18,83.0,0.0,83.0,0.0,672,0,77,1,n206-2,,,,,,,,,,0
18,18,83.5,0.5,83.5,0.5,676,4,60,5,n215-2,,,,,,,,,,0
18,18,83.5,0.5,83.5,0.5,676,4,64,5,n216-2,,,,,,,,,,0
18,18,83.5,0.25,83.5,0.25,676,2,75,1,n208-2,,,,,,,,,,0
18,18,83.75,0.25,83.75,0.25,678,2,76,1,n209-2,,,,,,,,,,0
19,19,84.0,0.5,84.0,0.5,680,4,57,5,n225-2,,,,,,,,,,0
19,19,84.0,0.0,84.0,0.0,680,0,83,1,n217-2,,,,,,,,,,0
19,19,84.0,0.5,84.0,0.5,680,4,81,1,n218-2,,,,,,,,,,0
19,19,84.5,0.5,84.5,0.5,684,4,60,5,n226-2,,,,,,,,,,0
19,19,84.5,0.5,84.5,0.5,684,4,64,5,n227-2,,,,,,,,,,0
19,19,84.5,0.25,84.5,0.25,684,2,80,1,n219-2,,,,,,,,,,0
19,19,84.75,0.25,84.75,0.25,686,2,81,1,n220-2,,,,,,,,,,0
19,19,85.0,0.5,85.0,0.5,688,4,57,5,n228-2,,,,,,,,,,0
19,19,85.0,0.0,85.0,0.0,688,0,83,1,n221-2,,,,,,,,,,0
19,19,85.0,0.5,85.0,0.5,688,4,81,1,n222-2,,,,,,,,,,0
19,19,85.5,0.5,85.5,0.5,692,4,64,5,n230-2,,,,,,,,,,0
19,19,85.5,0.25,85.5,0.25,692,2,80,1,n223-2,,,,,,,,,,0
19,19,85.5,0.5,85.5,0.5,692,4,60,5,n229-2,,,,,,,,,,0
19,19,85.75,0.25,85.75,0.25,694,2,81,1,n224-2,,,,,,,,,,0
20,20,86.0,0.5,86.0,0.5,696,4,53,5,n234-2,Ger6,2.0,2/4,,a,i,Ger6,vii,Ger,1
20,20,86.0,1.0,86.0,1.0,696,8,84,1,n231-2,,,,,,,,,,0
20,20,86.5,0.5,86.5,0.5,700,4,57,5,n235-2,,,,,,,,,,0
20,20,86.5,0.5,86.5,0.5,700,4,63,5,n236-2,,,,,,,,,,0
20,20,87.0,0.5,87.0,0.5,704,4,57,5,n237-2,,,,,,,,,,0
20,20,87.0,0.5,87.0,0.5,704,4,81,1,n232-2,,,,,,,,,,0
20,20,87.0,0.5,87.0,0.5,704,4,63,5,n238-2,,,,,,,,,,0
20,20,87.5,0.5,87.5,0.5,708,4,63,5,n240-2,,,,,,,,,,0
20,20,87.5,0.5,87.5,0.5,708,4,57,5,n239-2,,,,,,,,,,0
20,20,87.5,0.5,87.5,0.5,708,4,83,1,n233-2,,,,,,,,,,0
21,21,88.0,0.5,88.0,0.5,712,4,52,5,n245-2,V(64),1.0,2/4,,a,i,V(64),V,M,1
21,21,88.0,0.5,88.0,0.5,712,4,84,1,n241-2,,,,,,,,,,0
21,21,88.5,0.5,88.5,0.5,716,4,57,5,n246-2,,,,,,,,,,0
21,21,88.5,0.5,88.5,0.5,716,4,64,5,n247-2,,,,,,,,,,0
21,21,88.5,0.5,88.5,0.5,716,4,83,1,n242-2,,,,,,,,,,0
21,21,89.0,0.5,89.0,0.5,720,4,50,5,n248-2,#viio43,1.0,2/4,,a,i,#viio43,#vii,o7,1
21,21,89.0,0.5,89.0,0.5,720,4,81,1,n243-2,,,,,,,,,,0
21,21,89.5,0.5,89.5,0.5,724,4,53,5,n249-2,,,,,,,,,,0
21,21,89.5,0.5,89.5,0.5,724,4,59,5,n250-2,,,,,,,,,,0
21,21,89.5,0.5,89.5,0.5,724,4,80,1,n244-2,,,,,,,,,,0
22,22,90.0,0.5,90.0,0.5,728,4,81,1,n251-2,,,,,,,,,,0
22,22,90.0,0.5,90.0,0.5,728,4,48,5,n255-2,i6,1.0,2/4,,a,i,i6,i,m,1
22,22,90.5,0.5,90.5,0.5,732,4,52,5,n256-2,,,,,,,,,,0
22,22,90.5,0.5,90.5,0.5,732,4,57,5,n257-2,,,,,,,,,,0
22,22,90.5,0.5,90.5,0.5,732,4,76,1,n252-2,,,,,,,,,,0
22,22,91.0,0.5,91.0,0.5,736,4,77,1,n253-2,,,,,,,,,,0
22,22,91.0,0.5,91.0,0.5,736,4,50,5,n258-2,iio6,1.0,2/4,,a,i,iio6,ii,o,1
22,22,91.5,0.5,91.5,0.5,740,4,53,5,n259-2,,,,,,,,,,0
22,22,91.5,0.5,91.5,0.5,740,4,74,1,n254-2,,,,,,,,,,0
22,22,91.5,0.5,91.5,0.5,740,4,59,5,n260-2,,,,,,,,,,0
23,23,92.0,0.5,92.0,0.5,744,4,52,5,n265-2,V(64),1.0,2/4,,a,i,V(64),V,M,1
23,23,92.0,1.0,92.0,1.0,744,8,72,1,n261-2,,,,,,,,,,0
23,23,92.0,0.5,92.0,0.5,744,4,57,5,n266-2,,,,,,,,,,0
23,23,92.5,0.5,92.5,0.5,748,4,52,5,n267-2,,,,,,,,,,0
23,23,92.5,0.5,92.5,0.5,748,4,57,5,n268-2,,,,,,,,,,0
23,23,93.0,0.5,93.0,0.5,752,4,56,5,n270-2,,,,,,,,,,0
23,23,93.0,0.75,93.0,0.75,752,6,71,1,n262-2,,,,,,,,,,0
23,23,93.0,0.5,93.0,0.5,752,4,52,5,n269-2,V,1.0,2/4,,a,i,V,V,M,1
23,23,93.5,0.5,93.5,0.5,756,4,52,5,n271-2,,,,,,,,,,0
23,23,93.5,0.5,93.5,0.5,756,4,56,5,n272-2,,,,,,,,,,0
23,23,93.75,0.125,93.75,0.125,758,1,69,1,n263-2,,,,,,,,,,0
23,23,93.875,0.125,93.875,0.125,759,1,71,1,n264-2,,,,,,,,,,0
24,24,94.0,1.0,94.0,1.0,760,8,69,1,n273-2,,,,,,,,,,0
24,24,94.0,1.0,94.0,1.0,760,8,45,5,n274-2,i|PAC},1.0,2/4,,a,i,i,i,m,1
24,24,94.0,1.0,94.0,1.0,760,8,57,5,n275-2,,,,,,,,,,0
X2,24,95.0,0.5,95.0,0.5,768,4,69,1,n276-1,I.I{,5.0,2/4,,a,I,I,I,M,1
X2,24,95.0,0.5,95.0,0.5,768,4,81,1,n277-1,,,,,,,,,,0
X2,24,95.5,0.5,95.5,0.5,772,4,71,1,n278-1,,,,,,,,,,0
X2,24,95.5,0.5,95.5,0.5,772,4,83,1,n279-1,,,,,,,,,,0
25,25,96.0,0.0,96.0,0.0,776,0,52,5,n289-1,,,,,,,,,,0
25,25,96.0,1.0,96.0,1.0,776,8,85,1,n282-1,,,,,,,,,,0
25,25,96.0,1.0,96.0,1.0,776,8,73,1,n281-1,,,,,,,,,,0
25,25,96.0,0.5,96.0,0.5,776,4,57,5,n290-1,,,,,,,,,,0
25,25,96.0,0.0,96.0,0.0,776,0,49,5,n288-1,,,,,,,,,,0
25,25,96.0,0.0,96.0,0.0,776,0,45,5,n287-1,,,,,,,,,,0
25,25,96.5,0.5,96.5,0.5,780,4,57,5,n291-1,,,,,,,,,,0
25,25,97.0,0.5,97.0,0.5,784,4,69,1,n283-1,,,,,,,,,,0
25,25,97.0,0.5,97.0,0.5,784,4,57,5,n292-1,,,,,,,,,,0
25,25,97.0,0.5,97.0,0.5,784,4,81,1,n284-1,,,,,,,,,,0
25,25,97.5,0.5,97.5,0.5,788,4,83,1,n286-1,,,,,,,,,,0
25,25,97.5,0.5,97.5,0.5,788,4,71,1,n285-1,,,,,,,,,,0
25,25,97.5,0.5,97.5,0.5,788,4,57,5,n293-1,,,,,,,,,,0
26,26,98.0,0.5,98.0,0.5,792,4,57,5,n305-1,,,,,,,,,,0
26,26,98.0,0.5,98.0,0.5,792,4,85,1,n295-1,,,,,,,,,,0
26,26,98.0,0.0,98.0,0.0,792,0,49,5,n303-1,,,,,,,,,,0
26,26,98.0,0.0,98.0,0.0,792,0,45,5,n302-1,,,,,,,,,,0
26,26,98.0,0.5,98.0,0.5,792,4,73,1,n294-1,,,,,,,,,,0
26,26,98.0,0.0,98.0,0.0,792,0,52,5,n304-1,,,,,,,,,,0
26,26,98.5,0.5,98.5,0.5,796,4,57,5,n306-1,,,,,,,,,,0
26,26,98.5,0.5,98.5,0.5,796,4,71,1,n296-1,,,,,,,,,,0
26,26,98.5,0.5,98.5,0.5,796,4,83,1,n297-1,,,,,,,,,,0
26,26,99.0,0.5,99.0,0.5,800,4,81,1,n299-1,,,,,,,,,,0
26,26,99.0,0.5,99.0,0.5,800,4,57,5,n307-1,,,,,,,,,,0
26,26,99.0,0.5,99.0,0.5,800,4,69,1,n298-1,,,,,,,,,,0
26,26,99.5,0.5,99.5,0.5,804,4,57,5,n308-1,,,,,,,,,,0
26,26,99.5,0.5,99.5,0.5,804,4,68,1,n300-1,,,,,,,,,,0
26,26,99.5,0.5,99.5,0.5,804,4,80,1,n301-1,,,,,,,,,,0
27,27,100.0,0.0,100.0,0.0,808,0,45,5,n319-1,,,,,,,,,,0
27,27,100.0,0.0,100.0,0.0,808,0,38,5,n317-1,IV,1.0,2/4,,a,I,IV,IV,M,1
27,27,100.0,0.0,100.0,0.0,808,0,42,5,n318-1,,,,,,,,,,0
27,27,100.0,0.5,100.0,0.5,808,4,78,1,n310-1,,,,,,,,,,0
27,27,100.0,0.5,100.0,0.5,808,4,50,5,n320-1,,,,,,,,,,0
27,27,100.0,0.5,100.0,0.5,808,4,66,1,n309-1,,,,,,,,,,0
27,27,100.5,0.5,100.5,0.5,812,4,80,1,n312-1,,,,,,,,,,0
27,27,100.5,0.5,100.5,0.5,812,4,50,5,n321-1,,,,,,,,,,0
27,27,100.5,0.5,100.5,0.5,812,4,68,1,n311-1,,,,,,,,,,0
27,27,101.0,0.5,101.0,0.5,816,4,69,1,n313-1,,,,,,,,,,0
27,27,101.0,0.5,101.0,0.5,816,4,81,1,n314-1,,,,,,,,,,0
27,27,101.0,0.0,101.0,0.0,816,0,39,5,n322-1,V65/V,1.0,2/4,,a,I,V65/V,V,Mm7,1
27,27,101.0,0.5,101.0,0.5,816,4,51,5,n325-1,,,,,,,,,,0
27,27,101.0,0.0,101.0,0.0,816,0,45,5,n324-1,,,,,,,,,,0
27,27,101.0,0.0,101.0,0.0,816,0,42,5,n323-1,,,,,,,,,,0
27,27,101.5,0.5,101.5,0.5,820,4,51,5,n326-1,,,,,,,,,,0
27,27,101.5,0.5,101.5,0.5,820,4,71,1,n315-1,,,,,,,,,,0
27,27,101.5,0.5,101.5,0.5,820,4,83,1,n316-1,,,,,,,,,,0
28,28,102.0,0.5,102.0,0.5,824,4,68,1,n327-1,,,,,,,,,,0
28,28,102.0,0.5,102.0,0.5,824,4,52,5,n338-1,,,,,,,,,,0
28,28,102.0,0.0,102.0,0.0,824,0,47,5,n337-1,,,,,,,,,,0
28,28,102.0,0.5,102.0,0.5,824,4,80,1,n328-1,,,,,,,,,,0
28,28,102.0,0.0,102.0,0.0,824,0,44,5,n336-1,,,,,,,,,,0
28,28,102.0,0.0,102.0,0.0,824,0,40,5,n335-1,V|HC,2.0,2/4,,a,I,V,V,M,1
28,28,102.5,0.5,102.5,0.5,828,4,52,5,n339-1,,,,,,,,,,0
28,28,102.5,0.5,102.5,0.5,828,4,64,1,n329-1,,,,,,,,,,0
28,28,102.5,0.5,102.5,0.5,828,4,76,1,n330-1,,,,,,,,,,0
28,28,103.0,0.5,103.0,0.5,832,4,69,1,n331-1,,,,,,,,,,0
28,28,103.0,0.5,103.0,0.5,832,4,52,5,n340-1,,,,,,,,,,0
28,28,103.0,0.5,103.0,0.5,832,4,81,1,n332-1,,,,,,,,,,0
28,28,103.5,0.5,103.5,0.5,836,4,71,1,n333-1,,,,,,,,,,0
28,28,103.5,0.5,103.5,0.5,836,4,52,5,n341-1,,,,,,,,,,0
28,28,103.5,0.5,103.5,0.5,836,4,83,1,n334-1,,,,,,,,,,0
29,29,104.0,0.5,104.0,0.5,840,4,57,5,n351-1,,,,,,,,,,0
29,29,104.0,1.0,104.0,1.0,840,8,73,1,n342-1,,,,,,,,,,0
29,29,104.0,0.0,104.0,0.0,840,0,52,5,n350-1,,,,,,,,,,0
29,29,104.0,1.0,104.0,1.0,840,8,85,1,n343-1,,,,,,,,,,0
29,29,104.0,0.0,104.0,0.0,840,0,49,5,n349-1,,,,,,,,,,0
29,29,104.0,0.0,104.0,0.0,840,0,45,5,n348-1,I,4.0,2/4,,a,I,I,I,M,1
29,29,104.5,0.5,104.5,0.5,844,4,57,5,n352-1,,,,,,,,,,0
29,29,105.0,0.5,105.0,0.5,848,4,69,1,n344-1,,,,,,,,,,0
29,29,105.0,0.5,105.0,0.5,848,4,57,5,n353-1,,,,,,,,,,0
29,29,105.0,0.5,105.0,0.5,848,4,81,1,n345-1,,,,,,,,,,0
29,29,105.5,0.5,105.5,0.5,852,4,57,5,n354-1,,,,,,,,,,0
29,29,105.5,0.5,105.5,0.5,852,4,71,1,n346-1,,,,,,,,,,0
29,29,105.5,0.5,105.5,0.5,852,4,83,1,n347-1,,,,,,,,,,0
30,30,106.0,0.5,106.0,0.5,856,4,57,5,n366-1,,,,,,,,,,0
30,30,106.0,0.5,106.0,0.5,856,4,73,1,n355-1,,,,,,,,,,0
30,30,106.0,0.0,106.0,0.0,856,0,45,5,n363-1,,,,,,,,,,0
30,30,106.0,0.0,106.0,0.0,856,0,52,5,n365-1,,,,,,,,,,0
30,30,106.0,0.0,106.0,0.0,856,0,49,5,n364-1,,,,,,,,,,0
30,30,106.0,0.5,106.0,0.5,856,4,85,1,n356-1,,,,,,,,,,0
30,30,106.5,0.5,106.5,0.5,860,4,71,1,n357-1,,,,,,,,,,0
30,30,106.5,0.5,106.5,0.5,860,4,57,5,n367-1,,,,,,,,,,0
30,30,106.5,0.5,106.5,0.5,860,4,83,1,n358-1,,,,,,,,,,0
30,30,107.0,0.5,107.0,0.5,864,4,69,1,n359-1,,,,,,,,,,0
30,30,107.0,0.5,107.0,0.5,864,4,81,1,n360-1,,,,,,,,,,0
30,30,107.0,0.5,107.0,0.5,864,4,57,5,n368-1,,,,,,,,,,0
30,30,107.5,0.5,107.5,0.5,868,4,68,1,n361-1,,,,,,,,,,0
30,30,107.5,0.5,107.5,0.5,868,4,80,1,n362-1,,,,,,,,,,0
30,30,107.5,0.5,107.5,0.5,868,4,57,5,n369-1,,,,,,,,,,0
31,31,108.0,0.5,108.0,0.5,872,4,78,1,n371-1,,,,,,,,,,0
31,31,108.0,0.0,108.0,0.0,872,0,45,5,n380-1,,,,,,,,,,0
31,31,108.0,0.5,108.0,0.5,872,4,66,1,n370-1,,,,,,,,,,0
31,31,108.0,0.0,108.0,0.0,872,0,38,5,n378-1,ii65,1.0,2/4,,a,I,ii65,ii,mm7,1
31,31,108.0,0.5,108.0,0.5,872,4,50,5,n381-1,,,,,,,,,,0
31,31,108.0,0.0,108.0,0.0,872,0,42,5,n379-1,,,,,,,,,,0
31,31,108.5,0.5,108.5,0.5,876,4,71,1,n372-1,,,,,,,,,,0
31,31,108.5,0.5,108.5,0.5,876,4,83,1,n373-1,,,,,,,,,,0
31,31,108.5,0.5,108.5,0.5,876,4,50,5,n382-1,,,,,,,,,,0
31,31,109.0,0.5,109.0,0.5,880,4,80,1,n375-1,,,,,,,,,,0
31,31,109.0,0.5,109.0,0.5,880,4,68,1,n374-1,,,,,,,,,,0
31,31,109.0,0.5,109.0,0.5,880,4,52,5,n386-1,,,,,,,,,,0
31,31,109.0,0.0,109.0,0.0,880,0,40,5,n383-1,V,1.0,2/4,,a,I,V,V,M,1
31,31,109.0,0.0,109.0,0.0,880,0,47,5,n385-1,,,,,,,,,,0
31,31,109.0,0.0,109.0,0.0,880,0,44,5,n384-1,,,,,,,,,,0
31,31,109.5,0.5,109.5,0.5,884,4,52,5,n387-1,,,,,,,,,,0
31,31,109.5,0.5,109.5,0.5,884,4,76,1,n377-1,,,,,,,,,,0
31,31,109.5,0.5,109.5,0.5,884,4,64,1,n376-1,,,,,,,,,,0
32,32,110.0,1.0,110.0,1.0,888,8,69,1,n388-1,,,,,,,,,,0
32,32,110.0,1.0,110.0,1.0,888,8,45,5,n390-1,I|PAC},1.0,2/4,,a,I,I,I,M,1
32,32,110.0,1.0,110.0,1.0,888,8,81,1,n389-1,,,,,,,,,,0
X2,24,111.0,0.5,111.0,0.5,896,4,81,1,n277-2,,,,,,,,,,0
X2,24,111.0,0.5,111.0,0.5,896,4,69,1,n276-2,I.I{,5.0,2/4,,a,I,I,I,M,1
X2,24,111.5,0.5,111.5,0.5,900,4,71,1,n278-2,,,,,,,,,,0
X2,24,111.5,0.5,111.5,0.5,900,4,83,1,n279-2,,,,,,,,,,0
25,25,112.0,1.0,112.0,1.0,904,8,85,1,n282-2,,,,,,,,,,0
25,25,112.0,0.5,112.0,0.5,904,4,57,5,n290-2,,,,,,,,,,0
25,25,112.0,0.0,112.0,0.0,904,0,49,5,n288-2,,,,,,,,,,0
25,25,112.0,1.0,112.0,1.0,904,8,73,1,n281-2,,,,,,,,,,0
25,25,112.0,0.0,112.0,0.0,904,0,52,5,n289-2,,,,,,,,,,0
25,25,112.0,0.0,112.0,0.0,904,0,45,5,n287-2,,,,,,,,,,0
25,25,112.5,0.5,112.5,0.5,908,4,57,5,n291-2,,,,,,,,,,0
25,25,113.0,0.5,113.0,0.5,912,4,81,1,n284-2,,,,,,,,,,0
25,25,113.0,0.5,113.0,0.5,912,4,69,1,n283-2,,,,,,,,,,0
25,25,113.0,0.5,113.0,0.5,912,4,57,5,n292-2,,,,,,,,,,0
25,25,113.5,0.5,113.5,0.5,916,4,57,5,n293-2,,,,,,,,,,0
25,25,113.5,0.5,113.5,0.5,916,4,83,1,n286-2,,,,,,,,,,0
25,25,113.5,0.5,113.5,0.5,916,4,71,1,n285-2,,,,,,,,,,0
26,26,114.0,0.5,114.0,0.5,920,4,85,1,n295-2,,,,,,,,,,0
26,26,114.0,0.5,114.0,0.5,920,4,57,5,n305-2,,,,,,,,,,0
26,26,114.0,0.5,114.0,0.5,920,4,73,1,n294-2,,,,,,,,,,0
26,26,114.0,0.0,114.0,0.0,920,0,45,5,n302-2,,,,,,,,,,0
26,26,114.0,0.0,114.0,0.0,920,0,52,5,n304-2,,,,,,,,,,0
26,26,114.0,0.0,114.0,0.0,920,0,49,5,n303-2,,,,,,,,,,0
26,26,114.5,0.5,114.5,0.5,924,4,83,1,n297-2,,,,,,,,,,0
26,26,114.5,0.5,114.5,0.5,924,4,57,5,n306-2,,,,,,,,,,0
26,26,114.5,0.5,114.5,0.5,924,4,71,1,n296-2,,,,,,,,,,0
26,26,115.0,0.5,115.0,0.5,928,4,57,5,n307-2,,,,,,,,,,0
26,26,115.0,0.5,115.0,0.5,928,4,69,1,n298-2,,,,,,,,,,0
26,26,115.0,0.5,115.0,0.5,928,4,81,1,n299-2,,,,,,,,,,0
26,26,115.5,0.5,115.5,0.5,932,4,57,5,n308-2,,,,,,,,,,0
26,26,115.5,0.5,115.5,0.5,932,4,68,1,n300-2,,,,,,,,,,0
26,26,115.5,0.5,115.5,0.5,932,4,80,1,n301-2,,,,,,,,,,0
27,27,116.0,0.5,116.0,0.5,936,4,66,1,n309-2,,,,,,,,,,0
27,27,116.0,0.0,116.0,0.0,936,0,45,5,n319-2,,,,,,,,,,0
27,27,116.0,0.0,116.0,0.0,936,0,38,5,n317-2,IV,1.0,2/4,,a,I,IV,IV,M,1
27,27,116.0,0.5,116.0,0.5,936,4,78,1,n310-2,,,,,,,,,,0
27,27,116.0,0.5,116.0,0.5,936,4,50,5,n320-2,,,,,,,,,,0
27,27,116.0,0.0,116.0,0.0,936,0,42,5,n318-2,,,,,,,,,,0
27,27,116.5,0.5,116.5,0.5,940,4,68,1,n311-2,,,,,,,,,,0
27,27,116.5,0.5,116.5,0.5,940,4,50,5,n321-2,,,,,,,,,,0
27,27,116.5,0.5,116.5,0.5,940,4,80,1,n312-2,,,,,,,,,,0
