xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,volta,globalkey,localkey,chord,numeral,chord_type,chord_label
27,27,117.0,0.0,117.0,0.0,944,0,39,5,n322-2,V65/V,1.0,2/4,,a,I,V65/V,V,Mm7,1
27,27,117.0,0.0,117.0,0.0,944,0,42,5,n323-2,,,,,,,,,,0
27,27,117.0,0.0,117.0,0.0,944,0,45,5,n324-2,,,,,,,,,,0
27,27,117.0,0.5,117.0,0.5,944,4,51,5,n325-2,,,,,,,,,,0
27,27,117.0,0.5,117.0,0.5,944,4,69,1,n313-2,,,,,,,,,,0
27,27,117.0,0.5,117.0,0.5,944,4,81,1,n314-2,,,,,,,,,,0
27,27,117.5,0.5,117.5,0.5,948,4,83,1,n316-2,,,,,,,,,,0
27,27,117.5,0.5,117.5,0.5,948,4,71,1,n315-2,,,,,,,,,,0
27,27,117.5,0.5,117.5,0.5,948,4,51,5,n326-2,,,,,,,,,,0
28,28,118.0,0.0,118.0,0.0,952,0,40,5,n335-2,V|HC,2.0,2/4,,a,I,V,V,M,1
28,28,118.0,0.0,118.0,0.0,952,0,44,5,n336-2,,,,,,,,,,0
28,28,118.0,0.0,118.0,0.0,952,0,47,5,n337-2,,,,,,,,,,0
28,28,118.0,0.5,118.0,0.5,952,4,52,5,n338-2,,,,,,,,,,0
28,28,118.0,0.5,118.0,0.5,952,4,68,1,n327-2,,,,,,,,,,0
28,28,118.0,0.5,118.0,0.5,952,4,80,1,n328-2,,,,,,,,,,0
28,28,118.5,0.5,118.5,0.5,956,4,64,1,n329-2,,,,,,,,,,0
28,28,118.5,0.5,118.5,0.5,956,4,76,1,n330-2,,,,,,,,,,0
28,28,118.5,0.5,118.5,0.5,956,4,52,5,n339-2,,,,,,,,,,0
28,28,119.0,0.5,119.0,0.5,960,4,69,1,n331-2,,,,,,,,,,0
28,28,119.0,0.5,119.0,0.5,960,4,81,1,n332-2,,,,,,,,,,0
28,28,119.0,0.5,119.0,0.5,960,4,52,5,n340-2,,,,,,,,,,0
28,28,119.5,0.5,119.5,0.5,964,4,83,1,n334-2,,,,,,,,,,0
28,28,119.5,0.5,119.5,0.5,964,4,52,5,n341-2,,,,,,,,,,0
28,28,119.5,0.5,119.5,0.5,964,4,71,1,n333-2,,,,,,,,,,0
29,29,120.0,0.0,120.0,0.0,968,0,45,5,n348-2,I,4.0,2/4,,a,I,I,I,M,1
29,29,120.0,0.0,120.0,0.0,968,0,52,5,n350-2,,,,,,,,,,0
29,29,120.0,0.5,120.0,0.5,968,4,57,5,n351-2,,,,,,,,,,0
29,29,120.0,1.0,120.0,1.0,968,8,73,1,n342-2,,,,,,,,,,0
29,29,120.0,1.0,120.0,1.0,968,8,85,1,n343-2,,,,,,,,,,0
29,29,120.0,0.0,120.0,0.0,968,0,49,5,n349-2,,,,,,,,,,0
29,29,120.5,0.5,120.5,0.5,972,4,57,5,n352-2,,,,,,,,,,0
29,29,121.0,0.5,121.0,0.5,976,4,81,1,n345-2,,,,,,,,,,0
29,29,121.0,0.5,121.0,0.5,976,4,57,5,n353-2,,,,,,,,,,0
29,29,121.0,0.5,121.0,0.5,976,4,69,1,n344-2,,,,,,,,,,0
29,29,121.5,0.5,121.5,0.5,980,4,57,5,n354-2,,,,,,,,,,0
29,29,121.5,0.5,121.5,0.5,980,4,71,1,n346-2,,,,,,,,,,0
29,29,121.5,0.5,121.5,0.5,980,4,83,1,n347-2,,,,,,,,,,0
30,30,122.0,0.5,122.0,0.5,984,4,85,1,n356-2,,,,,,,,,,0
30,30,122.0,0.5,122.0,0.5,984,4,73,1,n355-2,,,,,,,,,,0
30,30,122.0,0.0,122.0,0.0,984,0,45,5,n363-2,,,,,,,,,,0
30,30,122.0,0.5,122.0,0.5,984,4,57,5,n366-2,,,,,,,,,,0
30,30,122.0,0.0,122.0,0.0,984,0,52,5,n365-2,,,,,,,,,,0
30,30,122.0,0.0,122.0,0.0,984,0,49,5,n364-2,,,,,,,,,,0
30,30,122.5,0.5,122.5,0.5,988,4,83,1,n358-2,,,,,,,,,,0
30,30,122.5,0.5,122.5,0.5,988,4,57,5,n367-2,,,,,,,,,,0
30,30,122.5,0.5,122.5,0.5,988,4,71,1,n357-2,,,,,,,,,,0
30,30,123.0,0.5,123.0,0.5,992,4,57,5,n368-2,,,,,,,,,,0
30,30,123.0,0.5,123.0,0.5,992,4,69,1,n359-2,,,,,,,,,,0
30,30,123.0,0.5,123.0,0.5,992,4,81,1,n360-2,,,,,,,,,,0
30,30,123.5,0.5,123.5,0.5,996,4,57,5,n369-2,,,,,,,,,,0
30,30,123.5,0.5,123.5,0.5,996,4,80,1,n362-2,,,,,,,,,,0
30,30,123.5,0.5,123.5,0.5,996,4,68,1,n361-2,,,,,,,,,,0
31,31,124.0,0.5,124.0,0.5,1000,4,50,5,n381-2,,,,,,,,,,0
31,31,124.0,0.0,124.0,0.0,1000,0,38,5,n378-2,ii65,1.0,2/4,,a,I,ii65,ii,mm7,1
31,31,124.0,0.5,124.0,0.5,1000,4,78,1,n371-2,,,,,,,,,,0
31,31,124.0,0.5,124.0,0.5,1000,4,66,1,n370-2,,,,,,,,,,0
31,31,124.0,0.0,124.0,0.0,1000,0,45,5,n380-2,,,,,,,,,,0
31,31,124.0,0.0,124.0,0.0,1000,0,42,5,n379-2,,,,,,,,,,0
31,31,124.5,0.5,124.5,0.5,1004,4,71,1,n372-2,,,,,,,,,,0
31,31,124.5,0.5,124.5,0.5,1004,4,50,5,n382-2,,,,,,,,,,0
31,31,124.5,0.5,124.5,0.5,1004,4,83,1,n373-2,,,,,,,,,,0
31,31,125.0,0.5,125.0,0.5,1008,4,80,1,n375-2,,,,,,,,,,0
31,31,125.0,0.5,125.0,0.5,1008,4,68,1,n374-2,,,,,,,,,,0
31,31,125.0,0.5,125.0,0.5,1008,4,52,5,n386-2,,,,,,,,,,0
31,31,125.0,0.0,125.0,0.0,1008,0,40,5,n383-2,V,1.0,2/4,,a,I,V,V,M,1
31,31,125.0,0.0,125.0,0.0,1008,0,47,5,n385-2,,,,,,,,,,0
31,31,125.0,0.0,125.0,0.0,1008,0,44,5,n384-2,,,,,,,,,,0
31,31,125.5,0.5,125.5,0.5,1012,4,52,5,n387-2,,,,,,,,,,0
31,31,125.5,0.5,125.5,0.5,1012,4,64,1,n376-2,,,,,,,,,,0
31,31,125.5,0.5,125.5,0.5,1012,4,76,1,n377-2,,,,,,,,,,0
32,32,126.0,1.0,126.0,1.0,1016,8,81,1,n389-2,,,,,,,,,,0
32,32,126.0,1.0,126.0,1.0,1016,8,45,5,n390-2,I|PAC},1.0,2/4,,a,I,I,I,M,1
32,32,126.0,1.0,126.0,1.0,1016,8,69,1,n388-2,,,,,,,,,,0
X3,32,127.0,0.25,127.0,0.25,1024,2,85,1,n391-1,#vi.V{,1.0,2/4,,a,#vi,V,V,M,1
X3,32,127.25,0.25,127.25,0.25,1026,2,86,1,n392-1,,,,,,,,,,0
X3,32,127.5,0.25,127.5,0.25,1028,2,85,1,n393-1,,,,,,,,,,0
X3,32,127.75,0.25,127.75,0.25,1030,2,83,1,n394-1,,,,,,,,,,0
33,33,128.0,0.25,128.0,0.25,1032,2,81,1,n396-1,,,,,,,,,,0
33,33,128.0,0.5,128.0,0.5,1032,4,54,5,n404-1,i,2.0,2/4,,a,#vi,i,i,m,1
33,33,128.25,0.25,128.25,0.25,1034,2,83,1,n397-1,,,,,,,,,,0
33,33,128.5,0.25,128.5,0.25,1036,2,81,1,n398-1,,,,,,,,,,0
33,33,128.5,0.5,128.5,0.5,1036,4,61,5,n406-1,,,,,,,,,,0
33,33,128.5,0.5,128.5,0.5,1036,4,57,5,n405-1,,,,,,,,,,0
33,33,128.75,0.25,128.75,0.25,1038,2,80,1,n399-1,,,,,,,,,,0
33,33,129.0,0.25,129.0,0.25,1040,2,78,1,n400-1,,,,,,,,,,0
33,33,129.0,0.5,129.0,0.5,1040,4,61,5,n408-1,,,,,,,,,,0
33,33,129.0,0.5,129.0,0.5,1040,4,57,5,n407-1,,,,,,,,,,0
33,33,129.25,0.25,129.25,0.25,1042,2,81,1,n401-1,,,,,,,,,,0
33,33,129.5,0.25,129.5,0.25,1044,2,80,1,n402-1,,,,,,,,,,0
33,33,129.5,0.5,129.5,0.5,1044,4,61,5,n410-1,,,,,,,,,,0
33,33,129.5,0.5,129.5,0.5,1044,4,57,5,n409-1,,,,,,,,,,0
33,33,129.75,0.25,129.75,0.25,1046,2,78,1,n403-1,,,,,,,,,,0
34,34,130.0,0.25,130.0,0.25,1048,2,77,1,n411-1,,,,,,,,,,0
34,34,130.0,0.5,130.0,0.5,1048,4,56,5,n419-1,V43,2.0,2/4,,a,#vi,V43,V,Mm7,1
34,34,130.25,0.25,130.25,0.25,1050,2,78,1,n412-1,,,,,,,,,,0
34,34,130.5,0.25,130.5,0.25,1052,2,80,1,n413-1,,,,,,,,,,0
34,34,130.5,0.5,130.5,0.5,1052,4,61,5,n421-1,,,,,,,,,,0
34,34,130.5,0.5,130.5,0.5,1052,4,59,5,n420-1,,,,,,,,,,0
34,34,130.75,0.25,130.75,0.25,1054,2,77,1,n414-1,,,,,,,,,,0
34,34,131.0,0.25,131.0,0.25,1056,2,73,1,n415-1,,,,,,,,,,0
34,34,131.0,0.5,131.0,0.5,1056,4,59,5,n422-1,,,,,,,,,,0
34,34,131.0,0.5,131.0,0.5,1056,4,61,5,n423-1,,,,,,,,,,0
34,34,131.25,0.25,131.25,0.25,1058,2,75,1,n416-1,,,,,,,,,,0
34,34,131.5,0.25,131.5,0.25,1060,2,77,1,n417-1,,,,,,,,,,0
34,34,131.5,0.5,131.5,0.5,1060,4,61,5,n425-1,,,,,,,,,,0
34,34,131.5,0.5,131.5,0.5,1060,4,59,5,n424-1,,,,,,,,,,0
34,34,131.75,0.25,131.75,0.25,1062,2,73,1,n418-1,,,,,,,,,,0
35,35,132.0,0.25,132.0,0.25,1064,2,78,1,n426-1,,,,,,,,,,0
35,35,132.0,0.5,132.0,0.5,1064,4,54,5,n434-1,i,2.0,2/4,,a,#vi,i,i,m,1
35,35,132.25,0.25,132.25,0.25,1066,2,77,1,n427-1,,,,,,,,,,0
35,35,132.5,0.5,132.5,0.5,1068,4,61,5,n436-1,,,,,,,,,,0
35,35,132.5,0.25,132.5,0.25,1068,2,78,1,n428-1,,,,,,,,,,0
35,35,132.5,0.5,132.5,0.5,1068,4,57,5,n435-1,,,,,,,,,,0
35,35,132.75,0.25,132.75,0.25,1070,2,80,1,n429-1,,,,,,,,,,0
35,35,133.0,0.5,133.0,0.5,1072,4,61,5,n438-1,,,,,,,,,,0
35,35,133.0,0.25,133.0,0.25,1072,2,81,1,n430-1,,,,,,,,,,0
35,35,133.0,0.5,133.0,0.5,1072,4,57,5,n437-1,,,,,,,,,,0
35,35,133.25,0.25,133.25,0.25,1074,2,80,1,n431-1,,,,,,,,,,0
35,35,133.5,0.5,133.5,0.5,1076,4,57,5,n439-1,,,,,,,,,,0
35,35,133.5,0.5,133.5,0.5,1076,4,61,5,n440-1,,,,,,,,,,0
35,35,133.5,0.25,133.5,0.25,1076,2,81,1,n432-1,,,,,,,,,,0
35,35,133.75,0.25,133.75,0.25,1078,2,83,1,n433-1,,,,,,,,,,0
36,36,134.0,0.5,134.0,0.5,1080,4,53,5,n449-1,V65,2.0,2/4,,a,#vi,V65,V,Mm7,1
36,36,134.0,0.25,134.0,0.25,1080,2,85,1,n441-1,,,,,,,,,,0
36,36,134.25,0.25,134.25,0.25,1082,2,84,1,n442-1,,,,,,,,,,0
36,36,134.5,0.5,134.5,0.5,1084,4,61,5,n451-1,,,,,,,,,,0
36,36,134.5,0.25,134.5,0.25,1084,2,85,1,n443-1,,,,,,,,,,0
36,36,134.5,0.5,134.5,0.5,1084,4,56,5,n450-1,,,,,,,,,,0
36,36,134.75,0.25,134.75,0.25,1086,2,84,1,n444-1,,,,,,,,,,0
36,36,135.0,0.25,135.0,0.25,1088,2,85,1,n445-1,,,,,,,,,,0
36,36,135.0,0.5,135.0,0.5,1088,4,61,5,n453-1,,,,,,,,,,0
36,36,135.0,0.5,135.0,0.5,1088,4,56,5,n452-1,,,,,,,,,,0
36,36,135.25,0.25,135.25,0.25,1090,2,86,1,n446-1,,,,,,,,,,0
36,36,135.5,0.25,135.5,0.25,1092,2,85,1,n447-1,,,,,,,,,,0
36,36,135.5,0.5,135.5,0.5,1092,4,61,5,n455-1,,,,,,,,,,0
36,36,135.5,0.5,135.5,0.5,1092,4,56,5,n454-1,,,,,,,,,,0
36,36,135.75,0.25,135.75,0.25,1094,2,83,1,n448-1,,,,,,,,,,0
37,37,136.0,0.5,136.0,0.5,1096,4,54,5,n464-1,i,2.0,2/4,,a,#vi,i,i,m,1
37,37,136.0,0.25,136.0,0.25,1096,2,81,1,n456-1,,,,,,,,,,0
37,37,136.25,0.25,136.25,0.25,1098,2,83,1,n457-1,,,,,,,,,,0
37,37,136.5,0.5,136.5,0.5,1100,4,61,5,n466-1,,,,,,,,,,0
37,37,136.5,0.5,136.5,0.5,1100,4,57,5,n465-1,,,,,,,,,,0
37,37,136.5,0.25,136.5,0.25,1100,2,81,1,n458-1,,,,,,,,,,0
37,37,136.75,0.25,136.75,0.25,1102,2,80,1,n459-1,,,,,,,,,,0
37,37,137.0,0.5,137.0,0.5,1104,4,61,5,n468-1,,,,,,,,,,0
37,37,137.0,0.5,137.0,0.5,1104,4,57,5,n467-1,,,,,,,,,,0
37,37,137.0,0.25,137.0,0.25,1104,2,78,1,n460-1,,,,,,,,,,0
37,37,137.25,0.25,137.25,0.25,1106,2,81,1,n461-1,,,,,,,,,,0
37,37,137.5,0.5,137.5,0.5,1108,4,57,5,n469-1,,,,,,,,,,0
37,37,137.5,0.5,137.5,0.5,1108,4,61,5,n470-1,,,,,,,,,,0
37,37,137.5,0.25,137.5,0.25,1108,2,80,1,n462-1,,,,,,,,,,0
37,37,137.75,0.25,137.75,0.25,1110,2,78,1,n463-1,,,,,,,,,,0
38,38,138.0,0.5,138.0,0.5,1112,4,56,5,n479-1,#iii.V(64),2.0,2/4,,a,#iii,V(64),V,M,1
38,38,138.0,0.25,138.0,0.25,1112,2,76,1,n471-1,,,,,,,,,,0
38,38,138.25,0.25,138.25,0.25,1114,2,78,1,n472-1,,,,,,,,,,0
38,38,138.5,0.5,138.5,0.5,1116,4,61,5,n480-1,,,,,,,,,,0
38,38,138.5,0.5,138.5,0.5,1116,4,64,5,n481-1,,,,,,,,,,0
38,38,138.5,0.25,138.5,0.25,1116,2,80,1,n473-1,,,,,,,,,,0
38,38,138.75,0.25,138.75,0.25,1118,2,76,1,n474-1,,,,,,,,,,0
38,38,139.0,0.5,139.0,0.5,1120,4,64,5,n483-1,,,,,,,,,,0
38,38,139.0,0.25,139.0,0.25,1120,2,73,1,n475-1,,,,,,,,,,0
38,38,139.0,0.5,139.0,0.5,1120,4,61,5,n482-1,,,,,,,,,,0
38,38,139.25,0.25,139.25,0.25,1122,2,75,1,n476-1,,,,,,,,,,0
38,38,139.5,0.5,139.5,0.5,1124,4,64,5,n485-1,,,,,,,,,,0
38,38,139.5,0.25,139.5,0.25,1124,2,76,1,n477-1,,,,,,,,,,0
38,38,139.5,0.5,139.5,0.5,1124,4,61,5,n484-1,,,,,,,,,,0
38,38,139.75,0.25,139.75,0.25,1126,2,73,1,n478-1,,,,,,,,,,0
39,39,140.0,0.5,140.0,0.5,1128,4,56,5,n494-1,V7,2.0,2/4,,a,#iii,V7,V,Mm7,1
39,39,140.0,0.25,140.0,0.25,1128,2,75,1,n486-1,,,,,,,,,,0
39,39,140.25,0.25,140.25,0.25,1130,2,76,1,n487-1,,,,,,,,,,0
39,39,140.5,0.25,140.5,0.25,1132,2,78,1,n488-1,,,,,,,,,,0
39,39,140.5,0.5,140.5,0.5,1132,4,66,5,n496-1,,,,,,,,,,0
39,39,140.5,0.5,140.5,0.5,1132,4,63,5,n495-1,,,,,,,,,,0
39,39,140.75,0.25,140.75,0.25,1134,2,75,1,n489-1,,,,,,,,,,0
39,39,141.0,0.5,141.0,0.5,1136,4,66,5,n498-1,,,,,,,,,,0
39,39,141.0,0.25,141.0,0.25,1136,2,72,1,n490-1,,,,,,,,,,0
39,39,141.0,0.5,141.0,0.5,1136,4,63,5,n497-1,,,,,,,,,,0
39,39,141.25,0.25,141.25,0.25,1138,2,73,1,n491-1,,,,,,,,,,0
39,39,141.5,0.5,141.5,0.5,1140,4,63,5,n499-1,,,,,,,,,,0
39,39,141.5,0.5,141.5,0.5,1140,4,66,5,n500-1,,,,,,,,,,0
39,39,141.5,0.25,141.5,0.25,1140,2,75,1,n492-1,,,,,,,,,,0
39,39,141.75,0.25,141.75,0.25,1142,2,72,1,n493-1,,,,,,,,,,0
40,40,142.0,1.0,142.0,1.0,1144,8,61,5,n502-1,i|PAC},1.0,2/4,,a,#iii,i,i,m,1
40,40,142.0,1.0,142.0,1.0,1144,8,73,1,n501-1,,,,,,,,,,0
40,40,142.0,1.0,142.0,1.0,1144,8,64,5,n503-1,,,,,,,,,,0
X3,32,143.0,0.25,143.0,0.25,1152,2,85,1,n391-2,#vi.V{,1.0,2/4,,a,#vi,V,V,M,1
X3,32,143.25,0.25,143.25,0.25,1154,2,86,1,n392-2,,,,,,,,,,0
X3,32,143.5,0.25,143.5,0.25,1156,2,85,1,n393-2,,,,,,,,,,0
X3,32,143.75,0.25,143.75,0.25,1158,2,83,1,n394-2,,,,,,,,,,0
33,33,144.0,0.25,144.0,0.25,1160,2,81,1,n396-2,,,,,,,,,,0
33,33,144.0,0.5,144.0,0.5,1160,4,54,5,n404-2,i,2.0,2/4,,a,#vi,i,i,m,1
33,33,144.25,0.25,144.25,0.25,1162,2,83,1,n397-2,,,,,,,,,,0
33,33,144.5,0.5,144.5,0.5,1164,4,57,5,n405-2,,,,,,,,,,0
33,33,144.5,0.25,144.5,0.25,1164,2,81,1,n398-2,,,,,,,,,,0
33,33,144.5,0.5,144.5,0.5,1164,4,61,5,n406-2,,,,,,,,,,0
33,33,144.75,0.25,144.75,0.25,1166,2,80,1,n399-2,,,,,,,,,,0
33,33,145.0,0.25,145.0,0.25,1168,2,78,1,n400-2,,,,,,,,,,0
33,33,145.0,0.5,145.0,0.5,1168,4,61,5,n408-2,,,,,,,,,,0
33,33,145.0,0.5,145.0,0.5,1168,4,57,5,n407-2,,,,,,,,,,0
33,33,145.25,0.25,145.25,0.25,1170,2,81,1,n401-2,,,,,,,,,,0
33,33,145.5,0.25,145.5,0.25,1172,2,80,1,n402-2,,,,,,,,,,0
33,33,145.5,0.5,145.5,0.5,1172,4,61,5,n410-2,,,,,,,,,,0
33,33,145.5,0.5,145.5,0.5,1172,4,57,5,n409-2,,,,,,,,,,0
33,33,145.75,0.25,145.75,0.25,1174,2,78,1,n403-2,,,,,,,,,,0
34,34,146.0,0.5,146.0,0.5,1176,4,56,5,n419-2,V43,2.0,2/4,,a,#vi,V43,V,Mm7,1
34,34,146.0,0.25,146.0,0.25,1176,2,77,1,n411-2,,,,,,,,,,0
34,34,146.25,0.25,146.25,0.25,1178,2,78,1,n412-2,,,,,,,,,,0
34,34,146.5,0.5,146.5,0.5,1180,4,59,5,n420-2,,,,,,,,,,0
34,34,146.5,0.5,146.5,0.5,1180,4,61,5,n421-2,,,,,,,,,,0
34,34,146.5,0.25,146.5,0.25,1180,2,80,1,n413-2,,,,,,,,,,0
34,34,146.75,0.25,146.75,0.25,1182,2,77,1,n414-2,,,,,,,,,,0
34,34,147.0,0.5,147.0,0.5,1184,4,61,5,n423-2,,,,,,,,,,0
34,34,147.0,0.5,147.0,0.5,1184,4,59,5,n422-2,,,,,,,,,,0
34,34,147.0,0.25,147.0,0.25,1184,2,73,1,n415-2,,,,,,,,,,0
34,34,147.25,0.25,147.25,0.25,1186,2,75,1,n416-2,,,,,,,,,,0
34,34,147.5,0.5,147.5,0.5,1188,4,59,5,n424-2,,,,,,,,,,0
34,34,147.5,0.25,147.5,0.25,1188,2,77,1,n417-2,,,,,,,,,,0
34,34,147.5,0.5,147.5,0.5,1188,4,61,5,n425-2,,,,,,,,,,0
34,34,147.75,0.25,147.75,0.25,1190,2,73,1,n418-2,,,,,,,,,,0
35,35,148.0,0.25,148.0,0.25,1192,2,78,1,n426-2,,,,,,,,,,0
35,35,148.0,0.5,148.0,0.5,1192,4,54,5,n434-2,i,2.0,2/4,,a,#vi,i,i,m,1
35,35,148.25,0.25,148.25,0.25,1194,2,77,1,n427-2,,,,,,,,,,0
35,35,148.5,0.5,148.5,0.5,1196,4,57,5,n435-2,,,,,,,,,,0
35,35,148.5,0.25,148.5,0.25,1196,2,78,1,n428-2,,,,,,,,,,0
35,35,148.5,0.5,148.5,0.5,1196,4,61,5,n436-2,,,,,,,,,,0
35,35,148.75,0.25,148.75,0.25,1198,2,80,1,n429-2,,,,,,,,,,0
35,35,149.0,0.5,149.0,0.5,1200,4,57,5,n437-2,,,,,,,,,,0
35,35,149.0,0.25,149.0,0.25,1200,2,81,1,n430-2,,,,,,,,,,0
35,35,149.0,0.5,149.0,0.5,1200,4,61,5,n438-2,,,,,,,,,,0
35,35,149.25,0.25,149.25,0.25,1202,2,80,1,n431-2,,,,,,,,,,0
35,35,149.5,0.25,149.5,0.25,1204,2,81,1,n432-2,,,,,,,,,,0
35,35,149.5,0.5,149.5,0.5,1204,4,61,5,n440-2,,,,,,,,,,0
35,35,149.5,0.5,149.5,0.5,1204,4,57,5,n439-2,,,,,,,,,,0
35,35,149.75,0.25,149.75,0.25,1206,2,83,1,n433-2,,,,,,,,,,0
36,36,150.0,0.5,150.0,0.5,1208,4,53,5,n449-2,V65,2.0,2/4,,a,#vi,V65,V,Mm7,1
36,36,150.0,0.25,150.0,0.25,1208,2,85,1,n441-2,,,,,,,,,,0
36,36,150.25,0.25,150.25,0.25,1210,2,84,1,n442-2,,,,,,,,,,0
36,36,150.5,0.5,150.5,0.5,1212,4,61,5,n451-2,,,,,,,,,,0
36,36,150.5,0.25,150.5,0.25,1212,2,85,1,n443-2,,,,,,,,,,0
36,36,150.5,0.5,150.5,0.5,1212,4,56,5,n450-2,,,,,,,,,,0
36,36,150.75,0.25,150.75,0.25,1214,2,84,1,n444-2,,,,,,,,,,0
36,36,151.0,0.5,151.0,0.5,1216,4,56,5,n452-2,,,,,,,,,,0
36,36,151.0,0.5,151.0,0.5,1216,4,61,5,n453-2,,,,,,,,,,0
36,36,151.0,0.25,151.0,0.25,1216,2,85,1,n445-2,,,,,,,,,,0
36,36,151.25,0.25,151.25,0.25,1218,2,86,1,n446-2,,,,,,,,,,0
36,36,151.5,0.5,151.5,0.5,1220,4,56,5,n454-2,,,,,,,,,,0
36,36,151.5,0.25,151.5,0.25,1220,2,85,1,n447-2,,,,,,,,,,0
36,36,151.5,0.5,151.5,0.5,1220,4,61,5,n455-2,,,,,,,,,,0
36,36,151.75,0.25,151.75,0.25,1222,2,83,1,n448-2,,,,,,,,,,0
37,37,152.0,0.25,152.0,0.25,1224,2,81,1,n456-2,,,,,,,,,,0
37,37,152.0,0.5,152.0,0.5,1224,4,54,5,n464-2,i,2.0,2/4,,a,#vi,i,i,m,1
37,37,152.25,0.25,152.25,0.25,1226,2,83,1,n457-2,,,,,,,,,,0
37,37,152.5,0.25,152.5,0.25,1228,2,81,1,n458-2,,,,,,,,,,0
37,37,152.5,0.5,152.5,0.5,1228,4,57,5,n465-2,,,,,,,,,,0
37,37,152.5,0.5,152.5,0.5,1228,4,61,5,n466-2,,,,,,,,,,0
37,37,152.75,0.25,152.75,0.25,1230,2,80,1,n459-2,,,,,,,,,,0
37,37,153.0,0.25,153.0,0.25,1232,2,78,1,n460-2,,,,,,,,,,0
37,37,153.0,0.5,153.0,0.5,1232,4,61,5,n468-2,,,,,,,,,,0
37,37,153.0,0.5,153.0,0.5,1232,4,57,5,n467-2,,,,,,,,,,0
37,37,153.25,0.25,153.25,0.25,1234,2,81,1,n461-2,,,,,,,,,,0
37,37,153.5,0.5,153.5,0.5,1236,4,57,5,n469-2,,,,,,,,,,0
37,37,153.5,0.5,153.5,0.5,1236,4,61,5,n470-2,,,,,,,,,,0
37,37,153.5,0.25,153.5,0.25,1236,2,80,1,n462-2,,,,,,,,,,0
37,37,153.75,0.25,153.75,0.25,1238,2,78,1,n463-2,,,,,,,,,,0
38,38,154.0,0.5,154.0,0.5,1240,4,56,5,n479-2,#iii.V(64),2.0,2/4,,a,#iii,V(64),V,M,1
38,38,154.0,0.25,154.0,0.25,1240,2,76,1,n471-2,,,,,,,,,,0
38,38,154.25,0.25,154.25,0.25,1242,2,78,1,n472-2,,,,,,,,,,0
38,38,154.5,0.5,154.5,0.5,1244,4,61,5,n480-2,,,,,,,,,,0
38,38,154.5,0.5,154.5,0.5,1244,4,64,5,n481-2,,,,,,,,,,0
38,38,154.5,0.25,154.5,0.25,1244,2,80,1,n473-2,,,,,,,,,,0
38,38,154.75,0.25,154.75,0.25,1246,2,76,1,n474-2,,,,,,,,,,0
38,38,155.0,0.5,155.0,0.5,1248,4,61,5,n482-2,,,,,,,,,,0
38,38,155.0,0.5,155.0,0.5,1248,4,64,5,n483-2,,,,,,,,,,0
38,38,155.0,0.25,155.0,0.25,1248,2,73,1,n475-2,,,,,,,,,,0
38,38,155.25,0.25,155.25,0.25,1250,2,75,1,n476-2,,,,,,,,,,0
38,38,155.5,0.5,155.5,0.5,1252,4,61,5,n484-2,,,,,,,,,,0
38,38,155.5,0.5,155.5,0.5,1252,4,64,5,n485-2,,,,,,,,,,0
38,38,155.5,0.25,155.5,0.25,1252,2,76,1,n477-2,,,,,,,,,,0
38,38,155.75,0.25,155.75,0.25,1254,2,73,1,n478-2,,,,,,,,,,0
39,39,156.0,0.25,156.0,0.25,1256,2,75,1,n486-2,,,,,,,,,,0
39,39,156.0,0.5,156.0,0.5,1256,4,56,5,n494-2,V7,2.0,2/4,,a,#iii,V7,V,Mm7,1
39,39,156.25,0.25,156.25,0.25,1258,2,76,1,n487-2,,,,,,,,,,0
39,39,156.5,0.25,156.5,0.25,1260,2,78,1,n488-2,,,,,,,,,,0
39,39,156.5,0.5,156.5,0.5,1260,4,66,5,n496-2,,,,,,,,,,0
39,39,156.5,0.5,156.5,0.5,1260,4,63,5,n495-2,,,,,,,,,,0
39,39,156.75,0.25,156.75,0.25,1262,2,75,1,n489-2,,,,,,,,,,0
39,39,157.0,0.5,157.0,0.5,1264,4,63,5,n497-2,,,,,,,,,,0
39,39,157.0,0.25,157.0,0.25,1264,2,72,1,n490-2,,,,,,,,,,0
39,39,157.0,0.5,157.0,0.5,1264,4,66,5,n498-2,,,,,,,,,,0
39,39,157.25,0.25,157.25,0.25,1266,2,73,1,n491-2,,,,,,,,,,0
39,39,157.5,0.5,157.5,0.5,1268,4,63,5,n499-2,,,,,,,,,,0
39,39,157.5,0.25,157.5,0.25,1268,2,75,1,n492-2,,,,,,,,,,0
39,39,157.5,0.5,157.5,0.5,1268,4,66,5,n500-2,,,,,,,,,,0
39,39,157.75,0.25,157.75,0.25,1270,2,72,1,n493-2,,,,,,,,,,0
40,40,158.0,1.0,158.0,1.0,1272,8,73,1,n501-2,,,,,,,,,,0
40,40,158.0,1.0,158.0,1.0,1272,8,61,5,n502-2,i|PAC},1.0,2/4,,a,#iii,i,i,m,1
40,40,158.0,1.0,158.0,1.0,1272,8,64,5,n503-2,,,,,,,,,,0
X4,40,159.0,0.25,159.0,0.25,1280,2,76,1,n504-1,I.V{,1.0,2/4,,a,I,V,V,M,1
X4,40,159.25,0.25,159.25,0.25,1282,2,74,1,n505-1,,,,,,,,,,0
X4,40,159.5,0.25,159.5,0.25,1284,2,73,1,n506-1,,,,,,,,,,0
