xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,globalkey,localkey,chord,numeral,chord_type,chord_label
13,13,37.0,1.0,37.0,1.0,1776,48,61,5,n160-1,,,,,,,,,0
13,13,37.0,1.0,37.0,1.0,1776,48,69,5,n161-1,,,,,,,,,0
13,13,37.25,0.25,37.25,0.25,1788,12,77,1,n153-1,,,,,,,,,0
13,13,37.5,0.25,37.5,0.25,1800,12,78,1,n154-1,,,,,,,,,0
13,13,37.75,0.25,37.75,0.25,1812,12,73,1,n155-1,,,,,,,,,0
13,13,38.0,0.0,38.0,0.0,1824,0,76,1,n156-1,,,,,,,,,0
13,13,38.0,0.5,38.0,0.5,1824,24,74,1,n157-1,,,,,,,,,0
13,13,38.0,1.0,38.0,1.0,1824,48,68,5,n163-1,,,,,,,,,0
13,13,38.0,1.0,38.0,1.0,1824,48,59,5,n162-1,V43,1.0,3/4,A,I,V43,V,Mm7,1
13,13,38.5,0.5,38.5,0.5,1848,24,74,1,n158-1,,,,,,,,,0
14,14,39.0,1.25,39.0,1.25,1872,60,73,1,n164-1,I,2.0,3/4,A,I,I,I,M,1
14,14,40.0,1.0,40.0,1.0,1920,48,57,5,n173-1,,,,,,,,,0
14,14,40.0,1.0,40.0,1.0,1920,48,64,5,n174-1,,,,,,,,,0
14,14,40.25,0.25,40.25,0.25,1932,12,75,1,n166-1,,,,,,,,,0
14,14,40.5,0.25,40.5,0.25,1944,12,76,1,n167-1,,,,,,,,,0
14,14,40.75,0.25,40.75,0.25,1956,12,69,1,n168-1,,,,,,,,,0
14,14,41.0,0.0,41.0,0.0,1968,0,69,1,n169-1,,,,,,,,,0
14,14,41.0,0.5,41.0,0.5,1968,24,68,1,n170-1,,,,,,,,,0
14,14,41.0,1.0,41.0,1.0,1968,48,62,5,n175-1,V2,1.0,3/4,A,I,V2,V,Mm7,1
14,14,41.0,1.0,41.0,1.0,1968,48,64,5,n176-1,,,,,,,,,0
14,14,41.5,0.5,41.5,0.5,1992,24,68,1,n171-1,,,,,,,,,0
15,15,42.0,1.0,42.0,1.0,2016,48,61,5,n189-1,I6,2.0,3/4,A,I,I6,I,M,1
15,15,42.0,1.0,42.0,1.0,2016,48,64,5,n190-1,,,,,,,,,0
15,15,42.0,0.25,42.0,0.25,2016,12,69,1,n177-1,,,,,,,,,0
15,15,42.25,0.25,42.25,0.25,2028,12,71,1,n178-1,,,,,,,,,0
15,15,42.5,0.25,42.5,0.25,2040,12,73,1,n179-1,,,,,,,,,0
15,15,42.75,0.25,42.75,0.25,2052,12,74,1,n180-1,,,,,,,,,0
15,15,43.0,0.25,43.0,0.25,2064,12,76,1,n181-1,,,,,,,,,0
15,15,43.0,1.0,43.0,1.0,2064,48,49,6,n192-1,,,,,,,,,0
15,15,43.0,2.5,43.0,2.5,2064,120,57,5,n191-1,,,,,,,,,0
15,15,43.25,0.25,43.25,0.25,2076,12,78,1,n182-1,,,,,,,,,0
15,15,43.5,0.25,43.5,0.25,2088,12,80,1,n183-1,,,,,,,,,0
15,15,43.75,0.25,43.75,0.25,2100,12,81,1,n184-1,,,,,,,,,0
15,15,44.0,1.0,44.0,1.0,2112,48,50,6,n193-1,IV,1.0,3/4,A,I,IV,IV,M,1
15,15,44.0,0.25,44.0,0.25,2112,12,80,1,n185-1,,,,,,,,,0
15,15,44.25,0.25,44.25,0.25,2124,12,78,1,n186-1,,,,,,,,,0
15,15,44.5,0.25,44.5,0.25,2136,12,76,1,n187-1,,,,,,,,,0
15,15,44.75,0.25,44.75,0.25,2148,12,74,1,n188-1,,,,,,,,,0
16,16,45.0,0.25,45.0,0.25,2160,12,73,1,n194-1,,,,,,,,,0
16,16,45.0,1.0,45.0,1.0,2160,48,52,6,n206-1,V(64),0.5,3/4,A,I,V(64),V,M,1
16,16,45.25,0.25,45.25,0.25,2172,12,76,1,n195-1,,,,,,,,,0
16,16,45.5,0.5,45.5,0.5,2184,24,56,5,n204-1,V7,0.5,3/4,A,I,V7,V,Mm7,1
16,16,45.5,0.25,45.5,0.25,2184,12,74,1,n196-1,,,,,,,,,0
16,16,45.75,0.25,45.75,0.25,2196,12,71,1,n197-1,,,,,,,,,0
16,16,46.0,0.5,46.0,0.5,2208,24,57,6,n207-1,I(94)},1.0,3/4,A,I,I(94),I,M,1
16,16,46.0,1.0,46.0,1.0,2208,48,62,1,n198-1,,,,,,,,,0
16,16,46.0,2.0,46.0,2.0,2208,96,64,2,n202-1,,,,,,,,,0
16,16,46.0,1.0,46.0,1.0,2208,48,71,1,n199-1,,,,,,,,,0
16,16,46.5,0.5,46.5,0.5,2232,24,52,6,n208-1,,,,,,,,,0
16,16,47.0,1.0,47.0,1.0,2256,48,45,6,n209-1,I|PAC,2.0,3/4,A,I,I,I,M,1
16,16,47.0,1.0,47.0,1.0,2256,48,61,1,n200-1,,,,,,,,,0
16,16,47.0,1.0,47.0,1.0,2256,48,69,1,n201-1,,,,,,,,,0
17,17,48.0,0.25,48.0,0.25,2304,12,57,5,n214-1,{,0.0,3/4,A,I,,,,0
17,17,48.0,1.5,48.0,1.5,2304,72,69,1,n210-1,,,,,,,,,0
17,17,48.25,0.25,48.25,0.25,2316,12,64,5,n215-1,,,,,,,,,0
17,17,48.5,0.25,48.5,0.25,2328,12,59,5,n216-1,,,,,,,,,0
17,17,48.75,0.25,48.75,0.25,2340,12,64,5,n217-1,,,,,,,,,0
17,17,49.0,0.25,49.0,0.25,2352,12,61,5,n218-1,I6,0.5,3/4,A,I,I6,I,M,1
17,17,49.25,0.25,49.25,0.25,2364,12,64,5,n219-1,,,,,,,,,0
17,17,49.5,0.25,49.5,0.25,2376,12,62,5,n220-1,V2,0.5,3/4,A,I,V2,V,Mm7,1
17,17,49.5,0.5,49.5,0.5,2376,24,68,1,n211-1,,,,,,,,,0
17,17,49.75,0.25,49.75,0.25,2388,12,64,5,n221-1,,,,,,,,,0
17,17,50.0,0.25,50.0,0.25,2400,12,61,5,n222-1,I6,0.5,3/4,A,I,I6,I,M,1
17,17,50.0,0.5,50.0,0.5,2400,24,69,1,n212-1,,,,,,,,,0
17,17,50.25,0.25,50.25,0.25,2412,12,64,5,n223-1,,,,,,,,,0
17,17,50.5,0.25,50.5,0.25,2424,12,62,5,n224-1,V2,0.5,3/4,A,I,V2,V,Mm7,1
17,17,50.5,0.5,50.5,0.5,2424,24,68,1,n213-1,,,,,,,,,0
17,17,50.75,0.25,50.75,0.25,2436,12,64,5,n225-1,,,,,,,,,0
18,18,51.0,0.25,51.0,0.25,2448,12,61,5,n233-1,I,0.5,3/4,A,I,I,I,M,1
18,18,51.0,0.5,51.0,0.5,2448,24,69,1,n226-1,,,,,,,,,0
18,18,51.25,0.25,51.25,0.25,2460,12,64,5,n234-1,,,,,,,,,0
18,18,51.5,0.25,51.5,0.25,2472,12,56,5,n235-1,V6,0.5,3/4,A,I,V6,V,M,1
18,18,51.5,0.5,51.5,0.5,2472,24,71,1,n227-1,,,,,,,,,0
18,18,51.75,0.25,51.75,0.25,2484,12,64,5,n236-1,,,,,,,,,0
18,18,52.0,0.25,52.0,0.25,2496,12,57,5,n237-1,I,0.5,3/4,A,I,I,I,M,1
18,18,52.0,0.5,52.0,0.5,2496,24,73,1,n228-1,,,,,,,,,0
18,18,52.25,0.25,52.25,0.25,2508,12,64,5,n238-1,,,,,,,,,0
18,18,52.5,0.5,52.5,0.5,2520,24,74,1,n230-1,,,,,,,,,0
18,18,52.5,0.0,52.5,0.0,2520,0,76,1,n229-1,,,,,,,,,0
18,18,52.5,0.25,52.5,0.25,2520,12,59,5,n239-1,V43,0.5,3/4,A,I,V43,V,Mm7,1
18,18,52.75,0.25,52.75,0.25,2532,12,64,5,n240-1,,,,,,,,,0
18,18,53.0,0.25,53.0,0.25,2544,12,57,5,n241-1,I,0.5,3/4,A,I,I,I,M,1
18,18,53.0,0.5,53.0,0.5,2544,24,73,1,n231-1,,,,,,,,,0
18,18,53.25,0.25,53.25,0.25,2556,12,64,5,n242-1,,,,,,,,,0
18,18,53.5,0.25,53.5,0.25,2568,12,56,5,n243-1,V6,0.5,3/4,A,I,V6,V,M,1
18,18,53.5,0.5,53.5,0.5,2568,24,71,1,n232-1,,,,,,,,,0
18,18,53.75,0.25,53.75,0.25,2580,12,64,5,n244-1,,,,,,,,,0
19,19,54.0,0.25,54.0,0.25,2592,12,52,5,n249-1,V,1.0,3/4,A,I,V,V,M,1
19,19,54.0,1.5,54.0,1.5,2592,72,71,1,n245-1,,,,,,,,,0
19,19,54.25,0.25,54.25,0.25,2604,12,64,5,n250-1,,,,,,,,,0
19,19,54.5,0.25,54.5,0.25,2616,12,54,5,n251-1,,,,,,,,,0
19,19,54.75,0.25,54.75,0.25,2628,12,64,5,n252-1,,,,,,,,,0
19,19,55.0,0.25,55.0,0.25,2640,12,56,5,n253-1,V6,0.5,3/4,A,I,V6,V,M,1
19,19,55.25,0.25,55.25,0.25,2652,12,64,5,n254-1,,,,,,,,,0
19,19,55.5,0.25,55.5,0.25,2664,12,54,5,n255-1,V6(#4^2),0.5,3/4,A,I,V6(#4^2),V,M,1
19,19,55.5,0.5,55.5,0.5,2664,24,70,1,n246-1,,,,,,,,,0
19,19,55.75,0.25,55.75,0.25,2676,12,64,5,n256-1,,,,,,,,,0
19,19,56.0,0.25,56.0,0.25,2688,12,56,5,n257-1,V6,0.5,3/4,A,I,V6,V,M,1
19,19,56.0,0.5,56.0,0.5,2688,24,71,1,n247-1,,,,,,,,,0
19,19,56.25,0.25,56.25,0.25,2700,12,64,5,n258-1,,,,,,,,,0
19,19,56.5,0.25,56.5,0.25,2712,12,54,5,n259-1,V6(#4^2),0.5,3/4,A,I,V6(#4^2),V,M,1
19,19,56.5,0.5,56.5,0.5,2712,24,70,1,n248-1,,,,,,,,,0
19,19,56.75,0.25,56.75,0.25,2724,12,64,5,n260-1,,,,,,,,,0
20,20,57.0,0.5,57.0,0.5,2736,24,71,1,n261-1,,,,,,,,,0
20,20,57.0,0.25,57.0,0.25,2736,12,56,5,n268-1,V6,0.5,3/4,A,I,V6,V,M,1
20,20,57.25,0.25,57.25,0.25,2748,12,64,5,n269-1,,,,,,,,,0
20,20,57.5,0.25,57.5,0.25,2760,12,57,5,n270-1,I,0.5,3/4,A,I,I,I,M,1
20,20,57.5,0.5,57.5,0.5,2760,24,73,1,n262-1,,,,,,,,,0
20,20,57.75,0.25,57.75,0.25,2772,12,64,5,n271-1,,,,,,,,,0
20,20,58.0,0.25,58.0,0.25,2784,12,59,5,n272-1,V43,0.5,3/4,A,I,V43,V,Mm7,1
20,20,58.0,0.5,58.0,0.5,2784,24,74,1,n263-1,,,,,,,,,0
20,20,58.25,0.25,58.25,0.25,2796,12,64,5,n273-1,,,,,,,,,0
20,20,58.5,0.25,58.5,0.25,2808,12,61,5,n274-1,I6,0.5,3/4,A,I,I6,I,M,1
20,20,58.5,0.5,58.5,0.5,2808,24,76,1,n265-1,,,,,,,,,0
20,20,58.5,0.0,58.5,0.0,2808,0,78,1,n264-1,,,,,,,,,0
20,20,58.75,0.25,58.75,0.25,2820,12,64,5,n275-1,,,,,,,,,0
20,20,59.0,0.25,59.0,0.25,2832,12,59,5,n276-1,V43,0.5,3/4,A,I,V43,V,Mm7,1
20,20,59.0,0.5,59.0,0.5,2832,24,74,1,n266-1,,,,,,,,,0
20,20,59.25,0.25,59.25,0.25,2844,12,64,5,n277-1,,,,,,,,,0
20,20,59.5,0.25,59.5,0.25,2856,12,57,5,n278-1,I,3.5,3/4,A,I,I,I,M,1
20,20,59.5,0.5,59.5,0.5,2856,24,73,1,n267-1,,,,,,,,,0
20,20,59.75,0.25,59.75,0.25,2868,12,64,5,n279-1,,,,,,,,,0
21,21,60.0,0.125,60.0,0.125,2880,6,73,1,n280-1,,,,,,,,,0
21,21,60.125,0.375,60.125,0.375,2886,18,85,1,n281-1,,,,,,,,,0
21,21,60.5,0.5,60.5,0.5,2904,24,57,5,n290-1,,,,,,,,,0
21,21,60.5,0.5,60.5,0.5,2904,24,64,5,n291-1,,,,,,,,,0
21,21,60.5,1.0,60.5,1.0,2904,48,85,1,n282-1,,,,,,,,,0
21,21,61.0,1.0,61.0,1.0,2928,48,64,5,n293-1,,,,,,,,,0
21,21,61.0,1.0,61.0,1.0,2928,48,57,5,n292-1,,,,,,,,,0
21,21,61.5,0.125,61.5,0.125,2952,6,83,1,n283-1,,,,,,,,,0
21,21,61.625,0.375,61.625,0.375,2958,18,81,1,n284-1,,,,,,,,,0
21,21,62.0,0.125,62.0,0.125,2976,6,80,1,n285-1,,,,,,,,,0
21,21,62.125,0.375,62.125,0.375,2982,18,78,1,n286-1,,,,,,,,,0
21,21,62.5,0.125,62.5,0.125,3000,6,77,1,n287-1,,,,,,,,,0
21,21,62.625,0.375,62.625,0.375,3006,18,78,1,n288-1,,,,,,,,,0
22,22,63.0,0.125,63.0,0.125,3024,6,69,1,n295-1,V.V43,3.0,3/4,A,V,V43,V,Mm7,1
22,22,63.125,0.375,63.125,0.375,3030,18,81,1,n296-1,,,,,,,,,0
22,22,63.5,1.0,63.5,1.0,3048,48,81,1,n297-1,,,,,,,,,0
22,22,63.5,0.5,63.5,0.5,3048,24,63,5,n307-1,,,,,,,,,0
22,22,63.5,0.5,63.5,0.5,3048,24,54,5,n305-1,,,,,,,,,0
22,22,63.5,0.5,63.5,0.5,3048,24,59,5,n306-1,,,,,,,,,0
22,22,64.0,1.0,64.0,1.0,3072,48,54,5,n308-1,,,,,,,,,0
22,22,64.0,1.0,64.0,1.0,3072,48,59,5,n309-1,,,,,,,,,0
22,22,64.0,1.0,64.0,1.0,3072,48,63,5,n310-1,,,,,,,,,0
22,22,64.5,0.125,64.5,0.125,3096,6,80,1,n298-1,,,,,,,,,0
22,22,64.625,0.375,64.625,0.375,3102,18,78,1,n299-1,,,,,,,,,0
22,22,65.0,0.125,65.0,0.125,3120,6,76,1,n300-1,,,,,,,,,0
22,22,65.125,0.375,65.125,0.375,3126,18,75,1,n301-1,,,,,,,,,0
22,22,65.5,0.125,65.5,0.125,3144,6,73,1,n302-1,,,,,,,,,0
22,22,65.625,0.375,65.625,0.375,3150,18,71,1,n303-1,,,,,,,,,0
