xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,phraseend,phrase_type
1,1,0.0,0.75,0.0,0.75,0,18,76,1,n1-1,C.I{,1.0,2/4,{,1
1,1,0.5,0.5,0.5,0.5,12,12,48,5,n8-1,,,,,0
1,1,0.75,0.125,0.75,0.125,18,3,77,1,n2-1,,,,,0
1,1,0.875,0.125,0.875,0.125,21,3,79,1,n3-1,,,,,0
1,1,1.0,0.5,1.0,0.5,24,12,72,1,n4-1,,,,,0
1,1,1.0,0.5,1.0,0.5,24,12,52,5,n9-1,I6,,,,0
1,1,1.5,0.5,1.5,0.5,36,12,55,5,n10-1,V,,,,0
1,1,1.5,0.5,1.5,0.5,36,12,71,1,n5-1,,,,,0
1,1,1.5,0.5,1.5,0.5,36,12,74,1,n6-1,,,,,0
2,2,2.0,0.5,2.0,0.5,48,12,60,5,n18-1,I(97),,,,0
2,2,2.0,0.5,2.0,0.5,48,12,74,1,n12-1,,,,,0
2,2,2.0,0.5,2.0,0.5,48,12,71,1,n11-1,,,,,0
2,2,2.5,0.0,2.5,0.0,60,0,77,1,n13-1,,,,,0
2,2,2.5,0.5,2.5,0.5,60,12,72,1,n14-1,,,,,0
2,2,2.5,0.5,2.5,0.5,60,12,48,5,n19-1,I,,,,0
2,2,2.5,0.5,2.5,0.5,60,12,76,1,n15-1,,,,,0
2,2,3.0,0.5,3.0,0.5,72,12,55,5,n20-1,V|HC,,,,0
2,2,3.0,1.0,3.0,1.0,72,24,74,1,n17-1,,,,,0
2,2,3.0,1.0,3.0,1.0,72,24,71,1,n16-1,,,,,0
2,2,3.5,0.5,3.5,0.5,84,12,43,5,n21-1,,,,,0
3,3,4.0,0.75,4.0,0.75,96,18,76,1,n22-1,I,,,,0
3,3,4.5,0.5,4.5,0.5,108,12,48,5,n29-1,,,,,0
3,3,4.75,0.125,4.75,0.125,114,3,77,1,n23-1,,,,,0
3,3,4.875,0.125,4.875,0.125,117,3,79,1,n24-1,,,,,0
3,3,5.0,0.5,5.0,0.5,120,12,72,1,n25-1,,,,,0
3,3,5.0,0.5,5.0,0.5,120,12,52,5,n30-1,I6,,,,0
3,3,5.5,0.5,5.5,0.5,132,12,74,1,n27-1,,,,,0
3,3,5.5,0.5,5.5,0.5,132,12,71,1,n26-1,,,,,0
3,3,5.5,0.5,5.5,0.5,132,12,55,5,n31-1,V,,,,0
4,4,6.0,0.5,6.0,0.5,144,12,74,1,n32-1,,,,,0
4,4,6.0,0.5,6.0,0.5,144,12,60,5,n38-1,I(94),,,,0
4,4,6.0,0.5,6.0,0.5,144,12,77,1,n33-1,,,,,0
4,4,6.5,0.5,6.5,0.5,156,12,72,1,n34-1,,,,,0
4,4,6.5,0.5,6.5,0.5,156,12,76,1,n35-1,,,,,0
4,4,6.5,0.5,6.5,0.5,156,12,48,5,n39-1,I,,,,0
4,4,7.0,1.0,7.0,1.0,168,24,74,1,n37-1,,,,,0
4,4,7.0,0.5,7.0,0.5,168,12,55,5,n40-1,V|HC,,,,0
4,4,7.0,1.0,7.0,1.0,168,24,71,1,n36-1,,,,,0
4,4,7.5,0.5,7.5,0.5,180,12,43,5,n41-1,,,,,0
5,5,8.0,0.5,8.0,0.5,192,12,57,5,n47-1,IV6,,,,0
