xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,phraseend,phrase_type
14,14,39.0,1.0,39.0,1.0,480,12,59,6,n148-1,,,,,0
14,14,39.0,1.0,39.0,1.0,480,12,55,6,n147-1,I,,,,0
14,14,39.0,0.25,39.0,0.25,480,3,74,1,n134-1,,,,,0
14,14,39.25,0.25,39.25,0.25,483,3,76,1,n135-1,,,,,0
14,14,39.5,0.25,39.5,0.25,486,3,78,1,n136-1,,,,,0
14,14,39.75,0.25,39.75,0.25,489,3,79,1,n137-1,,,,,0
14,14,40.0,0.25,40.0,0.25,492,3,81,1,n138-1,,,,,0
14,14,40.25,0.25,40.25,0.25,495,3,83,1,n139-1,,,,,0
14,14,40.5,0.25,40.5,0.25,498,3,84,1,n140-1,,,,,0
14,14,40.75,0.25,40.75,0.25,501,3,86,1,n141-1,,,,,0
14,14,41.0,0.25,41.0,0.25,504,3,84,1,n142-1,,,,,0
14,14,41.0,1.0,41.0,1.0,504,12,55,6,n151-1,,,,,0
14,14,41.0,1.0,41.0,1.0,504,12,52,6,n150-1,IV6,,,,0
14,14,41.25,0.25,41.25,0.25,507,3,83,1,n143-1,,,,,0
14,14,41.5,0.25,41.5,0.25,510,3,81,1,n144-1,,,,,0
14,14,41.75,0.25,41.75,0.25,513,3,79,1,n145-1,,,,,0
15,15,42.0,0.25,42.0,0.25,516,3,78,1,n152-1,,,,,0
15,15,42.25,0.25,42.25,0.25,519,3,76,1,n153-1,,,,,0
15,15,42.5,0.25,42.5,0.25,522,3,74,1,n154-1,,,,,0
15,15,42.75,0.25,42.75,0.25,525,3,72,1,n155-1,,,,,0
15,15,43.0,2.0,43.0,2.0,528,24,50,6,n166-1,V(64),,,,0
15,15,43.0,0.25,43.0,0.25,528,3,71,1,n156-1,,,,,0
15,15,43.0,1.0,43.0,1.0,528,12,55,5,n164-1,,,,,0
15,15,43.25,0.25,43.25,0.25,531,3,74,1,n157-1,,,,,0
15,15,43.5,0.25,43.5,0.25,534,3,71,1,n158-1,,,,,0
15,15,43.75,0.25,43.75,0.25,537,3,67,1,n159-1,,,,,0
15,15,44.0,0.25,44.0,0.25,540,3,69,1,n160-1,,,,,0
15,15,44.0,1.0,44.0,1.0,540,12,60,5,n165-1,V7,,,,0
15,15,44.25,0.25,44.25,0.25,543,3,72,1,n161-1,,,,,0
15,15,44.5,0.25,44.5,0.25,546,3,69,1,n162-1,,,,,0
15,15,44.75,0.25,44.75,0.25,549,3,66,1,n163-1,,,,,0
16,16,45.0,1.0,45.0,1.0,552,12,55,6,n182-1,I|PAC},3.0,3/4,},3
16,16,45.0,1.0,45.0,1.0,552,12,67,1,n167-1,,,,,0
16,16,45.0,1.0,45.0,1.0,552,12,59,5,n175-1,,,,,0
16,16,46.5,0.5,46.5,0.5,570,6,31,5,n176-1,{,0.0,3/4,{,1
16,16,46.5,0.5,46.5,0.5,570,6,43,5,n177-1,,,,,0
16,16,46.5,0.25,46.5,0.25,570,3,55,1,n169-1,,,,,0
16,16,46.75,0.25,46.75,0.25,573,3,59,1,n170-1,,,,,0
16,16,47.0,0.5,47.0,0.5,576,6,33,5,n178-1,,,,,0
16,16,47.0,0.5,47.0,0.5,576,6,45,5,n179-1,,,,,0
16,16,47.0,0.25,47.0,0.25,576,3,57,1,n171-1,,,,,0
16,16,47.25,0.25,47.25,0.25,579,3,60,1,n172-1,,,,,0
16,16,47.5,0.25,47.5,0.25,582,3,59,1,n173-1,,,,,0
16,16,47.5,0.5,47.5,0.5,582,6,47,5,n181-1,,,,,0
16,16,47.5,0.5,47.5,0.5,582,6,35,5,n180-1,,,,,0
16,16,47.75,0.25,47.75,0.25,585,3,62,1,n174-1,,,,,0
17,17,48.0,1.0,48.0,1.0,588,12,36,5,n191-1,IV,,,,0
17,17,48.0,1.0,48.0,1.0,588,12,48,5,n192-1,,,,,0
17,17,48.0,1.0,48.0,1.0,588,12,60,1,n183-1,,,,,0
17,17,49.5,0.5,49.5,0.5,606,6,33,5,n194-1,ii,,,,0
17,17,49.5,0.5,49.5,0.5,606,6,45,5,n195-1,,,,,0
17,17,49.5,0.25,49.5,0.25,606,3,57,1,n185-1,,,,,0
17,17,49.75,0.25,49.75,0.25,609,3,60,1,n186-1,,,,,0
17,17,50.0,0.5,50.0,0.5,612,6,35,5,n196-1,,,,,0
17,17,50.0,0.5,50.0,0.5,612,6,47,5,n197-1,,,,,0
17,17,50.0,0.25,50.0,0.25,612,3,59,1,n187-1,,,,,0
17,17,50.25,0.25,50.25,0.25,615,3,62,1,n188-1,,,,,0
17,17,50.5,0.5,50.5,0.5,618,6,36,5,n198-1,,,,,0
17,17,50.5,0.25,50.5,0.25,618,3,60,1,n189-1,,,,,0
17,17,50.5,0.5,50.5,0.5,618,6,48,5,n199-1,,,,,0
17,17,50.75,0.25,50.75,0.25,621,3,64,1,n190-1,,,,,0
18,18,51.0,1.0,51.0,1.0,624,12,38,5,n208-1,V,,,,0
18,18,51.0,1.0,51.0,1.0,624,12,50,5,n209-1,,,,,0
18,18,51.0,1.0,51.0,1.0,624,12,62,1,n200-1,,,,,0
18,18,52.5,0.5,52.5,0.5,642,6,35,5,n211-1,I6,,,,0
18,18,52.5,0.5,52.5,0.5,642,6,47,5,n212-1,,,,,0
18,18,52.5,0.25,52.5,0.25,642,3,59,1,n202-1,,,,,0
18,18,52.75,0.25,52.75,0.25,645,3,62,1,n203-1,,,,,0
18,18,53.0,0.5,53.0,0.5,648,6,36,5,n213-1,,,,,0
18,18,53.0,0.5,53.0,0.5,648,6,48,5,n214-1,,,,,0
18,18,53.0,0.25,53.0,0.25,648,3,60,1,n204-1,,,,,0
18,18,53.25,0.25,53.25,0.25,651,3,64,1,n205-1,,,,,0
18,18,53.5,0.5,53.5,0.5,654,6,38,5,n215-1,viio6/IV,,,,0
18,18,53.5,0.5,53.5,0.5,654,6,50,5,n216-1,,,,,0
18,18,53.5,0.25,53.5,0.25,654,3,62,1,n206-1,,,,,0
18,18,53.75,0.25,53.75,0.25,657,3,65,1,n207-1,,,,,0
19,19,54.0,0.5,54.0,0.5,660,6,40,5,n229-1,IV6,,,,0
19,19,54.0,0.5,54.0,0.5,660,6,52,5,n230-1,,,,,0
19,19,54.0,0.25,54.0,0.25,660,3,64,1,n217-1,,,,,0
19,19,54.25,0.25,54.25,0.25,663,3,65,1,n218-1,,,,,0
19,19,54.5,0.5,54.5,0.5,666,6,38,5,n231-1,,,,,0
19,19,54.5,0.5,54.5,0.5,666,6,50,5,n232-1,,,,,0
19,19,54.5,0.25,54.5,0.25,666,3,62,1,n219-1,,,,,0
19,19,54.75,0.25,54.75,0.25,669,3,64,1,n220-1,,,,,0
19,19,55.0,0.5,55.0,0.5,672,6,36,5,n233-1,IV,,,,0
19,19,55.0,0.5,55.0,0.5,672,6,48,5,n234-1,,,,,0
19,19,55.0,0.25,55.0,0.25,672,3,60,1,n221-1,,,,,0
19,19,55.25,0.25,55.25,0.25,675,3,64,1,n222-1,,,,,0
19,19,55.5,0.25,55.5,0.25,678,3,62,1,n223-1,,,,,0
19,19,55.5,0.5,55.5,0.5,678,6,38,5,n235-1,,,,,0
19,19,55.5,0.5,55.5,0.5,678,6,50,5,n236-1,,,,,0
19,19,55.75,0.25,55.75,0.25,681,3,65,1,n224-1,,,,,0
19,19,56.0,0.25,56.0,0.25,684,3,64,1,n225-1,,,,,0
19,19,56.0,0.5,56.0,0.5,684,6,40,5,n237-1,IV6,,,,0
19,19,56.0,0.5,56.0,0.5,684,6,52,5,n238-1,,,,,0
19,19,56.25,0.25,56.25,0.25,687,3,67,1,n226-1,,,,,0
19,19,56.5,0.25,56.5,0.25,690,3,66,1,n227-1,,,,,0
19,19,56.5,0.5,56.5,0.5,690,6,54,5,n240-1,,,,,0
19,19,56.5,0.5,56.5,0.5,690,6,42,5,n239-1,viio,,,,0
19,19,56.75,0.25,56.75,0.25,693,3,69,1,n228-1,,,,,0
20,20,57.0,0.25,57.0,0.25,696,3,67,1,n241-1,,,,,0
20,20,57.0,0.5,57.0,0.5,696,6,55,5,n254-1,,,,,0
20,20,57.0,0.5,57.0,0.5,696,6,43,5,n253-1,I,,,,0
20,20,57.25,0.25,57.25,0.25,699,3,69,1,n242-1,,,,,0
20,20,57.5,0.5,57.5,0.5,702,6,42,5,n255-1,,,,,0
20,20,57.5,0.25,57.5,0.25,702,3,66,1,n243-1,,,,,0
20,20,57.5,0.5,57.5,0.5,702,6,54,5,n256-1,,,,,0
20,20,57.75,0.25,57.75,0.25,705,3,67,1,n244-1,,,,,0
20,20,58.0,0.25,58.0,0.25,708,3,64,1,n245-1,,,,,0
20,20,58.0,0.5,58.0,0.5,708,6,52,5,n258-1,,,,,0
20,20,58.0,0.5,58.0,0.5,708,6,40,5,n257-1,vi,,,,0
20,20,58.25,0.25,58.25,0.25,711,3,67,1,n246-1,,,,,0
20,20,58.5,0.5,58.5,0.5,714,6,42,5,n259-1,,,,,0
20,20,58.5,0.25,58.5,0.25,714,3,66,1,n247-1,,,,,0
20,20,58.5,0.5,58.5,0.5,714,6,54,5,n260-1,,,,,0
20,20,58.75,0.25,58.75,0.25,717,3,69,1,n248-1,,,,,0
20,20,59.0,0.5,59.0,0.5,720,6,55,5,n262-1,,,,,0
20,20,59.0,0.25,59.0,0.25,720,3,67,1,n249-1,,,,,0
20,20,59.0,0.5,59.0,0.5,720,6,43,5,n261-1,vi6,,,,0
20,20,59.25,0.25,59.25,0.25,723,3,71,1,n250-1,,,,,0
20,20,59.5,0.5,59.5,0.5,726,6,45,5,n263-1,,,,,0
20,20,59.5,0.5,59.5,0.5,726,6,57,5,n264-1,,,,,0
20,20,59.5,0.25,59.5,0.25,726,3,69,1,n251-1,,,,,0
20,20,59.75,0.25,59.75,0.25,729,3,72,1,n252-1,,,,,0
21,21,60.0,0.25,60.0,0.25,732,3,71,1,n265-1,,,,,0
21,21,60.0,0.5,60.0,0.5,732,6,47,5,n277-1,I6,,,,0
21,21,60.0,0.5,60.0,0.5,732,6,59,5,n278-1,,,,,0
21,21,60.25,0.25,60.25,0.25,735,3,72,1,n266-1,,,,,0
21,21,60.5,0.5,60.5,0.5,738,6,45,5,n279-1,,,,,0
21,21,60.5,0.5,60.5,0.5,738,6,57,5,n280-1,,,,,0
21,21,60.5,0.25,60.5,0.25,738,3,69,1,n267-1,,,,,0
21,21,60.75,0.25,60.75,0.25,741,3,71,1,n268-1,,,,,0
21,21,61.0,0.5,61.0,0.5,744,6,43,5,n281-1,I,,,,0
21,21,61.0,0.5,61.0,0.5,744,6,55,5,n282-1,,,,,0
21,21,61.0,0.25,61.0,0.25,744,3,67,1,n269-1,,,,,0
21,21,61.25,0.25,61.25,0.25,747,3,71,1,n270-1,,,,,0
21,21,61.5,0.5,61.5,0.5,750,6,57,5,n284-1,,,,,0
21,21,61.5,0.25,61.5,0.25,750,3,69,1,n271-1,,,,,0
21,21,61.5,0.5,61.5,0.5,750,6,45,5,n283-1,,,,,0
21,21,61.75,0.25,61.75,0.25,753,3,72,1,n272-1,,,,,0
21,21,62.0,0.5,62.0,0.5,756,6,47,5,n285-1,I6,,,,0
21,21,62.0,0.5,62.0,0.5,756,6,59,5,n286-1,,,,,0
21,21,62.0,0.25,62.0,0.25,756,3,71,1,n273-1,,,,,0
21,21,62.25,0.25,62.25,0.25,759,3,74,1,n274-1,,,,,0
21,21,62.5,0.25,62.5,0.25,762,3,73,1,n275-1,,,,,0
21,21,62.5,0.5,62.5,0.5,762,6,61,5,n288-1,,,,,0
21,21,62.5,0.5,62.5,0.5,762,6,49,5,n287-1,viio/V,,,,0
21,21,62.75,0.25,62.75,0.25,765,3,76,1,n276-1,,,,,0
22,22,63.0,1.0,63.0,1.0,768,12,74,1,n289-1,,,,,0
22,22,63.0,1.0,63.0,1.0,768,12,50,5,n292-1,V|HC},3.0,3/4,},3
22,22,63.0,1.0,63.0,1.0,768,12,62,5,n293-1,,,,,0
22,22,64.0,1.0,64.0,1.0,780,12,62,1,n290-1,,,,,0
22,22,64.0,1.0,64.0,1.0,780,12,50,5,n295-1,,,,,0
22,22,64.0,1.0,64.0,1.0,780,12,38,5,n294-1,,,,,0
23,23,66.0,0.5,66.0,0.5,804,6,66,5,n301-1,V.I6{,1.0,3/4,{,1
23,23,66.5,0.5,66.5,0.5,810,6,69,5,n302-1,,,,,0
23,23,66.5,1.0,66.5,1.0,810,12,81,1,n298-1,,,,,0
23,23,67.0,0.5,67.0,0.5,816,6,64,5,n303-1,V43,,,,0
23,23,67.5,0.5,67.5,0.5,822,6,69,5,n304-1,,,,,0
23,23,67.5,1.0,67.5,1.0,822,12,79,1,n299-1,,,,,0
23,23,68.0,0.5,68.0,0.5,828,6,62,5,n305-1,I(4),,,,0
23,23,68.5,0.5,68.5,0.5,834,6,69,5,n306-1,I,,,,0
23,23,68.5,1.0,68.5,1.0,834,12,78,1,n300-1,,,,,0
24,24,69.0,0.5,69.0,0.5,840,6,61,5,n311-1,V6(6),,,,0
24,24,69.5,1.0,69.5,1.0,846,12,76,1,n308-1,,,,,0
24,24,69.5,0.5,69.5,0.5,846,6,69,5,n312-1,V6,,,,0
24,24,70.0,0.5,70.0,0.5,852,6,59,5,n313-1,vi7(4),,,,0
24,24,70.5,1.0,70.5,1.0,858,12,74,1,n309-1,,,,,0
24,24,70.5,0.5,70.5,0.5,858,6,69,5,n314-1,vi7,,,,0
24,24,71.0,0.5,71.0,0.5,864,6,57,5,n315-1,V(4),,,,0
24,24,71.5,0.5,71.5,0.5,870,6,73,1,n310-1,,,,,0
24,24,71.5,0.5,71.5,0.5,870,6,69,5,n316-1,V,,,,0
25,25,72.0,0.5,72.0,0.5,876,6,59,5,n323-1,vi7(4),,,,0
25,25,72.0,0.25,72.0,0.25,876,3,76,1,n317-1,,,,,0
25,25,72.25,0.75,72.25,0.75,879,9,74,1,n318-1,vi7,,,,0
25,25,72.5,0.5,72.5,0.5,882,6,69,5,n324-1,,,,,0
25,25,73.0,0.5,73.0,0.5,888,6,61,5,n325-1,V6(6),,,,0
25,25,73.0,0.25,73.0,0.25,888,3,78,1,n319-1,,,,,0
25,25,73.25,0.75,73.25,0.75,891,9,76,1,n320-1,V6,,,,0
25,25,73.5,0.5,73.5,0.5,894,6,69,5,n326-1,,,,,0
25,25,74.0,0.5,74.0,0.5,900,6,62,5,n327-1,I(4),,,,0
25,25,74.0,0.25,74.0,0.25,900,3,79,1,n321-1,,,,,0
25,25,74.25,0.75,74.25,0.75,903,9,78,1,n322-1,I,,,,0
25,25,74.5,0.5,74.5,0.5,906,6,69,5,n328-1,,,,,0
26,26,75.0,0.5,75.0,0.5,912,6,64,5,n333-1,V43,,,,0
26,26,75.0,0.75,75.0,0.75,912,9,81,1,n329-1,,,,,0
26,26,75.5,0.5,75.5,0.5,918,6,69,5,n334-1,,,,,0
26,26,75.75,0.25,75.75,0.25,921,3,79,1,n330-1,,,,,0
26,26,76.0,0.5,76.0,0.5,924,6,61,5,n335-1,V6,,,,0
26,26,76.0,1.0,76.0,1.0,924,12,76,1,n331-1,,,,,0
26,26,76.5,0.5,76.5,0.5,930,6,69,5,n336-1,,,,,0
26,26,77.0,0.5,77.0,0.5,936,6,57,5,n337-1,V|HC,,,,0
26,26,77.5,0.5,77.5,0.5,942,6,69,5,n338-1,,,,,0
27,27,78.0,0.25,78.0,0.25,948,3,66,5,n348-1,I6,,,,0
27,27,78.25,0.25,78.25,0.25,951,3,69,5,n349-1,,,,,0
27,27,78.5,0.25,78.5,0.25,954,3,81,1,n340-1,,,,,0
27,27,78.5,0.25,78.5,0.25,954,3,66,5,n350-1,,,,,0
27,27,78.75,0.25,78.75,0.25,957,3,83,1,n341-1,,,,,0
27,27,78.75,0.25,78.75,0.25,957,3,69,5,n351-1,,,,,0
27,27,79.0,0.5,79.0,0.5,960,6,79,1,n342-1,,,,,0
27,27,79.0,0.25,79.0,0.25,960,3,64,5,n352-1,V43,,,,0
27,27,79.25,0.25,79.25,0.25,963,3,69,5,n353-1,,,,,0
27,27,79.5,0.25,79.5,0.25,966,3,64,5,n354-1,,,,,0
27,27,79.5,0.25,79.5,0.25,966,3,79,1,n343-1,,,,,0
27,27,79.75,0.25,79.75,0.25,969,3,69,5,n355-1,,,,,0
27,27,79.75,0.25,79.75,0.25,969,3,81,1,n344-1,,,,,0
27,27,80.0,0.25,80.0,0.25,972,3,62,5,n356-1,I,,,,0
27,27,80.0,0.5,80.0,0.5,972,6,78,1,n345-1,,,,,0
27,27,80.25,0.25,80.25,0.25,975,3,69,5,n357-1,,,,,0
27,27,80.5,0.25,80.5,0.25,978,3,78,1,n346-1,,,,,0
27,27,80.5,0.25,80.5,0.25,978,3,62,5,n358-1,,,,,0
27,27,80.75,0.25,80.75,0.25,981,3,79,1,n347-1,,,,,0
27,27,80.75,0.25,80.75,0.25,981,3,69,5,n359-1,,,,,0
28,28,81.0,0.25,81.0,0.25,984,3,61,5,n369-1,V6,,,,0
28,28,81.0,0.5,81.0,0.5,984,6,76,1,n360-1,,,,,0
28,28,81.25,0.25,81.25,0.25,987,3,69,5,n370-1,,,,,0
28,28,81.5,0.25,81.5,0.25,990,3,76,1,n361-1,,,,,0
28,28,81.5,0.25,81.5,0.25,990,3,61,5,n371-1,,,,,0
28,28,81.75,0.25,81.75,0.25,993,3,69,5,n372-1,,,,,0
28,28,81.75,0.25,81.75,0.25,993,3,78,1,n362-1,,,,,0
28,28,82.0,0.25,82.0,0.25,996,3,59,5,n373-1,vi7,,,,0
28,28,82.0,0.5,82.0,0.5,996,6,74,1,n363-1,,,,,0
28,28,82.25,0.25,82.25,0.25,999,3,69,5,n374-1,,,,,0
28,28,82.5,0.25,82.5,0.25,1002,3,74,1,n364-1,,,,,0
28,28,82.5,0.25,82.5,0.25,1002,3,59,5,n375-1,,,,,0
28,28,82.75,0.25,82.75,0.25,1005,3,69,5,n376-1,,,,,0
28,28,82.75,0.25,82.75,0.25,1005,3,76,1,n365-1,,,,,0
28,28,83.0,0.25,83.0,0.25,1008,3,57,5,n377-1,V,,,,0
28,28,83.0,0.5,83.0,0.5,1008,6,73,1,n366-1,,,,,0
28,28,83.25,0.25,83.25,0.25,1011,3,69,5,n378-1,,,,,0
