onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
40.0,2.0,40.0,2.0,162,8,79,1,n209-1,21,21,,,,,,,,,,,
40.0,0.25,40.0,0.25,162,1,51,5,n213-1,21,21,2.0,2/4,ii6,Eb,V,ii6,,ii,,,m
40.0,1.0,40.0,1.0,162,4,67,2,n210-1,21,21,,,,,,,,,,,
40.25,0.25,40.25,0.25,163,1,60,5,n214-1,21,21,,,,,,,,,,,
40.5,0.25,40.5,0.25,164,1,55,5,n215-1,21,21,,,,,,,,,,,
40.75,0.25,40.75,0.25,165,1,60,5,n216-1,21,21,,,,,,,,,,,
41.0,0.25,41.0,0.25,166,1,51,5,n217-1,21,21,,,,,,,,,,,
41.25,0.25,41.25,0.25,167,1,60,5,n218-1,21,21,,,,,,,,,,,
41.5,0.25,41.5,0.25,168,1,55,5,n219-1,21,21,,,,,,,,,,,
41.75,0.25,41.75,0.25,169,1,60,5,n220-1,21,21,,,,,,,,,,,
42.0,0.0,42.0,0.0,170,0,79,1,n221-1,22,22,,,,,,,,,,,
42.0,0.25,42.0,0.25,170,1,53,5,n229-1,22,22,1.0,2/4,V(64),Eb,V,V(64),,V,,,M
42.0,0.5,42.0,0.5,170,2,77,1,n222-1,22,22,,,,,,,,,,,
42.25,0.25,42.25,0.25,171,1,62,5,n230-1,22,22,,,,,,,,,,,
42.5,0.25,42.5,0.25,172,1,75,1,n223-1,22,22,,,,,,,,,,,
42.5,0.25,42.5,0.25,172,1,58,5,n231-1,22,22,,,,,,,,,,,
42.75,0.25,42.75,0.25,173,1,62,5,n232-1,22,22,,,,,,,,,,,
42.75,0.25,42.75,0.25,173,1,74,1,n224-1,22,22,,,,,,,,,,,
43.0,0.25,43.0,0.25,174,1,53,5,n233-1,22,22,1.0,2/4,V7,Eb,V,V7,,V,,,Mm7
43.0,0.5,43.0,0.5,174,2,72,1,n226-1,22,22,,,,,,,,,,,
43.0,0.0,43.0,0.0,174,0,74,1,n225-1,22,22,,,,,,,,,,,
43.25,0.25,43.25,0.25,175,1,63,5,n234-1,22,22,,,,,,,,,,,
43.5,0.25,43.5,0.25,176,1,60,5,n235-1,22,22,,,,,,,,,,,
43.5,0.25,43.5,0.25,176,1,70,1,n227-1,22,22,,,,,,,,,,,
43.75,0.25,43.75,0.25,177,1,63,5,n236-1,22,22,,,,,,,,,,,
43.75,0.25,43.75,0.25,177,1,69,1,n228-1,22,22,,,,,,,,,,,
44.0,1.0,44.0,1.0,178,4,62,5,n246-1,23,23,,,,,,,,,,,
44.0,0.25,44.0,0.25,178,1,72,1,n237-1,23,23,,,,,,,,,,,
44.0,1.0,44.0,1.0,178,4,58,5,n245-1,23,23,2.0,2/4,I|PAC},Eb,V,I,,I,PAC,},M
44.25,0.25,44.25,0.25,179,1,70,1,n238-1,23,23,,,,,,,,,,,
44.5,0.25,44.5,0.25,180,1,74,1,n239-1,23,23,,,,,,,,,,,
44.75,0.25,44.75,0.25,181,1,72,1,n240-1,23,23,,,,,,,,,,,
45.0,0.25,45.0,0.25,182,1,75,1,n241-1,23,23,,,,,,,,,,,
45.25,0.25,45.25,0.25,183,1,74,1,n242-1,23,23,,,,,,,,,,,
45.5,0.25,45.5,0.25,184,1,77,1,n243-1,23,23,,,,,,,,,,,
45.75,0.25,45.75,0.25,185,1,75,1,n244-1,23,23,,,,,,,,,,,
46.0,0.5,46.0,0.5,186,2,79,1,n248-1,24,24,2.0,2/4,I6{,Eb,V,I6,,I,,{,M
46.5,1.0,46.5,1.0,188,4,77,1,n249-1,24,24,,,,,,,,,,,
47.0,1.0,47.0,1.0,190,4,62,5,n252-1,24,24,,,,,,,,,,,
47.0,1.0,47.0,1.0,190,4,65,5,n253-1,24,24,,,,,,,,,,,
47.5,0.5,47.5,0.5,192,2,74,1,n250-1,24,24,,,,,,,,,,,
48.0,0.5,48.0,0.5,194,2,71,1,n254-1,25,25,1.5,2/4,ii6(#72),Eb,V,ii6(#72),,ii,,,m
48.5,1.0,48.5,1.0,196,4,74,1,n255-1,25,25,,,,,,,,,,,
49.0,1.0,49.0,1.0,198,4,67,5,n259-1,25,25,,,,,,,,,,,
49.0,1.0,49.0,1.0,198,4,63,5,n258-1,25,25,,,,,,,,,,,
49.5,0.5,49.5,0.5,200,2,72,1,n256-1,25,25,0.5,2/4,ii6,Eb,V,ii6,,ii,,,m
50.0,0.5,50.0,0.5,202,2,78,1,n260-1,26,26,1.5,2/4,V(9),Eb,V,V(9),,V,,,M
50.5,1.0,50.5,1.0,204,4,79,1,n261-1,26,26,,,,,,,,,,,
51.0,1.0,51.0,1.0,206,4,65,5,n264-1,26,26,,,,,,,,,,,
51.0,1.0,51.0,1.0,206,4,69,5,n265-1,26,26,,,,,,,,,,,
51.5,0.5,51.5,0.5,208,2,75,1,n262-1,26,26,0.5,2/4,V7,Eb,V,V7,,V,,,Mm7
52.0,0.5,52.0,0.5,210,2,73,1,n266-1,27,27,1.5,2/4,vi(6),Eb,V,vi(6),,vi,,,m
52.5,1.0,52.5,1.0,212,4,75,1,n267-1,27,27,,,,,,,,,,,
53.0,1.0,53.0,1.0,214,4,70,5,n271-1,27,27,,,,,,,,,,,
53.0,1.0,53.0,1.0,214,4,67,5,n270-1,27,27,,,,,,,,,,,
53.5,0.5,53.5,0.5,216,2,74,1,n268-1,27,27,0.5,2/4,vi,Eb,V,vi,,vi,,,m
54.0,1.0,54.0,1.0,218,4,70,2,n273-1,28,28,,,,,,,,,,,
54.0,1.0,54.0,1.0,218,4,74,2,n274-1,28,28,,,,,,,,,,,
54.0,0.25,54.0,0.25,218,1,50,5,n276-1,28,28,2.0,2/4,I6,Eb,V,I6,,I,,,M
54.0,1.0,54.0,1.0,218,4,77,2,n275-1,28,28,,,,,,,,,,,
54.0,2.0,54.0,2.0,218,8,82,1,n272-1,28,28,,,,,,,,,,,
54.25,0.25,54.25,0.25,219,1,58,5,n277-1,28,28,,,,,,,,,,,
54.5,0.25,54.5,0.25,220,1,53,5,n278-1,28,28,,,,,,,,,,,
54.75,0.25,54.75,0.25,221,1,58,5,n279-1,28,28,,,,,,,,,,,
55.0,0.25,55.0,0.25,222,1,50,5,n280-1,28,28,,,,,,,,,,,
55.25,0.25,55.25,0.25,223,1,58,5,n281-1,28,28,,,,,,,,,,,
55.5,0.25,55.5,0.25,224,1,53,5,n282-1,28,28,,,,,,,,,,,
55.75,0.25,55.75,0.25,225,1,58,5,n283-1,28,28,,,,,,,,,,,
56.0,0.25,56.0,0.25,226,1,51,5,n288-1,29,29,2.0,2/4,ii6,Eb,V,ii6,,ii,,,m
56.0,1.0,56.0,1.0,226,4,67,2,n285-1,29,29,,,,,,,,,,,
56.0,1.0,56.0,1.0,226,4,72,2,n286-1,29,29,,,,,,,,,,,
56.0,1.0,56.0,1.0,226,4,75,2,n287-1,29,29,,,,,,,,,,,
56.0,2.0,56.0,2.0,226,8,79,1,n284-1,29,29,,,,,,,,,,,
56.25,0.25,56.25,0.25,227,1,60,5,n289-1,29,29,,,,,,,,,,,
56.5,0.25,56.5,0.25,228,1,55,5,n290-1,29,29,,,,,,,,,,,
56.75,0.25,56.75,0.25,229,1,60,5,n291-1,29,29,,,,,,,,,,,
57.0,0.25,57.0,0.25,230,1,51,5,n292-1,29,29,,,,,,,,,,,
57.25,0.25,57.25,0.25,231,1,60,5,n293-1,29,29,,,,,,,,,,,
57.5,0.25,57.5,0.25,232,1,55,5,n294-1,29,29,,,,,,,,,,,
57.75,0.25,57.75,0.25,233,1,60,5,n295-1,29,29,,,,,,,,,,,
58.0,0.25,58.0,0.25,234,1,53,5,n304-1,30,30,1.0,2/4,V(64),Eb,V,V(64),,V,,,M
58.0,0.5,58.0,0.5,234,2,77,1,n297-1,30,30,,,,,,,,,,,
58.0,0.0,58.0,0.0,234,0,79,1,n296-1,30,30,,,,,,,,,,,
58.25,0.25,58.25,0.25,235,1,62,5,n305-1,30,30,,,,,,,,,,,
58.5,0.25,58.5,0.25,236,1,58,5,n306-1,30,30,,,,,,,,,,,
58.5,0.25,58.5,0.25,236,1,75,1,n298-1,30,30,,,,,,,,,,,
58.75,0.25,58.75,0.25,237,1,62,5,n307-1,30,30,,,,,,,,,,,
58.75,0.25,58.75,0.25,237,1,74,1,n299-1,30,30,,,,,,,,,,,
59.0,0.5,59.0,0.5,238,2,72,1,n301-1,30,30,,,,,,,,,,,
59.0,0.25,59.0,0.25,238,1,53,5,n308-1,30,30,1.0,2/4,V7,Eb,V,V7,,V,,,Mm7
59.0,0.0,59.0,0.0,238,0,74,1,n300-1,30,30,,,,,,,,,,,
59.25,0.25,59.25,0.25,239,1,63,5,n309-1,30,30,,,,,,,,,,,
59.5,0.25,59.5,0.25,240,1,60,5,n310-1,30,30,,,,,,,,,,,
59.5,0.25,59.5,0.25,240,1,70,1,n302-1,30,30,,,,,,,,,,,
59.75,0.25,59.75,0.25,241,1,63,5,n311-1,30,30,,,,,,,,,,,
59.75,0.25,59.75,0.25,241,1,69,1,n303-1,30,30,,,,,,,,,,,
60.0,1.0,60.0,1.0,242,4,62,5,n321-1,31,31,,,,,,,,,,,
60.0,0.5,60.0,0.5,242,2,70,1,n313-1,31,31,,,,,,,,,,,
60.0,0.0,60.0,0.0,242,0,69,1,n312-1,31,31,,,,,,,,,,,
60.0,1.0,60.0,1.0,242,4,55,5,n320-1,31,31,2.0,2/4,vi|DC,Eb,V,vi,,vi,DC,,m
60.5,0.25,60.5,0.25,244,1,72,1,n314-1,31,31,,,,,,,,,,,
60.75,0.25,60.75,0.25,245,1,74,1,n315-1,31,31,,,,,,,,,,,
61.0,0.25,61.0,0.25,246,1,75,1,n316-1,31,31,,,,,,,,,,,
61.25,0.25,61.25,0.25,247,1,77,1,n317-1,31,31,,,,,,,,,,,
61.5,0.25,61.5,0.25,248,1,79,1,n318-1,31,31,,,,,,,,,,,
61.75,0.25,61.75,0.25,249,1,81,1,n319-1,31,31,,,,,,,,,,,
62.0,0.25,62.0,0.25,250,1,82,1,n323-1,32,32,,,,,,,,,,,
