onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
14.0,0.5,7.0,0.25,30,1,72,1,n36-1,5,5,,,,,,,,,,,
14.5,0.5,7.25,0.25,31,1,73,1,n37-1,5,5,,,,,,,,,,,
15.0,0.5,7.5,0.25,32,1,74,1,n39-1,6,6,,,,,,,,,,,
15.0,1.0,7.5,0.5,32,2,70,5,n45-1,6,6,1.5,3/8,IV,F,I,IV,,IV,,,M
15.5,0.5,7.75,0.25,33,1,76,1,n40-1,6,6,,,,,,,,,,,
16.0,0.5,8.0,0.25,34,1,77,1,n41-1,6,6,,,,,,,,,,,
16.5,0.5,8.25,0.25,35,1,74,1,n42-1,6,6,,,,,,,,,,,
17.0,0.5,8.5,0.25,36,1,67,1,n43-1,6,6,,,,,,,,,,,
17.5,0.5,8.75,0.25,37,1,69,1,n44-1,6,6,,,,,,,,,,,
18.0,0.5,9.0,0.25,38,1,70,1,n47-1,7,7,,,,,,,,,,,
18.0,1.0,9.0,0.5,38,2,55,5,n53-1,7,7,0.5,3/8,ii,F,I,ii,,ii,,,m
18.5,0.5,9.25,0.25,39,1,72,1,n48-1,7,7,,,,,,,,,,,
19.0,1.0,9.5,0.5,40,2,58,5,n54-1,7,7,0.5,3/8,ii6,F,I,ii6,,ii,,,m
19.0,0.5,9.5,0.25,40,1,74,1,n49-1,7,7,,,,,,,,,,,
19.5,0.5,9.75,0.25,41,1,70,1,n50-1,7,7,,,,,,,,,,,
20.0,0.5,10.0,0.25,42,1,62,1,n51-1,7,7,,,,,,,,,,,
20.0,1.0,10.0,0.5,42,2,59,5,n55-1,7,7,0.5,3/8,viio/V,F,I,viio/V,,vii,,,o
20.5,0.5,10.25,0.25,43,1,65,1,n52-1,7,7,,,,,,,,,,,
21.0,0.5,10.5,0.25,44,1,64,1,n56-1,8,8,,,,,,,,,,,
21.0,1.0,10.5,0.5,44,2,60,5,n62-1,8,8,1.0,3/8,V|HC},F,I,V,,V,HC,},M
21.5,0.5,10.75,0.25,45,1,65,1,n57-1,8,8,,,,,,,,,,,
22.0,0.5,11.0,0.25,46,1,67,1,n58-1,8,8,,,,,,,,,,,
22.5,0.5,11.25,0.25,47,1,64,1,n59-1,8,8,,,,,,,,,,,
23.0,0.5,11.5,0.25,48,1,72,1,n60-1,8,8,2.0,3/8,I{,F,I,I,,I,,{,M
23.5,0.5,11.75,0.25,49,1,69,1,n61-1,8,8,,,,,,,,,,,
24.0,1.0,12.0,0.5,50,2,65,1,n65-1,9,9,,,,,,,,,,,
25.0,1.0,12.5,0.5,52,2,65,1,n66-1,9,9,,,,,,,,,,,
26.0,1.0,13.0,0.5,54,2,65,1,n67-1,9,9,,,,,,,,,,,
27.0,1.0,13.5,0.5,56,2,70,1,n70-1,10,10,,,,,,,,,,,
27.0,1.0,13.5,0.5,56,2,55,5,n72-1,10,10,1.5,3/8,V43,F,I,V43,,V,,,Mm7
27.0,1.0,13.5,0.5,56,2,60,5,n73-1,10,10,,,,,,,,,,,
27.0,0.0,13.5,0.0,56,0,64,1,n69-1,10,10,,,,,,,,,,,
30.0,1.0,15.0,0.5,62,2,69,1,n76-1,11,11,,,,,,,,,,,
30.0,0.0,15.0,0.0,62,0,65,1,n75-1,11,11,,,,,,,,,,,
30.0,1.0,15.0,0.5,62,2,60,5,n79-1,11,11,,,,,,,,,,,
30.0,1.0,15.0,0.5,62,2,53,5,n78-1,11,11,1.5,3/8,I,F,I,I,,I,,,M
33.0,1.0,16.5,0.5,68,2,58,5,n84-1,12,12,1.5,3/8,V2,F,I,V2,,V,,,Mm7
33.0,0.0,16.5,0.0,68,0,64,1,n81-1,12,12,,,,,,,,,,,
33.0,1.0,16.5,0.5,68,2,67,1,n82-1,12,12,,,,,,,,,,,
33.0,1.0,16.5,0.5,68,2,60,5,n85-1,12,12,,,,,,,,,,,
36.0,3.0,18.0,1.5,74,6,57,5,n94-1,13,13,,,,,,,,,,,
36.0,0.5,18.0,0.25,74,1,65,1,n87-1,13,13,,,,,,,,,,,
36.0,3.0,18.0,1.5,74,6,45,5,n93-1,13,13,1.5,3/8,I6,F,I,I6,,I,,,M
36.5,0.5,18.25,0.25,75,1,67,1,n88-1,13,13,,,,,,,,,,,
37.0,0.5,18.5,0.25,76,1,69,1,n89-1,13,13,,,,,,,,,,,
37.5,0.5,18.75,0.25,77,1,70,1,n90-1,13,13,,,,,,,,,,,
38.0,0.5,19.0,0.25,78,1,72,1,n91-1,13,13,,,,,,,,,,,
38.5,0.5,19.25,0.25,79,1,73,1,n92-1,13,13,,,,,,,,,,,
39.0,1.0,19.5,0.5,80,2,58,5,n102-1,14,14,,,,,,,,,,,
39.0,1.0,19.5,0.5,80,2,46,5,n101-1,14,14,1.5,3/8,IV,F,I,IV,,IV,,,M
39.0,0.5,19.5,0.25,80,1,74,1,n95-1,14,14,,,,,,,,,,,
39.5,0.5,19.75,0.25,81,1,76,1,n96-1,14,14,,,,,,,,,,,
40.0,0.5,20.0,0.25,82,1,77,1,n97-1,14,14,,,,,,,,,,,
40.5,0.5,20.25,0.25,83,1,79,1,n98-1,14,14,,,,,,,,,,,
41.0,0.5,20.5,0.25,84,1,81,1,n99-1,14,14,,,,,,,,,,,
41.5,0.5,20.75,0.25,85,1,82,1,n100-1,14,14,,,,,,,,,,,
42.0,1.0,21.0,0.5,86,2,84,1,n104-1,15,15,1.0,3/8,V(64),F,I,V(64),,V,,,M
43.0,1.0,21.5,0.5,88,2,69,1,n105-1,15,15,,,,,,,,,,,
43.0,1.0,21.5,0.5,88,2,60,5,n110-1,15,15,,,,,,,,,,,
43.0,1.0,21.5,0.5,88,2,77,1,n106-1,15,15,,,,,,,,,,,
44.0,1.0,22.0,0.5,90,2,76,1,n108-1,15,15,,,,,,,,,,,
44.0,1.0,22.0,0.5,90,2,67,1,n107-1,15,15,,,,,,,,,,,
44.0,1.0,22.0,0.5,90,2,48,5,n111-1,15,15,0.5,3/8,V,F,I,V,,V,,,M
45.0,2.0,22.5,1.0,92,4,77,1,n113-1,16,16,,,,,,,,,,,
45.0,1.0,22.5,0.5,92,2,53,5,n115-1,16,16,1.5,3/8,I[I|PAC},F,I,I,,I,PAC,},M
45.0,2.0,22.5,1.0,92,4,69,1,n112-1,16,16,,,,,,,,,,,
46.0,1.0,23.0,0.5,94,2,41,5,n116-1,16,16,,,,,,,,,,,
47.0,1.0,23.5,0.5,96,2,41,5,n117-1,16,16,,,,,,,,,,,
48.0,1.0,24.0,0.5,98,2,70,1,n119-1,17,17,,,,,,,,,,,
48.0,1.0,24.0,0.5,98,2,62,1,n118-1,17,17,,,,,,,,,,,
48.0,1.0,24.0,0.5,98,2,41,5,n124-1,17,17,2.0,3/8,ii6{,F,I,ii6,,ii,,{,m
49.0,1.0,24.5,0.5,100,2,60,1,n120-1,17,17,,,,,,,,,,,
49.0,1.0,24.5,0.5,100,2,69,1,n121-1,17,17,,,,,,,,,,,
49.0,1.0,24.5,0.5,100,2,41,5,n125-1,17,17,,,,,,,,,,,
50.0,1.0,25.0,0.5,102,2,41,5,n126-1,17,17,,,,,,,,,,,
50.0,1.0,25.0,0.5,102,2,67,1,n123-1,17,17,,,,,,,,,,,
50.0,1.0,25.0,0.5,102,2,58,1,n122-1,17,17,,,,,,,,,,,
51.0,1.0,25.5,0.5,104,2,58,1,n127-1,18,18,,,,,,,,,,,
51.0,1.0,25.5,0.5,104,2,67,1,n128-1,18,18,,,,,,,,,,,
51.0,1.0,25.5,0.5,104,2,41,5,n133-1,18,18,,,,,,,,,,,
52.0,1.0,26.0,0.5,106,2,41,5,n134-1,18,18,1.5,3/8,I,F,I,I,,I,,,M
52.0,1.0,26.0,0.5,106,2,65,1,n130-1,18,18,,,,,,,,,,,
52.0,1.0,26.0,0.5,106,2,57,1,n129-1,18,18,,,,,,,,,,,
53.0,1.0,26.5,0.5,108,2,57,1,n131-1,18,18,,,,,,,,,,,
53.0,1.0,26.5,0.5,108,2,41,5,n135-1,18,18,,,,,,,,,,,
53.0,1.0,26.5,0.5,108,2,65,1,n132-1,18,18,,,,,,,,,,,
54.0,1.0,27.0,0.5,110,2,41,5,n142-1,19,19,,,,,,,,,,,
54.0,1.0,27.0,0.5,110,2,57,1,n136-1,19,19,,,,,,,,,,,
54.0,1.0,27.0,0.5,110,2,65,1,n137-1,19,19,,,,,,,,,,,
55.0,1.0,27.5,0.5,112,2,41,5,n143-1,19,19,1.0,3/8,viio6,F,I,viio6,,vii,,,o
55.0,1.0,27.5,0.5,112,2,58,1,n138-1,19,19,,,,,,,,,,,
55.0,1.0,27.5,0.5,112,2,67,1,n139-1,19,19,,,,,,,,,,,
56.0,1.0,28.0,0.5,114,2,41,5,n144-1,19,19,,,,,,,,,,,
56.0,1.0,28.0,0.5,114,2,55,1,n140-1,19,19,,,,,,,,,,,
56.0,1.0,28.0,0.5,114,2,64,1,n141-1,19,19,,,,,,,,,,,
57.0,1.0,28.5,0.5,116,2,65,1,n146-1,20,20,,,,,,,,,,,
57.0,1.0,28.5,0.5,116,2,57,1,n145-1,20,20,,,,,,,,,,,
57.0,1.0,28.5,0.5,116,2,41,5,n148-1,20,20,1.5,3/8,I,F,I,I,,I,,,M
58.0,1.0,29.0,0.5,118,2,53,5,n149-1,20,20,,,,,,,,,,,
59.0,1.0,29.5,0.5,120,2,53,5,n150-1,20,20,,,,,,,,,,,
60.0,1.0,30.0,0.5,122,2,74,1,n152-1,21,21,,,,,,,,,,,
60.0,1.0,30.0,0.5,122,2,70,1,n151-1,21,21,,,,,,,,,,,
60.0,1.0,30.0,0.5,122,2,53,5,n157-1,21,21,2.0,3/8,ii,F,I,ii,,ii,,,m
61.0,1.0,30.5,0.5,124,2,72,1,n154-1,21,21,,,,,,,,,,,
61.0,1.0,30.5,0.5,124,2,69,1,n153-1,21,21,,,,,,,,,,,
61.0,1.0,30.5,0.5,124,2,53,5,n158-1,21,21,,,,,,,,,,,
62.0,1.0,31.0,0.5,126,2,67,1,n155-1,21,21,,,,,,,,,,,
62.0,1.0,31.0,0.5,126,2,70,1,n156-1,21,21,,,,,,,,,,,
62.0,1.0,31.0,0.5,126,2,53,5,n159-1,21,21,,,,,,,,,,,
63.0,1.0,31.5,0.5,128,2,67,1,n160-1,22,22,,,,,,,,,,,
63.0,1.0,31.5,0.5,128,2,70,1,n161-1,22,22,,,,,,,,,,,
63.0,1.0,31.5,0.5,128,2,53,5,n166-1,22,22,,,,,,,,,,,
64.0,1.0,32.0,0.5,130,2,65,1,n162-1,22,22,,,,,,,,,,,
64.0,1.0,32.0,0.5,130,2,53,5,n167-1,22,22,1.5,3/8,I,F,I,I,,I,,,M
64.0,1.0,32.0,0.5,130,2,69,1,n163-1,22,22,,,,,,,,,,,
65.0,1.0,32.5,0.5,132,2,65,1,n164-1,22,22,,,,,,,,,,,
65.0,1.0,32.5,0.5,132,2,69,1,n165-1,22,22,,,,,,,,,,,
65.0,1.0,32.5,0.5,132,2,53,5,n168-1,22,22,,,,,,,,,,,
66.0,1.0,33.0,0.5,134,2,53,5,n175-1,23,23,,,,,,,,,,,
66.0,1.0,33.0,0.5,134,2,65,1,n169-1,23,23,,,,,,,,,,,
66.0,1.0,33.0,0.5,134,2,69,1,n170-1,23,23,,,,,,,,,,,
67.0,1.0,33.5,0.5,136,2,53,5,n176-1,23,23,1.0,3/8,viio,F,I,viio,,vii,,,o
67.0,1.0,33.5,0.5,136,2,67,1,n171-1,23,23,,,,,,,,,,,
67.0,1.0,33.5,0.5,136,2,70,1,n172-1,23,23,,,,,,,,,,,
68.0,1.0,34.0,0.5,138,2,64,1,n173-1,23,23,,,,,,,,,,,
68.0,1.0,34.0,0.5,138,2,53,5,n177-1,23,23,,,,,,,,,,,
68.0,1.0,34.0,0.5,138,2,67,1,n174-1,23,23,,,,,,,,,,,
69.0,1.0,34.5,0.5,140,2,69,1,n179-1,24,24,,,,,,,,,,,
69.0,1.0,34.5,0.5,140,2,65,1,n178-1,24,24,,,,,,,,,,,
69.0,1.0,34.5,0.5,140,2,53,5,n181-1,24,24,1.5,3/8,I},F,I,I,,I,,},M
70.0,1.0,35.0,0.5,142,2,53,5,n182-1,24,24,,,,,,,,,,,
71.0,1.0,35.5,0.5,144,2,53,5,n183-1,24,24,,,,,,,,,,,
72.0,1.0,36.0,0.5,146,2,65,5,n189-1,25,25,1.5,3/8,V.ii6]{,F,V,ii6,,ii,,{,m
72.5,0.5,36.25,0.25,147,1,69,1,n185-1,25,25,,,,,,,,,,,
73.0,0.5,36.5,0.25,148,1,74,1,n186-1,25,25,,,,,,,,,,,
73.5,0.5,36.75,0.25,149,1,77,1,n187-1,25,25,,,,,,,,,,,
74.0,1.0,37.0,0.5,150,2,81,1,n188-1,25,25,,,,,,,,,,,
74.5,0.5,37.25,0.25,151,1,65,5,n192-1,25,25,,,,,,,,,,,
75.0,1.0,37.5,0.5,152,2,64,5,n198-1,26,26,1.5,3/8,I6,F,V,I6,,I,,,M
75.5,0.5,37.75,0.25,153,1,67,1,n194-1,26,26,,,,,,,,,,,
76.0,0.5,38.0,0.25,154,1,72,1,n195-1,26,26,,,,,,,,,,,
76.5,0.5,38.25,0.25,155,1,76,1,n196-1,26,26,,,,,,,,,,,
77.0,1.0,38.5,0.5,156,2,79,1,n197-1,26,26,,,,,,,,,,,
77.5,0.5,38.75,0.25,157,1,64,5,n201-1,26,26,,,,,,,,,,,
78.0,1.0,39.0,0.5,158,2,62,5,n207-1,27,27,1.5,3/8,viio6,F,V,viio6,,vii,,,o
78.5,0.5,39.25,0.25,159,1,65,1,n203-1,27,27,,,,,,,,,,,
79.0,0.5,39.5,0.25,160,1,71,1,n204-1,27,27,,,,,,,,,,,
79.5,0.5,39.75,0.25,161,1,74,1,n205-1,27,27,,,,,,,,,,,
80.0,1.0,40.0,0.5,162,2,77,1,n206-1,27,27,,,,,,,,,,,
80.5,0.5,40.25,0.25,163,1,62,5,n210-1,27,27,,,,,,,,,,,
81.0,1.0,40.5,0.5,164,2,60,5,n216-1,28,28,1.5,3/8,I,F,V,I,,I,,,M
81.5,0.5,40.75,0.25,165,1,64,1,n212-1,28,28,,,,,,,,,,,
82.0,0.5,41.0,0.25,166,1,67,1,n213-1,28,28,,,,,,,,,,,
82.5,0.5,41.25,0.25,167,1,72,1,n214-1,28,28,,,,,,,,,,,
83.0,1.0,41.5,0.5,168,2,76,1,n215-1,28,28,,,,,,,,,,,
83.5,0.5,41.75,0.25,169,1,60,5,n219-1,28,28,,,,,,,,,,,
84.0,2.0,42.0,1.0,170,4,65,5,n226-1,29,29,4.0,3/8,ii6,F,V,ii6,,ii,,,m
84.5,0.5,42.25,0.25,171,1,69,1,n221-1,29,29,,,,,,,,,,,
85.0,0.5,42.5,0.25,172,1,74,1,n222-1,29,29,,,,,,,,,,,
85.5,0.5,42.75,0.25,173,1,73,1,n223-1,29,29,,,,,,,,,,,
86.0,0.5,43.0,0.25,174,1,76,1,n224-1,29,29,,,,,,,,,,,
86.5,0.5,43.25,0.25,175,1,74,1,n225-1,29,29,,,,,,,,,,,
87.0,0.5,43.5,0.25,176,1,77,1,n228-1,30,30,,,,,,,,,,,
87.5,0.5,43.75,0.25,177,1,76,1,n229-1,30,30,,,,,,,,,,,
88.0,0.5,44.0,0.25,178,1,79,1,n230-1,30,30,,,,,,,,,,,
88.5,0.5,44.25,0.25,179,1,77,1,n231-1,30,30,,,,,,,,,,,
89.0,0.5,44.5,0.25,180,1,81,1,n232-1,30,30,,,,,,,,,,,
89.5,0.5,44.75,0.25,181,1,80,1,n233-1,30,30,,,,,,,,,,,
90.0,1.0,45.0,0.5,182,2,81,1,n235-1,31,31,,,,,,,,,,,
92.0,1.0,46.0,0.5,186,2,54,5,n240-1,31,31,0.5,3/8,vii%7/V,F,V,vii%7/V,,vii,,,%7
92.0,1.0,46.0,0.5,186,2,64,1,n237-1,31,31,,,,,,,,,,,
92.0,1.0,46.0,0.5,186,2,72,1,n238-1,31,31,,,,,,,,,,,
93.0,1.0,46.5,0.5,188,2,71,1,n242-1,32,32,,,,,,,,,,,
93.0,1.0,46.5,0.5,188,2,62,1,n241-1,32,32,,,,,,,,,,,
93.0,1.0,46.5,0.5,188,2,55,5,n245-1,32,32,2.5,3/8,V|HC},F,V,V,,V,HC,},M
95.0,1.0,47.5,0.5,192,2,42,5,n247-1,32,32,,,,,,,,,,,
96.0,1.0,48.0,0.5,194,2,43,5,n251-1,33,33,,,,,,,,,,,
98.0,1.0,49.0,0.5,198,2,66,5,n253-1,33,33,0.5,3/8,vii%7/V,F,V,vii%7/V,,vii,,,%7
98.0,1.0,49.0,0.5,198,2,84,1,n250-1,33,33,,,,,,,,,,,
98.0,1.0,49.0,0.5,198,2,76,1,n249-1,33,33,,,,,,,,,,,
99.0,1.0,49.5,0.5,200,2,67,5,n258-1,34,34,2.5,3/8,V,F,V,V,,V,,,M
99.0,1.0,49.5,0.5,200,2,83,1,n255-1,34,34,,,,,,,,,,,
99.0,1.0,49.5,0.5,200,2,74,1,n254-1,34,34,,,,,,,,,,,
101.0,1.0,50.5,0.5,204,2,78,5,n260-1,34,34,,,,,,,,,,,
102.0,1.0,51.0,0.5,206,2,79,5,n264-1,35,35,,,,,,,,,,,
104.0,1.0,52.0,0.5,210,2,72,1,n263-1,35,35,,,,,,,,,,,
104.0,1.0,52.0,0.5,210,2,64,1,n262-1,35,35,,,,,,,,,,,
104.0,1.0,52.0,0.5,210,2,54,5,n266-1,35,35,0.5,3/8,vii%7/V,F,V,vii%7/V,,vii,,,%7
105.0,1.0,52.5,0.5,212,2,55,5,n271-1,36,36,3.0,3/8,V,F,V,V,,V,,,M
105.0,1.0,52.5,0.5,212,2,62,1,n267-1,36,36,,,,,,,,,,,
105.0,1.0,52.5,0.5,212,2,71,1,n268-1,36,36,,,,,,,,,,,
107.0,1.0,53.5,0.5,216,2,42,5,n273-1,36,36,,,,,,,,,,,
108.0,1.0,54.0,0.5,218,2,43,5,n275-1,37,37,,,,,,,,,,,
111.0,1.5,55.5,0.75,224,3,77,1,n278-1,38,38,1.5,3/8,V7{,F,V,V7,,V,,{,Mm7
112.5,0.5,56.25,0.25,227,1,77,1,n279-1,38,38,,,,,,,,,,,
113.0,1.0,56.5,0.5,228,2,77,1,n280-1,38,38,,,,,,,,,,,
114.0,0.0,57.0,0.0,230,0,79,1,n283-1,39,39,,,,,,,,,,,
114.0,0.0,57.0,0.0,230,0,77,1,n282-1,39,39,1.5,3/8,V7(9),F,V,V7(9),,V,,,Mm7
114.0,1.5,57.0,0.75,230,3,81,1,n284-1,39,39,,,,,,,,,,,
115.5,0.5,57.75,0.25,233,1,79,1,n285-1,39,39,,,,,,,,,,,
116.0,1.0,58.0,0.5,234,2,77,1,n286-1,39,39,,,,,,,,,,,
117.0,1.5,58.5,0.75,236,3,77,1,n288-1,40,40,1.5,3/8,V7,F,V,V7,,V,,,Mm7
118.5,0.5,59.25,0.25,239,1,77,1,n289-1,40,40,,,,,,,,,,,
119.0,1.0,59.5,0.5,240,2,77,1,n290-1,40,40,,,,,,,,,,,
120.0,1.5,60.0,0.75,242,3,81,1,n294-1,41,41,,,,,,,,,,,
120.0,0.0,60.0,0.0,242,0,77,1,n292-1,41,41,1.5,3/8,V7(9),F,V,V7(9),,V,,,Mm7
120.0,0.0,60.0,0.0,242,0,79,1,n293-1,41,41,,,,,,,,,,,
121.5,0.5,60.75,0.25,245,1,79,1,n295-1,41,41,,,,,,,,,,,
122.0,1.0,61.0,0.5,246,2,77,1,n296-1,41,41,,,,,,,,,,,
123.0,0.5,61.5,0.25,248,1,60,5,n301-1,42,42,1.5,3/8,I,F,V,I,,I,,,M
123.0,1.0,61.5,0.5,248,2,76,1,n298-1,42,42,,,,,,,,,,,
123.5,0.5,61.75,0.25,249,1,67,5,n302-1,42,42,,,,,,,,,,,
124.0,0.5,62.0,0.25,250,1,64,5,n303-1,42,42,,,,,,,,,,,
124.5,0.5,62.25,0.25,251,1,67,5,n304-1,42,42,,,,,,,,,,,
125.0,0.5,62.5,0.25,252,1,60,5,n305-1,42,42,,,,,,,,,,,
125.0,1.0,62.5,0.5,252,2,76,1,n300-1,42,42,,,,,,,,,,,
125.5,0.5,62.75,0.25,253,1,67,5,n306-1,42,42,,,,,,,,,,,
126.0,0.5,63.0,0.25,254,1,59,5,n309-1,43,43,1.5,3/8,V65,F,V,V65,,V,,,Mm7
126.0,2.0,63.0,1.0,254,4,79,1,n307-1,43,43,,,,,,,,,,,
126.5,0.5,63.25,0.25,255,1,67,5,n310-1,43,43,,,,,,,,,,,
127.0,0.5,63.5,0.25,256,1,62,5,n311-1,43,43,,,,,,,,,,,
127.5,0.5,63.75,0.25,257,1,67,5,n312-1,43,43,,,,,,,,,,,
128.0,0.5,64.0,0.25,258,1,59,5,n313-1,43,43,,,,,,,,,,,
128.0,1.0,64.0,0.5,258,2,77,1,n308-1,43,43,,,,,,,,,,,
128.5,0.5,64.25,0.25,259,1,67,5,n314-1,43,43,,,,,,,,,,,
129.0,1.0,64.5,0.5,260,2,76,1,n315-1,44,44,,,,,,,,,,,
129.0,0.5,64.5,0.25,260,1,60,5,n318-1,44,44,1.5,3/8,I,F,V,I,,I,,,M
129.5,0.5,64.75,0.25,261,1,67,5,n319-1,44,44,,,,,,,,,,,
130.0,0.5,65.0,0.25,262,1,64,5,n320-1,44,44,,,,,,,,,,,
130.5,0.5,65.25,0.25,263,1,67,5,n321-1,44,44,,,,,,,,,,,
131.0,1.0,65.5,0.5,264,2,76,1,n317-1,44,44,,,,,,,,,,,
131.0,0.5,65.5,0.25,264,1,60,5,n322-1,44,44,,,,,,,,,,,
131.5,0.5,65.75,0.25,265,1,67,5,n323-1,44,44,,,,,,,,,,,
132.0,0.5,66.0,0.25,266,1,59,5,n326-1,45,45,1.5,3/8,V65,F,V,V65,,V,,,Mm7
132.0,2.0,66.0,1.0,266,4,79,1,n324-1,45,45,,,,,,,,,,,
132.5,0.5,66.25,0.25,267,1,67,5,n327-1,45,45,,,,,,,,,,,
133.0,0.5,66.5,0.25,268,1,62,5,n328-1,45,45,,,,,,,,,,,
133.5,0.5,66.75,0.25,269,1,67,5,n329-1,45,45,,,,,,,,,,,
134.0,1.0,67.0,0.5,270,2,77,1,n325-1,45,45,,,,,,,,,,,
134.0,0.5,67.0,0.25,270,1,59,5,n330-1,45,45,,,,,,,,,,,
134.5,0.5,67.25,0.25,271,1,67,5,n331-1,45,45,,,,,,,,,,,
135.0,0.5,67.5,0.25,272,1,60,5,n335-1,46,46,1.5,3/8,I,F,V,I,,I,,,M
135.0,1.0,67.5,0.5,272,2,76,1,n332-1,46,46,,,,,,,,,,,
135.5,0.5,67.75,0.25,273,1,64,5,n336-1,46,46,,,,,,,,,,,
136.0,0.5,68.0,0.25,274,1,67,5,n337-1,46,46,,,,,,,,,,,
136.5,0.5,68.25,0.25,275,1,72,5,n338-1,46,46,,,,,,,,,,,
137.0,0.5,68.5,0.25,276,1,71,5,n339-1,46,46,,,,,,,,,,,
137.0,1.0,68.5,0.5,276,2,76,1,n334-1,46,46,,,,,,,,,,,
137.5,0.5,68.75,0.25,277,1,72,5,n340-1,46,46,,,,,,,,,,,
138.0,2.0,69.0,1.0,278,4,72,5,n345-1,47,47,,,,,,,,,,,
138.0,1.0,69.0,0.5,278,2,79,1,n341-1,47,47,,,,,,,,,,,
138.0,2.0,69.0,1.0,278,4,69,5,n344-1,47,47,1.0,3/8,IV6,F,V,IV6,,IV,,,M
139.0,1.0,69.5,0.5,280,2,77,1,n342-1,47,47,,,,,,,,,,,
140.0,1.0,70.0,0.5,282,2,71,5,n347-1,47,47,,,,,,,,,,,
140.0,1.0,70.0,0.5,282,2,76,1,n343-1,47,47,,,,,,,,,,,
140.0,1.0,70.0,0.5,282,2,67,5,n346-1,47,47,0.5,3/8,iii6,F,V,iii6,,iii,,,m
141.0,2.0,70.5,1.0,284,4,65,5,n351-1,48,48,1.0,3/8,ii6,F,V,ii6,,ii,,,m
141.0,2.0,70.5,1.0,284,4,69,5,n352-1,48,48,,,,,,,,,,,
141.0,1.0,70.5,0.5,284,2,76,1,n348-1,48,48,,,,,,,,,,,
142.0,1.0,71.0,0.5,286,2,74,1,n349-1,48,48,,,,,,,,,,,
143.0,1.0,71.5,0.5,288,2,66,5,n353-1,48,48,0.5,3/8,viio/V,F,V,viio/V,,vii,,,o
143.0,1.0,71.5,0.5,288,2,72,1,n350-1,48,48,,,,,,,,,,,
144.0,1.0,72.0,0.5,290,2,67,5,n357-1,49,49,1.0,3/8,V(4)},F,V,V(4),,V,,},M
144.0,1.5,72.0,0.75,290,3,72,1,n354-1,49,49,,,,,,,,,,,
145.5,0.5,72.75,0.25,293,1,74,1,n355-1,49,49,,,,,,,,,,,
146.0,1.0,73.0,0.5,294,2,71,1,n356-1,49,49,0.5,3/8,V|HC,F,V,V,,V,HC,,M
147.0,1.5,73.5,0.75,296,3,77,1,n360-1,50,50,,,,,,,,,,,
147.0,1.5,73.5,0.75,296,3,62,5,n363-1,50,50,6.0,3/8,ii{,F,V,ii,,ii,,{,m
148.5,0.5,74.25,0.25,299,1,62,5,n364-1,50,50,,,,,,,,,,,
148.5,0.5,74.25,0.25,299,1,77,1,n361-1,50,50,,,,,,,,,,,
149.0,1.0,74.5,0.5,300,2,62,5,n365-1,50,50,,,,,,,,,,,
