xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,phraseend,phrase_type
0,0,-1.0,0.5,-0.5,0.25,0,1,84,1,n1-1,F.I{,2.0,3/8,{,1
0,0,-0.5,0.5,-0.25,0.25,1,1,81,1,n2-1,,,,,0
1,1,0.0,1.0,0.0,0.5,2,2,77,1,n4-1,,,,,0
1,1,1.0,1.0,0.5,0.5,4,2,77,1,n5-1,,,,,0
1,1,2.0,1.0,1.0,0.5,6,2,77,1,n6-1,,,,,0
2,2,3.0,1.0,1.5,0.5,8,2,67,5,n12-1,V43,,,,0
2,2,3.0,1.0,1.5,0.5,8,2,72,5,n13-1,,,,,0
2,2,3.0,0.0,1.5,0.0,8,0,76,1,n8-1,,,,,0
2,2,3.0,1.0,1.5,0.5,8,2,82,1,n9-1,,,,,0
3,3,6.0,1.0,3.0,0.5,14,2,81,1,n17-1,,,,,0
3,3,6.0,0.0,3.0,0.0,14,0,77,1,n16-1,,,,,0
3,3,6.0,1.0,3.0,0.5,14,2,72,5,n21-1,,,,,0
3,3,6.0,1.0,3.0,0.5,14,2,65,5,n20-1,I,,,,0
4,4,9.0,1.0,4.5,0.5,20,2,79,1,n25-1,,,,,0
4,4,9.0,1.0,4.5,0.5,20,2,72,5,n29-1,,,,,0
4,4,9.0,1.0,4.5,0.5,20,2,70,5,n28-1,V2,,,,0
4,4,9.0,0.0,4.5,0.0,20,0,76,1,n24-1,,,,,0
5,5,12.0,0.5,6.0,0.25,26,1,77,1,n32-1,,,,,0
5,5,12.0,3.0,6.0,1.5,26,6,69,5,n38-1,I6,,,,0
5,5,12.5,0.5,6.25,0.25,27,1,79,1,n33-1,,,,,0
5,5,13.0,0.5,6.5,0.25,28,1,81,1,n34-1,,,,,0
5,5,13.5,0.5,6.75,0.25,29,1,77,1,n35-1,,,,,0
5,5,14.0,0.5,7.0,0.25,30,1,72,1,n36-1,,,,,0
5,5,14.5,0.5,7.25,0.25,31,1,73,1,n37-1,,,,,0
6,6,15.0,0.5,7.5,0.25,32,1,74,1,n39-1,,,,,0
6,6,15.0,1.0,7.5,0.5,32,2,70,5,n45-1,IV,,,,0
6,6,15.5,0.5,7.75,0.25,33,1,76,1,n40-1,,,,,0
6,6,16.0,0.5,8.0,0.25,34,1,77,1,n41-1,,,,,0
6,6,16.5,0.5,8.25,0.25,35,1,74,1,n42-1,,,,,0
6,6,17.0,0.5,8.5,0.25,36,1,67,1,n43-1,,,,,0
6,6,17.5,0.5,8.75,0.25,37,1,69,1,n44-1,,,,,0
7,7,18.0,0.5,9.0,0.25,38,1,70,1,n47-1,,,,,0
7,7,18.0,1.0,9.0,0.5,38,2,55,5,n53-1,ii,,,,0
7,7,18.5,0.5,9.25,0.25,39,1,72,1,n48-1,,,,,0
7,7,19.0,1.0,9.5,0.5,40,2,58,5,n54-1,ii6,,,,0
7,7,19.0,0.5,9.5,0.25,40,1,74,1,n49-1,,,,,0
7,7,19.5,0.5,9.75,0.25,41,1,70,1,n50-1,,,,,0
7,7,20.0,0.5,10.0,0.25,42,1,62,1,n51-1,,,,,0
7,7,20.0,1.0,10.0,0.5,42,2,59,5,n55-1,viio/V,,,,0
7,7,20.5,0.5,10.25,0.25,43,1,65,1,n52-1,,,,,0
8,8,21.0,0.5,10.5,0.25,44,1,64,1,n56-1,,,,,0
8,8,21.0,1.0,10.5,0.5,44,2,60,5,n62-1,V|HC},1.0,3/8,},3
8,8,21.5,0.5,10.75,0.25,45,1,65,1,n57-1,,,,,0
8,8,22.0,0.5,11.0,0.25,46,1,67,1,n58-1,,,,,0
8,8,22.5,0.5,11.25,0.25,47,1,64,1,n59-1,,,,,0
8,8,23.0,0.5,11.5,0.25,48,1,72,1,n60-1,I{,2.0,3/8,{,1
8,8,23.5,0.5,11.75,0.25,49,1,69,1,n61-1,,,,,0
9,9,24.0,1.0,12.0,0.5,50,2,65,1,n65-1,,,,,0
9,9,25.0,1.0,12.5,0.5,52,2,65,1,n66-1,,,,,0
9,9,26.0,1.0,13.0,0.5,54,2,65,1,n67-1,,,,,0
10,10,27.0,1.0,13.5,0.5,56,2,70,1,n70-1,,,,,0
10,10,27.0,1.0,13.5,0.5,56,2,55,5,n72-1,V43,,,,0
10,10,27.0,1.0,13.5,0.5,56,2,60,5,n73-1,,,,,0
10,10,27.0,0.0,13.5,0.0,56,0,64,1,n69-1,,,,,0
11,11,30.0,1.0,15.0,0.5,62,2,69,1,n76-1,,,,,0
11,11,30.0,0.0,15.0,0.0,62,0,65,1,n75-1,,,,,0
11,11,30.0,1.0,15.0,0.5,62,2,60,5,n79-1,,,,,0
11,11,30.0,1.0,15.0,0.5,62,2,53,5,n78-1,I,,,,0
12,12,33.0,1.0,16.5,0.5,68,2,58,5,n84-1,V2,,,,0
12,12,33.0,0.0,16.5,0.0,68,0,64,1,n81-1,,,,,0
12,12,33.0,1.0,16.5,0.5,68,2,67,1,n82-1,,,,,0
12,12,33.0,1.0,16.5,0.5,68,2,60,5,n85-1,,,,,0
13,13,36.0,3.0,18.0,1.5,74,6,57,5,n94-1,,,,,0
13,13,36.0,0.5,18.0,0.25,74,1,65,1,n87-1,,,,,0
13,13,36.0,3.0,18.0,1.5,74,6,45,5,n93-1,I6,,,,0
13,13,36.5,0.5,18.25,0.25,75,1,67,1,n88-1,,,,,0
13,13,37.0,0.5,18.5,0.25,76,1,69,1,n89-1,,,,,0
13,13,37.5,0.5,18.75,0.25,77,1,70,1,n90-1,,,,,0
13,13,38.0,0.5,19.0,0.25,78,1,72,1,n91-1,,,,,0
13,13,38.5,0.5,19.25,0.25,79,1,73,1,n92-1,,,,,0
14,14,39.0,1.0,19.5,0.5,80,2,58,5,n102-1,,,,,0
14,14,39.0,1.0,19.5,0.5,80,2,46,5,n101-1,IV,,,,0
14,14,39.0,0.5,19.5,0.25,80,1,74,1,n95-1,,,,,0
14,14,39.5,0.5,19.75,0.25,81,1,76,1,n96-1,,,,,0
14,14,40.0,0.5,20.0,0.25,82,1,77,1,n97-1,,,,,0
14,14,40.5,0.5,20.25,0.25,83,1,79,1,n98-1,,,,,0
14,14,41.0,0.5,20.5,0.25,84,1,81,1,n99-1,,,,,0
14,14,41.5,0.5,20.75,0.25,85,1,82,1,n100-1,,,,,0
15,15,42.0,1.0,21.0,0.5,86,2,84,1,n104-1,V(64),,,,0
15,15,43.0,1.0,21.5,0.5,88,2,69,1,n105-1,,,,,0
15,15,43.0,1.0,21.5,0.5,88,2,60,5,n110-1,,,,,0
15,15,43.0,1.0,21.5,0.5,88,2,77,1,n106-1,,,,,0
15,15,44.0,1.0,22.0,0.5,90,2,76,1,n108-1,,,,,0
15,15,44.0,1.0,22.0,0.5,90,2,67,1,n107-1,,,,,0
15,15,44.0,1.0,22.0,0.5,90,2,48,5,n111-1,V,,,,0
16,16,45.0,2.0,22.5,1.0,92,4,77,1,n113-1,,,,,0
16,16,45.0,1.0,22.5,0.5,92,2,53,5,n115-1,I[I|PAC},1.5,3/8,},3
16,16,45.0,2.0,22.5,1.0,92,4,69,1,n112-1,,,,,0
16,16,46.0,1.0,23.0,0.5,94,2,41,5,n116-1,,,,,0
16,16,47.0,1.0,23.5,0.5,96,2,41,5,n117-1,,,,,0
17,17,48.0,1.0,24.0,0.5,98,2,70,1,n119-1,,,,,0
17,17,48.0,1.0,24.0,0.5,98,2,62,1,n118-1,,,,,0
17,17,48.0,1.0,24.0,0.5,98,2,41,5,n124-1,ii6{,2.0,3/8,{,1
17,17,49.0,1.0,24.5,0.5,100,2,60,1,n120-1,,,,,0
17,17,49.0,1.0,24.5,0.5,100,2,69,1,n121-1,,,,,0
17,17,49.0,1.0,24.5,0.5,100,2,41,5,n125-1,,,,,0
17,17,50.0,1.0,25.0,0.5,102,2,41,5,n126-1,,,,,0
17,17,50.0,1.0,25.0,0.5,102,2,67,1,n123-1,,,,,0
17,17,50.0,1.0,25.0,0.5,102,2,58,1,n122-1,,,,,0
18,18,51.0,1.0,25.5,0.5,104,2,58,1,n127-1,,,,,0
18,18,51.0,1.0,25.5,0.5,104,2,67,1,n128-1,,,,,0
18,18,51.0,1.0,25.5,0.5,104,2,41,5,n133-1,,,,,0
18,18,52.0,1.0,26.0,0.5,106,2,41,5,n134-1,I,,,,0
18,18,52.0,1.0,26.0,0.5,106,2,65,1,n130-1,,,,,0
18,18,52.0,1.0,26.0,0.5,106,2,57,1,n129-1,,,,,0
18,18,53.0,1.0,26.5,0.5,108,2,57,1,n131-1,,,,,0
18,18,53.0,1.0,26.5,0.5,108,2,41,5,n135-1,,,,,0
