onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,volta,label,alt_label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
0.0,0.5,0.0,1.0,0,24,69,5,n3-1,1,1,2.0,2/2,,F.I6{,,F,I,I6,,I,,{,M
0.0,1.0,0.0,2.0,0,48,77,1,n1-1,1,1,,,,,,,,,,,,,
0.5,0.5,1.0,1.0,24,24,72,5,n4-1,1,1,,,,,,,,,,,,,
1.0,0.5,2.0,1.0,48,24,65,5,n5-1,1,1,2.0,2/2,,I,,F,I,I,,I,,,M
1.0,1.0,2.0,2.0,48,48,81,1,n2-1,1,1,,,,,,,,,,,,,
1.5,0.5,3.0,1.0,72,24,72,5,n6-1,1,1,,,,,,,,,,,,,
2.0,0.5,4.0,1.0,96,24,70,5,n13-1,2,2,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
2.0,0.25,4.0,0.5,96,12,81,1,n7-1,2,2,,,,,,,,,,,,,
2.25,0.25,4.5,0.5,108,12,79,1,n8-1,2,2,,,,,,,,,,,,,
2.5,0.25,5.0,0.5,120,12,79,1,n9-1,2,2,,,,,,,,,,,,,
2.5,0.5,5.0,1.0,120,24,72,5,n14-1,2,2,,,,,,,,,,,,,
2.75,0.25,5.5,0.5,132,12,76,1,n10-1,2,2,,,,,,,,,,,,,
3.0,0.5,6.0,1.0,144,24,69,5,n15-1,2,2,2.0,2/2,,I6,,F,I,I6,,I,,,M
3.0,0.75,6.0,1.5,144,36,77,1,n11-1,2,2,,,,,,,,,,,,,
3.5,0.5,7.0,1.0,168,24,72,5,n16-1,2,2,,,,,,,,,,,,,
3.75,0.25,7.5,0.5,180,12,81,1,n12-1,2,2,,,,,,,,,,,,,
4.0,0.5,8.0,1.0,192,24,70,5,n23-1,3,3,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
4.0,0.25,8.0,0.5,192,12,81,1,n17-1,3,3,,,,,,,,,,,,,
4.25,0.25,8.5,0.5,204,12,79,1,n18-1,3,3,,,,,,,,,,,,,
4.5,0.25,9.0,0.5,216,12,79,1,n19-1,3,3,,,,,,,,,,,,,
4.5,0.5,9.0,1.0,216,24,72,5,n24-1,3,3,,,,,,,,,,,,,
4.75,0.25,9.5,0.5,228,12,76,1,n20-1,3,3,,,,,,,,,,,,,
5.0,0.5,10.0,1.0,240,24,69,5,n25-1,3,3,2.0,2/2,,I6,,F,I,I6,,I,,,M
5.0,0.75,10.0,1.5,240,36,77,1,n21-1,3,3,,,,,,,,,,,,,
5.5,0.5,11.0,1.0,264,24,72,5,n26-1,3,3,,,,,,,,,,,,,
5.75,0.25,11.5,0.5,276,12,81,1,n22-1,3,3,,,,,,,,,,,,,
6.0,0.5,12.0,1.0,288,24,67,6,n36-1,4,4,1.0,2/2,,V43,,F,I,V43,,V,,,Mm7
6.0,2.0,12.0,4.0,288,96,72,5,n35-1,4,4,,,,,,,,,,,,,
6.0,0.25,12.0,0.5,288,12,84,1,n27-1,4,4,,,,,,,,,,,,,
6.25,0.25,12.5,0.5,300,12,82,1,n28-1,4,4,,,,,,,,,,,,,
6.5,0.25,13.0,0.5,312,12,82,1,n29-1,4,4,,,,,,,,,,,,,
6.5,0.5,13.0,1.0,312,24,64,6,n37-1,4,4,1.0,2/2,,V65,,F,I,V65,,V,,,Mm7
6.75,0.25,13.5,0.5,324,12,79,1,n30-1,4,4,,,,,,,,,,,,,
7.0,0.5,14.0,1.0,336,24,65,6,n38-1,4,4,1.0,2/2,,I,,F,I,I,,I,,,M
7.0,0.25,14.0,0.5,336,12,82,1,n31-1,4,4,,,,,,,,,,,,,
7.25,0.25,14.5,0.5,348,12,81,1,n32-1,4,4,,,,,,,,,,,,,
7.5,0.5,15.0,1.0,360,24,69,6,n39-1,4,4,1.0,2/2,,I6,,F,I,I6,,I,,,M
7.5,0.25,15.0,0.5,360,12,81,1,n33-1,4,4,,,,,,,,,,,,,
7.75,0.25,15.5,0.5,372,12,77,1,n34-1,4,4,,,,,,,,,,,,,
8.0,0.5,16.0,1.0,384,24,70,5,n44-1,5,5,2.0,2/2,,IV,,F,I,IV,,IV,,,M
8.0,0.75,16.0,1.5,384,36,74,1,n40-1,5,5,,,,,,,,,,,,,
8.5,0.5,17.0,1.0,408,24,58,5,n45-1,5,5,,,,,,,,,,,,,
8.75,0.25,17.5,0.5,420,12,76,1,n41-1,5,5,,,,,,,,,,,,,
9.0,0.5,18.0,1.0,432,24,62,5,n46-1,5,5,1.0,2/2,,vi,IV6,F,I,vi,,vi,,,m
9.0,0.5,18.0,1.0,432,24,77,1,n42-1,5,5,,,,,,,,,,,,,
9.5,0.5,19.0,1.0,456,24,59,6,n48-1,5,5,1.0,2/2,,V65/V,,F,I,V65/V,,V,,,Mm7
9.5,1.0,19.0,2.0,456,48,65,5,n47-1,5,5,,,,,,,,,,,,,
9.5,0.5,19.0,1.0,456,24,79,1,n43-1,5,5,,,,,,,,,,,,,
10.0,1.5,20.0,3.0,480,72,60,6,n59-1,6,6,1.0,2/2,,V(4)},,F,I,V(4),,V,,},M
10.0,1.25,20.0,2.5,480,60,72,1,n49-1,6,6,,,,,,,,,,,,,
10.5,0.25,21.0,0.5,504,12,64,5,n55-1,6,6,3.0,2/2,,V,,F,I,V,,V,,,M
10.75,0.25,21.5,0.5,516,12,62,5,n56-1,6,6,,,,,,,,,,,,,
11.0,0.5,22.0,1.0,528,24,64,5,n57-1,6,6,0.0,2/2,,|HC,,F,I,,,,HC,,
11.25,0.25,22.5,0.5,540,12,73,1,n51-1,6,6,,,,,,,,,,,,,
11.5,0.25,23.0,0.5,552,12,74,1,n52-1,6,6,,,,,,,,,,,,,
11.75,0.25,23.5,0.5,564,12,76,1,n53-1,6,6,,,,,,,,,,,,,
12.0,0.5,24.0,1.0,576,24,69,5,n64-1,7,7,2.0,2/2,,I6{,,F,I,I6,,I,,{,M
12.0,1.0,24.0,2.0,576,48,77,1,n62-1,7,7,,,,,,,,,,,,,
12.5,0.5,25.0,1.0,600,24,72,5,n65-1,7,7,,,,,,,,,,,,,
13.0,0.5,26.0,1.0,624,24,65,5,n66-1,7,7,2.0,2/2,,I,,F,I,I,,I,,,M
13.0,1.0,26.0,2.0,624,48,81,1,n63-1,7,7,,,,,,,,,,,,,
13.5,0.5,27.0,1.0,648,24,72,5,n67-1,7,7,,,,,,,,,,,,,
14.0,0.25,28.0,0.5,672,12,81,1,n68-1,8,8,,,,,,,,,,,,,
14.0,0.5,28.0,1.0,672,24,70,5,n74-1,8,8,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
14.25,0.25,28.5,0.5,684,12,79,1,n69-1,8,8,,,,,,,,,,,,,
14.5,0.5,29.0,1.0,696,24,72,5,n75-1,8,8,,,,,,,,,,,,,
14.5,0.25,29.0,0.5,696,12,79,1,n70-1,8,8,,,,,,,,,,,,,
14.75,0.25,29.5,0.5,708,12,76,1,n71-1,8,8,,,,,,,,,,,,,
15.0,0.5,30.0,1.0,720,24,69,5,n76-1,8,8,2.0,2/2,,I6,,F,I,I6,,I,,,M
15.0,0.75,30.0,1.5,720,36,77,1,n72-1,8,8,,,,,,,,,,,,,
15.5,0.5,31.0,1.0,744,24,72,5,n77-1,8,8,,,,,,,,,,,,,
15.75,0.25,31.5,0.5,756,12,81,1,n73-1,8,8,,,,,,,,,,,,,
16.0,0.25,32.0,0.5,768,12,81,1,n78-1,9,9,,,,,,,,,,,,,
16.0,0.5,32.0,1.0,768,24,70,5,n84-1,9,9,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
16.25,0.25,32.5,0.5,780,12,79,1,n79-1,9,9,,,,,,,,,,,,,
16.5,0.5,33.0,1.0,792,24,72,5,n85-1,9,9,,,,,,,,,,,,,
16.5,0.25,33.0,0.5,792,12,79,1,n80-1,9,9,,,,,,,,,,,,,
16.75,0.25,33.5,0.5,804,12,76,1,n81-1,9,9,,,,,,,,,,,,,
17.0,0.5,34.0,1.0,816,24,69,5,n86-1,9,9,2.0,2/2,,I6,,F,I,I6,,I,,,M
17.0,0.75,34.0,1.5,816,36,77,1,n82-1,9,9,,,,,,,,,,,,,
17.5,0.5,35.0,1.0,840,24,72,5,n87-1,9,9,,,,,,,,,,,,,
17.75,0.25,35.5,0.5,852,12,81,1,n83-1,9,9,,,,,,,,,,,,,
18.0,0.25,36.0,0.5,864,12,84,1,n88-1,10,10,,,,,,,,,,,,,
18.0,1.5,36.0,3.0,864,72,72,5,n96-1,10,10,,,,,,,,,,,,,
18.0,0.5,36.0,1.0,864,24,67,6,n98-1,10,10,1.0,2/2,,V43,,F,I,V43,,V,,,Mm7
18.25,0.25,36.5,0.5,876,12,82,1,n89-1,10,10,,,,,,,,,,,,,
18.5,0.5,37.0,1.0,888,24,64,6,n99-1,10,10,1.0,2/2,,V65,,F,I,V65,,V,,,Mm7
18.5,0.25,37.0,0.5,888,12,82,1,n90-1,10,10,,,,,,,,,,,,,
18.75,0.25,37.5,0.5,900,12,79,1,n91-1,10,10,,,,,,,,,,,,,
19.0,0.5,38.0,1.0,912,24,65,6,n100-1,10,10,1.0,2/2,,I,,F,I,I,,I,,,M
19.0,0.25,38.0,0.5,912,12,82,1,n92-1,10,10,,,,,,,,,,,,,
19.25,0.25,38.5,0.5,924,12,81,1,n93-1,10,10,,,,,,,,,,,,,
19.5,0.25,39.0,0.5,936,12,81,1,n94-1,10,10,,,,,,,,,,,,,
19.5,0.5,39.0,1.0,936,24,62,6,n101-1,10,10,1.0,2/2,,vi,,F,I,vi,,vi,,,m
19.75,0.25,39.5,0.5,948,12,77,1,n95-1,10,10,,,,,,,,,,,,,
20.0,1.0,40.0,2.0,960,48,58,6,n110-1,11,11,1.5,2/2,,IV,,F,I,IV,,IV,,,M
20.0,0.75,40.0,1.5,960,36,74,1,n102-1,11,11,,,,,,,,,,,,,
20.5,0.5,41.0,1.0,984,24,70,5,n107-1,11,11,,,,,,,,,,,,,
20.75,0.25,41.5,0.5,996,12,79,1,n103-1,11,11,0.5,2/2,,ii6,,F,I,ii6,,ii,,,m
21.0,0.5,42.0,1.0,1008,24,77,1,n104-1,11,11,,,,,,,,,,,,,
21.0,1.0,42.0,2.0,1008,48,60,6,n111-1,11,11,1.0,2/2,,V(64),,F,I,V(64),,V,,,M
21.0,0.5,42.0,1.0,1008,24,69,5,n108-1,11,11,,,,,,,,,,,,,
21.5,0.5,43.0,1.0,1032,24,76,1,n106-1,11,11,,,,,,,,,,,,,
21.5,0.5,43.0,1.0,1032,24,70,1,n105-1,11,11,,,,,,,,,,,,,
21.5,0.5,43.0,1.0,1032,24,67,5,n109-1,11,11,1.0,2/2,,V7,,F,I,V7,,V,,,Mm7
22.0,0.5,44.0,1.0,1056,24,65,5,n117-1,12,12,2.0,2/2,,I(74)},,F,I,I(74),,I,,},M
22.0,1.0,44.0,2.0,1056,48,70,1,n112-1,12,12,,,,,,,,,,,,,
22.0,1.0,44.0,2.0,1056,48,76,1,n113-1,12,12,,,,,,,,,,,,,
22.5,0.5,45.0,1.0,1080,24,60,5,n118-1,12,12,,,,,,,,,,,,,
23.0,0.5,46.0,1.0,1104,24,53,5,n119-1,12,12,2.0,2/2,,I|PAC,,F,I,I,,I,PAC,,M
23.0,0.5,46.0,1.0,1104,24,69,1,n114-1,12,12,,,,,,,,,,,,,
23.0,0.5,46.0,1.0,1104,24,77,1,n115-1,12,12,,,,,,,,,,,,,
24.0,1.0,48.0,2.0,1152,48,79,1,n121-1,13,13,,,,,,,,,,,,,
24.0,0.5,48.0,1.0,1152,24,64,5,n123-1,13,13,2.0,2/2,,V.I6{,,F,V,I6,,I,,{,M
24.5,0.5,49.0,1.0,1176,24,72,5,n124-1,13,13,,,,,,,,,,,,,
25.0,0.5,50.0,1.0,1200,24,65,5,n125-1,13,13,2.0,2/2,,IV,,F,V,IV,,IV,,,M
25.0,1.0,50.0,2.0,1200,48,81,1,n122-1,13,13,,,,,,,,,,,,,
25.5,0.5,51.0,1.0,1224,24,72,5,n126-1,13,13,,,,,,,,,,,,,
26.0,0.5,52.0,1.0,1248,24,67,5,n132-1,14,14,2.0,2/2,,V7,,F,V,V7,,V,,,Mm7
26.0,0.25,52.0,0.5,1248,12,79,1,n127-1,14,14,,,,,,,,,,,,,
26.25,0.25,52.5,0.5,1260,12,77,1,n128-1,14,14,,,,,,,,,,,,,
26.5,0.25,53.0,0.5,1272,12,77,1,n129-1,14,14,,,,,,,,,,,,,
26.5,0.5,53.0,1.0,1272,24,71,5,n133-1,14,14,,,,,,,,,,,,,
26.75,0.25,53.5,0.5,1284,12,76,1,n130-1,14,14,,,,,,,,,,,,,
27.0,1.0,54.0,2.0,1296,48,76,1,n131-1,14,14,,,,,,,,,,,,,
27.0,0.5,54.0,1.0,1296,24,69,5,n134-1,14,14,2.0,2/2,,vi,,F,V,vi,,vi,,,m
27.5,0.5,55.0,1.0,1320,24,72,5,n135-1,14,14,,,,,,,,,,,,,
28.0,0.5,56.0,1.0,1344,24,64,5,n142-1,15,15,2.0,2/2,,I6,,F,V,I6,,I,,,M
28.0,0.75,56.0,1.5,1344,36,79,1,n136-1,15,15,,,,,,,,,,,,,
28.5,0.5,57.0,1.0,1368,24,72,5,n143-1,15,15,,,,,,,,,,,,,
28.75,0.25,57.5,0.5,1380,12,84,1,n137-1,15,15,,,,,,,,,,,,,
29.0,0.5,58.0,1.0,1392,24,65,5,n144-1,15,15,2.0,2/2,,IV,,F,V,IV,,IV,,,M
29.0,0.25,58.0,0.5,1392,12,83,1,n138-1,15,15,,,,,,,,,,,,,
29.25,0.25,58.5,0.5,1404,12,81,1,n139-1,15,15,,,,,,,,,,,,,
29.5,0.5,59.0,1.0,1416,24,72,5,n145-1,15,15,,,,,,,,,,,,,
29.75,0.25,59.5,0.5,1428,12,81,1,n141-1,15,15,,,,,,,,,,,,,
30.0,0.5,60.0,1.0,1440,24,67,5,n154-1,16,16,2.0,2/2,,V7,,F,V,V7,,V,,,Mm7
30.0,0.25,60.0,0.5,1440,12,79,1,n146-1,16,16,,,,,,,,,,,,,
30.25,0.25,60.5,0.5,1452,12,77,1,n147-1,16,16,,,,,,,,,,,,,
30.5,0.5,61.0,1.0,1464,24,71,5,n155-1,16,16,,,,,,,,,,,,,
30.75,0.25,61.5,0.5,1476,12,77,1,n149-1,16,16,,,,,,,,,,,,,
31.0,0.5,62.0,1.0,1488,24,69,5,n156-1,16,16,2.0,2/2,,vi,,F,V,vi,,vi,,,m
31.0,0.25,62.0,0.5,1488,12,75,1,n150-1,16,16,,,,,,,,,,,,,
31.25,0.25,62.5,0.5,1500,12,76,1,n151-1,16,16,,,,,,,,,,,,,
31.5,0.5,63.0,1.0,1512,24,72,5,n157-1,16,16,,,,,,,,,,,,,
31.75,0.25,63.5,0.5,1524,12,76,1,n153-1,16,16,,,,,,,,,,,,,
32.0,1.0,64.0,2.0,1536,48,65,5,n168-1,17,17,4.0,2/2,,ii6,,F,V,ii6,,ii,,,m
32.0,1.0,64.0,2.0,1536,48,69,5,n169-1,17,17,,,,,,,,,,,,,
32.0,0.25,64.0,0.5,1536,12,74,1,n158-1,17,17,,,,,,,,,,,,,
32.25,0.083333336,64.5,0.16666667,1548,4,76,1,n159-1,17,17,,,,,,,,,,,,,
32.333332,0.083333336,64.666664,0.16666667,1552,4,74,1,n160-1,17,17,,,,,,,,,,,,,
32.416668,0.083333336,64.833336,0.16666667,1556,4,73,1,n161-1,17,17,,,,,,,,,,,,,
32.5,0.25,65.0,0.5,1560,12,74,1,n162-1,17,17,,,,,,,,,,,,,
32.75,0.25,65.5,0.5,1572,12,76,1,n163-1,17,17,,,,,,,,,,,,,
33.0,0.25,66.0,0.5,1584,12,77,1,n164-1,17,17,,,,,,,,,,,,,
33.25,0.25,66.5,0.5,1596,12,79,1,n165-1,17,17,,,,,,,,,,,,,
33.5,0.25,67.0,0.5,1608,12,80,1,n166-1,17,17,,,,,,,,,,,,,
33.75,0.25,67.5,0.5,1620,12,81,1,n167-1,17,17,,,,,,,,,,,,,
34.0,1.5,68.0,3.0,1632,72,55,5,n178-1,18,18,2.0,2/2,,V(64)},,F,V,V(64),,V,,},M
34.0,1.0,68.0,2.0,1632,48,64,5,n179-1,18,18,,,,,,,,,,,,,
34.0,0.75,68.0,1.5,1632,36,72,1,n171-1,18,18,,,,,,,,,,,,,
34.75,0.125,69.5,0.25,1668,6,74,1,n172-1,18,18,,,,,,,,,,,,,
34.875,0.125,69.75,0.25,1674,6,72,1,n173-1,18,18,,,,,,,,,,,,,
35.0,0.5,70.0,1.0,1680,24,62,5,n181-1,18,18,2.0,2/2,,V|HC,,F,V,V,,V,HC,,M
35.0,0.25,70.0,0.5,1680,12,71,1,n174-1,18,18,,,,,,,,,,,,,
35.25,0.25,70.5,0.5,1692,12,72,1,n175-1,18,18,,,,,,,,,,,,,
35.5,0.25,71.0,0.5,1704,12,74,1,n176-1,18,18,,,,,,,,,,,,,
35.75,0.25,71.5,0.5,1716,12,76,1,n177-1,18,18,,,,,,,,,,,,,
36.0,0.5,72.0,1.0,1728,24,57,5,n185-1,19,19,2.0,2/2,,IV6{,,F,V,IV6,,IV,,{,M
36.0,1.0,72.0,2.0,1728,48,77,1,n183-1,19,19,,,,,,,,,,,,,
36.5,0.5,73.0,1.0,1752,24,60,5,n186-1,19,19,,,,,,,,,,,,,
37.0,0.5,74.0,1.0,1776,24,55,5,n187-1,19,19,2.0,2/2,,I64,,F,V,I64,,I,,,M
37.0,1.0,74.0,2.0,1776,48,76,1,n184-1,19,19,,,,,,,,,,,,,
37.5,0.5,75.0,1.0,1800,24,60,5,n188-1,19,19,,,,,,,,,,,,,
38.0,1.0,76.0,2.0,1824,48,53,6,n201-1,20,20,2.0,2/2,,V2,,F,V,V2,,V,,,Mm7
38.0,0.5,76.0,1.0,1824,24,55,5,n197-1,20,20,,,,,,,,,,,,,
38.0,0.16666667,76.0,0.33333334,1824,8,74,1,n189-1,20,20,,,,,,,,,,,,,
38.166668,0.16666667,76.333336,0.33333334,1832,8,76,1,n190-1,20,20,,,,,,,,,,,,,
38.333332,0.16666667,76.666664,0.33333334,1840,8,77,1,n191-1,20,20,,,,,,,,,,,,,
38.5,0.5,77.0,1.0,1848,24,62,5,n198-1,20,20,,,,,,,,,,,,,
38.5,0.16666667,77.0,0.33333334,1848,8,79,1,n192-1,20,20,,,,,,,,,,,,,
38.666668,0.16666667,77.333336,0.33333334,1856,8,81,1,n193-1,20,20,,,,,,,,,,,,,
38.833332,0.16666667,77.666664,0.33333334,1864,8,83,1,n194-1,20,20,,,,,,,,,,,,,
39.0,1.0,78.0,2.0,1872,48,52,6,n202-1,20,20,2.0,2/2,,I6,,F,V,I6,,I,,,M
39.0,0.5,78.0,1.0,1872,24,55,5,n199-1,20,20,,,,,,,,,,,,,
39.0,0.5,78.0,1.0,1872,24,84,1,n195-1,20,20,,,,,,,,,,,,,
39.5,0.5,79.0,1.0,1896,24,60,5,n200-1,20,20,,,,,,,,,,,,,
40.0,0.25,80.0,0.5,1920,12,79,1,n203-1,21,21,,,,,,,,,,,,,
40.0,0.5,80.0,1.0,1920,24,57,5,n211-1,21,21,2.0,2/2,,IV6,,F,V,IV6,,IV,,,M
40.25,0.25,80.5,0.5,1932,12,77,1,n204-1,21,21,,,,,,,,,,,,,
40.5,0.5,81.0,1.0,1944,24,60,5,n212-1,21,21,,,,,,,,,,,,,
40.75,0.25,81.5,0.5,1956,12,77,1,n206-1,21,21,,,,,,,,,,,,,
41.0,0.5,82.0,1.0,1968,24,55,5,n213-1,21,21,2.0,2/2,,I64,,F,V,I64,,I,,,M
41.0,0.25,82.0,0.5,1968,12,77,1,n207-1,21,21,,,,,,,,,,,,,
41.25,0.25,82.5,0.5,1980,12,76,1,n208-1,21,21,,,,,,,,,,,,,
41.5,0.5,83.0,1.0,1992,24,60,5,n214-1,21,21,,,,,,,,,,,,,
41.75,0.25,83.5,0.5,2004,12,76,1,n210-1,21,21,,,,,,,,,,,,,
42.0,0.5,84.0,1.0,2016,24,55,5,n225-1,22,22,,,,,,,,,,,,,
42.0,0.125,84.0,0.25,2016,6,74,1,n215-1,22,22,,,,,,,,,,,,,
42.0,1.0,84.0,2.0,2016,48,53,6,n229-1,22,22,2.0,2/2,,V2,,F,V,V2,,V,,,Mm7
42.125,0.125,84.25,0.25,2022,6,76,1,n216-1,22,22,,,,,,,,,,,,,
42.25,0.125,84.5,0.25,2028,6,77,1,n217-1,22,22,,,,,,,,,,,,,
42.375,0.125,84.75,0.25,2034,6,78,1,n218-1,22,22,,,,,,,,,,,,,
42.5,0.5,85.0,1.0,2040,24,62,5,n226-1,22,22,,,,,,,,,,,,,
42.5,0.125,85.0,0.25,2040,6,79,1,n219-1,22,22,,,,,,,,,,,,,
42.625,0.125,85.25,0.25,2046,6,80,1,n220-1,22,22,,,,,,,,,,,,,
42.75,0.125,85.5,0.25,2052,6,81,1,n221-1,22,22,,,,,,,,,,,,,
42.875,0.125,85.75,0.25,2058,6,83,1,n222-1,22,22,,,,,,,,,,,,,
43.0,0.5,86.0,1.0,2064,24,84,1,n223-1,22,22,,,,,,,,,,,,,
43.0,0.5,86.0,1.0,2064,24,55,5,n227-1,22,22,,,,,,,,,,,,,
43.0,1.0,86.0,2.0,2064,48,52,6,n230-1,22,22,2.0,2/2,,I6,,F,V,I6,,I,,,M
43.5,0.5,87.0,1.0,2088,24,60,5,n228-1,22,22,,,,,,,,,,,,,
44.0,0.375,88.0,0.75,2112,18,84,1,n231-1,23,23,3.0,2/2,,viio6/V,,F,V,viio6/V,,vii,,,o
44.375,0.125,88.75,0.25,2130,6,81,1,n232-1,23,23,,,,,,,,,,,,,
44.5,0.5,89.0,1.0,2136,24,69,5,n236-1,23,23,,,,,,,,,,,,,
44.5,0.5,89.0,1.0,2136,24,72,5,n237-1,23,23,,,,,,,,,,,,,
44.5,1.0,89.0,2.0,2136,48,78,1,n233-1,23,23,,,,,,,,,,,,,
45.0,0.5,90.0,1.0,2160,24,69,5,n238-1,23,23,,,,,,,,,,,,,
45.0,0.5,90.0,1.0,2160,24,72,5,n239-1,23,23,,,,,,,,,,,,,
45.5,0.5,91.0,1.0,2184,24,79,1,n234-1,23,23,,,,,,,,,,,,,
45.5,0.5,91.0,1.0,2184,24,67,5,n240-1,23,23,1.0,2/2,,V,,F,V,V,,V,,,M
45.5,0.5,91.0,1.0,2184,24,71,5,n241-1,23,23,,,,,,,,,,,,,
46.0,0.375,92.0,0.75,2208,18,81,1,n242-1,24,24,3.0,2/2,,V65,,F,V,V65,,V,,,Mm7
46.375,0.125,92.75,0.25,2226,6,77,1,n243-1,24,24,,,,,,,,,,,,,
46.5,1.0,93.0,2.0,2232,48,74,1,n244-1,24,24,,,,,,,,,,,,,
46.5,0.5,93.0,1.0,2232,24,59,5,n247-1,24,24,,,,,,,,,,,,,
46.5,0.5,93.0,1.0,2232,24,65,5,n248-1,24,24,,,,,,,,,,,,,
46.5,0.5,93.0,1.0,2232,24,67,5,n249-1,24,24,,,,,,,,,,,,,
47.0,0.5,94.0,1.0,2256,24,65,5,n251-1,24,24,,,,,,,,,,,,,
47.0,1.0,94.0,2.0,2256,48,67,5,n252-1,24,24,,,,,,,,,,,,,
47.0,0.5,94.0,1.0,2256,24,59,5,n250-1,24,24,,,,,,,,,,,,,
47.5,0.5,95.0,1.0,2280,24,60,5,n253-1,24,24,1.0,2/2,,I,,F,V,I,,I,,,M
47.5,0.5,95.0,1.0,2280,24,64,5,n254-1,24,24,,,,,,,,,,,,,
47.5,0.5,95.0,1.0,2280,24,76,1,n245-1,24,24,,,,,,,,,,,,,
48.0,1.0,96.0,2.0,2304,48,57,5,n265-1,25,25,2.0,2/2,,IV6,,F,V,IV6,,IV,,,M
48.0,1.5,96.0,3.0,2304,72,60,5,n266-1,25,25,,,,,,,,,,,,,
48.0,1.0,96.0,2.0,2304,48,65,5,n267-1,25,25,,,,,,,,,,,,,
48.0,0.25,96.0,0.5,2304,12,77,1,n256-1,25,25,,,,,,,,,,,,,
48.25,0.125,96.5,0.25,2316,6,79,1,n257-1,25,25,,,,,,,,,,,,,
48.375,0.125,96.75,0.25,2322,6,81,1,n258-1,25,25,,,,,,,,,,,,,
48.5,0.125,97.0,0.25,2328,6,79,1,n259-1,25,25,,,,,,,,,,,,,
48.625,0.125,97.25,0.25,2334,6,77,1,n260-1,25,25,,,,,,,,,,,,,
48.75,0.125,97.5,0.25,2340,6,76,1,n261-1,25,25,,,,,,,,,,,,,
48.875,0.125,97.75,0.25,2346,6,74,1,n262-1,25,25,,,,,,,,,,,,,
49.0,0.5,98.0,1.0,2352,24,55,5,n268-1,25,25,1.0,2/2,,V(64),,F,V,V(64),,V,,,M
49.0,0.5,98.0,1.0,2352,24,64,5,n270-1,25,25,,,,,,,,,,,,,
49.0,0.5,98.0,1.0,2352,24,72,1,n263-1,25,25,,,,,,,,,,,,,
49.5,0.5,99.0,1.0,2376,24,59,5,n272-1,25,25,,,,,,,,,,,,,
49.5,0.5,99.0,1.0,2376,24,74,1,n264-1,25,25,,,,,,,,,,,,,
49.5,0.5,99.0,1.0,2376,24,55,5,n271-1,25,25,1.0,2/2,,V,,F,V,V,,V,,,M
50.0,0.75,100.0,1.5,2400,36,74,1,n273-1,26,26,,,,,,,,,,,,,
50.0,1.0,100.0,2.0,2400,48,71,2,n277-1,26,26,,,,,,,,,,,,,
50.0,0.5,100.0,1.0,2400,24,60,5,n278-1,26,26,2.0,2/2,,I(97)},,F,V,I(97),,I,,},M
50.5,0.5,101.0,1.0,2424,24,55,5,n279-1,26,26,,,,,,,,,,,,,
50.75,0.25,101.5,0.5,2436,12,75,1,n274-1,26,26,,,,,,,,,,,,,
51.0,0.5,102.0,1.0,2448,24,52,5,n280-1,26,26,2.0,2/2,,I|IAC,,F,V,I,,I,IAC,,M
51.0,0.5,102.0,1.0,2448,24,72,1,n275-1,26,26,,,,,,,,,,,,,
51.0,0.5,102.0,1.0,2448,24,76,1,n276-1,26,26,,,,,,,,,,,,,
51.5,0.5,103.0,1.0,2472,24,48,5,n281-1,26,26,,,,,,,,,,,,,
52.0,0.125,104.0,0.25,2496,6,84,1,n282-1,27,27,3.0,2/2,,V7/V{,,F,V,V7/V,,V,,{,Mm7
52.125,0.125,104.25,0.25,2502,6,83,1,n283-1,27,27,,,,,,,,,,,,,
52.25,0.125,104.5,0.25,2508,6,84,1,n284-1,27,27,,,,,,,,,,,,,
52.375,0.125,104.75,0.25,2514,6,81,1,n285-1,27,27,,,,,,,,,,,,,
52.5,0.5,105.0,1.0,2520,24,62,5,n290-1,27,27,,,,,,,,,,,,,
52.5,0.5,105.0,1.0,2520,24,69,5,n291-1,27,27,,,,,,,,,,,,,
52.5,0.5,105.0,1.0,2520,24,72,5,n292-1,27,27,,,,,,,,,,,,,
52.5,1.0,105.0,2.0,2520,48,78,1,n286-1,27,27,,,,,,,,,,,,,
53.0,0.5,106.0,1.0,2544,24,62,5,n293-1,27,27,,,,,,,,,,,,,
53.0,0.5,106.0,1.0,2544,24,69,5,n294-1,27,27,,,,,,,,,,,,,
53.0,0.5,106.0,1.0,2544,24,72,5,n295-1,27,27,,,,,,,,,,,,,
53.5,0.5,107.0,1.0,2568,24,71,5,n297-1,27,27,,,,,,,,,,,,,
53.5,0.25,107.0,0.5,2568,12,79,1,n287-1,27,27,,,,,,,,,,,,,
53.5,0.5,107.0,1.0,2568,24,67,5,n296-1,27,27,1.0,2/2,,V,,F,V,V,,V,,,M
53.75,0.25,107.5,0.5,2580,12,80,1,n288-1,27,27,,,,,,,,,,,,,
54.0,0.125,108.0,0.25,2592,6,81,1,n298-1,28,28,3.0,2/2,,V7,,F,V,V7,,V,,,Mm7
