xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,volta,phraseend,phrase_type
8,8,21.5,0.5,21.5,0.5,172,4,59,5,n71-1,,,,,,0
8,8,21.5,0.5,21.5,0.5,172,4,71,1,n66-1,,,,,,0
8,8,22.0,0.5,22.0,0.5,176,4,54,5,n72-1,,,,,,0
8,8,22.0,0.5,22.0,0.5,176,4,79,1,n67-1,,,,,,0
8,8,22.5,0.5,22.5,0.5,180,4,59,5,n73-1,,,,,,0
8,8,22.5,0.5,22.5,0.5,180,4,78,1,n68-1,,,,,,0
8,8,23.0,0.5,23.0,0.5,184,4,54,5,n74-1,,,,,,0
8,8,23.5,0.5,23.5,0.5,188,4,59,5,n75-1,,,,,,0
9,9,24.0,1.0,24.0,1.0,192,8,50,5,n81-1,,,,,,0
9,9,24.0,1.0,24.0,1.0,192,8,66,1,n76-1,,,,,,0
9,9,25.0,0.5,25.0,0.5,200,4,76,1,n77-1,,,,,,0
9,9,25.5,0.5,25.5,0.5,204,4,74,1,n78-1,,,,,,0
9,9,26.0,0.5,26.0,0.5,208,4,73,1,n79-1,,,,,,0
9,9,26.5,0.5,26.5,0.5,212,4,71,1,n80-1,,,,,,0
10,10,27.0,1.0,27.0,1.0,216,8,52,5,n88-1,V7,,,,,0
10,10,27.0,1.0,27.0,1.0,216,8,62,5,n89-1,,,,,,0
10,10,27.0,0.5,27.0,0.5,216,4,69,1,n84-1,,,,,,0
10,10,27.5,0.5,27.5,0.5,220,4,68,1,n85-1,,,,,,0
10,10,28.0,1.0,28.0,1.0,224,8,69,1,n86-1,,,,,,0
10,10,28.0,1.0,28.0,1.0,224,8,61,5,n91-1,,,,,,0
10,10,28.0,1.0,28.0,1.0,224,8,57,5,n90-1,I|PAC},2.0,3/4,,},3
11,11,30.0,3.0,30.0,3.0,240,24,83,1,n96-1,,,,,,0
11,11,30.0,0.5,30.0,0.5,240,4,52,5,n97-1,V.I{,3.0,3/4,,{,1
11,11,30.0,0.0,30.0,0.0,240,0,76,1,n94-1,,,,,,0
11,11,30.0,0.0,30.0,0.0,240,0,71,1,n93-1,,,,,,0
11,11,30.0,0.0,30.0,0.0,240,0,80,1,n95-1,,,,,,0
11,11,30.5,0.5,30.5,0.5,244,4,56,5,n98-1,,,,,,0
11,11,31.0,0.5,31.0,0.5,248,4,59,5,n99-1,,,,,,0
11,11,31.5,0.5,31.5,0.5,252,4,56,5,n100-1,,,,,,0
11,11,32.0,0.5,32.0,0.5,256,4,54,5,n101-1,,,,,,0
11,11,32.5,0.5,32.5,0.5,260,4,52,5,n102-1,,,,,,0
12,12,33.0,0.25,33.0,0.25,264,2,83,1,n103-1,,,,,,0
12,12,33.0,0.5,33.0,0.5,264,4,51,5,n115-1,V7,,,,,0
12,12,33.25,0.25,33.25,0.25,266,2,81,1,n104-1,,,,,,0
12,12,33.5,0.5,33.5,0.5,268,4,52,5,n116-1,,,,,,0
12,12,33.5,0.25,33.5,0.25,268,2,80,1,n105-1,,,,,,0
12,12,33.75,0.25,33.75,0.25,270,2,78,1,n106-1,,,,,,0
12,12,34.0,0.5,34.0,0.5,272,4,54,5,n117-1,,,,,,0
12,12,34.0,0.25,34.0,0.25,272,2,78,1,n107-1,,,,,,0
12,12,34.25,0.25,34.25,0.25,274,2,76,1,n108-1,,,,,,0
12,12,34.5,0.5,34.5,0.5,276,4,47,5,n118-1,,,,,,0
12,12,34.5,0.25,34.5,0.25,276,2,75,1,n109-1,,,,,,0
12,12,34.75,0.25,34.75,0.25,278,2,73,1,n110-1,,,,,,0
12,12,35.0,0.25,35.0,0.25,280,2,71,1,n111-1,,,,,,0
12,12,35.0,0.5,35.0,0.5,280,4,49,5,n119-1,,,,,,0
12,12,35.25,0.25,35.25,0.25,282,2,69,1,n112-1,,,,,,0
12,12,35.5,0.25,35.5,0.25,284,2,68,1,n113-1,,,,,,0
12,12,35.5,0.5,35.5,0.5,284,4,51,5,n120-1,,,,,,0
12,12,35.75,0.25,35.75,0.25,286,2,69,1,n114-1,,,,,,0
13,13,36.0,0.25,36.0,0.25,288,2,68,1,n121-1,,,,,,0
13,13,36.0,0.5,36.0,0.5,288,4,52,5,n126-1,I,,,,,0
13,13,36.25,0.25,36.25,0.25,290,2,71,1,n122-1,,,,,,0
13,13,36.5,0.25,36.5,0.25,292,2,76,1,n123-1,,,,,,0
13,13,36.5,0.5,36.5,0.5,292,4,56,5,n127-1,,,,,,0
13,13,36.75,0.25,36.75,0.25,294,2,80,1,n124-1,,,,,,0
13,13,37.0,2.0,37.0,2.0,296,16,83,1,n125-1,,,,,,0
13,13,37.0,0.5,37.0,0.5,296,4,59,5,n128-1,,,,,,0
13,13,37.5,0.5,37.5,0.5,300,4,56,5,n129-1,,,,,,0
13,13,38.0,0.5,38.0,0.5,304,4,54,5,n130-1,,,,,,0
13,13,38.5,0.5,38.5,0.5,308,4,52,5,n131-1,,,,,,0
14,14,39.0,0.5,39.0,0.5,312,4,51,5,n144-1,V7,,,,,0
14,14,39.0,0.25,39.0,0.25,312,2,83,1,n132-1,,,,,,0
14,14,39.25,0.25,39.25,0.25,314,2,81,1,n133-1,,,,,,0
14,14,39.5,0.25,39.5,0.25,316,2,80,1,n134-1,,,,,,0
14,14,39.5,0.5,39.5,0.5,316,4,52,5,n145-1,,,,,,0
14,14,39.75,0.25,39.75,0.25,318,2,78,1,n135-1,,,,,,0
14,14,40.0,0.5,40.0,0.5,320,4,54,5,n146-1,,,,,,0
14,14,40.0,0.25,40.0,0.25,320,2,78,1,n136-1,,,,,,0
14,14,40.25,0.25,40.25,0.25,322,2,76,1,n137-1,,,,,,0
14,14,40.5,0.25,40.5,0.25,324,2,75,1,n138-1,,,,,,0
14,14,40.5,0.5,40.5,0.5,324,4,47,5,n147-1,,,,,,0
14,14,40.75,0.25,40.75,0.25,326,2,73,1,n139-1,,,,,,0
14,14,41.0,0.5,41.0,0.5,328,4,49,5,n148-1,,,,,,0
14,14,41.0,0.25,41.0,0.25,328,2,71,1,n140-1,,,,,,0
14,14,41.25,0.25,41.25,0.25,330,2,69,1,n141-1,,,,,,0
14,14,41.5,0.25,41.5,0.25,332,2,68,1,n142-1,,,,,,0
14,14,41.5,0.5,41.5,0.5,332,4,51,5,n149-1,,,,,,0
14,14,41.75,0.25,41.75,0.25,334,2,69,1,n143-1,,,,,,0
15,15,42.0,1.0,42.0,1.0,336,8,52,5,n162-1,I,,,,,0
15,15,42.0,0.25,42.0,0.25,336,2,68,1,n150-1,,,,,,0
15,15,42.25,0.25,42.25,0.25,338,2,71,1,n151-1,,,,,,0
15,15,42.5,0.25,42.5,0.25,340,2,69,1,n152-1,,,,,,0
15,15,42.75,0.25,42.75,0.25,342,2,68,1,n153-1,,,,,,0
15,15,43.0,0.25,43.0,0.25,344,2,69,1,n154-1,,,,,,0
15,15,43.25,0.25,43.25,0.25,346,2,71,1,n155-1,,,,,,0
15,15,43.5,0.25,43.5,0.25,348,2,73,1,n156-1,,,,,,0
15,15,43.75,0.25,43.75,0.25,350,2,75,1,n157-1,,,,,,0
15,15,44.0,0.25,44.0,0.25,352,2,76,1,n158-1,,,,,,0
15,15,44.25,0.25,44.25,0.25,354,2,78,1,n159-1,,,,,,0
15,15,44.5,0.25,44.5,0.25,356,2,80,1,n160-1,,,,,,0
15,15,44.75,0.25,44.75,0.25,358,2,81,1,n161-1,,,,,,0
16,16,45.0,0.25,45.0,0.25,360,2,83,1,n165-1,,,,,,0
16,16,45.25,0.25,45.25,0.25,362,2,85,1,n166-1,,,,,,0
16,16,45.5,0.25,45.5,0.25,364,2,87,1,n167-1,,,,,,0
16,16,45.75,0.25,45.75,0.25,366,2,88,1,n168-1,,,,,,0
16,16,46.0,0.25,46.0,0.25,368,2,87,1,n169-1,,,,,,0
16,16,46.25,0.25,46.25,0.25,370,2,85,1,n170-1,,,,,,0
16,16,46.5,0.25,46.5,0.25,372,2,83,1,n171-1,,,,,,0
16,16,46.75,0.25,46.75,0.25,374,2,81,1,n172-1,,,,,,0
16,16,47.0,0.25,47.0,0.25,376,2,80,1,n173-1,,,,,,0
16,16,47.25,0.25,47.25,0.25,378,2,78,1,n174-1,,,,,,0
16,16,47.5,0.25,47.5,0.25,380,2,76,1,n175-1,,,,,,0
16,16,47.75,0.25,47.75,0.25,382,2,75,1,n176-1,,,,,,0
17,17,48.0,1.0,48.0,1.0,384,8,66,5,n186-1,,,,,,0
17,17,48.0,1.0,48.0,1.0,384,8,57,5,n185-1,ii6,,,,,0
17,17,48.0,0.5,48.0,0.5,384,4,73,1,n178-1,,,,,,0
17,17,48.75,0.25,48.75,0.25,390,2,85,1,n180-1,,,,,,0
17,17,49.0,1.0,49.0,1.0,392,8,68,5,n187-1,,,,,,0
17,17,49.0,1.0,49.0,1.0,392,8,76,1,n181-1,,,,,,0
17,17,49.0,2.0,49.0,2.0,392,16,59,6,n189-1,V(64),,,,,0
17,17,50.0,1.0,50.0,1.0,400,8,78,1,n184-1,,,,,,0
17,17,50.0,0.0,50.0,0.0,400,0,80,1,n182-1,,,,,,0
17,17,50.0,1.0,50.0,1.0,400,8,69,5,n188-1,V7,,,,,0
17,17,50.0,1.0,50.0,1.0,400,8,75,1,n183-1,,,,,,0
18,18,51.0,1.0,51.0,1.0,408,8,68,5,n193-1,,,,,,0
18,18,51.0,1.0,51.0,1.0,408,8,64,6,n195-1,I|PAC},3.0,3/4,,},3
18,18,51.0,1.0,51.0,1.0,408,8,76,1,n190-1,,,,,,0
18,18,52.0,1.0,52.0,1.0,416,8,52,5,n194-1,,,,,,0
1,1,54.0,2.0,54.0,2.0,432,16,57,5,n6-2,,,,,,0
1,1,54.0,0.0,54.0,0.0,432,0,61,1,n1-2,,,,,,0
1,1,54.0,0.0,54.0,0.0,432,0,64,1,n2-2,,,,,,0
1,1,54.0,2.0,54.0,2.0,432,16,69,1,n3-2,,,,,,0
1,1,54.0,2.0,54.0,2.0,432,16,45,5,n5-2,A.I{,8.0,3/4,,{,1
1,1,56.0,1.0,56.0,1.0,448,8,40,5,n7-2,,,,,,0
1,1,56.0,1.0,56.0,1.0,448,8,64,1,n4-2,,,,,,0
1,1,56.0,1.0,56.0,1.0,448,8,52,5,n8-2,,,,,,0
2,2,57.0,1.0,57.0,1.0,456,8,61,5,n15-2,,,,,,0
2,2,57.0,0.5,57.0,0.5,456,4,73,1,n9-2,,,,,,0
2,2,57.0,1.0,57.0,1.0,456,8,49,5,n14-2,,,,,,0
2,2,57.5,0.25,57.5,0.25,460,2,74,1,n10-2,,,,,,0
2,2,57.75,0.25,57.75,0.25,462,2,71,1,n11-2,,,,,,0
2,2,58.0,1.0,58.0,1.0,464,8,57,5,n17-2,,,,,,0
2,2,58.0,1.0,58.0,1.0,464,8,45,5,n16-2,,,,,,0
2,2,58.0,1.0,58.0,1.0,464,8,69,1,n12-2,,,,,,0
3,3,60.0,0.5,60.0,0.5,480,4,76,1,n19-2,,,,,,0
3,3,60.5,0.25,60.5,0.25,484,2,78,1,n20-2,,,,,,0
3,3,60.75,0.25,60.75,0.25,486,2,74,1,n21-2,,,,,,0
3,3,61.0,1.0,61.0,1.0,488,8,73,1,n22-2,,,,,,0
3,3,62.0,1.0,62.0,1.0,496,8,66,5,n27-2,,,,,,0
3,3,62.0,1.0,62.0,1.0,496,8,57,5,n26-2,vi6,,,,,0
3,3,62.0,1.0,62.0,1.0,496,8,85,1,n23-2,,,,,,0
4,4,63.0,1.0,63.0,1.0,504,8,59,5,n31-2,V7/V,,,,,0
4,4,63.0,1.0,63.0,1.0,504,8,75,1,n28-2,,,,,,0
4,4,63.0,1.0,63.0,1.0,504,8,69,5,n32-2,,,,,,0
4,4,64.0,1.0,64.0,1.0,512,8,68,5,n34-2,,,,,,0
4,4,64.0,1.0,64.0,1.0,512,8,64,5,n33-2,V|HC,,,,,0
4,4,64.0,1.5,64.0,1.5,512,12,76,1,n29-2,,,,,,0
4,4,65.5,0.5,65.5,0.5,524,4,77,1,n30-2,,,,,,0
5,5,66.0,0.5,66.0,0.5,528,4,80,1,n36-2,,,,,,0
5,5,66.5,0.5,66.5,0.5,532,4,78,1,n37-2,,,,,,0
5,5,67.0,0.5,67.0,0.5,536,4,76,1,n38-2,,,,,,0
5,5,67.5,0.5,67.5,0.5,540,4,74,1,n39-2,,,,,,0
5,5,68.0,0.5,68.0,0.5,544,4,73,1,n40-2,,,,,,0
5,5,68.5,0.5,68.5,0.5,548,4,71,1,n41-2,,,,,,0
6,6,69.0,0.5,69.0,0.5,552,4,69,1,n43-2,,,,,,0
6,6,69.0,0.5,69.0,0.5,552,4,52,5,n48-2,V7,,,,,0
6,6,69.5,0.5,69.5,0.5,556,4,62,5,n49-2,,,,,,0
6,6,69.5,0.5,69.5,0.5,556,4,68,1,n44-2,,,,,,0
6,6,70.0,0.5,70.0,0.5,560,4,59,5,n50-2,,,,,,0
6,6,70.0,0.5,70.0,0.5,560,4,76,1,n45-2,,,,,,0
6,6,70.5,0.5,70.5,0.5,564,4,74,1,n46-2,,,,,,0
6,6,70.5,0.5,70.5,0.5,564,4,62,5,n51-2,,,,,,0
6,6,71.0,0.5,71.0,0.5,568,4,59,5,n52-2,,,,,,0
6,6,71.5,0.5,71.5,0.5,572,4,62,5,n53-2,,,,,,0
7,7,72.0,0.5,72.0,0.5,576,4,71,1,n54-2,,,,,,0
7,7,72.0,0.5,72.0,0.5,576,4,52,5,n59-2,V(64),,,,,0
7,7,72.5,0.5,72.5,0.5,580,4,69,1,n55-2,,,,,,0
7,7,72.5,0.5,72.5,0.5,580,4,61,5,n60-2,,,,,,0
7,7,73.0,0.5,73.0,0.5,584,4,57,5,n61-2,,,,,,0
7,7,73.0,0.5,73.0,0.5,584,4,78,1,n56-2,,,,,,0
7,7,73.5,0.5,73.5,0.5,588,4,61,5,n62-2,,,,,,0
7,7,73.5,0.5,73.5,0.5,588,4,76,1,n57-2,,,,,,0
7,7,74.0,0.5,74.0,0.5,592,4,57,5,n63-2,,,,,,0
7,7,74.5,0.5,74.5,0.5,596,4,61,5,n64-2,,,,,,0
8,8,75.0,0.5,75.0,0.5,600,4,50,5,n70-2,ii6,,,,,0
8,8,75.0,0.5,75.0,0.5,600,4,73,1,n65-2,,,,,,0
8,8,75.5,0.5,75.5,0.5,604,4,71,1,n66-2,,,,,,0
8,8,75.5,0.5,75.5,0.5,604,4,59,5,n71-2,,,,,,0
8,8,76.0,0.5,76.0,0.5,608,4,54,5,n72-2,,,,,,0
8,8,76.0,0.5,76.0,0.5,608,4,79,1,n67-2,,,,,,0
8,8,76.5,0.5,76.5,0.5,612,4,59,5,n73-2,,,,,,0
8,8,76.5,0.5,76.5,0.5,612,4,78,1,n68-2,,,,,,0
8,8,77.0,0.5,77.0,0.5,616,4,54,5,n74-2,,,,,,0
8,8,77.5,0.5,77.5,0.5,620,4,59,5,n75-2,,,,,,0
9,9,78.0,1.0,78.0,1.0,624,8,50,5,n81-2,,,,,,0
9,9,78.0,1.0,78.0,1.0,624,8,66,1,n76-2,,,,,,0
9,9,79.0,0.5,79.0,0.5,632,4,76,1,n77-2,,,,,,0
9,9,79.5,0.5,79.5,0.5,636,4,74,1,n78-2,,,,,,0
9,9,80.0,0.5,80.0,0.5,640,4,73,1,n79-2,,,,,,0
9,9,80.5,0.5,80.5,0.5,644,4,71,1,n80-2,,,,,,0
10,10,81.0,1.0,81.0,1.0,648,8,52,5,n88-2,V7,,,,,0
10,10,81.0,1.0,81.0,1.0,648,8,62,5,n89-2,,,,,,0
10,10,81.0,0.5,81.0,0.5,648,4,69,1,n84-2,,,,,,0
10,10,81.5,0.5,81.5,0.5,652,4,68,1,n85-2,,,,,,0
10,10,82.0,1.0,82.0,1.0,656,8,61,5,n91-2,,,,,,0
10,10,82.0,1.0,82.0,1.0,656,8,69,1,n86-2,,,,,,0
10,10,82.0,1.0,82.0,1.0,656,8,57,5,n90-2,I|PAC},2.0,3/4,,},3
11,11,84.0,0.0,84.0,0.0,672,0,71,1,n93-2,,,,,,0
11,11,84.0,0.5,84.0,0.5,672,4,52,5,n97-2,V.I{,3.0,3/4,,{,1
11,11,84.0,0.0,84.0,0.0,672,0,76,1,n94-2,,,,,,0
11,11,84.0,0.0,84.0,0.0,672,0,80,1,n95-2,,,,,,0
11,11,84.0,3.0,84.0,3.0,672,24,83,1,n96-2,,,,,,0
11,11,84.5,0.5,84.5,0.5,676,4,56,5,n98-2,,,,,,0
11,11,85.0,0.5,85.0,0.5,680,4,59,5,n99-2,,,,,,0
11,11,85.5,0.5,85.5,0.5,684,4,56,5,n100-2,,,,,,0
11,11,86.0,0.5,86.0,0.5,688,4,54,5,n101-2,,,,,,0
11,11,86.5,0.5,86.5,0.5,692,4,52,5,n102-2,,,,,,0
12,12,87.0,0.5,87.0,0.5,696,4,51,5,n115-2,V7,,,,,0
12,12,87.0,0.25,87.0,0.25,696,2,83,1,n103-2,,,,,,0
12,12,87.25,0.25,87.25,0.25,698,2,81,1,n104-2,,,,,,0
12,12,87.5,0.25,87.5,0.25,700,2,80,1,n105-2,,,,,,0
12,12,87.5,0.5,87.5,0.5,700,4,52,5,n116-2,,,,,,0
12,12,87.75,0.25,87.75,0.25,702,2,78,1,n106-2,,,,,,0
12,12,88.0,0.5,88.0,0.5,704,4,54,5,n117-2,,,,,,0
12,12,88.0,0.25,88.0,0.25,704,2,78,1,n107-2,,,,,,0
12,12,88.25,0.25,88.25,0.25,706,2,76,1,n108-2,,,,,,0
12,12,88.5,0.5,88.5,0.5,708,4,47,5,n118-2,,,,,,0
12,12,88.5,0.25,88.5,0.25,708,2,75,1,n109-2,,,,,,0
12,12,88.75,0.25,88.75,0.25,710,2,73,1,n110-2,,,,,,0
12,12,89.0,0.5,89.0,0.5,712,4,49,5,n119-2,,,,,,0
12,12,89.0,0.25,89.0,0.25,712,2,71,1,n111-2,,,,,,0
12,12,89.25,0.25,89.25,0.25,714,2,69,1,n112-2,,,,,,0
12,12,89.5,0.25,89.5,0.25,716,2,68,1,n113-2,,,,,,0
12,12,89.5,0.5,89.5,0.5,716,4,51,5,n120-2,,,,,,0
12,12,89.75,0.25,89.75,0.25,718,2,69,1,n114-2,,,,,,0
13,13,90.0,0.5,90.0,0.5,720,4,52,5,n126-2,I,,,,,0
13,13,90.0,0.25,90.0,0.25,720,2,68,1,n121-2,,,,,,0
13,13,90.25,0.25,90.25,0.25,722,2,71,1,n122-2,,,,,,0
13,13,90.5,0.5,90.5,0.5,724,4,56,5,n127-2,,,,,,0
13,13,90.5,0.25,90.5,0.25,724,2,76,1,n123-2,,,,,,0
13,13,90.75,0.25,90.75,0.25,726,2,80,1,n124-2,,,,,,0
13,13,91.0,2.0,91.0,2.0,728,16,83,1,n125-2,,,,,,0
13,13,91.0,0.5,91.0,0.5,728,4,59,5,n128-2,,,,,,0
13,13,91.5,0.5,91.5,0.5,732,4,56,5,n129-2,,,,,,0
13,13,92.0,0.5,92.0,0.5,736,4,54,5,n130-2,,,,,,0
13,13,92.5,0.5,92.5,0.5,740,4,52,5,n131-2,,,,,,0
14,14,93.0,0.25,93.0,0.25,744,2,83,1,n132-2,,,,,,0
14,14,93.0,0.5,93.0,0.5,744,4,51,5,n144-2,V7,,,,,0
14,14,93.25,0.25,93.25,0.25,746,2,81,1,n133-2,,,,,,0
14,14,93.5,0.25,93.5,0.25,748,2,80,1,n134-2,,,,,,0
14,14,93.5,0.5,93.5,0.5,748,4,52,5,n145-2,,,,,,0
14,14,93.75,0.25,93.75,0.25,750,2,78,1,n135-2,,,,,,0
14,14,94.0,0.5,94.0,0.5,752,4,54,5,n146-2,,,,,,0
14,14,94.0,0.25,94.0,0.25,752,2,78,1,n136-2,,,,,,0
14,14,94.25,0.25,94.25,0.25,754,2,76,1,n137-2,,,,,,0
14,14,94.5,0.5,94.5,0.5,756,4,47,5,n147-2,,,,,,0
14,14,94.5,0.25,94.5,0.25,756,2,75,1,n138-2,,,,,,0
14,14,94.75,0.25,94.75,0.25,758,2,73,1,n139-2,,,,,,0
14,14,95.0,0.5,95.0,0.5,760,4,49,5,n148-2,,,,,,0
14,14,95.0,0.25,95.0,0.25,760,2,71,1,n140-2,,,,,,0
14,14,95.25,0.25,95.25,0.25,762,2,69,1,n141-2,,,,,,0
14,14,95.5,0.5,95.5,0.5,764,4,51,5,n149-2,,,,,,0
14,14,95.5,0.25,95.5,0.25,764,2,68,1,n142-2,,,,,,0
14,14,95.75,0.25,95.75,0.25,766,2,69,1,n143-2,,,,,,0
15,15,96.0,0.25,96.0,0.25,768,2,68,1,n150-2,,,,,,0
15,15,96.0,1.0,96.0,1.0,768,8,52,5,n162-2,I,,,,,0
15,15,96.25,0.25,96.25,0.25,770,2,71,1,n151-2,,,,,,0
15,15,96.5,0.25,96.5,0.25,772,2,69,1,n152-2,,,,,,0
15,15,96.75,0.25,96.75,0.25,774,2,68,1,n153-2,,,,,,0
15,15,97.0,0.25,97.0,0.25,776,2,69,1,n154-2,,,,,,0
15,15,97.25,0.25,97.25,0.25,778,2,71,1,n155-2,,,,,,0
15,15,97.5,0.25,97.5,0.25,780,2,73,1,n156-2,,,,,,0
15,15,97.75,0.25,97.75,0.25,782,2,75,1,n157-2,,,,,,0
15,15,98.0,0.25,98.0,0.25,784,2,76,1,n158-2,,,,,,0
15,15,98.25,0.25,98.25,0.25,786,2,78,1,n159-2,,,,,,0
15,15,98.5,0.25,98.5,0.25,788,2,80,1,n160-2,,,,,,0
15,15,98.75,0.25,98.75,0.25,790,2,81,1,n161-2,,,,,,0
16,16,99.0,0.25,99.0,0.25,792,2,83,1,n165-2,,,,,,0
16,16,99.25,0.25,99.25,0.25,794,2,85,1,n166-2,,,,,,0
16,16,99.5,0.25,99.5,0.25,796,2,87,1,n167-2,,,,,,0
16,16,99.75,0.25,99.75,0.25,798,2,88,1,n168-2,,,,,,0
16,16,100.0,0.25,100.0,0.25,800,2,87,1,n169-2,,,,,,0
16,16,100.25,0.25,100.25,0.25,802,2,85,1,n170-2,,,,,,0
16,16,100.5,0.25,100.5,0.25,804,2,83,1,n171-2,,,,,,0
16,16,100.75,0.25,100.75,0.25,806,2,81,1,n172-2,,,,,,0
16,16,101.0,0.25,101.0,0.25,808,2,80,1,n173-2,,,,,,0
16,16,101.25,0.25,101.25,0.25,810,2,78,1,n174-2,,,,,,0
16,16,101.5,0.25,101.5,0.25,812,2,76,1,n175-2,,,,,,0
16,16,101.75,0.25,101.75,0.25,814,2,75,1,n176-2,,,,,,0
17,17,102.0,1.0,102.0,1.0,816,8,57,5,n185-2,ii6,,,,,0
17,17,102.0,1.0,102.0,1.0,816,8,66,5,n186-2,,,,,,0
17,17,102.0,0.5,102.0,0.5,816,4,73,1,n178-2,,,,,,0
17,17,102.75,0.25,102.75,0.25,822,2,85,1,n180-2,,,,,,0
17,17,103.0,2.0,103.0,2.0,824,16,59,6,n189-2,V(64),,,,,0
