onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,label,alt_label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
-0.5,0.5,-1.0,1.0,0,12,72,1,n1-1,0,0,3.0,2/2,F.I{,,F,I,I,,I,,{,M
0.0,0.25,0.0,0.5,12,6,70,1,n3-1,1,1,,,,,,,,,,,,
0.25,0.25,0.5,0.5,18,6,69,1,n4-1,1,1,,,,,,,,,,,,
0.5,0.25,1.0,0.5,24,6,67,1,n5-1,1,1,,,,,,,,,,,,
0.75,0.25,1.5,0.5,30,6,65,1,n6-1,1,1,,,,,,,,,,,,
1.0,0.25,2.0,0.5,36,6,69,1,n7-1,1,1,2.0,2/2,viio,,F,I,viio,,vii,,,o
1.25,0.25,2.5,0.5,42,6,67,1,n8-1,1,1,,,,,,,,,,,,
1.5,0.25,3.0,0.5,48,6,70,1,n9-1,1,1,,,,,,,,,,,,
1.75,0.25,3.5,0.5,54,6,64,1,n10-1,1,1,,,,,,,,,,,,
2.0,0.5,4.0,1.0,60,12,65,1,n12-1,2,2,6.0,2/2,I,,F,I,I,,I,,,M
2.5,0.5,5.0,1.0,72,12,60,1,n13-1,2,2,,,,,,,,,,,,
3.0,1.0,6.0,2.0,84,24,72,1,n14-1,2,2,,,,,,,,,,,,
4.0,0.25,8.0,0.5,108,6,70,1,n16-1,3,3,,,,,,,,,,,,
4.25,0.25,8.5,0.5,114,6,69,1,n17-1,3,3,,,,,,,,,,,,
4.5,0.25,9.0,0.5,120,6,67,1,n18-1,3,3,,,,,,,,,,,,
4.75,0.25,9.5,0.5,126,6,65,1,n19-1,3,3,,,,,,,,,,,,
5.0,0.25,10.0,0.5,132,6,69,1,n20-1,3,3,2.0,2/2,viio,,F,I,viio,,vii,,,o
5.25,0.25,10.5,0.5,138,6,67,1,n21-1,3,3,,,,,,,,,,,,
5.5,0.25,11.0,0.5,144,6,70,1,n22-1,3,3,,,,,,,,,,,,
5.75,0.25,11.5,0.5,150,6,64,1,n23-1,3,3,,,,,,,,,,,,
6.0,2.0,12.0,4.0,156,48,65,1,n25-1,4,4,,,,,,,,,,,,
6.0,0.25,12.0,0.5,156,6,57,5,n26-1,4,4,,,,,,,,,,,,
6.0,2.0,12.0,4.0,156,48,53,6,n34-1,4,4,4.0,2/2,I[I,,F,I,I,,I,,,M
6.25,0.25,12.5,0.5,162,6,60,5,n27-1,4,4,,,,,,,,,,,,
6.5,0.25,13.0,0.5,168,6,57,5,n28-1,4,4,,,,,,,,,,,,
6.75,0.25,13.5,0.5,174,6,60,5,n29-1,4,4,,,,,,,,,,,,
7.0,0.25,14.0,0.5,180,6,57,5,n30-1,4,4,,,,,,,,,,,,
7.25,0.25,14.5,0.5,186,6,60,5,n31-1,4,4,,,,,,,,,,,,
7.5,0.25,15.0,0.5,192,6,57,5,n32-1,4,4,,,,,,,,,,,,
7.75,0.25,15.5,0.5,198,6,60,5,n33-1,4,4,,,,,,,,,,,,
8.0,0.25,16.0,0.5,204,6,66,1,n35-1,5,5,,,,,,,,,,,,
8.0,0.25,16.0,0.5,204,6,58,5,n43-1,5,5,,,,,,,,,,,,
8.0,2.0,16.0,4.0,204,48,53,6,n51-1,5,5,4.0,2/2,V2,,F,I,V2,,V,,,Mm7
8.25,0.25,16.5,0.5,210,6,67,1,n36-1,5,5,,,,,,,,,,,,
8.25,0.25,16.5,0.5,210,6,60,5,n44-1,5,5,,,,,,,,,,,,
8.5,0.25,17.0,0.5,216,6,69,1,n37-1,5,5,,,,,,,,,,,,
8.5,0.25,17.0,0.5,216,6,58,5,n45-1,5,5,,,,,,,,,,,,
8.75,0.25,17.5,0.5,222,6,60,5,n46-1,5,5,,,,,,,,,,,,
8.75,0.25,17.5,0.5,222,6,70,1,n38-1,5,5,,,,,,,,,,,,
9.0,0.25,18.0,0.5,228,6,72,1,n39-1,5,5,,,,,,,,,,,,
9.0,0.25,18.0,0.5,228,6,58,5,n47-1,5,5,,,,,,,,,,,,
9.25,0.25,18.5,0.5,234,6,73,1,n40-1,5,5,,,,,,,,,,,,
9.25,0.25,18.5,0.5,234,6,60,5,n48-1,5,5,,,,,,,,,,,,
9.5,0.25,19.0,0.5,240,6,74,1,n41-1,5,5,,,,,,,,,,,,
9.5,0.25,19.0,0.5,240,6,58,5,n49-1,5,5,,,,,,,,,,,,
9.75,0.25,19.5,0.5,246,6,76,1,n42-1,5,5,,,,,,,,,,,,
9.75,0.25,19.5,0.5,246,6,60,5,n50-1,5,5,,,,,,,,,,,,
10.0,2.0,20.0,4.0,252,48,53,6,n68-1,6,6,4.0,2/2,I,,F,I,I,,I,,,M
10.0,0.25,20.0,0.5,252,6,79,1,n52-1,6,6,,,,,,,,,,,,
10.0,0.25,20.0,0.5,252,6,57,5,n60-1,6,6,,,,,,,,,,,,
10.25,0.25,20.5,0.5,258,6,60,5,n61-1,6,6,,,,,,,,,,,,
10.25,0.25,20.5,0.5,258,6,77,1,n53-1,6,6,,,,,,,,,,,,
10.5,0.25,21.0,0.5,264,6,57,5,n62-1,6,6,,,,,,,,,,,,
10.5,0.25,21.0,0.5,264,6,76,1,n54-1,6,6,,,,,,,,,,,,
10.75,0.25,21.5,0.5,270,6,60,5,n63-1,6,6,,,,,,,,,,,,
10.75,0.25,21.5,0.5,270,6,74,1,n55-1,6,6,,,,,,,,,,,,
11.0,0.25,22.0,0.5,276,6,57,5,n64-1,6,6,,,,,,,,,,,,
11.0,0.25,22.0,0.5,276,6,74,1,n56-1,6,6,,,,,,,,,,,,
11.25,0.25,22.5,0.5,282,6,72,1,n57-1,6,6,,,,,,,,,,,,
11.25,0.25,22.5,0.5,282,6,60,5,n65-1,6,6,,,,,,,,,,,,
11.5,0.25,23.0,0.5,288,6,57,5,n66-1,6,6,,,,,,,,,,,,
11.5,0.25,23.0,0.5,288,6,70,1,n58-1,6,6,,,,,,,,,,,,
11.75,0.25,23.5,0.5,294,6,60,5,n67-1,6,6,,,,,,,,,,,,
11.75,0.25,23.5,0.5,294,6,69,1,n59-1,6,6,,,,,,,,,,,,
12.0,2.0,24.0,4.0,300,48,53,6,n84-1,7,7,4.0,2/2,V2,,F,I,V2,,V,,,Mm7
12.0,0.5,24.0,1.0,300,12,67,1,n69-1,7,7,,,,,,,,,,,,
12.0,2.0,24.0,4.0,300,48,64,2,n75-1,7,7,,,,,,,,,,,,
12.0,0.25,24.0,0.5,300,6,58,5,n76-1,7,7,,,,,,,,,,,,
12.25,0.25,24.5,0.5,306,6,60,5,n77-1,7,7,,,,,,,,,,,,
12.5,0.25,25.0,0.5,312,6,67,1,n71-1,7,7,,,,,,,,,,,,
12.5,0.25,25.0,0.5,312,6,58,5,n78-1,7,7,,,,,,,,,,,,
12.5,0.0,25.0,0.0,312,0,69,1,n70-1,7,7,,,,,,,,,,,,
12.75,0.25,25.5,0.5,318,6,60,5,n79-1,7,7,,,,,,,,,,,,
12.75,0.25,25.5,0.5,318,6,66,1,n72-1,7,7,,,,,,,,,,,,
13.0,0.25,26.0,0.5,324,6,58,5,n80-1,7,7,,,,,,,,,,,,
13.0,0.5,26.0,1.0,324,12,67,1,n73-1,7,7,,,,,,,,,,,,
13.25,0.25,26.5,0.5,330,6,60,5,n81-1,7,7,,,,,,,,,,,,
13.5,0.25,27.0,0.5,336,6,58,5,n82-1,7,7,,,,,,,,,,,,
13.5,0.5,27.0,1.0,336,12,72,1,n74-1,7,7,,,,,,,,,,,,
13.75,0.25,27.5,0.5,342,6,60,5,n83-1,7,7,,,,,,,,,,,,
14.0,1.0,28.0,2.0,348,24,65,1,n85-1,8,8,,,,,,,,,,,,
14.0,1.0,28.0,2.0,348,24,57,5,n87-1,8,8,,,,,,,,,,,,
14.0,1.0,28.0,2.0,348,24,53,6,n89-1,8,8,6.0,2/2,I]},,F,I,I,,I,,},M
15.5,0.5,31.0,1.0,384,12,60,5,n88-1,8,8,0.0,2/2,{,,F,I,,,,,{,
16.0,0.25,32.0,0.5,396,6,58,5,n91-1,9,9,,,,,,,,,,,,
16.25,0.25,32.5,0.5,402,6,57,5,n92-1,9,9,,,,,,,,,,,,
16.5,0.25,33.0,0.5,408,6,55,5,n93-1,9,9,,,,,,,,,,,,
16.75,0.25,33.5,0.5,414,6,53,5,n94-1,9,9,,,,,,,,,,,,
17.0,0.25,34.0,0.5,420,6,57,5,n95-1,9,9,2.0,2/2,viio,,F,I,viio,,vii,,,o
17.25,0.25,34.5,0.5,426,6,55,5,n96-1,9,9,,,,,,,,,,,,
17.5,0.25,35.0,0.5,432,6,58,5,n97-1,9,9,,,,,,,,,,,,
17.75,0.25,35.5,0.5,438,6,52,5,n98-1,9,9,,,,,,,,,,,,
18.0,0.5,36.0,1.0,444,12,53,5,n100-1,10,10,6.0,2/2,I,,F,I,I,,I,,,M
18.5,0.5,37.0,1.0,456,12,48,5,n101-1,10,10,,,,,,,,,,,,
19.0,1.0,38.0,2.0,468,24,60,5,n102-1,10,10,,,,,,,,,,,,
20.0,0.25,40.0,0.5,492,6,58,5,n104-1,11,11,,,,,,,,,,,,
20.25,0.25,40.5,0.5,498,6,57,5,n105-1,11,11,,,,,,,,,,,,
20.5,0.25,41.0,0.5,504,6,55,5,n106-1,11,11,,,,,,,,,,,,
20.75,0.25,41.5,0.5,510,6,53,5,n107-1,11,11,,,,,,,,,,,,
21.0,0.25,42.0,0.5,516,6,57,5,n108-1,11,11,2.0,2/2,viio,,F,I,viio,,vii,,,o
21.25,0.25,42.5,0.5,522,6,55,5,n109-1,11,11,,,,,,,,,,,,
21.5,0.25,43.0,0.5,528,6,58,5,n110-1,11,11,,,,,,,,,,,,
21.75,0.25,43.5,0.5,534,6,52,5,n111-1,11,11,,,,,,,,,,,,
22.0,2.0,44.0,4.0,540,48,53,5,n120-1,12,12,4.0,2/2,I,,F,I,I,,I,,,M
22.0,0.25,44.0,0.5,540,6,72,1,n112-1,12,12,,,,,,,,,,,,
22.25,0.25,44.5,0.5,546,6,84,1,n113-1,12,12,,,,,,,,,,,,
22.5,0.25,45.0,0.5,552,6,81,1,n114-1,12,12,,,,,,,,,,,,
22.75,0.25,45.5,0.5,558,6,84,1,n115-1,12,12,,,,,,,,,,,,
23.0,0.25,46.0,0.5,564,6,72,1,n116-1,12,12,,,,,,,,,,,,
23.25,0.25,46.5,0.5,570,6,84,1,n117-1,12,12,,,,,,,,,,,,
23.5,0.25,47.0,0.5,576,6,81,1,n118-1,12,12,,,,,,,,,,,,
23.75,0.25,47.5,0.5,582,6,84,1,n119-1,12,12,,,,,,,,,,,,
24.0,0.25,48.0,0.5,588,6,54,5,n129-1,13,13,4.0,2/2,V43,,F,I,V43,,V,,,Mm7
24.0,0.25,48.0,0.5,588,6,72,1,n121-1,13,13,,,,,,,,,,,,
24.25,0.25,48.5,0.5,594,6,84,1,n122-1,13,13,,,,,,,,,,,,
24.25,0.25,48.5,0.5,594,6,55,5,n130-1,13,13,,,,,,,,,,,,
24.5,0.25,49.0,0.5,600,6,82,1,n123-1,13,13,,,,,,,,,,,,
24.5,0.25,49.0,0.5,600,6,57,5,n131-1,13,13,,,,,,,,,,,,
24.75,0.25,49.5,0.5,606,6,58,5,n132-1,13,13,,,,,,,,,,,,
24.75,0.25,49.5,0.5,606,6,84,1,n124-1,13,13,,,,,,,,,,,,
25.0,0.25,50.0,0.5,612,6,60,5,n133-1,13,13,,,,,,,,,,,,
25.0,0.25,50.0,0.5,612,6,72,1,n125-1,13,13,,,,,,,,,,,,
25.25,0.25,50.5,0.5,618,6,84,1,n126-1,13,13,,,,,,,,,,,,
25.25,0.25,50.5,0.5,618,6,61,5,n134-1,13,13,,,,,,,,,,,,
25.5,0.25,51.0,0.5,624,6,82,1,n127-1,13,13,,,,,,,,,,,,
25.5,0.25,51.0,0.5,624,6,62,5,n135-1,13,13,,,,,,,,,,,,
25.75,0.25,51.5,0.5,630,6,64,5,n136-1,13,13,,,,,,,,,,,,
25.75,0.25,51.5,0.5,630,6,84,1,n128-1,13,13,,,,,,,,,,,,
26.0,0.25,52.0,0.5,636,6,67,5,n145-1,14,14,3.0,2/2,I,,F,I,I,,I,,,M
26.0,0.25,52.0,0.5,636,6,72,1,n137-1,14,14,,,,,,,,,,,,
26.25,0.25,52.5,0.5,642,6,65,5,n146-1,14,14,,,,,,,,,,,,
26.25,0.25,52.5,0.5,642,6,84,1,n138-1,14,14,,,,,,,,,,,,
26.5,0.25,53.0,0.5,648,6,64,5,n147-1,14,14,,,,,,,,,,,,
26.5,0.25,53.0,0.5,648,6,81,1,n139-1,14,14,,,,,,,,,,,,
26.75,0.25,53.5,0.5,654,6,84,1,n140-1,14,14,,,,,,,,,,,,
26.75,0.25,53.5,0.5,654,6,62,5,n148-1,14,14,,,,,,,,,,,,
27.0,0.25,54.0,0.5,660,6,72,1,n141-1,14,14,,,,,,,,,,,,
27.0,0.25,54.0,0.5,660,6,62,5,n149-1,14,14,,,,,,,,,,,,
27.25,0.25,54.5,0.5,666,6,84,1,n142-1,14,14,,,,,,,,,,,,
27.25,0.25,54.5,0.5,666,6,60,5,n150-1,14,14,,,,,,,,,,,,
27.5,0.25,55.0,0.5,672,6,81,1,n143-1,14,14,,,,,,,,,,,,
27.5,0.25,55.0,0.5,672,6,58,5,n151-1,14,14,1.0,2/2,I6,,F,I,I6,,I,,,M
27.75,0.25,55.5,0.5,678,6,57,5,n152-1,14,14,,,,,,,,,,,,
27.75,0.25,55.5,0.5,678,6,84,1,n144-1,14,14,,,,,,,,,,,,
28.0,0.25,56.0,0.5,684,6,58,5,n161-1,15,15,4.0,2/2,V2,,F,I,V2,,V,,,Mm7
28.0,0.25,56.0,0.5,684,6,78,1,n153-1,15,15,,,,,,,,,,,,
28.25,0.25,56.5,0.5,690,6,79,1,n154-1,15,15,,,,,,,,,,,,
28.25,0.25,56.5,0.5,690,6,64,5,n162-1,15,15,,,,,,,,,,,,
28.5,0.25,57.0,0.5,696,6,60,5,n163-1,15,15,,,,,,,,,,,,
28.5,0.25,57.0,0.5,696,6,81,1,n155-1,15,15,,,,,,,,,,,,
28.75,0.25,57.5,0.5,702,6,82,1,n156-1,15,15,,,,,,,,,,,,
28.75,0.25,57.5,0.5,702,6,64,5,n164-1,15,15,,,,,,,,,,,,
29.0,0.25,58.0,0.5,708,6,58,5,n165-1,15,15,,,,,,,,,,,,
29.0,0.25,58.0,0.5,708,6,84,1,n157-1,15,15,,,,,,,,,,,,
29.25,0.25,58.5,0.5,714,6,67,5,n166-1,15,15,,,,,,,,,,,,
29.25,0.25,58.5,0.5,714,6,85,1,n158-1,15,15,,,,,,,,,,,,
29.5,0.25,59.0,0.5,720,6,60,5,n167-1,15,15,,,,,,,,,,,,
29.5,0.25,59.0,0.5,720,6,86,1,n159-1,15,15,,,,,,,,,,,,
29.75,0.25,59.5,0.5,726,6,67,5,n168-1,15,15,,,,,,,,,,,,
29.75,0.25,59.5,0.5,726,6,88,1,n160-1,15,15,,,,,,,,,,,,
30.0,0.25,60.0,0.5,732,6,57,5,n177-1,16,16,1.5,2/2,I6,,F,I,I6,,I,,,M
30.0,0.25,60.0,0.5,732,6,89,1,n169-1,16,16,,,,,,,,,,,,
30.25,0.25,60.5,0.5,738,6,77,1,n170-1,16,16,,,,,,,,,,,,
30.5,0.25,61.0,0.5,744,6,69,5,n179-1,16,16,,,,,,,,,,,,
30.5,0.25,61.0,0.5,744,6,72,5,n180-1,16,16,,,,,,,,,,,,
30.5,0.25,61.0,0.5,744,6,89,1,n171-1,16,16,,,,,,,,,,,,
30.75,0.25,61.5,0.5,750,6,88,1,n172-1,16,16,,,,,,,,,,,,
30.75,0.25,61.5,0.5,750,6,67,5,n181-1,16,16,0.5,2/2,viio6,,F,I,viio6,,vii,,,o
30.75,0.25,61.5,0.5,750,6,70,5,n182-1,16,16,,,,,,,,,,,,
31.0,0.25,62.0,0.5,756,6,69,5,n184-1,16,16,,,,,,,,,,,,
31.0,0.25,62.0,0.5,756,6,86,1,n173-1,16,16,,,,,,,,,,,,
31.0,0.25,62.0,0.5,756,6,65,5,n183-1,16,16,1.5,2/2,vi6,,F,I,vi6,,vi,,,m
31.25,0.25,62.5,0.5,762,6,74,1,n174-1,16,16,,,,,,,,,,,,
31.5,0.25,63.0,0.5,768,6,65,5,n186-1,16,16,,,,,,,,,,,,
31.5,0.25,63.0,0.5,768,6,69,5,n187-1,16,16,,,,,,,,,,,,
31.5,0.25,63.0,0.5,768,6,86,1,n175-1,16,16,,,,,,,,,,,,
31.75,0.25,63.5,0.5,774,6,67,5,n189-1,16,16,,,,,,,,,,,,
31.75,0.25,63.5,0.5,774,6,84,1,n176-1,16,16,,,,,,,,,,,,
31.75,0.25,63.5,0.5,774,6,64,5,n188-1,16,16,0.5,2/2,V6,,F,I,V6,,V,,,M
32.0,0.25,64.0,0.5,780,6,62,5,n198-1,17,17,1.5,2/2,IV6,,F,I,IV6,,IV,,,M
32.0,0.25,64.0,0.5,780,6,65,5,n199-1,17,17,,,,,,,,,,,,
32.0,0.25,64.0,0.5,780,6,82,1,n190-1,17,17,,,,,,,,,,,,
32.25,0.25,64.5,0.5,786,6,70,1,n191-1,17,17,,,,,,,,,,,,
32.5,0.25,65.0,0.5,792,6,82,1,n192-1,17,17,,,,,,,,,,,,
32.5,0.25,65.0,0.5,792,6,65,5,n202-1,17,17,,,,,,,,,,,,
32.5,0.25,65.0,0.5,792,6,62,5,n201-1,17,17,,,,,,,,,,,,
32.75,0.25,65.5,0.5,798,6,60,5,n203-1,17,17,0.5,2/2,iii6,,F,I,iii6,,iii,,,m
32.75,0.25,65.5,0.5,798,6,64,5,n204-1,17,17,,,,,,,,,,,,
32.75,0.25,65.5,0.5,798,6,81,1,n193-1,17,17,,,,,,,,,,,,
33.0,0.25,66.0,0.5,804,6,58,5,n205-1,17,17,1.5,2/2,ii6,,F,I,ii6,,ii,,,m
33.0,0.25,66.0,0.5,804,6,62,5,n206-1,17,17,,,,,,,,,,,,
33.0,0.25,66.0,0.5,804,6,79,1,n194-1,17,17,,,,,,,,,,,,
33.25,0.25,66.5,0.5,810,6,67,1,n195-1,17,17,,,,,,,,,,,,
33.5,0.25,67.0,0.5,816,6,58,5,n208-1,17,17,,,,,,,,,,,,
33.5,0.25,67.0,0.5,816,6,62,5,n209-1,17,17,,,,,,,,,,,,
33.5,0.25,67.0,0.5,816,6,79,1,n196-1,17,17,,,,,,,,,,,,
33.75,0.25,67.5,0.5,822,6,57,5,n210-1,17,17,0.5,2/2,I6,,F,I,I6,,I,,,M
33.75,0.25,67.5,0.5,822,6,60,5,n211-1,17,17,,,,,,,,,,,,
33.75,0.25,67.5,0.5,822,6,77,1,n197-1,17,17,,,,,,,,,,,,
34.0,1.0,68.0,2.0,828,24,77,1,n212-1,18,18,,,,,,,,,,,,
34.0,1.5,68.0,3.0,828,36,55,5,n215-1,18,18,2.0,2/2,viio6(2)},,F,I,viio6(2),,vii,,},o
34.0,1.5,68.0,3.0,828,36,58,5,n216-1,18,18,,,,,,,,,,,,
35.0,0.5,70.0,1.0,852,12,76,1,n213-1,18,18,2.0,2/2,viio6,,F,I,viio6,,vii,,,o
36.0,2.0,72.0,4.0,876,48,58,5,n228-1,19,19,,,,,,,,,,,,
36.0,2.0,72.0,4.0,876,48,52,5,n227-1,19,19,3.0,2/2,viio{,,F,I,viio,,vii,,{,o
36.5,0.25,73.0,0.5,888,6,81,1,n221-1,19,19,,,,,,,,,,,,
36.75,0.25,73.5,0.5,894,6,79,1,n222-1,19,19,,,,,,,,,,,,
37.0,0.25,74.0,0.5,900,6,77,1,n223-1,19,19,,,,,,,,,,,,
37.25,0.25,74.5,0.5,906,6,76,1,n224-1,19,19,,,,,,,,,,,,
37.5,0.25,75.0,0.5,912,6,74,1,n225-1,19,19,1.0,2/2,V65,,F,I,V65,,V,,,Mm7
37.75,0.25,75.5,0.5,918,6,72,1,n226-1,19,19,,,,,,,,,,,,
38.0,1.0,76.0,2.0,924,24,53,5,n237-1,20,20,1.5,2/2,I,,F,I,I,,I,,,M
38.0,1.0,76.0,2.0,924,24,57,5,n238-1,20,20,,,,,,,,,,,,
38.0,0.25,76.0,0.5,924,6,72,1,n229-1,20,20,,,,,,,,,,,,
38.25,0.25,76.5,0.5,930,6,77,1,n230-1,20,20,,,,,,,,,,,,
38.5,0.25,77.0,0.5,936,6,76,1,n231-1,20,20,,,,,,,,,,,,
38.75,0.25,77.5,0.5,942,6,75,1,n232-1,20,20,0.5,2/2,V7/IV,,F,I,V7/IV,,V,,,Mm7
39.0,1.0,78.0,2.0,948,24,46,5,n239-1,20,20,2.0,2/2,ii6,,F,I,ii6,,ii,,,m
39.0,1.0,78.0,2.0,948,24,55,5,n240-1,20,20,,,,,,,,,,,,
39.0,0.25,78.0,0.5,948,6,73,1,n233-1,20,20,,,,,,,,,,,,
39.25,0.25,78.5,0.5,954,6,74,1,n234-1,20,20,,,,,,,,,,,,
39.5,0.25,79.0,0.5,960,6,70,1,n235-1,20,20,,,,,,,,,,,,
39.75,0.25,79.5,0.5,966,6,67,1,n236-1,20,20,,,,,,,,,,,,
40.0,1.5,80.0,3.0,972,36,65,1,n241-1,21,21,,,,,,,,,,,,
40.0,1.5,80.0,3.0,972,36,65,2,n244-1,21,21,2.0,2/2,V(64),,F,I,V(64),,V,,,M
40.5,1.5,81.0,3.0,984,36,48,6,n249-1,21,21,,,,,,,,,,,,
40.5,0.5,81.0,1.0,984,12,57,5,n247-1,21,21,,,,,,,,,,,,
41.0,1.0,82.0,2.0,996,24,58,5,n248-1,21,21,1.0,2/2,V7(4),,F,I,V7(4),,V,,,Mm7
41.5,0.5,83.0,1.0,1008,12,64,2,n245-1,21,21,1.0,2/2,V7,,F,I,V7,,V,,,Mm7
41.5,0.25,83.0,0.5,1008,6,69,1,n242-1,21,21,,,,,,,,,,,,
41.75,0.25,83.5,0.5,1014,6,67,1,n243-1,21,21,,,,,,,,,,,,
42.0,2.0,84.0,4.0,1020,48,50,5,n258-1,22,22,4.0,2/2,viio6/V|DC,,F,I,viio6/V,,vii,DC,,o
42.0,2.0,84.0,4.0,1020,48,53,5,n259-1,22,22,,,,,,,,,,,,
42.0,2.0,84.0,4.0,1020,48,59,5,n260-1,22,22,,,,,,,,,,,,
42.0,0.25,84.0,0.5,1020,6,65,1,n250-1,22,22,,,,,,,,,,,,
42.25,0.25,84.5,0.5,1026,6,81,1,n251-1,22,22,,,,,,,,,,,,
42.5,0.25,85.0,0.5,1032,6,79,1,n252-1,22,22,,,,,,,,,,,,
42.75,0.25,85.5,0.5,1038,6,77,1,n253-1,22,22,,,,,,,,,,,,
43.0,0.25,86.0,0.5,1044,6,76,1,n254-1,22,22,,,,,,,,,,,,
43.25,0.25,86.5,0.5,1050,6,74,1,n255-1,22,22,,,,,,,,,,,,
43.5,0.25,87.0,0.5,1056,6,72,1,n256-1,22,22,,,,,,,,,,,,
43.75,0.25,87.5,0.5,1062,6,71,1,n257-1,22,22,,,,,,,,,,,,
44.0,0.25,88.0,0.5,1068,6,54,5,n269-1,23,23,4.0,2/2,V43,,F,I,V43,,V,,,Mm7
44.0,0.25,88.0,0.5,1068,6,70,1,n261-1,23,23,,,,,,,,,,,,
44.25,0.25,88.5,0.5,1074,6,55,5,n270-1,23,23,,,,,,,,,,,,
44.25,0.25,88.5,0.5,1074,6,76,1,n262-1,23,23,,,,,,,,,,,,
44.5,0.25,89.0,0.5,1080,6,57,5,n271-1,23,23,,,,,,,,,,,,
44.5,0.25,89.0,0.5,1080,6,72,1,n263-1,23,23,,,,,,,,,,,,
44.75,0.25,89.5,0.5,1086,6,58,5,n272-1,23,23,,,,,,,,,,,,
44.75,0.25,89.5,0.5,1086,6,76,1,n264-1,23,23,,,,,,,,,,,,
45.0,0.25,90.0,0.5,1092,6,60,5,n273-1,23,23,,,,,,,,,,,,
45.0,0.25,90.0,0.5,1092,6,70,1,n265-1,23,23,,,,,,,,,,,,
45.25,0.25,90.5,0.5,1098,6,79,1,n266-1,23,23,,,,,,,,,,,,
45.25,0.25,90.5,0.5,1098,6,61,5,n274-1,23,23,,,,,,,,,,,,
45.5,0.25,91.0,0.5,1104,6,62,5,n275-1,23,23,,,,,,,,,,,,
45.5,0.25,91.0,0.5,1104,6,72,1,n267-1,23,23,,,,,,,,,,,,
45.75,0.25,91.5,0.5,1110,6,79,1,n268-1,23,23,,,,,,,,,,,,
45.75,0.25,91.5,0.5,1110,6,64,5,n276-1,23,23,,,,,,,,,,,,
46.0,0.25,92.0,0.5,1116,6,65,5,n283-1,24,24,2.0,2/2,I,,F,I,I,,I,,,M
46.0,0.5,92.0,1.0,1116,12,69,1,n277-1,24,24,,,,,,,,,,,,
46.25,0.25,92.5,0.5,1122,6,53,5,n284-1,24,24,,,,,,,,,,,,
46.5,0.25,93.0,0.5,1128,6,65,5,n285-1,24,24,,,,,,,,,,,,
46.5,0.5,93.0,1.0,1128,12,69,1,n278-1,24,24,,,,,,,,,,,,
46.5,0.5,93.0,1.0,1128,12,72,1,n279-1,24,24,,,,,,,,,,,,
46.75,0.25,93.5,0.5,1134,6,64,5,n286-1,24,24,,,,,,,,,,,,
47.0,0.25,94.0,0.5,1140,6,62,5,n287-1,24,24,2.0,2/2,vi,,F,I,vi,,vi,,,m
47.25,0.25,94.5,0.5,1146,6,50,5,n288-1,24,24,,,,,,,,,,,,
47.5,0.25,95.0,0.5,1152,6,62,5,n289-1,24,24,,,,,,,,,,,,
47.5,0.5,95.0,1.0,1152,12,69,1,n281-1,24,24,,,,,,,,,,,,
47.5,0.5,95.0,1.0,1152,12,77,1,n282-1,24,24,,,,,,,,,,,,
47.75,0.25,95.5,0.5,1158,6,60,5,n290-1,24,24,,,,,,,,,,,,
48.0,0.25,96.0,0.5,1164,6,58,5,n297-1,25,25,2.0,2/2,IV,,F,I,IV,,IV,,,M
48.25,0.25,96.5,0.5,1170,6,46,5,n298-1,25,25,,,,,,,,,,,,
48.5,0.5,97.0,1.0,1176,12,77,1,n293-1,25,25,,,,,,,,,,,,
48.5,0.25,97.0,0.5,1176,6,58,5,n299-1,25,25,,,,,,,,,,,,
48.5,0.5,97.0,1.0,1176,12,74,1,n292-1,25,25,,,,,,,,,,,,
48.75,0.25,97.5,0.5,1182,6,57,5,n300-1,25,25,,,,,,,,,,,,
49.0,0.25,98.0,0.5,1188,6,55,5,n301-1,25,25,2.0,2/2,ii,,F,I,ii,,ii,,,m
49.25,0.25,98.5,0.5,1194,6,43,5,n302-1,25,25,,,,,,,,,,,,
49.5,0.5,99.0,1.0,1200,12,74,1,n295-1,25,25,,,,,,,,,,,,
49.5,0.5,99.0,1.0,1200,12,82,1,n296-1,25,25,,,,,,,,,,,,
49.5,0.25,99.0,0.5,1200,6,55,5,n303-1,25,25,,,,,,,,,,,,
49.75,0.25,99.5,0.5,1206,6,53,5,n304-1,25,25,,,,,,,,,,,,
50.0,1.0,100.0,2.0,1212,24,53,5,n310-1,26,26,2.0,2/2,V65(4b2)},,F,I,V65(4b2),,V,,},Mm7
50.0,1.5,100.0,3.0,1212,36,82,1,n306-1,26,26,,,,,,,,,,,,
50.0,1.0,100.0,2.0,1212,24,73,1,n305-1,26,26,,,,,,,,,,,,
51.0,0.5,102.0,1.0,1236,12,52,5,n311-1,26,26,2.0,2/2,V65,,F,I,V65,,V,,,Mm7
51.0,0.5,102.0,1.0,1236,12,72,1,n307-1,26,26,,,,,,,,,,,,
52.0,2.0,104.0,4.0,1260,48,70,1,n313-1,27,27,3.0,2/2,viio6{,,F,I,viio6,,vii,,{,o
52.0,2.0,104.0,4.0,1260,48,76,1,n314-1,27,27,,,,,,,,,,,,
52.5,0.25,105.0,0.5,1272,6,69,5,n316-1,27,27,,,,,,,,,,,,
