onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,label,globalkey,localkey,chord,numeral,cadence,phraseend,chord_type
70.25,0.125,70.25,0.125,3372,6,84,1,n680-1,36,36,,,,,,,,,,
70.375,0.125,70.375,0.125,3378,6,81,1,n681-1,36,36,,,,,,,,,,
70.5,0.125,70.5,0.125,3384,6,77,1,n682-1,36,36,,,,,,,,,,
70.625,0.125,70.625,0.125,3390,6,72,1,n683-1,36,36,,,,,,,,,,
70.75,0.125,70.75,0.125,3396,6,69,1,n684-1,36,36,,,,,,,,,,
70.875,0.125,70.875,0.125,3402,6,65,1,n685-1,36,36,,,,,,,,,,
71.0,1.25,71.0,1.25,3408,60,60,1,n686-1,36,36,1.0,2/4,V7/IV,Bb,V,V7/IV,V,,,Mm7
71.0,1.25,71.0,1.25,3408,60,63,1,n687-1,36,36,,,,,,,,,,
71.25,0.25,71.25,0.25,3420,12,41,5,n692-1,36,36,,,,,,,,,,
71.25,0.25,71.25,0.25,3420,12,53,5,n693-1,36,36,,,,,,,,,,
71.5,0.25,71.5,0.25,3432,12,57,5,n695-1,36,36,,,,,,,,,,
71.5,0.25,71.5,0.25,3432,12,45,5,n694-1,36,36,,,,,,,,,,
71.75,0.25,71.75,0.25,3444,12,41,5,n696-1,36,36,,,,,,,,,,
71.75,0.25,71.75,0.25,3444,12,53,5,n697-1,36,36,,,,,,,,,,
72.0,0.5,72.0,0.5,3456,24,46,5,n710-1,37,37,0.5,2/4,IV,Bb,V,IV,IV,,,M
72.0,0.5,72.0,0.5,3456,24,58,5,n711-1,37,37,,,,,,,,,,
72.25,0.25,72.25,0.25,3468,12,62,1,n700-1,37,37,,,,,,,,,,
72.5,0.5,72.5,0.5,3480,24,55,5,n712-1,37,37,0.5,2/4,ii,Bb,V,ii,ii,,,m
72.75,0.25,72.75,0.25,3492,12,74,1,n703-1,37,37,,,,,,,,,,
72.75,0.25,72.75,0.25,3492,12,70,1,n702-1,37,37,,,,,,,,,,
73.0,0.5,73.0,0.5,3504,24,60,5,n713-1,37,37,0.5,2/4,V(64),Bb,V,V(64),V,,,M
73.25,0.25,73.25,0.25,3516,12,72,1,n706-1,37,37,,,,,,,,,,
73.25,0.25,73.25,0.25,3516,12,69,1,n705-1,37,37,,,,,,,,,,
73.5,0.5,73.5,0.5,3528,24,48,5,n714-1,37,37,0.5,2/4,V7,Bb,V,V7,V,,,Mm7
73.75,0.25,73.75,0.25,3540,12,64,1,n709-1,37,37,,,,,,,,,,
73.75,0.25,73.75,0.25,3540,12,58,1,n708-1,37,37,,,,,,,,,,
74.0,0.5,74.0,0.5,3552,24,65,1,n716-1,38,38,,,,,,,,,,
74.0,0.5,74.0,0.5,3552,24,57,1,n715-1,38,38,,,,,,,,,,
74.0,0.125,74.0,0.125,3552,6,41,5,n727-1,38,38,1.0,2/4,I[I|PAC},Bb,V,I,I,PAC,},M
74.125,0.125,74.125,0.125,3558,6,53,5,n728-1,38,38,,,,,,,,,,
74.25,0.125,74.25,0.125,3564,6,52,5,n729-1,38,38,,,,,,,,,,
74.375,0.125,74.375,0.125,3570,6,53,5,n730-1,38,38,,,,,,,,,,
74.5,0.125,74.5,0.125,3576,6,41,5,n731-1,38,38,,,,,,,,,,
74.625,0.125,74.625,0.125,3582,6,53,5,n732-1,38,38,,,,,,,,,,
74.75,0.125,74.75,0.125,3588,6,52,5,n733-1,38,38,,,,,,,,,,
74.75,0.25,74.75,0.25,3588,12,69,1,n719-1,38,38,,,,,,,,,,
74.75,0.25,74.75,0.25,3588,12,65,1,n718-1,38,38,,,,,,,,,,
74.875,0.125,74.875,0.125,3594,6,53,5,n734-1,38,38,,,,,,,,,,
75.0,0.125,75.0,0.125,3600,6,41,5,n735-1,38,38,1.0,2/4,viio,Bb,V,viio,vii,,,o
75.0,0.25,75.0,0.25,3600,12,64,1,n720-1,38,38,,,,,,,,,,
75.0,0.25,75.0,0.25,3600,12,67,1,n721-1,38,38,,,,,,,,,,
75.125,0.125,75.125,0.125,3606,6,53,5,n736-1,38,38,,,,,,,,,,
75.25,0.125,75.25,0.125,3612,6,52,5,n737-1,38,38,,,,,,,,,,
75.25,0.25,75.25,0.25,3612,12,64,1,n722-1,38,38,,,,,,,,,,
75.25,0.25,75.25,0.25,3612,12,67,1,n723-1,38,38,,,,,,,,,,
75.375,0.125,75.375,0.125,3618,6,53,5,n738-1,38,38,,,,,,,,,,
75.5,0.125,75.5,0.125,3624,6,41,5,n739-1,38,38,,,,,,,,,,
75.625,0.125,75.625,0.125,3630,6,53,5,n740-1,38,38,,,,,,,,,,
75.75,0.25,75.75,0.25,3636,12,70,1,n726-1,38,38,,,,,,,,,,
75.75,0.25,75.75,0.25,3636,12,67,1,n725-1,38,38,,,,,,,,,,
75.75,0.125,75.75,0.125,3636,6,52,5,n741-1,38,38,,,,,,,,,,
75.875,0.125,75.875,0.125,3642,6,53,5,n742-1,38,38,,,,,,,,,,
76.0,0.125,76.0,0.125,3648,6,41,5,n758-1,39,39,1.0,2/4,I,Bb,V,I,I,,,M
76.0,0.25,76.0,0.25,3648,12,69,1,n744-1,39,39,,,,,,,,,,
76.0,0.25,76.0,0.25,3648,12,65,1,n743-1,39,39,,,,,,,,,,
76.125,0.125,76.125,0.125,3654,6,53,5,n759-1,39,39,,,,,,,,,,
76.25,0.125,76.25,0.125,3660,6,52,5,n760-1,39,39,,,,,,,,,,
76.25,0.25,76.25,0.25,3660,12,65,1,n745-1,39,39,,,,,,,,,,
76.25,0.25,76.25,0.25,3660,12,69,1,n746-1,39,39,,,,,,,,,,
76.375,0.125,76.375,0.125,3666,6,53,5,n761-1,39,39,,,,,,,,,,
76.5,0.125,76.5,0.125,3672,6,41,5,n762-1,39,39,,,,,,,,,,
76.625,0.125,76.625,0.125,3678,6,53,5,n763-1,39,39,,,,,,,,,,
76.75,0.25,76.75,0.25,3684,12,81,1,n749-1,39,39,,,,,,,,,,
76.75,0.125,76.75,0.125,3684,6,52,5,n764-1,39,39,,,,,,,,,,
76.75,0.25,76.75,0.25,3684,12,77,1,n748-1,39,39,,,,,,,,,,
76.875,0.125,76.875,0.125,3690,6,53,5,n765-1,39,39,,,,,,,,,,
77.0,0.125,77.0,0.125,3696,6,41,5,n766-1,39,39,2.0,2/4,viio,Bb,V,viio,vii,,,o
77.0,0.25,77.0,0.25,3696,12,76,1,n750-1,39,39,,,,,,,,,,
77.0,0.25,77.0,0.25,3696,12,79,1,n751-1,39,39,,,,,,,,,,
77.125,0.125,77.125,0.125,3702,6,53,5,n767-1,39,39,,,,,,,,,,
77.25,0.25,77.25,0.25,3708,12,76,1,n752-1,39,39,,,,,,,,,,
77.25,0.125,77.25,0.125,3708,6,52,5,n768-1,39,39,,,,,,,,,,
77.25,0.25,77.25,0.25,3708,12,79,1,n753-1,39,39,,,,,,,,,,
77.375,0.125,77.375,0.125,3714,6,53,5,n769-1,39,39,,,,,,,,,,
77.5,0.125,77.5,0.125,3720,6,41,5,n770-1,39,39,,,,,,,,,,
77.625,0.125,77.625,0.125,3726,6,53,5,n771-1,39,39,,,,,,,,,,
77.75,0.25,77.75,0.25,3732,12,82,1,n757-1,39,39,,,,,,,,,,
77.75,0.25,77.75,0.25,3732,12,76,1,n755-1,39,39,,,,,,,,,,
77.75,0.125,77.75,0.125,3732,6,52,5,n772-1,39,39,,,,,,,,,,
77.75,0.25,77.75,0.25,3732,12,79,1,n756-1,39,39,,,,,,,,,,
77.875,0.125,77.875,0.125,3738,6,53,5,n773-1,39,39,,,,,,,,,,
78.0,1.0,78.0,1.0,3744,48,79,1,n775-1,40,40,,,,,,,,,,
78.0,1.0,78.0,1.0,3744,48,76,1,n774-1,40,40,,,,,,,,,,
78.0,1.0,78.0,1.0,3744,48,82,1,n776-1,40,40,,,,,,,,,,
78.0,1.5,78.0,1.5,3744,72,53,5,n781-1,40,40,,,,,,,,,,
78.0,1.5,78.0,1.5,3744,72,41,5,n780-1,40,40,,,,,,,,,,
79.0,0.5,79.0,0.5,3792,24,81,1,n778-1,40,40,,,,,,,,,,
79.0,0.5,79.0,0.5,3792,24,77,1,n777-1,40,40,1.0,2/4,I],Bb,V,I,I,,,M
80.0,1.0,80.0,1.0,3840,48,58,5,n10-2,1,1,1.0,2/4,Bb.I{,Bb,I,I,I,,{,M
80.0,1.0,80.0,1.0,3840,48,62,5,n11-2,1,1,,,,,,,,,,
80.0,0.75,80.0,0.75,3840,36,70,1,n1-2,1,1,,,,,,,,,,
80.75,0.125,80.75,0.125,3876,6,72,1,n2-2,1,1,,,,,,,,,,
80.875,0.125,80.875,0.125,3882,6,74,1,n3-2,1,1,,,,,,,,,,
81.0,0.16666667,81.0,0.16666667,3888,8,70,1,n4-2,1,1,,,,,,,,,,
81.0,1.0,81.0,1.0,3888,48,60,5,n12-2,1,1,1.0,2/4,viio6,Bb,I,viio6,vii,,,o
81.0,1.0,81.0,1.0,3888,48,63,5,n13-2,1,1,,,,,,,,,,
81.166664,0.16666667,81.166664,0.16666667,3896,8,69,1,n5-2,1,1,,,,,,,,,,
81.333336,0.16666667,81.333336,0.16666667,3904,8,72,1,n6-2,1,1,,,,,,,,,,
81.5,0.16666667,81.5,0.16666667,3912,8,70,1,n7-2,1,1,,,,,,,,,,
81.666664,0.16666667,81.666664,0.16666667,3920,8,69,1,n8-2,1,1,,,,,,,,,,
81.833336,0.16666667,81.833336,0.16666667,3928,8,75,1,n9-2,1,1,,,,,,,,,,
82.0,1.0,82.0,1.0,3936,48,62,5,n22-2,2,2,2.0,2/4,I6,Bb,I,I6,I,,,M
82.0,1.0,82.0,1.0,3936,48,65,5,n23-2,2,2,,,,,,,,,,
82.0,0.16666667,82.0,0.16666667,3936,8,72,1,n14-2,2,2,,,,,,,,,,
82.166664,0.16666667,82.166664,0.16666667,3944,8,70,1,n15-2,2,2,,,,,,,,,,
82.333336,0.16666667,82.333336,0.16666667,3952,8,74,1,n16-2,2,2,,,,,,,,,,
82.5,0.16666667,82.5,0.16666667,3960,8,72,1,n17-2,2,2,,,,,,,,,,
82.666664,0.16666667,82.666664,0.16666667,3968,8,70,1,n18-2,2,2,,,,,,,,,,
82.833336,0.16666667,82.833336,0.16666667,3976,8,77,1,n19-2,2,2,,,,,,,,,,
83.0,0.5,83.0,0.5,3984,24,74,1,n20-2,2,2,,,,,,,,,,
84.0,0.5,84.0,0.5,4032,24,70,1,n25-2,3,3,,,,,,,,,,
84.0,0.5,84.0,0.5,4032,24,51,5,n39-2,3,3,0.5,2/4,IV,Bb,I,IV,IV,,,M
84.0,0.5,84.0,0.5,4032,24,63,5,n40-2,3,3,,,,,,,,,,
84.0,0.5,84.0,0.5,4032,24,75,1,n26-2,3,3,,,,,,,,,,
84.0,0.5,84.0,0.5,4032,24,79,1,n27-2,3,3,,,,,,,,,,
84.5,0.5,84.5,0.5,4056,24,46,5,n41-2,3,3,1.5,2/4,I,Bb,I,I,I,,,M
84.5,0.5,84.5,0.5,4056,24,58,5,n42-2,3,3,,,,,,,,,,
84.5,0.5,84.5,0.5,4056,24,70,1,n28-2,3,3,,,,,,,,,,
84.5,0.5,84.5,0.5,4056,24,74,1,n29-2,3,3,,,,,,,,,,
84.5,0.5,84.5,0.5,4056,24,77,1,n30-2,3,3,,,,,,,,,,
85.0,0.125,85.0,0.125,4080,6,77,1,n31-2,3,3,,,,,,,,,,
85.125,0.125,85.125,0.125,4086,6,82,1,n32-2,3,3,,,,,,,,,,
85.25,0.125,85.25,0.125,4092,6,81,1,n33-2,3,3,,,,,,,,,,
85.375,0.125,85.375,0.125,4098,6,82,1,n34-2,3,3,,,,,,,,,,
85.5,0.125,85.5,0.125,4104,6,86,1,n35-2,3,3,,,,,,,,,,
85.625,0.125,85.625,0.125,4110,6,82,1,n36-2,3,3,,,,,,,,,,
85.75,0.125,85.75,0.125,4116,6,81,1,n37-2,3,3,,,,,,,,,,
85.875,0.125,85.875,0.125,4122,6,82,1,n38-2,3,3,,,,,,,,,,
86.0,0.0,86.0,0.0,4128,0,74,1,n44-2,4,4,,,,,,,,,,
86.0,0.5,86.0,0.5,4128,24,72,1,n46-2,4,4,,,,,,,,,,
86.0,0.5,86.0,0.5,4128,24,53,5,n52-2,4,4,,,,,,,,,,
86.0,0.5,86.0,0.5,4128,24,41,5,n51-2,4,4,0.5,2/4,V7,Bb,I,V7,V,,,Mm7
86.0,0.0,86.0,0.0,4128,0,77,1,n45-2,4,4,,,,,,,,,,
86.0,0.5,86.0,0.5,4128,24,75,1,n47-2,4,4,,,,,,,,,,
86.5,0.5,86.5,0.5,4152,24,74,1,n49-2,4,4,,,,,,,,,,
86.5,0.5,86.5,0.5,4152,24,70,1,n48-2,4,4,,,,,,,,,,
86.5,0.5,86.5,0.5,4152,24,58,5,n54-2,4,4,,,,,,,,,,
86.5,0.5,86.5,0.5,4152,24,46,5,n53-2,4,4,2.5,2/4,I|IAC},Bb,I,I,I,IAC,},M
88.0,0.75,88.0,0.75,4224,36,58,1,n56-2,5,5,,,,,,,,,,
88.0,1.0,88.0,1.0,4224,48,50,5,n66-2,5,5,,,,,,,,,,
88.0,1.0,88.0,1.0,4224,48,46,5,n65-2,5,5,0.0,2/4,{,Bb,I,,,,{,
88.75,0.125,88.75,0.125,4260,6,60,1,n57-2,5,5,,,,,,,,,,
88.875,0.125,88.875,0.125,4266,6,62,1,n58-2,5,5,,,,,,,,,,
89.0,1.0,89.0,1.0,4272,48,51,5,n68-2,5,5,,,,,,,,,,
89.0,0.16666667,89.0,0.16666667,4272,8,58,1,n59-2,5,5,,,,,,,,,,
89.0,1.0,89.0,1.0,4272,48,48,5,n67-2,5,5,1.0,2/4,viio6,Bb,I,viio6,vii,,,o
89.166664,0.16666667,89.166664,0.16666667,4280,8,57,1,n60-2,5,5,,,,,,,,,,
89.333336,0.16666667,89.333336,0.16666667,4288,8,60,1,n61-2,5,5,,,,,,,,,,
89.5,0.16666667,89.5,0.16666667,4296,8,58,1,n62-2,5,5,,,,,,,,,,
89.666664,0.16666667,89.666664,0.16666667,4304,8,57,1,n63-2,5,5,,,,,,,,,,
89.833336,0.16666667,89.833336,0.16666667,4312,8,63,1,n64-2,5,5,,,,,,,,,,
90.0,1.0,90.0,1.0,4320,48,53,5,n78-2,6,6,,,,,,,,,,
90.0,0.16666667,90.0,0.16666667,4320,8,60,1,n69-2,6,6,,,,,,,,,,
90.0,1.0,90.0,1.0,4320,48,50,5,n77-2,6,6,2.0,2/4,I6,Bb,I,I6,I,,,M
90.166664,0.16666667,90.166664,0.16666667,4328,8,58,1,n70-2,6,6,,,,,,,,,,
90.333336,0.16666667,90.333336,0.16666667,4336,8,62,1,n71-2,6,6,,,,,,,,,,
90.5,0.16666667,90.5,0.16666667,4344,8,60,1,n72-2,6,6,,,,,,,,,,
90.666664,0.16666667,90.666664,0.16666667,4352,8,58,1,n73-2,6,6,,,,,,,,,,
90.833336,0.16666667,90.833336,0.16666667,4360,8,65,1,n74-2,6,6,,,,,,,,,,
91.0,0.5,91.0,0.5,4368,24,62,1,n75-2,6,6,,,,,,,,,,
92.0,1.0,92.0,1.0,4416,48,51,5,n94-2,7,7,1.0,2/4,ii6,Bb,I,ii6,ii,,,m
92.0,0.16666667,92.0,0.16666667,4416,8,67,1,n80-2,7,7,,,,,,,,,,
92.0,1.0,92.0,1.0,4416,48,60,5,n96-2,7,7,,,,,,,,,,
92.0,1.0,92.0,1.0,4416,48,55,5,n95-2,7,7,,,,,,,,,,
92.166664,0.16666667,92.166664,0.16666667,4424,8,72,1,n81-2,7,7,,,,,,,,,,
92.333336,0.16666667,92.333336,0.16666667,4432,8,75,1,n82-2,7,7,,,,,,,,,,
92.5,0.16666667,92.5,0.16666667,4440,8,72,1,n83-2,7,7,,,,,,,,,,
92.666664,0.16666667,92.666664,0.16666667,4448,8,75,1,n84-2,7,7,,,,,,,,,,
92.833336,0.16666667,92.833336,0.16666667,4456,8,79,1,n85-2,7,7,,,,,,,,,,
93.0,0.5,93.0,0.5,4464,24,62,5,n97-2,7,7,,,,,,,,,,
93.0,1.0,93.0,1.0,4464,48,53,6,n99-2,7,7,0.5,2/4,V(64),Bb,I,V(64),V,,,M
93.0,0.0,93.0,0.0,4464,0,79,1,n86-2,7,7,,,,,,,,,,
93.0,0.25,93.0,0.25,4464,12,77,1,n87-2,7,7,,,,,,,,,,
93.25,0.125,93.25,0.125,4476,6,75,1,n88-2,7,7,,,,,,,,,,
93.375,0.125,93.375,0.125,4482,6,74,1,n89-2,7,7,,,,,,,,,,
93.5,0.5,93.5,0.5,4488,24,63,5,n98-2,7,7,0.5,2/4,V7,Bb,I,V7,V,,,Mm7
93.5,0.0,93.5,0.0,4488,0,74,1,n90-2,7,7,,,,,,,,,,
93.5,0.25,93.5,0.25,4488,12,72,1,n91-2,7,7,,,,,,,,,,
93.75,0.125,93.75,0.125,4500,6,70,1,n92-2,7,7,,,,,,,,,,
93.875,0.125,93.875,0.125,4506,6,69,1,n93-2,7,7,,,,,,,,,,
94.0,0.25,94.0,0.25,4512,12,62,5,n106-2,8,8,,,,,,,,,,
94.0,0.25,94.0,0.25,4512,12,58,5,n105-2,8,8,1.75,2/4,I[I|PAC}{,Bb,I,I,I,PAC,}{,M
94.0,1.0,94.0,1.0,4512,48,70,1,n100-2,8,8,,,,,,,,,,
94.25,0.25,94.25,0.25,4524,12,58,5,n107-2,8,8,,,,,,,,,,
94.25,0.25,94.25,0.25,4524,12,62,5,n108-2,8,8,,,,,,,,,,
94.5,0.25,94.5,0.25,4536,12,62,5,n110-2,8,8,,,,,,,,,,
94.5,0.25,94.5,0.25,4536,12,58,5,n109-2,8,8,,,,,,,,,,
94.75,0.25,94.75,0.25,4548,12,58,5,n111-2,8,8,,,,,,,,,,
94.75,0.25,94.75,0.25,4548,12,62,5,n112-2,8,8,,,,,,,,,,
95.0,0.25,95.0,0.25,4560,12,58,5,n113-2,8,8,,,,,,,,,,
95.0,0.25,95.0,0.25,4560,12,62,5,n114-2,8,8,,,,,,,,,,
95.25,0.25,95.25,0.25,4572,12,58,5,n115-2,8,8,,,,,,,,,,
95.25,0.25,95.25,0.25,4572,12,70,1,n102-2,8,8,,,,,,,,,,
95.25,0.25,95.25,0.25,4572,12,62,5,n116-2,8,8,,,,,,,,,,
95.5,0.25,95.5,0.25,4584,12,69,1,n103-2,8,8,,,,,,,,,,
95.5,0.25,95.5,0.25,4584,12,62,5,n118-2,8,8,,,,,,,,,,
95.5,0.25,95.5,0.25,4584,12,58,5,n117-2,8,8,,,,,,,,,,
95.75,0.25,95.75,0.25,4596,12,58,5,n119-2,8,8,0.25,2/4,V7/IV,Bb,I,V7/IV,V,,,Mm7
95.75,0.25,95.75,0.25,4596,12,68,1,n104-2,8,8,,,,,,,,,,
95.75,0.25,95.75,0.25,4596,12,62,5,n120-2,8,8,,,,,,,,,,
96.0,0.25,96.0,0.25,4608,12,63,5,n137-2,9,9,,,,,,,,,,
96.0,0.25,96.0,0.25,4608,12,58,5,n136-2,9,9,2.0,2/4,IV,Bb,I,IV,IV,,,M
96.0,0.25,96.0,0.25,4608,12,67,1,n121-2,9,9,,,,,,,,,,
96.25,0.25,96.25,0.25,4620,12,58,5,n138-2,9,9,,,,,,,,,,
96.25,0.25,96.25,0.25,4620,12,63,5,n139-2,9,9,,,,,,,,,,
96.25,0.125,96.25,0.125,4620,6,69,1,n122-2,9,9,,,,,,,,,,
96.375,0.125,96.375,0.125,4626,6,70,1,n123-2,9,9,,,,,,,,,,
96.5,0.125,96.5,0.125,4632,6,72,1,n124-2,9,9,,,,,,,,,,
96.5,0.25,96.5,0.25,4632,12,63,5,n141-2,9,9,,,,,,,,,,
96.5,0.25,96.5,0.25,4632,12,58,5,n140-2,9,9,,,,,,,,,,
96.625,0.125,96.625,0.125,4638,6,74,1,n125-2,9,9,,,,,,,,,,
96.75,0.25,96.75,0.25,4644,12,58,5,n142-2,9,9,,,,,,,,,,
96.75,0.25,96.75,0.25,4644,12,63,5,n143-2,9,9,,,,,,,,,,
96.75,0.125,96.75,0.125,4644,6,75,1,n126-2,9,9,,,,,,,,,,
96.875,0.125,96.875,0.125,4650,6,77,1,n127-2,9,9,,,,,,,,,,
97.0,0.125,97.0,0.125,4656,6,79,1,n128-2,9,9,,,,,,,,,,
97.0,0.25,97.0,0.25,4656,12,63,5,n145-2,9,9,,,,,,,,,,
97.0,0.25,97.0,0.25,4656,12,58,5,n144-2,9,9,,,,,,,,,,
97.125,0.125,97.125,0.125,4662,6,81,1,n129-2,9,9,,,,,,,,,,
97.25,0.25,97.25,0.25,4668,12,58,5,n146-2,9,9,,,,,,,,,,
97.25,0.125,97.25,0.125,4668,6,82,1,n130-2,9,9,,,,,,,,,,
97.25,0.25,97.25,0.25,4668,12,63,5,n147-2,9,9,,,,,,,,,,
97.375,0.125,97.375,0.125,4674,6,81,1,n131-2,9,9,,,,,,,,,,
97.5,0.25,97.5,0.25,4680,12,63,5,n149-2,9,9,,,,,,,,,,
97.5,0.25,97.5,0.25,4680,12,58,5,n148-2,9,9,,,,,,,,,,
97.5,0.125,97.5,0.125,4680,6,82,1,n132-2,9,9,,,,,,,,,,
97.625,0.125,97.625,0.125,4686,6,81,1,n133-2,9,9,,,,,,,,,,
97.75,0.25,97.75,0.25,4692,12,58,5,n150-2,9,9,,,,,,,,,,
97.75,0.25,97.75,0.25,4692,12,63,5,n151-2,9,9,,,,,,,,,,
97.75,0.125,97.75,0.125,4692,6,82,1,n134-2,9,9,,,,,,,,,,
97.875,0.125,97.875,0.125,4698,6,79,1,n135-2,9,9,,,,,,,,,,
98.0,0.25,98.0,0.25,4704,12,58,5,n157-2,10,10,1.75,2/4,I,Bb,I,I,I,,,M
98.0,0.25,98.0,0.25,4704,12,62,5,n158-2,10,10,,,,,,,,,,
98.0,1.0,98.0,1.0,4704,48,77,1,n152-2,10,10,,,,,,,,,,
98.25,0.25,98.25,0.25,4716,12,62,5,n160-2,10,10,,,,,,,,,,
98.25,0.25,98.25,0.25,4716,12,58,5,n159-2,10,10,,,,,,,,,,
98.5,0.25,98.5,0.25,4728,12,62,5,n162-2,10,10,,,,,,,,,,
98.5,0.25,98.5,0.25,4728,12,58,5,n161-2,10,10,,,,,,,,,,
98.75,0.25,98.75,0.25,4740,12,58,5,n163-2,10,10,,,,,,,,,,
98.75,0.25,98.75,0.25,4740,12,62,5,n164-2,10,10,,,,,,,,,,
99.0,0.25,99.0,0.25,4752,12,58,5,n165-2,10,10,,,,,,,,,,
99.0,0.25,99.0,0.25,4752,12,62,5,n166-2,10,10,,,,,,,,,,
99.25,0.25,99.25,0.25,4764,12,62,5,n168-2,10,10,,,,,,,,,,
99.25,0.25,99.25,0.25,4764,12,70,1,n154-2,10,10,,,,,,,,,,
99.25,0.25,99.25,0.25,4764,12,58,5,n167-2,10,10,,,,,,,,,,
99.5,0.25,99.5,0.25,4776,12,69,1,n155-2,10,10,,,,,,,,,,
99.5,0.25,99.5,0.25,4776,12,58,5,n169-2,10,10,,,,,,,,,,
99.5,0.25,99.5,0.25,4776,12,62,5,n170-2,10,10,,,,,,,,,,
99.75,0.25,99.75,0.25,4788,12,62,5,n172-2,10,10,,,,,,,,,,
99.75,0.25,99.75,0.25,4788,12,58,5,n171-2,10,10,0.25,2/4,V7/IV,Bb,I,V7/IV,V,,,Mm7
99.75,0.25,99.75,0.25,4788,12,68,1,n156-2,10,10,,,,,,,,,,
100.0,0.25,100.0,0.25,4800,12,58,5,n188-2,11,11,2.0,2/4,IV,Bb,I,IV,IV,,,M
100.0,0.25,100.0,0.25,4800,12,63,5,n189-2,11,11,,,,,,,,,,
100.0,0.25,100.0,0.25,4800,12,67,1,n173-2,11,11,,,,,,,,,,
100.25,0.125,100.25,0.125,4812,6,69,1,n174-2,11,11,,,,,,,,,,
100.25,0.25,100.25,0.25,4812,12,58,5,n190-2,11,11,,,,,,,,,,
100.25,0.25,100.25,0.25,4812,12,63,5,n191-2,11,11,,,,,,,,,,
100.375,0.125,100.375,0.125,4818,6,70,1,n175-2,11,11,,,,,,,,,,
100.5,0.125,100.5,0.125,4824,6,72,1,n176-2,11,11,,,,,,,,,,
100.5,0.25,100.5,0.25,4824,12,58,5,n192-2,11,11,,,,,,,,,,
100.5,0.25,100.5,0.25,4824,12,63,5,n193-2,11,11,,,,,,,,,,
100.625,0.125,100.625,0.125,4830,6,74,1,n177-2,11,11,,,,,,,,,,
100.75,0.25,100.75,0.25,4836,12,58,5,n194-2,11,11,,,,,,,,,,
100.75,0.25,100.75,0.25,4836,12,63,5,n195-2,11,11,,,,,,,,,,
100.75,0.125,100.75,0.125,4836,6,75,1,n178-2,11,11,,,,,,,,,,
100.875,0.125,100.875,0.125,4842,6,77,1,n179-2,11,11,,,,,,,,,,
101.0,0.125,101.0,0.125,4848,6,79,1,n180-2,11,11,,,,,,,,,,
101.0,0.25,101.0,0.25,4848,12,63,5,n197-2,11,11,,,,,,,,,,
101.0,0.25,101.0,0.25,4848,12,58,5,n196-2,11,11,,,,,,,,,,
101.125,0.125,101.125,0.125,4854,6,81,1,n181-2,11,11,,,,,,,,,,
101.25,0.125,101.25,0.125,4860,6,82,1,n182-2,11,11,,,,,,,,,,
101.25,0.25,101.25,0.25,4860,12,63,5,n199-2,11,11,,,,,,,,,,
101.25,0.25,101.25,0.25,4860,12,58,5,n198-2,11,11,,,,,,,,,,
101.375,0.125,101.375,0.125,4866,6,81,1,n183-2,11,11,,,,,,,,,,
101.5,0.25,101.5,0.25,4872,12,58,5,n200-2,11,11,,,,,,,,,,
101.5,0.125,101.5,0.125,4872,6,82,1,n184-2,11,11,,,,,,,,,,
101.5,0.25,101.5,0.25,4872,12,63,5,n201-2,11,11,,,,,,,,,,
101.625,0.125,101.625,0.125,4878,6,81,1,n185-2,11,11,,,,,,,,,,
101.75,0.125,101.75,0.125,4884,6,82,1,n186-2,11,11,,,,,,,,,,
101.75,0.25,101.75,0.25,4884,12,63,5,n203-2,11,11,,,,,,,,,,
101.75,0.25,101.75,0.25,4884,12,58,5,n202-2,11,11,,,,,,,,,,
101.875,0.125,101.875,0.125,4890,6,79,1,n187-2,11,11,,,,,,,,,,
102.0,0.5,102.0,0.5,4896,24,77,1,n204-2,12,12,,,,,,,,,,
102.0,0.25,102.0,0.25,4896,12,62,5,n218-2,12,12,,,,,,,,,,
102.0,0.25,102.0,0.25,4896,12,58,5,n217-2,12,12,2.0,2/4,I],Bb,I,I,I,,,M
102.25,0.25,102.25,0.25,4908,12,58,5,n219-2,12,12,,,,,,,,,,
102.5,0.25,102.5,0.25,4920,12,62,5,n220-2,12,12,,,,,,,,,,
102.625,0.125,102.625,0.125,4926,6,82,1,n206-2,12,12,,,,,,,,,,
102.75,0.25,102.75,0.25,4932,12,65,5,n221-2,12,12,,,,,,,,,,
102.75,0.125,102.75,0.125,4932,6,84,1,n207-2,12,12,,,,,,,,,,
102.875,0.125,102.875,0.125,4938,6,82,1,n208-2,12,12,,,,,,,,,,
103.0,0.5,103.0,0.5,4944,24,58,5,n222-2,12,12,,,,,,,,,,
103.0,0.125,103.0,0.125,4944,6,86,1,n209-2,12,12,,,,,,,,,,
103.125,0.125,103.125,0.125,4950,6,84,1,n210-2,12,12,,,,,,,,,,
103.25,0.125,103.25,0.125,4956,6,82,1,n211-2,12,12,,,,,,,,,,
103.375,0.125,103.375,0.125,4962,6,81,1,n212-2,12,12,,,,,,,,,,
103.5,0.125,103.5,0.125,4968,6,79,1,n213-2,12,12,,,,,,,,,,
103.625,0.125,103.625,0.125,4974,6,77,1,n214-2,12,12,,,,,,,,,,
103.75,0.125,103.75,0.125,4980,6,75,1,n215-2,12,12,,,,,,,,,,
