onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,label,globalkey,localkey,chord,numeral,cadence,phraseend,chord_type
103.875,0.125,103.875,0.125,4986,6,74,1,n216-2,12,12,,,,,,,,,,
104.0,0.5,104.0,0.5,4992,24,75,1,n224-2,13,13,2.0,2/4,V7,Bb,I,V7,V,,,Mm7
104.25,0.25,104.25,0.25,5004,12,53,5,n238-2,13,13,,,,,,,,,,
104.5,0.25,104.5,0.25,5016,12,57,5,n239-2,13,13,,,,,,,,,,
104.625,0.125,104.625,0.125,5022,6,81,1,n226-2,13,13,,,,,,,,,,
104.75,0.125,104.75,0.125,5028,6,82,1,n227-2,13,13,,,,,,,,,,
104.75,0.25,104.75,0.25,5028,12,60,5,n240-2,13,13,,,,,,,,,,
104.875,0.125,104.875,0.125,5034,6,81,1,n228-2,13,13,,,,,,,,,,
105.0,0.125,105.0,0.125,5040,6,84,1,n229-2,13,13,,,,,,,,,,
105.0,0.5,105.0,0.5,5040,24,53,5,n241-2,13,13,,,,,,,,,,
105.125,0.125,105.125,0.125,5046,6,82,1,n230-2,13,13,,,,,,,,,,
105.25,0.125,105.25,0.125,5052,6,81,1,n231-2,13,13,,,,,,,,,,
105.375,0.125,105.375,0.125,5058,6,79,1,n232-2,13,13,,,,,,,,,,
105.5,0.125,105.5,0.125,5064,6,77,1,n233-2,13,13,,,,,,,,,,
105.625,0.125,105.625,0.125,5070,6,75,1,n234-2,13,13,,,,,,,,,,
105.75,0.125,105.75,0.125,5076,6,74,1,n235-2,13,13,,,,,,,,,,
105.875,0.125,105.875,0.125,5082,6,72,1,n236-2,13,13,,,,,,,,,,
106.0,0.5,106.0,0.5,5088,24,74,1,n243-2,14,14,1.0,2/4,I,Bb,I,I,I,,,M
106.25,0.25,106.25,0.25,5100,12,34,5,n257-2,14,14,,,,,,,,,,
106.25,0.25,106.25,0.25,5100,12,46,5,n258-2,14,14,,,,,,,,,,
106.5,0.25,106.5,0.25,5112,12,50,5,n260-2,14,14,,,,,,,,,,
106.5,0.25,106.5,0.25,5112,12,38,5,n259-2,14,14,,,,,,,,,,
106.625,0.125,106.625,0.125,5118,6,77,1,n245-2,14,14,,,,,,,,,,
106.75,0.25,106.75,0.25,5124,12,53,5,n262-2,14,14,,,,,,,,,,
106.75,0.125,106.75,0.125,5124,6,79,1,n246-2,14,14,,,,,,,,,,
106.75,0.25,106.75,0.25,5124,12,41,5,n261-2,14,14,,,,,,,,,,
106.875,0.125,106.875,0.125,5130,6,77,1,n247-2,14,14,,,,,,,,,,
107.0,0.5,107.0,0.5,5136,24,38,5,n263-2,14,14,0.75,2/4,I6,Bb,I,I6,I,,,M
107.0,0.125,107.0,0.125,5136,6,82,1,n248-2,14,14,,,,,,,,,,
107.0,0.5,107.0,0.5,5136,24,50,5,n264-2,14,14,,,,,,,,,,
107.125,0.125,107.125,0.125,5142,6,81,1,n249-2,14,14,,,,,,,,,,
107.25,0.125,107.25,0.125,5148,6,79,1,n250-2,14,14,,,,,,,,,,
107.375,0.125,107.375,0.125,5154,6,77,1,n251-2,14,14,,,,,,,,,,
107.5,0.125,107.5,0.125,5160,6,75,1,n252-2,14,14,,,,,,,,,,
107.625,0.125,107.625,0.125,5166,6,74,1,n253-2,14,14,,,,,,,,,,
107.75,0.25,107.75,0.25,5172,12,62,5,n266-2,14,14,0.25,2/4,#viio6/ii,Bb,I,#viio6/ii,#vii,,,o
107.75,0.25,107.75,0.25,5172,12,65,5,n267-2,14,14,,,,,,,,,,
107.75,0.125,107.75,0.125,5172,6,72,1,n254-2,14,14,,,,,,,,,,
107.875,0.125,107.875,0.125,5178,6,71,1,n255-2,14,14,,,,,,,,,,
108.0,1.0,108.0,1.0,5184,48,67,5,n285-2,15,15,,,,,,,,,,
108.0,0.125,108.0,0.125,5184,6,74,1,n268-2,15,15,,,,,,,,,,
108.0,1.0,108.0,1.0,5184,48,63,5,n284-2,15,15,1.75,2/4,ii6,Bb,I,ii6,ii,,,m
108.125,0.125,108.125,0.125,5190,6,72,1,n269-2,15,15,,,,,,,,,,
108.25,0.125,108.25,0.125,5196,6,75,1,n270-2,15,15,,,,,,,,,,
108.375,0.125,108.375,0.125,5202,6,74,1,n271-2,15,15,,,,,,,,,,
108.5,0.125,108.5,0.125,5208,6,77,1,n272-2,15,15,,,,,,,,,,
108.625,0.125,108.625,0.125,5214,6,75,1,n273-2,15,15,,,,,,,,,,
108.75,0.125,108.75,0.125,5220,6,79,1,n274-2,15,15,,,,,,,,,,
108.875,0.125,108.875,0.125,5226,6,78,1,n275-2,15,15,,,,,,,,,,
109.0,0.125,109.0,0.125,5232,6,79,1,n276-2,15,15,,,,,,,,,,
109.125,0.125,109.125,0.125,5238,6,77,1,n277-2,15,15,,,,,,,,,,
109.25,0.125,109.25,0.125,5244,6,75,1,n278-2,15,15,,,,,,,,,,
109.375,0.125,109.375,0.125,5250,6,74,1,n279-2,15,15,,,,,,,,,,
109.5,0.125,109.5,0.125,5256,6,72,1,n280-2,15,15,,,,,,,,,,
109.625,0.125,109.625,0.125,5262,6,70,1,n281-2,15,15,,,,,,,,,,
109.75,0.25,109.75,0.25,5268,12,64,5,n288-2,15,15,0.25,2/4,V.viio,Bb,V,viio,vii,,,o
109.75,0.25,109.75,0.25,5268,12,67,5,n289-2,15,15,,,,,,,,,,
109.75,0.125,109.75,0.125,5268,6,69,1,n282-2,15,15,,,,,,,,,,
109.875,0.125,109.875,0.125,5274,6,70,1,n283-2,15,15,,,,,,,,,,
110.0,0.5,110.0,0.5,5280,24,65,5,n300-2,16,16,1.0,2/4,I|HC},Bb,V,I,I,HC,},M
110.0,0.125,110.0,0.125,5280,6,69,1,n290-2,16,16,,,,,,,,,,
110.125,0.125,110.125,0.125,5286,6,70,1,n291-2,16,16,,,,,,,,,,
110.25,0.125,110.25,0.125,5292,6,72,1,n292-2,16,16,,,,,,,,,,
110.375,0.125,110.375,0.125,5298,6,74,1,n293-2,16,16,,,,,,,,,,
110.5,0.125,110.5,0.125,5304,6,76,1,n294-2,16,16,,,,,,,,,,
110.625,0.125,110.625,0.125,5310,6,77,1,n295-2,16,16,,,,,,,,,,
110.75,0.125,110.75,0.125,5316,6,76,1,n296-2,16,16,,,,,,,,,,
110.875,0.125,110.875,0.125,5322,6,77,1,n297-2,16,16,,,,,,,,,,
111.0,0.125,111.0,0.125,5328,6,45,5,n302-2,16,16,0.5,2/4,I6,Bb,V,I6,I,,,M
111.0,0.5,111.0,0.5,5328,24,65,1,n298-2,16,16,,,,,,,,,,
111.125,0.125,111.125,0.125,5334,6,46,5,n303-2,16,16,,,,,,,,,,
111.25,0.125,111.25,0.125,5340,6,48,5,n304-2,16,16,,,,,,,,,,
111.375,0.125,111.375,0.125,5346,6,50,5,n305-2,16,16,,,,,,,,,,
111.5,0.125,111.5,0.125,5352,6,52,5,n306-2,16,16,3.5,2/4,I,Bb,V,I,I,,,M
111.625,0.125,111.625,0.125,5358,6,53,5,n307-2,16,16,,,,,,,,,,
111.75,0.125,111.75,0.125,5364,6,52,5,n308-2,16,16,,,,,,,,,,
111.875,0.125,111.875,0.125,5370,6,53,5,n309-2,16,16,,,,,,,,,,
112.0,0.5,112.0,0.5,5376,24,41,5,n316-2,17,17,,,,,,,,,,
112.75,0.25,112.75,0.25,5412,12,84,1,n311-2,17,17,0.0,2/4,{,Bb,V,,,,{,
113.0,0.25,113.0,0.25,5424,12,84,1,n312-2,17,17,,,,,,,,,,
113.25,0.25,113.25,0.25,5436,12,84,1,n313-2,17,17,,,,,,,,,,
113.5,0.25,113.5,0.25,5448,12,84,1,n314-2,17,17,,,,,,,,,,
113.75,0.25,113.75,0.25,5460,12,84,1,n315-2,17,17,,,,,,,,,,
114.0,0.75,114.0,0.75,5472,36,84,1,n319-2,18,18,,,,,,,,,,
114.0,0.25,114.0,0.25,5472,12,65,5,n326-2,18,18,,,,,,,,,,
114.25,0.25,114.25,0.25,5484,12,72,5,n327-2,18,18,,,,,,,,,,
114.5,0.25,114.5,0.25,5496,12,69,5,n328-2,18,18,,,,,,,,,,
114.75,0.125,114.75,0.125,5508,6,82,1,n320-2,18,18,,,,,,,,,,
114.75,0.25,114.75,0.25,5508,12,72,5,n329-2,18,18,,,,,,,,,,
114.875,0.125,114.875,0.125,5514,6,81,1,n321-2,18,18,,,,,,,,,,
115.0,0.25,115.0,0.25,5520,12,67,5,n330-2,18,18,1.0,2/4,V43,Bb,V,V43,V,,,Mm7
115.0,0.25,115.0,0.25,5520,12,79,1,n322-2,18,18,,,,,,,,,,
115.25,0.25,115.25,0.25,5532,12,72,5,n331-2,18,18,,,,,,,,,,
115.25,0.25,115.25,0.25,5532,12,77,1,n323-2,18,18,,,,,,,,,,
115.5,0.25,115.5,0.25,5544,12,70,5,n332-2,18,18,,,,,,,,,,
115.5,0.25,115.5,0.25,5544,12,76,1,n324-2,18,18,,,,,,,,,,
115.75,0.25,115.75,0.25,5556,12,79,1,n325-2,18,18,,,,,,,,,,
115.75,0.25,115.75,0.25,5556,12,72,5,n333-2,18,18,,,,,,,,,,
116.0,0.5,116.0,0.5,5568,24,77,1,n334-2,19,19,,,,,,,,,,
116.0,0.25,116.0,0.25,5568,12,69,5,n341-2,19,19,2.0,2/4,I,Bb,V,I,I,,,M
116.25,0.25,116.25,0.25,5580,12,65,5,n342-2,19,19,,,,,,,,,,
116.5,0.25,116.5,0.25,5592,12,72,5,n343-2,19,19,,,,,,,,,,
116.75,0.25,116.75,0.25,5604,12,84,1,n336-2,19,19,,,,,,,,,,
117.0,0.25,117.0,0.25,5616,12,84,1,n337-2,19,19,,,,,,,,,,
117.25,0.25,117.25,0.25,5628,12,84,1,n338-2,19,19,,,,,,,,,,
117.5,0.25,117.5,0.25,5640,12,84,1,n339-2,19,19,,,,,,,,,,
117.75,0.25,117.75,0.25,5652,12,84,1,n340-2,19,19,,,,,,,,,,
118.0,0.25,118.0,0.25,5664,12,65,5,n353-2,20,20,1.0,2/4,I,Bb,V,I,I,,,M
118.0,0.75,118.0,0.75,5664,36,84,1,n346-2,20,20,,,,,,,,,,
118.25,0.25,118.25,0.25,5676,12,72,5,n354-2,20,20,,,,,,,,,,
118.5,0.25,118.5,0.25,5688,12,69,5,n355-2,20,20,,,,,,,,,,
118.75,0.125,118.75,0.125,5700,6,82,1,n347-2,20,20,,,,,,,,,,
118.75,0.25,118.75,0.25,5700,12,72,5,n356-2,20,20,,,,,,,,,,
118.875,0.125,118.875,0.125,5706,6,81,1,n348-2,20,20,,,,,,,,,,
119.0,0.25,119.0,0.25,5712,12,64,5,n357-2,20,20,1.0,2/4,V65,Bb,V,V65,V,,,Mm7
119.0,0.25,119.0,0.25,5712,12,79,1,n349-2,20,20,,,,,,,,,,
119.25,0.25,119.25,0.25,5724,12,72,5,n358-2,20,20,,,,,,,,,,
119.25,0.25,119.25,0.25,5724,12,81,1,n350-2,20,20,,,,,,,,,,
119.5,0.25,119.5,0.25,5736,12,67,5,n359-2,20,20,,,,,,,,,,
119.5,0.25,119.5,0.25,5736,12,82,1,n351-2,20,20,,,,,,,,,,
119.75,0.25,119.75,0.25,5748,12,72,5,n360-2,20,20,,,,,,,,,,
119.75,0.25,119.75,0.25,5748,12,79,1,n352-2,20,20,,,,,,,,,,
120.0,0.25,120.0,0.25,5760,12,65,5,n368-2,21,21,2.0,2/4,I,Bb,V,I,I,,,M
120.0,0.5,120.0,0.5,5760,24,81,1,n361-2,21,21,,,,,,,,,,
120.25,0.25,120.25,0.25,5772,12,69,5,n369-2,21,21,,,,,,,,,,
120.5,0.25,120.5,0.25,5784,12,72,5,n370-2,21,21,,,,,,,,,,
120.75,0.25,120.75,0.25,5796,12,84,1,n363-2,21,21,,,,,,,,,,
121.0,0.25,121.0,0.25,5808,12,84,1,n364-2,21,21,,,,,,,,,,
121.25,0.25,121.25,0.25,5820,12,84,1,n365-2,21,21,,,,,,,,,,
121.5,0.25,121.5,0.25,5832,12,84,1,n366-2,21,21,,,,,,,,,,
121.75,0.25,121.75,0.25,5844,12,85,1,n367-2,21,21,,,,,,,,,,
122.0,1.0,122.0,1.0,5856,48,58,5,n390-2,22,22,,,,,,,,,,
122.0,0.125,122.0,0.125,5856,6,86,1,n373-2,22,22,,,,,,,,,,
122.0,1.0,122.0,1.0,5856,48,46,5,n389-2,22,22,2.0,2/4,IV,Bb,V,IV,IV,,,M
122.125,0.125,122.125,0.125,5862,6,74,1,n374-2,22,22,,,,,,,,,,
122.25,0.125,122.25,0.125,5868,6,73,1,n375-2,22,22,,,,,,,,,,
122.375,0.125,122.375,0.125,5874,6,74,1,n376-2,22,22,,,,,,,,,,
122.5,0.125,122.5,0.125,5880,6,75,1,n377-2,22,22,,,,,,,,,,
122.625,0.125,122.625,0.125,5886,6,74,1,n378-2,22,22,,,,,,,,,,
122.75,0.125,122.75,0.125,5892,6,76,1,n379-2,22,22,,,,,,,,,,
122.875,0.125,122.875,0.125,5898,6,74,1,n380-2,22,22,,,,,,,,,,
123.0,0.125,123.0,0.125,5904,6,77,1,n381-2,22,22,,,,,,,,,,
123.125,0.125,123.125,0.125,5910,6,74,1,n382-2,22,22,,,,,,,,,,
123.25,0.125,123.25,0.125,5916,6,78,1,n383-2,22,22,,,,,,,,,,
123.375,0.125,123.375,0.125,5922,6,74,1,n384-2,22,22,,,,,,,,,,
123.5,0.125,123.5,0.125,5928,6,79,1,n385-2,22,22,,,,,,,,,,
123.625,0.125,123.625,0.125,5934,6,74,1,n386-2,22,22,,,,,,,,,,
123.75,0.125,123.75,0.125,5940,6,81,1,n387-2,22,22,,,,,,,,,,
123.875,0.125,123.875,0.125,5946,6,74,1,n388-2,22,22,,,,,,,,,,
124.0,1.0,124.0,1.0,5952,48,82,1,n392-2,23,23,,,,,,,,,,
124.0,0.125,124.0,0.125,5952,6,67,5,n398-2,23,23,1.0,2/4,ii,Bb,V,ii,ii,,,m
124.125,0.125,124.125,0.125,5958,6,69,5,n399-2,23,23,,,,,,,,,,
124.25,0.125,124.25,0.125,5964,6,70,5,n400-2,23,23,,,,,,,,,,
124.375,0.125,124.375,0.125,5970,6,69,5,n401-2,23,23,,,,,,,,,,
124.5,0.125,124.5,0.125,5976,6,67,5,n402-2,23,23,,,,,,,,,,
124.625,0.125,124.625,0.125,5982,6,69,5,n403-2,23,23,,,,,,,,,,
124.75,0.125,124.75,0.125,5988,6,65,5,n404-2,23,23,,,,,,,,,,
124.875,0.125,124.875,0.125,5994,6,67,5,n405-2,23,23,,,,,,,,,,
125.0,0.125,125.0,0.125,6000,6,64,5,n406-2,23,23,0.5,2/4,viio,Bb,V,viio,vii,,,o
125.125,0.125,125.125,0.125,6006,6,65,5,n407-2,23,23,,,,,,,,,,
125.25,0.125,125.25,0.125,6012,6,62,5,n408-2,23,23,,,,,,,,,,
125.375,0.125,125.375,0.125,6018,6,64,5,n409-2,23,23,,,,,,,,,,
125.375,0.125,125.375,0.125,6018,6,82,1,n394-2,23,23,,,,,,,,,,
125.5,0.125,125.5,0.125,6024,6,60,5,n410-2,23,23,0.25,2/4,V7,Bb,V,V7,V,,,Mm7
125.5,0.375,125.5,0.375,6024,18,82,1,n395-2,23,23,,,,,,,,,,
125.625,0.125,125.625,0.125,6030,6,62,5,n411-2,23,23,,,,,,,,,,
125.75,0.125,125.75,0.125,6036,6,58,5,n412-2,23,23,0.25,2/4,V2,Bb,V,V2,V,,,Mm7
125.875,0.125,125.875,0.125,6042,6,60,5,n413-2,23,23,,,,,,,,,,
125.875,0.0625,125.875,0.0625,6042,3,81,1,n396-2,23,23,,,,,,,,,,
125.9375,0.0625,125.9375,0.0625,6045,3,82,1,n397-2,23,23,,,,,,,,,,
126.0,1.0,126.0,1.0,6048,48,45,5,n430-2,24,24,2.0,2/4,I6,Bb,V,I6,I,,,M
126.0,1.0,126.0,1.0,6048,48,57,5,n431-2,24,24,,,,,,,,,,
126.0,0.125,126.0,0.125,6048,6,84,1,n414-2,24,24,,,,,,,,,,
126.125,0.125,126.125,0.125,6054,6,72,1,n415-2,24,24,,,,,,,,,,
126.25,0.125,126.25,0.125,6060,6,71,1,n416-2,24,24,,,,,,,,,,
126.375,0.125,126.375,0.125,6066,6,72,1,n417-2,24,24,,,,,,,,,,
126.5,0.125,126.5,0.125,6072,6,73,1,n418-2,24,24,,,,,,,,,,
126.625,0.125,126.625,0.125,6078,6,72,1,n419-2,24,24,,,,,,,,,,
126.75,0.125,126.75,0.125,6084,6,74,1,n420-2,24,24,,,,,,,,,,
126.875,0.125,126.875,0.125,6090,6,72,1,n421-2,24,24,,,,,,,,,,
127.0,0.125,127.0,0.125,6096,6,75,1,n422-2,24,24,,,,,,,,,,
127.125,0.125,127.125,0.125,6102,6,72,1,n423-2,24,24,,,,,,,,,,
127.25,0.125,127.25,0.125,6108,6,76,1,n424-2,24,24,,,,,,,,,,
127.375,0.125,127.375,0.125,6114,6,72,1,n425-2,24,24,,,,,,,,,,
127.5,0.125,127.5,0.125,6120,6,77,1,n426-2,24,24,,,,,,,,,,
127.625,0.125,127.625,0.125,6126,6,72,1,n427-2,24,24,,,,,,,,,,
127.75,0.125,127.75,0.125,6132,6,79,1,n428-2,24,24,,,,,,,,,,
127.875,0.125,127.875,0.125,6138,6,72,1,n429-2,24,24,,,,,,,,,,
128.0,0.125,128.0,0.125,6144,6,65,5,n439-2,25,25,1.0,2/4,I,Bb,V,I,I,,,M
128.0,1.0,128.0,1.0,6144,48,81,1,n433-2,25,25,,,,,,,,,,
128.125,0.125,128.125,0.125,6150,6,67,5,n440-2,25,25,,,,,,,,,,
128.25,0.125,128.25,0.125,6156,6,69,5,n441-2,25,25,,,,,,,,,,
128.375,0.125,128.375,0.125,6162,6,67,5,n442-2,25,25,,,,,,,,,,
128.5,0.125,128.5,0.125,6168,6,65,5,n443-2,25,25,,,,,,,,,,
128.625,0.125,128.625,0.125,6174,6,67,5,n444-2,25,25,,,,,,,,,,
128.75,0.125,128.75,0.125,6180,6,64,5,n445-2,25,25,,,,,,,,,,
128.875,0.125,128.875,0.125,6186,6,65,5,n446-2,25,25,,,,,,,,,,
129.0,0.125,129.0,0.125,6192,6,62,5,n447-2,25,25,0.5,2/4,vi,Bb,V,vi,vi,,,m
129.125,0.125,129.125,0.125,6198,6,64,5,n448-2,25,25,,,,,,,,,,
129.25,0.125,129.25,0.125,6204,6,60,5,n449-2,25,25,,,,,,,,,,
129.375,0.125,129.375,0.125,6210,6,62,5,n450-2,25,25,,,,,,,,,,
129.375,0.125,129.375,0.125,6210,6,81,1,n435-2,25,25,,,,,,,,,,
129.5,0.125,129.5,0.125,6216,6,58,5,n451-2,25,25,0.5,2/4,IV(+7),Bb,V,IV(+7),IV,,,M
129.5,0.375,129.5,0.375,6216,18,81,1,n436-2,25,25,,,,,,,,,,
129.625,0.125,129.625,0.125,6222,6,60,5,n452-2,25,25,,,,,,,,,,
129.75,0.125,129.75,0.125,6228,6,57,5,n453-2,25,25,,,,,,,,,,
129.875,0.125,129.875,0.125,6234,6,58,5,n454-2,25,25,,,,,,,,,,
129.875,0.0625,129.875,0.0625,6234,3,79,1,n437-2,25,25,,,,,,,,,,
129.9375,0.0625,129.9375,0.0625,6237,3,81,1,n438-2,25,25,,,,,,,,,,
130.0,1.0,130.0,1.0,6240,48,43,5,n471-2,26,26,2.0,2/4,ii,Bb,V,ii,ii,,,m
130.0,1.0,130.0,1.0,6240,48,55,5,n472-2,26,26,,,,,,,,,,
130.0,0.125,130.0,0.125,6240,6,82,1,n455-2,26,26,,,,,,,,,,
130.125,0.125,130.125,0.125,6246,6,70,1,n456-2,26,26,,,,,,,,,,
130.25,0.125,130.25,0.125,6252,6,69,1,n457-2,26,26,,,,,,,,,,
130.375,0.125,130.375,0.125,6258,6,70,1,n458-2,26,26,,,,,,,,,,
130.5,0.125,130.5,0.125,6264,6,72,1,n459-2,26,26,,,,,,,,,,
130.625,0.125,130.625,0.125,6270,6,70,1,n460-2,26,26,,,,,,,,,,
130.75,0.125,130.75,0.125,6276,6,73,1,n461-2,26,26,,,,,,,,,,
130.875,0.125,130.875,0.125,6282,6,70,1,n462-2,26,26,,,,,,,,,,
131.0,0.125,131.0,0.125,6288,6,74,1,n463-2,26,26,,,,,,,,,,
131.125,0.125,131.125,0.125,6294,6,70,1,n464-2,26,26,,,,,,,,,,
131.25,0.125,131.25,0.125,6300,6,76,1,n465-2,26,26,,,,,,,,,,
131.375,0.125,131.375,0.125,6306,6,70,1,n466-2,26,26,,,,,,,,,,
131.5,0.125,131.5,0.125,6312,6,77,1,n467-2,26,26,,,,,,,,,,
131.625,0.125,131.625,0.125,6318,6,70,1,n468-2,26,26,,,,,,,,,,
131.75,0.125,131.75,0.125,6324,6,78,1,n469-2,26,26,,,,,,,,,,
131.875,0.125,131.875,0.125,6330,6,70,1,n470-2,26,26,,,,,,,,,,
132.0,0.125,132.0,0.125,6336,6,60,5,n481-2,27,27,2.0,2/4,V7,Bb,V,V7,V,,,Mm7
132.0,0.5,132.0,0.5,6336,24,79,1,n474-2,27,27,,,,,,,,,,
132.125,0.125,132.125,0.125,6342,6,64,5,n482-2,27,27,,,,,,,,,,
132.25,0.125,132.25,0.125,6348,6,67,5,n483-2,27,27,,,,,,,,,,
132.375,0.125,132.375,0.125,6354,6,64,5,n484-2,27,27,,,,,,,,,,
132.5,0.125,132.5,0.125,6360,6,60,5,n485-2,27,27,,,,,,,,,,
132.625,0.125,132.625,0.125,6366,6,64,5,n486-2,27,27,,,,,,,,,,
132.75,0.25,132.75,0.25,6372,12,82,1,n476-2,27,27,,,,,,,,,,
132.75,0.125,132.75,0.125,6372,6,67,5,n487-2,27,27,,,,,,,,,,
132.875,0.125,132.875,0.125,6378,6,64,5,n488-2,27,27,,,,,,,,,,
133.0,0.125,133.0,0.125,6384,6,60,5,n489-2,27,27,,,,,,,,,,
133.0,0.25,133.0,0.25,6384,12,81,1,n477-2,27,27,,,,,,,,,,
133.125,0.125,133.125,0.125,6390,6,67,5,n490-2,27,27,,,,,,,,,,
133.25,0.25,133.25,0.25,6396,12,79,1,n478-2,27,27,,,,,,,,,,
133.25,0.125,133.25,0.125,6396,6,70,5,n491-2,27,27,,,,,,,,,,
133.375,0.125,133.375,0.125,6402,6,67,5,n492-2,27,27,,,,,,,,,,
133.5,0.125,133.5,0.125,6408,6,60,5,n493-2,27,27,,,,,,,,,,
133.5,0.25,133.5,0.25,6408,12,77,1,n479-2,27,27,,,,,,,,,,
133.625,0.125,133.625,0.125,6414,6,67,5,n494-2,27,27,,,,,,,,,,
133.75,0.125,133.75,0.125,6420,6,70,5,n495-2,27,27,,,,,,,,,,
133.75,0.25,133.75,0.25,6420,12,76,1,n480-2,27,27,,,,,,,,,,
133.875,0.125,133.875,0.125,6426,6,67,5,n496-2,27,27,,,,,,,,,,
134.0,0.125,134.0,0.125,6432,6,60,5,n505-2,28,28,1.0,2/4,V(64),Bb,V,V(64),V,,,M
134.0,0.25,134.0,0.25,6432,12,79,1,n497-2,28,28,,,,,,,,,,
134.125,0.125,134.125,0.125,6438,6,65,5,n506-2,28,28,,,,,,,,,,
134.25,0.125,134.25,0.125,6444,6,69,5,n507-2,28,28,,,,,,,,,,
134.25,0.25,134.25,0.25,6444,12,77,1,n498-2,28,28,,,,,,,,,,
134.375,0.125,134.375,0.125,6450,6,65,5,n508-2,28,28,,,,,,,,,,
134.5,0.125,134.5,0.125,6456,6,60,5,n509-2,28,28,,,,,,,,,,
134.625,0.125,134.625,0.125,6462,6,65,5,n510-2,28,28,,,,,,,,,,
134.75,0.125,134.75,0.125,6468,6,69,5,n511-2,28,28,,,,,,,,,,
134.75,0.25,134.75,0.25,6468,12,84,1,n500-2,28,28,,,,,,,,,,
134.875,0.125,134.875,0.125,6474,6,65,5,n512-2,28,28,,,,,,,,,,
135.0,0.25,135.0,0.25,6480,12,82,1,n501-2,28,28,,,,,,,,,,
135.0,0.125,135.0,0.125,6480,6,60,5,n513-2,28,28,1.0,2/4,#viio43/ii,Bb,V,#viio43/ii,#vii,,,o7
135.125,0.125,135.125,0.125,6486,6,63,5,n514-2,28,28,,,,,,,,,,
135.25,0.125,135.25,0.125,6492,6,66,5,n515-2,28,28,,,,,,,,,,
135.25,0.25,135.25,0.25,6492,12,81,1,n502-2,28,28,,,,,,,,,,
135.375,0.125,135.375,0.125,6498,6,63,5,n516-2,28,28,,,,,,,,,,
135.5,0.125,135.5,0.125,6504,6,60,5,n517-2,28,28,,,,,,,,,,
135.5,0.25,135.5,0.25,6504,12,79,1,n503-2,28,28,,,,,,,,,,
135.625,0.125,135.625,0.125,6510,6,63,5,n518-2,28,28,,,,,,,,,,
135.75,0.25,135.75,0.25,6516,12,78,1,n504-2,28,28,,,,,,,,,,
135.75,0.125,135.75,0.125,6516,6,69,5,n519-2,28,28,,,,,,,,,,
135.875,0.125,135.875,0.125,6522,6,63,5,n520-2,28,28,,,,,,,,,,
136.0,0.125,136.0,0.125,6528,6,58,5,n529-2,29,29,1.0,2/4,ii6,Bb,V,ii6,ii,,,m
136.0,0.375,136.0,0.375,6528,18,79,1,n521-2,29,29,,,,,,,,,,
136.125,0.125,136.125,0.125,6534,6,62,5,n530-2,29,29,,,,,,,,,,
136.25,0.125,136.25,0.125,6540,6,67,5,n531-2,29,29,,,,,,,,,,
136.375,0.125,136.375,0.125,6546,6,62,5,n532-2,29,29,,,,,,,,,,
136.375,0.125,136.375,0.125,6546,6,81,1,n522-2,29,29,,,,,,,,,,
136.5,0.0,136.5,0.0,6552,0,84,1,n523-2,29,29,,,,,,,,,,
136.5,0.25,136.5,0.25,6552,12,82,1,n524-2,29,29,,,,,,,,,,
136.5,0.125,136.5,0.125,6552,6,58,5,n533-2,29,29,,,,,,,,,,
136.625,0.125,136.625,0.125,6558,6,62,5,n534-2,29,29,,,,,,,,,,
136.75,0.125,136.75,0.125,6564,6,81,1,n525-2,29,29,,,,,,,,,,
136.75,0.125,136.75,0.125,6564,6,67,5,n535-2,29,29,,,,,,,,,,
136.875,0.125,136.875,0.125,6570,6,79,1,n526-2,29,29,,,,,,,,,,
136.875,0.125,136.875,0.125,6570,6,62,5,n536-2,29,29,,,,,,,,,,
137.0,0.5,137.0,0.5,6576,24,77,1,n527-2,29,29,,,,,,,,,,
137.0,0.125,137.0,0.125,6576,6,60,5,n537-2,29,29,0.5,2/4,V(64),Bb,V,V(64),V,,,M
137.125,0.125,137.125,0.125,6582,6,65,5,n538-2,29,29,,,,,,,,,,
137.25,0.125,137.25,0.125,6588,6,69,5,n539-2,29,29,,,,,,,,,,
137.375,0.125,137.375,0.125,6594,6,65,5,n540-2,29,29,,,,,,,,,,
137.5,0.125,137.5,0.125,6600,6,60,5,n541-2,29,29,0.5,2/4,V7,Bb,V,V7,V,,,Mm7
137.5,0.5,137.5,0.5,6600,24,76,1,n528-2,29,29,,,,,,,,,,
137.625,0.125,137.625,0.125,6606,6,67,5,n542-2,29,29,,,,,,,,,,
137.75,0.125,137.75,0.125,6612,6,70,5,n543-2,29,29,,,,,,,,,,
137.875,0.125,137.875,0.125,6618,6,67,5,n544-2,29,29,,,,,,,,,,
138.0,0.5,138.0,0.5,6624,24,53,5,n561-2,30,30,2.0,2/4,I|PAC}{,Bb,V,I,I,PAC,}{,M
138.0,0.5,138.0,0.5,6624,24,65,5,n562-2,30,30,,,,,,,,,,
138.125,0.125,138.125,0.125,6630,6,77,1,n546-2,30,30,,,,,,,,,,
138.25,0.125,138.25,0.125,6636,6,76,1,n547-2,30,30,,,,,,,,,,
138.375,0.125,138.375,0.125,6642,6,77,1,n548-2,30,30,,,,,,,,,,
138.5,0.5,138.5,0.5,6648,24,48,5,n563-2,30,30,,,,,,,,,,
