xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,globalkey,localkey,chord,numeral,chord_type,chord_label
1,1,0.0,2.0,0.0,2.0,0,48,36,5,n4-1,c.i{,8.0,4/4,c,i,i,i,m,1
1,1,0.0,2.0,0.0,2.0,0,48,48,5,n5-1,,,,,,,,,0
1,1,0.0,2.0,0.0,2.0,0,48,60,1,n1-1,,,,,,,,,0
1,1,2.0,1.0,2.0,1.0,48,24,39,5,n6-1,,,,,,,,,0
1,1,2.0,1.0,2.0,1.0,48,24,51,5,n7-1,,,,,,,,,0
1,1,2.0,1.0,2.0,1.0,48,24,63,1,n2-1,,,,,,,,,0
1,1,3.0,1.0,3.0,1.0,72,24,67,1,n3-1,,,,,,,,,0
1,1,3.0,1.0,3.0,1.0,72,24,55,5,n9-1,,,,,,,,,0
1,1,3.0,1.0,3.0,1.0,72,24,43,5,n8-1,,,,,,,,,0
2,2,4.0,1.0,4.0,1.0,96,24,72,1,n10-1,,,,,,,,,0
2,2,4.0,1.0,4.0,1.0,96,24,60,5,n18-1,,,,,,,,,0
2,2,4.0,1.0,4.0,1.0,96,24,48,5,n17-1,,,,,,,,,0
2,2,5.0,1.0,5.0,1.0,120,24,51,5,n19-1,,,,,,,,,0
2,2,5.0,1.0,5.0,1.0,120,24,75,1,n11-1,,,,,,,,,0
2,2,5.0,1.0,5.0,1.0,120,24,63,5,n20-1,,,,,,,,,0
2,2,6.75,0.25,6.75,0.25,162,6,75,1,n13-1,,,,,,,,,0
2,2,7.0,0.5,7.0,0.5,168,12,75,1,n14-1,,,,,,,,,0
2,2,7.5,0.25,7.5,0.25,180,6,74,1,n15-1,,,,,,,,,0
2,2,7.75,0.25,7.75,0.25,186,6,75,1,n16-1,,,,,,,,,0
3,3,8.0,1.0,8.0,1.0,192,24,79,1,n22-1,i6,4.0,4/4,c,i,i6,i,m,1
3,3,9.0,1.0,9.0,1.0,216,24,67,5,n28-1,,,,,,,,,0
3,3,9.0,1.0,9.0,1.0,216,24,72,1,n23-1,,,,,,,,,0
3,3,9.0,1.0,9.0,1.0,216,24,63,5,n27-1,,,,,,,,,0
3,3,10.0,1.0,10.0,1.0,240,24,63,5,n29-1,,,,,,,,,0
3,3,10.0,1.0,10.0,1.0,240,24,67,5,n30-1,,,,,,,,,0
3,3,10.0,1.0,10.0,1.0,240,24,72,1,n24-1,,,,,,,,,0
3,3,11.0,1.0,11.0,1.0,264,24,72,1,n25-1,,,,,,,,,0
