onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,volta,label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
137.25,0.25,137.25,0.25,1106,2,81,1,n461-1,37,37,,,,,,,,,,,,
137.5,0.5,137.5,0.5,1108,4,57,5,n469-1,37,37,,,,,,,,,,,,
137.5,0.5,137.5,0.5,1108,4,61,5,n470-1,37,37,,,,,,,,,,,,
137.5,0.25,137.5,0.25,1108,2,80,1,n462-1,37,37,,,,,,,,,,,,
137.75,0.25,137.75,0.25,1110,2,78,1,n463-1,37,37,,,,,,,,,,,,
138.0,0.5,138.0,0.5,1112,4,56,5,n479-1,38,38,2.0,2/4,,#iii.V(64),a,#iii,V(64),,V,,,M
138.0,0.25,138.0,0.25,1112,2,76,1,n471-1,38,38,,,,,,,,,,,,
138.25,0.25,138.25,0.25,1114,2,78,1,n472-1,38,38,,,,,,,,,,,,
138.5,0.5,138.5,0.5,1116,4,61,5,n480-1,38,38,,,,,,,,,,,,
138.5,0.5,138.5,0.5,1116,4,64,5,n481-1,38,38,,,,,,,,,,,,
138.5,0.25,138.5,0.25,1116,2,80,1,n473-1,38,38,,,,,,,,,,,,
138.75,0.25,138.75,0.25,1118,2,76,1,n474-1,38,38,,,,,,,,,,,,
139.0,0.5,139.0,0.5,1120,4,64,5,n483-1,38,38,,,,,,,,,,,,
139.0,0.25,139.0,0.25,1120,2,73,1,n475-1,38,38,,,,,,,,,,,,
139.0,0.5,139.0,0.5,1120,4,61,5,n482-1,38,38,,,,,,,,,,,,
139.25,0.25,139.25,0.25,1122,2,75,1,n476-1,38,38,,,,,,,,,,,,
139.5,0.5,139.5,0.5,1124,4,64,5,n485-1,38,38,,,,,,,,,,,,
139.5,0.25,139.5,0.25,1124,2,76,1,n477-1,38,38,,,,,,,,,,,,
139.5,0.5,139.5,0.5,1124,4,61,5,n484-1,38,38,,,,,,,,,,,,
139.75,0.25,139.75,0.25,1126,2,73,1,n478-1,38,38,,,,,,,,,,,,
140.0,0.5,140.0,0.5,1128,4,56,5,n494-1,39,39,2.0,2/4,,V7,a,#iii,V7,,V,,,Mm7
140.0,0.25,140.0,0.25,1128,2,75,1,n486-1,39,39,,,,,,,,,,,,
140.25,0.25,140.25,0.25,1130,2,76,1,n487-1,39,39,,,,,,,,,,,,
140.5,0.25,140.5,0.25,1132,2,78,1,n488-1,39,39,,,,,,,,,,,,
140.5,0.5,140.5,0.5,1132,4,66,5,n496-1,39,39,,,,,,,,,,,,
140.5,0.5,140.5,0.5,1132,4,63,5,n495-1,39,39,,,,,,,,,,,,
140.75,0.25,140.75,0.25,1134,2,75,1,n489-1,39,39,,,,,,,,,,,,
141.0,0.5,141.0,0.5,1136,4,66,5,n498-1,39,39,,,,,,,,,,,,
141.0,0.25,141.0,0.25,1136,2,72,1,n490-1,39,39,,,,,,,,,,,,
141.0,0.5,141.0,0.5,1136,4,63,5,n497-1,39,39,,,,,,,,,,,,
141.25,0.25,141.25,0.25,1138,2,73,1,n491-1,39,39,,,,,,,,,,,,
141.5,0.5,141.5,0.5,1140,4,63,5,n499-1,39,39,,,,,,,,,,,,
141.5,0.5,141.5,0.5,1140,4,66,5,n500-1,39,39,,,,,,,,,,,,
141.5,0.25,141.5,0.25,1140,2,75,1,n492-1,39,39,,,,,,,,,,,,
141.75,0.25,141.75,0.25,1142,2,72,1,n493-1,39,39,,,,,,,,,,,,
142.0,1.0,142.0,1.0,1144,8,61,5,n502-1,40,40,1.0,2/4,,i|PAC},a,#iii,i,,i,PAC,},m
142.0,1.0,142.0,1.0,1144,8,73,1,n501-1,40,40,,,,,,,,,,,,
142.0,1.0,142.0,1.0,1144,8,64,5,n503-1,40,40,,,,,,,,,,,,
143.0,0.25,143.0,0.25,1152,2,85,1,n391-2,X3,32,1.0,2/4,,#vi.V{,a,#vi,V,,V,,{,M
143.25,0.25,143.25,0.25,1154,2,86,1,n392-2,X3,32,,,,,,,,,,,,
143.5,0.25,143.5,0.25,1156,2,85,1,n393-2,X3,32,,,,,,,,,,,,
143.75,0.25,143.75,0.25,1158,2,83,1,n394-2,X3,32,,,,,,,,,,,,
144.0,0.25,144.0,0.25,1160,2,81,1,n396-2,33,33,,,,,,,,,,,,
144.0,0.5,144.0,0.5,1160,4,54,5,n404-2,33,33,2.0,2/4,,i,a,#vi,i,,i,,,m
144.25,0.25,144.25,0.25,1162,2,83,1,n397-2,33,33,,,,,,,,,,,,
144.5,0.5,144.5,0.5,1164,4,57,5,n405-2,33,33,,,,,,,,,,,,
144.5,0.25,144.5,0.25,1164,2,81,1,n398-2,33,33,,,,,,,,,,,,
144.5,0.5,144.5,0.5,1164,4,61,5,n406-2,33,33,,,,,,,,,,,,
144.75,0.25,144.75,0.25,1166,2,80,1,n399-2,33,33,,,,,,,,,,,,
145.0,0.25,145.0,0.25,1168,2,78,1,n400-2,33,33,,,,,,,,,,,,
145.0,0.5,145.0,0.5,1168,4,61,5,n408-2,33,33,,,,,,,,,,,,
145.0,0.5,145.0,0.5,1168,4,57,5,n407-2,33,33,,,,,,,,,,,,
145.25,0.25,145.25,0.25,1170,2,81,1,n401-2,33,33,,,,,,,,,,,,
145.5,0.25,145.5,0.25,1172,2,80,1,n402-2,33,33,,,,,,,,,,,,
145.5,0.5,145.5,0.5,1172,4,61,5,n410-2,33,33,,,,,,,,,,,,
145.5,0.5,145.5,0.5,1172,4,57,5,n409-2,33,33,,,,,,,,,,,,
145.75,0.25,145.75,0.25,1174,2,78,1,n403-2,33,33,,,,,,,,,,,,
146.0,0.5,146.0,0.5,1176,4,56,5,n419-2,34,34,2.0,2/4,,V43,a,#vi,V43,,V,,,Mm7
146.0,0.25,146.0,0.25,1176,2,77,1,n411-2,34,34,,,,,,,,,,,,
146.25,0.25,146.25,0.25,1178,2,78,1,n412-2,34,34,,,,,,,,,,,,
146.5,0.5,146.5,0.5,1180,4,59,5,n420-2,34,34,,,,,,,,,,,,
146.5,0.5,146.5,0.5,1180,4,61,5,n421-2,34,34,,,,,,,,,,,,
146.5,0.25,146.5,0.25,1180,2,80,1,n413-2,34,34,,,,,,,,,,,,
146.75,0.25,146.75,0.25,1182,2,77,1,n414-2,34,34,,,,,,,,,,,,
147.0,0.5,147.0,0.5,1184,4,61,5,n423-2,34,34,,,,,,,,,,,,
147.0,0.5,147.0,0.5,1184,4,59,5,n422-2,34,34,,,,,,,,,,,,
147.0,0.25,147.0,0.25,1184,2,73,1,n415-2,34,34,,,,,,,,,,,,
147.25,0.25,147.25,0.25,1186,2,75,1,n416-2,34,34,,,,,,,,,,,,
147.5,0.5,147.5,0.5,1188,4,59,5,n424-2,34,34,,,,,,,,,,,,
147.5,0.25,147.5,0.25,1188,2,77,1,n417-2,34,34,,,,,,,,,,,,
147.5,0.5,147.5,0.5,1188,4,61,5,n425-2,34,34,,,,,,,,,,,,
147.75,0.25,147.75,0.25,1190,2,73,1,n418-2,34,34,,,,,,,,,,,,
148.0,0.25,148.0,0.25,1192,2,78,1,n426-2,35,35,,,,,,,,,,,,
148.0,0.5,148.0,0.5,1192,4,54,5,n434-2,35,35,2.0,2/4,,i,a,#vi,i,,i,,,m
148.25,0.25,148.25,0.25,1194,2,77,1,n427-2,35,35,,,,,,,,,,,,
148.5,0.5,148.5,0.5,1196,4,57,5,n435-2,35,35,,,,,,,,,,,,
148.5,0.25,148.5,0.25,1196,2,78,1,n428-2,35,35,,,,,,,,,,,,
148.5,0.5,148.5,0.5,1196,4,61,5,n436-2,35,35,,,,,,,,,,,,
148.75,0.25,148.75,0.25,1198,2,80,1,n429-2,35,35,,,,,,,,,,,,
149.0,0.5,149.0,0.5,1200,4,57,5,n437-2,35,35,,,,,,,,,,,,
149.0,0.25,149.0,0.25,1200,2,81,1,n430-2,35,35,,,,,,,,,,,,
149.0,0.5,149.0,0.5,1200,4,61,5,n438-2,35,35,,,,,,,,,,,,
149.25,0.25,149.25,0.25,1202,2,80,1,n431-2,35,35,,,,,,,,,,,,
149.5,0.25,149.5,0.25,1204,2,81,1,n432-2,35,35,,,,,,,,,,,,
149.5,0.5,149.5,0.5,1204,4,61,5,n440-2,35,35,,,,,,,,,,,,
149.5,0.5,149.5,0.5,1204,4,57,5,n439-2,35,35,,,,,,,,,,,,
149.75,0.25,149.75,0.25,1206,2,83,1,n433-2,35,35,,,,,,,,,,,,
150.0,0.5,150.0,0.5,1208,4,53,5,n449-2,36,36,2.0,2/4,,V65,a,#vi,V65,,V,,,Mm7
150.0,0.25,150.0,0.25,1208,2,85,1,n441-2,36,36,,,,,,,,,,,,
150.25,0.25,150.25,0.25,1210,2,84,1,n442-2,36,36,,,,,,,,,,,,
150.5,0.5,150.5,0.5,1212,4,61,5,n451-2,36,36,,,,,,,,,,,,
150.5,0.25,150.5,0.25,1212,2,85,1,n443-2,36,36,,,,,,,,,,,,
150.5,0.5,150.5,0.5,1212,4,56,5,n450-2,36,36,,,,,,,,,,,,
150.75,0.25,150.75,0.25,1214,2,84,1,n444-2,36,36,,,,,,,,,,,,
151.0,0.5,151.0,0.5,1216,4,56,5,n452-2,36,36,,,,,,,,,,,,
151.0,0.5,151.0,0.5,1216,4,61,5,n453-2,36,36,,,,,,,,,,,,
151.0,0.25,151.0,0.25,1216,2,85,1,n445-2,36,36,,,,,,,,,,,,
151.25,0.25,151.25,0.25,1218,2,86,1,n446-2,36,36,,,,,,,,,,,,
151.5,0.5,151.5,0.5,1220,4,56,5,n454-2,36,36,,,,,,,,,,,,
151.5,0.25,151.5,0.25,1220,2,85,1,n447-2,36,36,,,,,,,,,,,,
151.5,0.5,151.5,0.5,1220,4,61,5,n455-2,36,36,,,,,,,,,,,,
151.75,0.25,151.75,0.25,1222,2,83,1,n448-2,36,36,,,,,,,,,,,,
152.0,0.25,152.0,0.25,1224,2,81,1,n456-2,37,37,,,,,,,,,,,,
152.0,0.5,152.0,0.5,1224,4,54,5,n464-2,37,37,2.0,2/4,,i,a,#vi,i,,i,,,m
152.25,0.25,152.25,0.25,1226,2,83,1,n457-2,37,37,,,,,,,,,,,,
152.5,0.25,152.5,0.25,1228,2,81,1,n458-2,37,37,,,,,,,,,,,,
152.5,0.5,152.5,0.5,1228,4,57,5,n465-2,37,37,,,,,,,,,,,,
152.5,0.5,152.5,0.5,1228,4,61,5,n466-2,37,37,,,,,,,,,,,,
152.75,0.25,152.75,0.25,1230,2,80,1,n459-2,37,37,,,,,,,,,,,,
153.0,0.25,153.0,0.25,1232,2,78,1,n460-2,37,37,,,,,,,,,,,,
153.0,0.5,153.0,0.5,1232,4,61,5,n468-2,37,37,,,,,,,,,,,,
153.0,0.5,153.0,0.5,1232,4,57,5,n467-2,37,37,,,,,,,,,,,,
153.25,0.25,153.25,0.25,1234,2,81,1,n461-2,37,37,,,,,,,,,,,,
153.5,0.5,153.5,0.5,1236,4,57,5,n469-2,37,37,,,,,,,,,,,,
153.5,0.5,153.5,0.5,1236,4,61,5,n470-2,37,37,,,,,,,,,,,,
153.5,0.25,153.5,0.25,1236,2,80,1,n462-2,37,37,,,,,,,,,,,,
153.75,0.25,153.75,0.25,1238,2,78,1,n463-2,37,37,,,,,,,,,,,,
154.0,0.5,154.0,0.5,1240,4,56,5,n479-2,38,38,2.0,2/4,,#iii.V(64),a,#iii,V(64),,V,,,M
154.0,0.25,154.0,0.25,1240,2,76,1,n471-2,38,38,,,,,,,,,,,,
154.25,0.25,154.25,0.25,1242,2,78,1,n472-2,38,38,,,,,,,,,,,,
154.5,0.5,154.5,0.5,1244,4,61,5,n480-2,38,38,,,,,,,,,,,,
154.5,0.5,154.5,0.5,1244,4,64,5,n481-2,38,38,,,,,,,,,,,,
154.5,0.25,154.5,0.25,1244,2,80,1,n473-2,38,38,,,,,,,,,,,,
154.75,0.25,154.75,0.25,1246,2,76,1,n474-2,38,38,,,,,,,,,,,,
155.0,0.5,155.0,0.5,1248,4,61,5,n482-2,38,38,,,,,,,,,,,,
155.0,0.5,155.0,0.5,1248,4,64,5,n483-2,38,38,,,,,,,,,,,,
155.0,0.25,155.0,0.25,1248,2,73,1,n475-2,38,38,,,,,,,,,,,,
155.25,0.25,155.25,0.25,1250,2,75,1,n476-2,38,38,,,,,,,,,,,,
155.5,0.5,155.5,0.5,1252,4,61,5,n484-2,38,38,,,,,,,,,,,,
155.5,0.5,155.5,0.5,1252,4,64,5,n485-2,38,38,,,,,,,,,,,,
155.5,0.25,155.5,0.25,1252,2,76,1,n477-2,38,38,,,,,,,,,,,,
155.75,0.25,155.75,0.25,1254,2,73,1,n478-2,38,38,,,,,,,,,,,,
156.0,0.25,156.0,0.25,1256,2,75,1,n486-2,39,39,,,,,,,,,,,,
156.0,0.5,156.0,0.5,1256,4,56,5,n494-2,39,39,2.0,2/4,,V7,a,#iii,V7,,V,,,Mm7
156.25,0.25,156.25,0.25,1258,2,76,1,n487-2,39,39,,,,,,,,,,,,
156.5,0.25,156.5,0.25,1260,2,78,1,n488-2,39,39,,,,,,,,,,,,
156.5,0.5,156.5,0.5,1260,4,66,5,n496-2,39,39,,,,,,,,,,,,
156.5,0.5,156.5,0.5,1260,4,63,5,n495-2,39,39,,,,,,,,,,,,
156.75,0.25,156.75,0.25,1262,2,75,1,n489-2,39,39,,,,,,,,,,,,
157.0,0.5,157.0,0.5,1264,4,63,5,n497-2,39,39,,,,,,,,,,,,
157.0,0.25,157.0,0.25,1264,2,72,1,n490-2,39,39,,,,,,,,,,,,
157.0,0.5,157.0,0.5,1264,4,66,5,n498-2,39,39,,,,,,,,,,,,
157.25,0.25,157.25,0.25,1266,2,73,1,n491-2,39,39,,,,,,,,,,,,
157.5,0.5,157.5,0.5,1268,4,63,5,n499-2,39,39,,,,,,,,,,,,
157.5,0.25,157.5,0.25,1268,2,75,1,n492-2,39,39,,,,,,,,,,,,
157.5,0.5,157.5,0.5,1268,4,66,5,n500-2,39,39,,,,,,,,,,,,
157.75,0.25,157.75,0.25,1270,2,72,1,n493-2,39,39,,,,,,,,,,,,
158.0,1.0,158.0,1.0,1272,8,73,1,n501-2,40,40,,,,,,,,,,,,
158.0,1.0,158.0,1.0,1272,8,61,5,n502-2,40,40,1.0,2/4,,i|PAC},a,#iii,i,,i,PAC,},m
158.0,1.0,158.0,1.0,1272,8,64,5,n503-2,40,40,,,,,,,,,,,,
159.0,0.25,159.0,0.25,1280,2,76,1,n504-1,X4,40,1.0,2/4,,I.V{,a,I,V,,V,,{,M
159.25,0.25,159.25,0.25,1282,2,74,1,n505-1,X4,40,,,,,,,,,,,,
159.5,0.25,159.5,0.25,1284,2,73,1,n506-1,X4,40,,,,,,,,,,,,
159.75,0.25,159.75,0.25,1286,2,71,1,n507-1,X4,40,,,,,,,,,,,,
160.0,0.5,160.0,0.5,1288,4,57,5,n517-1,41,41,2.0,2/4,,I,a,I,I,,I,,,M
160.0,0.25,160.0,0.25,1288,2,69,1,n509-1,41,41,,,,,,,,,,,,
160.25,0.25,160.25,0.25,1290,2,71,1,n510-1,41,41,,,,,,,,,,,,
160.5,0.25,160.5,0.25,1292,2,73,1,n511-1,41,41,,,,,,,,,,,,
160.5,0.5,160.5,0.5,1292,4,64,5,n519-1,41,41,,,,,,,,,,,,
160.5,0.5,160.5,0.5,1292,4,61,5,n518-1,41,41,,,,,,,,,,,,
160.75,0.25,160.75,0.25,1294,2,74,1,n512-1,41,41,,,,,,,,,,,,
161.0,0.5,161.0,0.5,1296,4,61,5,n520-1,41,41,,,,,,,,,,,,
161.0,0.5,161.0,0.5,1296,4,64,5,n521-1,41,41,,,,,,,,,,,,
161.0,0.25,161.0,0.25,1296,2,76,1,n513-1,41,41,,,,,,,,,,,,
161.25,0.25,161.25,0.25,1298,2,78,1,n514-1,41,41,,,,,,,,,,,,
161.5,0.5,161.5,0.5,1300,4,64,5,n523-1,41,41,,,,,,,,,,,,
161.5,0.5,161.5,0.5,1300,4,61,5,n522-1,41,41,,,,,,,,,,,,
161.5,0.25,161.5,0.25,1300,2,80,1,n515-1,41,41,,,,,,,,,,,,
161.75,0.25,161.75,0.25,1302,2,81,1,n516-1,41,41,,,,,,,,,,,,
162.0,0.25,162.0,0.25,1304,2,81,1,n524-1,42,42,,,,,,,,,,,,
162.0,0.5,162.0,0.5,1304,4,59,5,n532-1,42,42,1.0,2/4,,V43,a,I,V43,,V,,,Mm7
162.25,0.25,162.25,0.25,1306,2,80,1,n525-1,42,42,,,,,,,,,,,,
162.5,0.25,162.5,0.25,1308,2,78,1,n526-1,42,42,,,,,,,,,,,,
162.5,0.5,162.5,0.5,1308,4,64,5,n534-1,42,42,,,,,,,,,,,,
162.5,0.5,162.5,0.5,1308,4,62,5,n533-1,42,42,,,,,,,,,,,,
162.75,0.25,162.75,0.25,1310,2,76,1,n527-1,42,42,,,,,,,,,,,,
163.0,0.5,163.0,0.5,1312,4,56,5,n535-1,42,42,1.0,2/4,,V65,a,I,V65,,V,,,Mm7
163.0,0.25,163.0,0.25,1312,2,76,1,n528-1,42,42,,,,,,,,,,,,
163.25,0.25,163.25,0.25,1314,2,74,1,n529-1,42,42,,,,,,,,,,,,
163.5,0.25,163.5,0.25,1316,2,73,1,n530-1,42,42,,,,,,,,,,,,
163.5,0.5,163.5,0.5,1316,4,64,5,n537-1,42,42,,,,,,,,,,,,
163.5,0.5,163.5,0.5,1316,4,62,5,n536-1,42,42,,,,,,,,,,,,
163.75,0.25,163.75,0.25,1318,2,71,1,n531-1,42,42,,,,,,,,,,,,
164.0,0.5,164.0,0.5,1320,4,57,5,n546-1,43,43,2.0,2/4,,I,a,I,I,,I,,,M
164.0,0.25,164.0,0.25,1320,2,69,1,n538-1,43,43,,,,,,,,,,,,
164.25,0.25,164.25,0.25,1322,2,71,1,n539-1,43,43,,,,,,,,,,,,
164.5,0.5,164.5,0.5,1324,4,61,5,n547-1,43,43,,,,,,,,,,,,
164.5,0.5,164.5,0.5,1324,4,64,5,n548-1,43,43,,,,,,,,,,,,
164.5,0.25,164.5,0.25,1324,2,73,1,n540-1,43,43,,,,,,,,,,,,
164.75,0.25,164.75,0.25,1326,2,74,1,n541-1,43,43,,,,,,,,,,,,
165.0,0.5,165.0,0.5,1328,4,61,5,n549-1,43,43,,,,,,,,,,,,
165.0,0.5,165.0,0.5,1328,4,64,5,n550-1,43,43,,,,,,,,,,,,
165.0,0.25,165.0,0.25,1328,2,76,1,n542-1,43,43,,,,,,,,,,,,
165.25,0.25,165.25,0.25,1330,2,78,1,n543-1,43,43,,,,,,,,,,,,
165.5,0.5,165.5,0.5,1332,4,61,5,n551-1,43,43,,,,,,,,,,,,
165.5,0.5,165.5,0.5,1332,4,64,5,n552-1,43,43,,,,,,,,,,,,
165.5,0.25,165.5,0.25,1332,2,80,1,n544-1,43,43,,,,,,,,,,,,
165.75,0.25,165.75,0.25,1334,2,81,1,n545-1,43,43,,,,,,,,,,,,
166.0,0.5,166.0,0.5,1336,4,82,1,n553-1,44,44,,,,,,,,,,,,
166.0,0.5,166.0,0.5,1336,4,52,5,n559-1,44,44,2.0,2/4,,V7|HC,a,I,V7,,V,HC,,Mm7
166.5,0.5,166.5,0.5,1340,4,83,1,n554-1,44,44,,,,,,,,,,,,
166.5,0.5,166.5,0.5,1340,4,62,5,n561-1,44,44,,,,,,,,,,,,
166.5,0.5,166.5,0.5,1340,4,56,5,n560-1,44,44,,,,,,,,,,,,
167.0,0.5,167.0,0.5,1344,4,56,5,n562-1,44,44,,,,,,,,,,,,
167.0,0.5,167.0,0.5,1344,4,62,5,n563-1,44,44,,,,,,,,,,,,
167.0,0.25,167.0,0.25,1344,2,76,1,n555-1,44,44,,,,,,,,,,,,
167.25,0.25,167.25,0.25,1346,2,74,1,n556-1,44,44,,,,,,,,,,,,
167.5,0.5,167.5,0.5,1348,4,56,5,n564-1,44,44,,,,,,,,,,,,
167.5,0.5,167.5,0.5,1348,4,62,5,n565-1,44,44,,,,,,,,,,,,
167.5,0.25,167.5,0.25,1348,2,73,1,n557-1,44,44,,,,,,,,,,,,
167.75,0.25,167.75,0.25,1350,2,71,1,n558-1,44,44,,,,,,,,,,,,
168.0,0.5,168.0,0.5,1352,4,57,5,n574-1,45,45,2.0,2/4,,I,a,I,I,,I,,,M
168.0,0.25,168.0,0.25,1352,2,69,1,n566-1,45,45,,,,,,,,,,,,
168.25,0.25,168.25,0.25,1354,2,71,1,n567-1,45,45,,,,,,,,,,,,
168.5,0.5,168.5,0.5,1356,4,61,5,n575-1,45,45,,,,,,,,,,,,
168.5,0.5,168.5,0.5,1356,4,64,5,n576-1,45,45,,,,,,,,,,,,
168.5,0.25,168.5,0.25,1356,2,73,1,n568-1,45,45,,,,,,,,,,,,
168.75,0.25,168.75,0.25,1358,2,74,1,n569-1,45,45,,,,,,,,,,,,
169.0,0.5,169.0,0.5,1360,4,61,5,n577-1,45,45,,,,,,,,,,,,
169.0,0.5,169.0,0.5,1360,4,64,5,n578-1,45,45,,,,,,,,,,,,
169.0,0.25,169.0,0.25,1360,2,76,1,n570-1,45,45,,,,,,,,,,,,
169.25,0.25,169.25,0.25,1362,2,78,1,n571-1,45,45,,,,,,,,,,,,
169.5,0.5,169.5,0.5,1364,4,61,5,n579-1,45,45,,,,,,,,,,,,
169.5,0.5,169.5,0.5,1364,4,64,5,n580-1,45,45,,,,,,,,,,,,
169.5,0.25,169.5,0.25,1364,2,80,1,n572-1,45,45,,,,,,,,,,,,
169.75,0.25,169.75,0.25,1366,2,81,1,n573-1,45,45,,,,,,,,,,,,
170.0,0.5,170.0,0.5,1368,4,59,5,n589-1,46,46,1.0,2/4,,V43,a,I,V43,,V,,,Mm7
170.0,0.25,170.0,0.25,1368,2,81,1,n581-1,46,46,,,,,,,,,,,,
170.25,0.25,170.25,0.25,1370,2,80,1,n582-1,46,46,,,,,,,,,,,,
170.5,0.5,170.5,0.5,1372,4,62,5,n590-1,46,46,,,,,,,,,,,,
170.5,0.5,170.5,0.5,1372,4,64,5,n591-1,46,46,,,,,,,,,,,,
170.5,0.25,170.5,0.25,1372,2,78,1,n583-1,46,46,,,,,,,,,,,,
170.75,0.25,170.75,0.25,1374,2,76,1,n584-1,46,46,,,,,,,,,,,,
171.0,0.5,171.0,0.5,1376,4,56,5,n592-1,46,46,1.0,2/4,,V65,a,I,V65,,V,,,Mm7
171.0,0.25,171.0,0.25,1376,2,76,1,n585-1,46,46,,,,,,,,,,,,
171.25,0.25,171.25,0.25,1378,2,74,1,n586-1,46,46,,,,,,,,,,,,
171.5,0.5,171.5,0.5,1380,4,62,5,n593-1,46,46,,,,,,,,,,,,
171.5,0.5,171.5,0.5,1380,4,64,5,n594-1,46,46,,,,,,,,,,,,
171.5,0.25,171.5,0.25,1380,2,73,1,n587-1,46,46,,,,,,,,,,,,
171.75,0.25,171.75,0.25,1382,2,71,1,n588-1,46,46,,,,,,,,,,,,
172.0,0.5,172.0,0.5,1384,4,57,5,n603-1,47,47,0.5,2/4,,I,a,I,I,,I,,,M
172.0,0.25,172.0,0.25,1384,2,73,1,n595-1,47,47,,,,,,,,,,,,
172.25,0.25,172.25,0.25,1386,2,76,1,n596-1,47,47,,,,,,,,,,,,
172.5,0.25,172.5,0.25,1388,2,69,1,n597-1,47,47,,,,,,,,,,,,
172.5,0.5,172.5,0.5,1388,4,54,5,n604-1,47,47,0.5,2/4,,vi,a,I,vi,,vi,,,m
172.75,0.25,172.75,0.25,1390,2,73,1,n598-1,47,47,,,,,,,,,,,,
173.0,0.5,173.0,0.5,1392,4,50,5,n605-1,47,47,0.5,2/4,,ii6,a,I,ii6,,ii,,,m
173.0,0.25,173.0,0.25,1392,2,71,1,n599-1,47,47,,,,,,,,,,,,
173.25,0.25,173.25,0.25,1394,2,74,1,n600-1,47,47,,,,,,,,,,,,
173.5,0.5,173.5,0.5,1396,4,52,5,n606-1,47,47,0.5,2/4,,V,a,I,V,,V,,,M
173.5,0.25,173.5,0.25,1396,2,68,1,n601-1,47,47,,,,,,,,,,,,
173.75,0.25,173.75,0.25,1398,2,71,1,n602-1,47,47,,,,,,,,,,,,
174.0,0.5,174.0,0.5,1400,4,45,5,n612-1,48,48,1.0,2/4,,I|PAC},a,I,I,,I,PAC,},M
174.0,1.0,174.0,1.0,1400,8,69,1,n607-1,48,48,,,,,,,,,,,,
174.5,0.5,174.5,0.5,1404,4,57,5,n613-1,48,48,,,,,,,,,,,,
175.0,0.25,175.0,0.25,1408,2,85,1,n608-1,48,48,1.0,2/4,,#vi.V{,a,#vi,V,,V,,{,M
175.25,0.25,175.25,0.25,1410,2,86,1,n609-1,48,48,,,,,,,,,,,,
175.5,0.25,175.5,0.25,1412,2,85,1,n610-1,48,48,,,,,,,,,,,,
175.75,0.25,175.75,0.25,1414,2,83,1,n611-1,48,48,,,,,,,,,,,,
176.0,0.5,176.0,0.5,1416,4,54,5,n623-1,49,49,2.0,2/4,,i,a,#vi,i,,i,,,m
176.0,0.25,176.0,0.25,1416,2,81,1,n615-1,49,49,,,,,,,,,,,,
176.25,0.25,176.25,0.25,1418,2,83,1,n616-1,49,49,,,,,,,,,,,,
176.5,0.5,176.5,0.5,1420,4,57,5,n624-1,49,49,,,,,,,,,,,,
176.5,0.5,176.5,0.5,1420,4,61,5,n625-1,49,49,,,,,,,,,,,,
176.5,0.25,176.5,0.25,1420,2,81,1,n617-1,49,49,,,,,,,,,,,,
176.75,0.25,176.75,0.25,1422,2,80,1,n618-1,49,49,,,,,,,,,,,,
177.0,0.25,177.0,0.25,1424,2,78,1,n619-1,49,49,,,,,,,,,,,,
177.0,0.5,177.0,0.5,1424,4,61,5,n627-1,49,49,,,,,,,,,,,,
177.0,0.5,177.0,0.5,1424,4,57,5,n626-1,49,49,,,,,,,,,,,,
177.25,0.25,177.25,0.25,1426,2,81,1,n620-1,49,49,,,,,,,,,,,,
177.5,0.5,177.5,0.5,1428,4,57,5,n628-1,49,49,,,,,,,,,,,,
177.5,0.25,177.5,0.25,1428,2,80,1,n621-1,49,49,,,,,,,,,,,,
177.5,0.5,177.5,0.5,1428,4,61,5,n629-1,49,49,,,,,,,,,,,,
177.75,0.25,177.75,0.25,1430,2,78,1,n622-1,49,49,,,,,,,,,,,,
178.0,0.25,178.0,0.25,1432,2,77,1,n630-1,50,50,,,,,,,,,,,,
178.0,0.5,178.0,0.5,1432,4,56,5,n638-1,50,50,2.0,2/4,,V43,a,#vi,V43,,V,,,Mm7
178.25,0.25,178.25,0.25,1434,2,78,1,n631-1,50,50,,,,,,,,,,,,
178.5,0.5,178.5,0.5,1436,4,61,5,n640-1,50,50,,,,,,,,,,,,
178.5,0.25,178.5,0.25,1436,2,80,1,n632-1,50,50,,,,,,,,,,,,
178.5,0.5,178.5,0.5,1436,4,59,5,n639-1,50,50,,,,,,,,,,,,
178.75,0.25,178.75,0.25,1438,2,77,1,n633-1,50,50,,,,,,,,,,,,
179.0,0.5,179.0,0.5,1440,4,59,5,n641-1,50,50,,,,,,,,,,,,
179.0,0.5,179.0,0.5,1440,4,61,5,n642-1,50,50,,,,,,,,,,,,
179.0,0.25,179.0,0.25,1440,2,73,1,n634-1,50,50,,,,,,,,,,,,
179.25,0.25,179.25,0.25,1442,2,75,1,n635-1,50,50,,,,,,,,,,,,
179.5,0.5,179.5,0.5,1444,4,59,5,n643-1,50,50,,,,,,,,,,,,
179.5,0.5,179.5,0.5,1444,4,61,5,n644-1,50,50,,,,,,,,,,,,
179.5,0.25,179.5,0.25,1444,2,77,1,n636-1,50,50,,,,,,,,,,,,
179.75,0.25,179.75,0.25,1446,2,73,1,n637-1,50,50,,,,,,,,,,,,
180.0,0.25,180.0,0.25,1448,2,78,1,n645-1,51,51,,,,,,,,,,,,
