onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,volta,label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
96.0,0.0,96.0,0.0,776,0,52,5,n289-1,25,25,,,,,,,,,,,,
96.0,1.0,96.0,1.0,776,8,85,1,n282-1,25,25,,,,,,,,,,,,
96.0,1.0,96.0,1.0,776,8,73,1,n281-1,25,25,,,,,,,,,,,,
96.0,0.5,96.0,0.5,776,4,57,5,n290-1,25,25,,,,,,,,,,,,
96.0,0.0,96.0,0.0,776,0,49,5,n288-1,25,25,,,,,,,,,,,,
96.0,0.0,96.0,0.0,776,0,45,5,n287-1,25,25,,,,,,,,,,,,
96.5,0.5,96.5,0.5,780,4,57,5,n291-1,25,25,,,,,,,,,,,,
97.0,0.5,97.0,0.5,784,4,69,1,n283-1,25,25,,,,,,,,,,,,
97.0,0.5,97.0,0.5,784,4,57,5,n292-1,25,25,,,,,,,,,,,,
97.0,0.5,97.0,0.5,784,4,81,1,n284-1,25,25,,,,,,,,,,,,
97.5,0.5,97.5,0.5,788,4,83,1,n286-1,25,25,,,,,,,,,,,,
97.5,0.5,97.5,0.5,788,4,71,1,n285-1,25,25,,,,,,,,,,,,
97.5,0.5,97.5,0.5,788,4,57,5,n293-1,25,25,,,,,,,,,,,,
98.0,0.5,98.0,0.5,792,4,57,5,n305-1,26,26,,,,,,,,,,,,
98.0,0.5,98.0,0.5,792,4,85,1,n295-1,26,26,,,,,,,,,,,,
98.0,0.0,98.0,0.0,792,0,49,5,n303-1,26,26,,,,,,,,,,,,
98.0,0.0,98.0,0.0,792,0,45,5,n302-1,26,26,,,,,,,,,,,,
98.0,0.5,98.0,0.5,792,4,73,1,n294-1,26,26,,,,,,,,,,,,
98.0,0.0,98.0,0.0,792,0,52,5,n304-1,26,26,,,,,,,,,,,,
98.5,0.5,98.5,0.5,796,4,57,5,n306-1,26,26,,,,,,,,,,,,
98.5,0.5,98.5,0.5,796,4,71,1,n296-1,26,26,,,,,,,,,,,,
98.5,0.5,98.5,0.5,796,4,83,1,n297-1,26,26,,,,,,,,,,,,
99.0,0.5,99.0,0.5,800,4,81,1,n299-1,26,26,,,,,,,,,,,,
99.0,0.5,99.0,0.5,800,4,57,5,n307-1,26,26,,,,,,,,,,,,
99.0,0.5,99.0,0.5,800,4,69,1,n298-1,26,26,,,,,,,,,,,,
99.5,0.5,99.5,0.5,804,4,57,5,n308-1,26,26,,,,,,,,,,,,
99.5,0.5,99.5,0.5,804,4,68,1,n300-1,26,26,,,,,,,,,,,,
99.5,0.5,99.5,0.5,804,4,80,1,n301-1,26,26,,,,,,,,,,,,
100.0,0.0,100.0,0.0,808,0,45,5,n319-1,27,27,,,,,,,,,,,,
100.0,0.0,100.0,0.0,808,0,38,5,n317-1,27,27,1.0,2/4,,IV,a,I,IV,,IV,,,M
100.0,0.0,100.0,0.0,808,0,42,5,n318-1,27,27,,,,,,,,,,,,
100.0,0.5,100.0,0.5,808,4,78,1,n310-1,27,27,,,,,,,,,,,,
100.0,0.5,100.0,0.5,808,4,50,5,n320-1,27,27,,,,,,,,,,,,
100.0,0.5,100.0,0.5,808,4,66,1,n309-1,27,27,,,,,,,,,,,,
100.5,0.5,100.5,0.5,812,4,80,1,n312-1,27,27,,,,,,,,,,,,
100.5,0.5,100.5,0.5,812,4,50,5,n321-1,27,27,,,,,,,,,,,,
100.5,0.5,100.5,0.5,812,4,68,1,n311-1,27,27,,,,,,,,,,,,
101.0,0.5,101.0,0.5,816,4,69,1,n313-1,27,27,,,,,,,,,,,,
101.0,0.5,101.0,0.5,816,4,81,1,n314-1,27,27,,,,,,,,,,,,
101.0,0.0,101.0,0.0,816,0,39,5,n322-1,27,27,1.0,2/4,,V65/V,a,I,V65/V,,V,,,Mm7
101.0,0.5,101.0,0.5,816,4,51,5,n325-1,27,27,,,,,,,,,,,,
101.0,0.0,101.0,0.0,816,0,45,5,n324-1,27,27,,,,,,,,,,,,
101.0,0.0,101.0,0.0,816,0,42,5,n323-1,27,27,,,,,,,,,,,,
101.5,0.5,101.5,0.5,820,4,51,5,n326-1,27,27,,,,,,,,,,,,
101.5,0.5,101.5,0.5,820,4,71,1,n315-1,27,27,,,,,,,,,,,,
101.5,0.5,101.5,0.5,820,4,83,1,n316-1,27,27,,,,,,,,,,,,
102.0,0.5,102.0,0.5,824,4,68,1,n327-1,28,28,,,,,,,,,,,,
102.0,0.5,102.0,0.5,824,4,52,5,n338-1,28,28,,,,,,,,,,,,
102.0,0.0,102.0,0.0,824,0,47,5,n337-1,28,28,,,,,,,,,,,,
102.0,0.5,102.0,0.5,824,4,80,1,n328-1,28,28,,,,,,,,,,,,
102.0,0.0,102.0,0.0,824,0,44,5,n336-1,28,28,,,,,,,,,,,,
102.0,0.0,102.0,0.0,824,0,40,5,n335-1,28,28,2.0,2/4,,V|HC,a,I,V,,V,HC,,M
102.5,0.5,102.5,0.5,828,4,52,5,n339-1,28,28,,,,,,,,,,,,
102.5,0.5,102.5,0.5,828,4,64,1,n329-1,28,28,,,,,,,,,,,,
102.5,0.5,102.5,0.5,828,4,76,1,n330-1,28,28,,,,,,,,,,,,
103.0,0.5,103.0,0.5,832,4,69,1,n331-1,28,28,,,,,,,,,,,,
103.0,0.5,103.0,0.5,832,4,52,5,n340-1,28,28,,,,,,,,,,,,
103.0,0.5,103.0,0.5,832,4,81,1,n332-1,28,28,,,,,,,,,,,,
103.5,0.5,103.5,0.5,836,4,71,1,n333-1,28,28,,,,,,,,,,,,
103.5,0.5,103.5,0.5,836,4,52,5,n341-1,28,28,,,,,,,,,,,,
103.5,0.5,103.5,0.5,836,4,83,1,n334-1,28,28,,,,,,,,,,,,
104.0,0.5,104.0,0.5,840,4,57,5,n351-1,29,29,,,,,,,,,,,,
104.0,1.0,104.0,1.0,840,8,73,1,n342-1,29,29,,,,,,,,,,,,
104.0,0.0,104.0,0.0,840,0,52,5,n350-1,29,29,,,,,,,,,,,,
104.0,1.0,104.0,1.0,840,8,85,1,n343-1,29,29,,,,,,,,,,,,
104.0,0.0,104.0,0.0,840,0,49,5,n349-1,29,29,,,,,,,,,,,,
104.0,0.0,104.0,0.0,840,0,45,5,n348-1,29,29,4.0,2/4,,I,a,I,I,,I,,,M
104.5,0.5,104.5,0.5,844,4,57,5,n352-1,29,29,,,,,,,,,,,,
105.0,0.5,105.0,0.5,848,4,69,1,n344-1,29,29,,,,,,,,,,,,
105.0,0.5,105.0,0.5,848,4,57,5,n353-1,29,29,,,,,,,,,,,,
105.0,0.5,105.0,0.5,848,4,81,1,n345-1,29,29,,,,,,,,,,,,
105.5,0.5,105.5,0.5,852,4,57,5,n354-1,29,29,,,,,,,,,,,,
105.5,0.5,105.5,0.5,852,4,71,1,n346-1,29,29,,,,,,,,,,,,
105.5,0.5,105.5,0.5,852,4,83,1,n347-1,29,29,,,,,,,,,,,,
106.0,0.5,106.0,0.5,856,4,57,5,n366-1,30,30,,,,,,,,,,,,
106.0,0.5,106.0,0.5,856,4,73,1,n355-1,30,30,,,,,,,,,,,,
106.0,0.0,106.0,0.0,856,0,45,5,n363-1,30,30,,,,,,,,,,,,
106.0,0.0,106.0,0.0,856,0,52,5,n365-1,30,30,,,,,,,,,,,,
106.0,0.0,106.0,0.0,856,0,49,5,n364-1,30,30,,,,,,,,,,,,
106.0,0.5,106.0,0.5,856,4,85,1,n356-1,30,30,,,,,,,,,,,,
106.5,0.5,106.5,0.5,860,4,71,1,n357-1,30,30,,,,,,,,,,,,
106.5,0.5,106.5,0.5,860,4,57,5,n367-1,30,30,,,,,,,,,,,,
106.5,0.5,106.5,0.5,860,4,83,1,n358-1,30,30,,,,,,,,,,,,
107.0,0.5,107.0,0.5,864,4,69,1,n359-1,30,30,,,,,,,,,,,,
107.0,0.5,107.0,0.5,864,4,81,1,n360-1,30,30,,,,,,,,,,,,
107.0,0.5,107.0,0.5,864,4,57,5,n368-1,30,30,,,,,,,,,,,,
107.5,0.5,107.5,0.5,868,4,68,1,n361-1,30,30,,,,,,,,,,,,
107.5,0.5,107.5,0.5,868,4,80,1,n362-1,30,30,,,,,,,,,,,,
107.5,0.5,107.5,0.5,868,4,57,5,n369-1,30,30,,,,,,,,,,,,
108.0,0.5,108.0,0.5,872,4,78,1,n371-1,31,31,,,,,,,,,,,,
108.0,0.0,108.0,0.0,872,0,45,5,n380-1,31,31,,,,,,,,,,,,
108.0,0.5,108.0,0.5,872,4,66,1,n370-1,31,31,,,,,,,,,,,,
108.0,0.0,108.0,0.0,872,0,38,5,n378-1,31,31,1.0,2/4,,ii65,a,I,ii65,,ii,,,mm7
108.0,0.5,108.0,0.5,872,4,50,5,n381-1,31,31,,,,,,,,,,,,
108.0,0.0,108.0,0.0,872,0,42,5,n379-1,31,31,,,,,,,,,,,,
108.5,0.5,108.5,0.5,876,4,71,1,n372-1,31,31,,,,,,,,,,,,
108.5,0.5,108.5,0.5,876,4,83,1,n373-1,31,31,,,,,,,,,,,,
108.5,0.5,108.5,0.5,876,4,50,5,n382-1,31,31,,,,,,,,,,,,
109.0,0.5,109.0,0.5,880,4,80,1,n375-1,31,31,,,,,,,,,,,,
109.0,0.5,109.0,0.5,880,4,68,1,n374-1,31,31,,,,,,,,,,,,
109.0,0.5,109.0,0.5,880,4,52,5,n386-1,31,31,,,,,,,,,,,,
109.0,0.0,109.0,0.0,880,0,40,5,n383-1,31,31,1.0,2/4,,V,a,I,V,,V,,,M
109.0,0.0,109.0,0.0,880,0,47,5,n385-1,31,31,,,,,,,,,,,,
109.0,0.0,109.0,0.0,880,0,44,5,n384-1,31,31,,,,,,,,,,,,
109.5,0.5,109.5,0.5,884,4,52,5,n387-1,31,31,,,,,,,,,,,,
109.5,0.5,109.5,0.5,884,4,76,1,n377-1,31,31,,,,,,,,,,,,
109.5,0.5,109.5,0.5,884,4,64,1,n376-1,31,31,,,,,,,,,,,,
110.0,1.0,110.0,1.0,888,8,69,1,n388-1,32,32,,,,,,,,,,,,
110.0,1.0,110.0,1.0,888,8,45,5,n390-1,32,32,1.0,2/4,,I|PAC},a,I,I,,I,PAC,},M
110.0,1.0,110.0,1.0,888,8,81,1,n389-1,32,32,,,,,,,,,,,,
111.0,0.5,111.0,0.5,896,4,81,1,n277-2,X2,24,,,,,,,,,,,,
111.0,0.5,111.0,0.5,896,4,69,1,n276-2,X2,24,5.0,2/4,,I.I{,a,I,I,,I,,{,M
111.5,0.5,111.5,0.5,900,4,71,1,n278-2,X2,24,,,,,,,,,,,,
111.5,0.5,111.5,0.5,900,4,83,1,n279-2,X2,24,,,,,,,,,,,,
112.0,1.0,112.0,1.0,904,8,85,1,n282-2,25,25,,,,,,,,,,,,
112.0,0.5,112.0,0.5,904,4,57,5,n290-2,25,25,,,,,,,,,,,,
112.0,0.0,112.0,0.0,904,0,49,5,n288-2,25,25,,,,,,,,,,,,
112.0,1.0,112.0,1.0,904,8,73,1,n281-2,25,25,,,,,,,,,,,,
112.0,0.0,112.0,0.0,904,0,52,5,n289-2,25,25,,,,,,,,,,,,
112.0,0.0,112.0,0.0,904,0,45,5,n287-2,25,25,,,,,,,,,,,,
112.5,0.5,112.5,0.5,908,4,57,5,n291-2,25,25,,,,,,,,,,,,
113.0,0.5,113.0,0.5,912,4,81,1,n284-2,25,25,,,,,,,,,,,,
113.0,0.5,113.0,0.5,912,4,69,1,n283-2,25,25,,,,,,,,,,,,
113.0,0.5,113.0,0.5,912,4,57,5,n292-2,25,25,,,,,,,,,,,,
113.5,0.5,113.5,0.5,916,4,57,5,n293-2,25,25,,,,,,,,,,,,
113.5,0.5,113.5,0.5,916,4,83,1,n286-2,25,25,,,,,,,,,,,,
113.5,0.5,113.5,0.5,916,4,71,1,n285-2,25,25,,,,,,,,,,,,
114.0,0.5,114.0,0.5,920,4,85,1,n295-2,26,26,,,,,,,,,,,,
114.0,0.5,114.0,0.5,920,4,57,5,n305-2,26,26,,,,,,,,,,,,
114.0,0.5,114.0,0.5,920,4,73,1,n294-2,26,26,,,,,,,,,,,,
114.0,0.0,114.0,0.0,920,0,45,5,n302-2,26,26,,,,,,,,,,,,
114.0,0.0,114.0,0.0,920,0,52,5,n304-2,26,26,,,,,,,,,,,,
114.0,0.0,114.0,0.0,920,0,49,5,n303-2,26,26,,,,,,,,,,,,
114.5,0.5,114.5,0.5,924,4,83,1,n297-2,26,26,,,,,,,,,,,,
114.5,0.5,114.5,0.5,924,4,57,5,n306-2,26,26,,,,,,,,,,,,
114.5,0.5,114.5,0.5,924,4,71,1,n296-2,26,26,,,,,,,,,,,,
115.0,0.5,115.0,0.5,928,4,57,5,n307-2,26,26,,,,,,,,,,,,
115.0,0.5,115.0,0.5,928,4,69,1,n298-2,26,26,,,,,,,,,,,,
115.0,0.5,115.0,0.5,928,4,81,1,n299-2,26,26,,,,,,,,,,,,
115.5,0.5,115.5,0.5,932,4,57,5,n308-2,26,26,,,,,,,,,,,,
115.5,0.5,115.5,0.5,932,4,68,1,n300-2,26,26,,,,,,,,,,,,
115.5,0.5,115.5,0.5,932,4,80,1,n301-2,26,26,,,,,,,,,,,,
116.0,0.5,116.0,0.5,936,4,66,1,n309-2,27,27,,,,,,,,,,,,
116.0,0.0,116.0,0.0,936,0,45,5,n319-2,27,27,,,,,,,,,,,,
116.0,0.0,116.0,0.0,936,0,38,5,n317-2,27,27,1.0,2/4,,IV,a,I,IV,,IV,,,M
116.0,0.5,116.0,0.5,936,4,78,1,n310-2,27,27,,,,,,,,,,,,
116.0,0.5,116.0,0.5,936,4,50,5,n320-2,27,27,,,,,,,,,,,,
116.0,0.0,116.0,0.0,936,0,42,5,n318-2,27,27,,,,,,,,,,,,
116.5,0.5,116.5,0.5,940,4,68,1,n311-2,27,27,,,,,,,,,,,,
116.5,0.5,116.5,0.5,940,4,50,5,n321-2,27,27,,,,,,,,,,,,
116.5,0.5,116.5,0.5,940,4,80,1,n312-2,27,27,,,,,,,,,,,,
117.0,0.0,117.0,0.0,944,0,39,5,n322-2,27,27,1.0,2/4,,V65/V,a,I,V65/V,,V,,,Mm7
117.0,0.0,117.0,0.0,944,0,42,5,n323-2,27,27,,,,,,,,,,,,
117.0,0.0,117.0,0.0,944,0,45,5,n324-2,27,27,,,,,,,,,,,,
117.0,0.5,117.0,0.5,944,4,51,5,n325-2,27,27,,,,,,,,,,,,
117.0,0.5,117.0,0.5,944,4,69,1,n313-2,27,27,,,,,,,,,,,,
117.0,0.5,117.0,0.5,944,4,81,1,n314-2,27,27,,,,,,,,,,,,
117.5,0.5,117.5,0.5,948,4,83,1,n316-2,27,27,,,,,,,,,,,,
117.5,0.5,117.5,0.5,948,4,71,1,n315-2,27,27,,,,,,,,,,,,
117.5,0.5,117.5,0.5,948,4,51,5,n326-2,27,27,,,,,,,,,,,,
118.0,0.0,118.0,0.0,952,0,40,5,n335-2,28,28,2.0,2/4,,V|HC,a,I,V,,V,HC,,M
118.0,0.0,118.0,0.0,952,0,44,5,n336-2,28,28,,,,,,,,,,,,
118.0,0.0,118.0,0.0,952,0,47,5,n337-2,28,28,,,,,,,,,,,,
118.0,0.5,118.0,0.5,952,4,52,5,n338-2,28,28,,,,,,,,,,,,
118.0,0.5,118.0,0.5,952,4,68,1,n327-2,28,28,,,,,,,,,,,,
118.0,0.5,118.0,0.5,952,4,80,1,n328-2,28,28,,,,,,,,,,,,
118.5,0.5,118.5,0.5,956,4,64,1,n329-2,28,28,,,,,,,,,,,,
118.5,0.5,118.5,0.5,956,4,76,1,n330-2,28,28,,,,,,,,,,,,
118.5,0.5,118.5,0.5,956,4,52,5,n339-2,28,28,,,,,,,,,,,,
119.0,0.5,119.0,0.5,960,4,69,1,n331-2,28,28,,,,,,,,,,,,
119.0,0.5,119.0,0.5,960,4,81,1,n332-2,28,28,,,,,,,,,,,,
119.0,0.5,119.0,0.5,960,4,52,5,n340-2,28,28,,,,,,,,,,,,
119.5,0.5,119.5,0.5,964,4,83,1,n334-2,28,28,,,,,,,,,,,,
119.5,0.5,119.5,0.5,964,4,52,5,n341-2,28,28,,,,,,,,,,,,
119.5,0.5,119.5,0.5,964,4,71,1,n333-2,28,28,,,,,,,,,,,,
120.0,0.0,120.0,0.0,968,0,45,5,n348-2,29,29,4.0,2/4,,I,a,I,I,,I,,,M
120.0,0.0,120.0,0.0,968,0,52,5,n350-2,29,29,,,,,,,,,,,,
120.0,0.5,120.0,0.5,968,4,57,5,n351-2,29,29,,,,,,,,,,,,
120.0,1.0,120.0,1.0,968,8,73,1,n342-2,29,29,,,,,,,,,,,,
120.0,1.0,120.0,1.0,968,8,85,1,n343-2,29,29,,,,,,,,,,,,
120.0,0.0,120.0,0.0,968,0,49,5,n349-2,29,29,,,,,,,,,,,,
120.5,0.5,120.5,0.5,972,4,57,5,n352-2,29,29,,,,,,,,,,,,
121.0,0.5,121.0,0.5,976,4,81,1,n345-2,29,29,,,,,,,,,,,,
121.0,0.5,121.0,0.5,976,4,57,5,n353-2,29,29,,,,,,,,,,,,
121.0,0.5,121.0,0.5,976,4,69,1,n344-2,29,29,,,,,,,,,,,,
121.5,0.5,121.5,0.5,980,4,57,5,n354-2,29,29,,,,,,,,,,,,
121.5,0.5,121.5,0.5,980,4,71,1,n346-2,29,29,,,,,,,,,,,,
121.5,0.5,121.5,0.5,980,4,83,1,n347-2,29,29,,,,,,,,,,,,
122.0,0.5,122.0,0.5,984,4,85,1,n356-2,30,30,,,,,,,,,,,,
122.0,0.5,122.0,0.5,984,4,73,1,n355-2,30,30,,,,,,,,,,,,
122.0,0.0,122.0,0.0,984,0,45,5,n363-2,30,30,,,,,,,,,,,,
122.0,0.5,122.0,0.5,984,4,57,5,n366-2,30,30,,,,,,,,,,,,
122.0,0.0,122.0,0.0,984,0,52,5,n365-2,30,30,,,,,,,,,,,,
122.0,0.0,122.0,0.0,984,0,49,5,n364-2,30,30,,,,,,,,,,,,
122.5,0.5,122.5,0.5,988,4,83,1,n358-2,30,30,,,,,,,,,,,,
122.5,0.5,122.5,0.5,988,4,57,5,n367-2,30,30,,,,,,,,,,,,
122.5,0.5,122.5,0.5,988,4,71,1,n357-2,30,30,,,,,,,,,,,,
123.0,0.5,123.0,0.5,992,4,57,5,n368-2,30,30,,,,,,,,,,,,
123.0,0.5,123.0,0.5,992,4,69,1,n359-2,30,30,,,,,,,,,,,,
123.0,0.5,123.0,0.5,992,4,81,1,n360-2,30,30,,,,,,,,,,,,
123.5,0.5,123.5,0.5,996,4,57,5,n369-2,30,30,,,,,,,,,,,,
123.5,0.5,123.5,0.5,996,4,80,1,n362-2,30,30,,,,,,,,,,,,
123.5,0.5,123.5,0.5,996,4,68,1,n361-2,30,30,,,,,,,,,,,,
124.0,0.5,124.0,0.5,1000,4,50,5,n381-2,31,31,,,,,,,,,,,,
124.0,0.0,124.0,0.0,1000,0,38,5,n378-2,31,31,1.0,2/4,,ii65,a,I,ii65,,ii,,,mm7
124.0,0.5,124.0,0.5,1000,4,78,1,n371-2,31,31,,,,,,,,,,,,
124.0,0.5,124.0,0.5,1000,4,66,1,n370-2,31,31,,,,,,,,,,,,
124.0,0.0,124.0,0.0,1000,0,45,5,n380-2,31,31,,,,,,,,,,,,
124.0,0.0,124.0,0.0,1000,0,42,5,n379-2,31,31,,,,,,,,,,,,
124.5,0.5,124.5,0.5,1004,4,71,1,n372-2,31,31,,,,,,,,,,,,
124.5,0.5,124.5,0.5,1004,4,50,5,n382-2,31,31,,,,,,,,,,,,
124.5,0.5,124.5,0.5,1004,4,83,1,n373-2,31,31,,,,,,,,,,,,
125.0,0.5,125.0,0.5,1008,4,80,1,n375-2,31,31,,,,,,,,,,,,
125.0,0.5,125.0,0.5,1008,4,68,1,n374-2,31,31,,,,,,,,,,,,
125.0,0.5,125.0,0.5,1008,4,52,5,n386-2,31,31,,,,,,,,,,,,
125.0,0.0,125.0,0.0,1008,0,40,5,n383-2,31,31,1.0,2/4,,V,a,I,V,,V,,,M
125.0,0.0,125.0,0.0,1008,0,47,5,n385-2,31,31,,,,,,,,,,,,
125.0,0.0,125.0,0.0,1008,0,44,5,n384-2,31,31,,,,,,,,,,,,
125.5,0.5,125.5,0.5,1012,4,52,5,n387-2,31,31,,,,,,,,,,,,
125.5,0.5,125.5,0.5,1012,4,64,1,n376-2,31,31,,,,,,,,,,,,
125.5,0.5,125.5,0.5,1012,4,76,1,n377-2,31,31,,,,,,,,,,,,
126.0,1.0,126.0,1.0,1016,8,81,1,n389-2,32,32,,,,,,,,,,,,
126.0,1.0,126.0,1.0,1016,8,45,5,n390-2,32,32,1.0,2/4,,I|PAC},a,I,I,,I,PAC,},M
126.0,1.0,126.0,1.0,1016,8,69,1,n388-2,32,32,,,,,,,,,,,,
127.0,0.25,127.0,0.25,1024,2,85,1,n391-1,X3,32,1.0,2/4,,#vi.V{,a,#vi,V,,V,,{,M
127.25,0.25,127.25,0.25,1026,2,86,1,n392-1,X3,32,,,,,,,,,,,,
127.5,0.25,127.5,0.25,1028,2,85,1,n393-1,X3,32,,,,,,,,,,,,
127.75,0.25,127.75,0.25,1030,2,83,1,n394-1,X3,32,,,,,,,,,,,,
128.0,0.25,128.0,0.25,1032,2,81,1,n396-1,33,33,,,,,,,,,,,,
128.0,0.5,128.0,0.5,1032,4,54,5,n404-1,33,33,2.0,2/4,,i,a,#vi,i,,i,,,m
128.25,0.25,128.25,0.25,1034,2,83,1,n397-1,33,33,,,,,,,,,,,,
128.5,0.25,128.5,0.25,1036,2,81,1,n398-1,33,33,,,,,,,,,,,,
128.5,0.5,128.5,0.5,1036,4,61,5,n406-1,33,33,,,,,,,,,,,,
128.5,0.5,128.5,0.5,1036,4,57,5,n405-1,33,33,,,,,,,,,,,,
128.75,0.25,128.75,0.25,1038,2,80,1,n399-1,33,33,,,,,,,,,,,,
129.0,0.25,129.0,0.25,1040,2,78,1,n400-1,33,33,,,,,,,,,,,,
129.0,0.5,129.0,0.5,1040,4,61,5,n408-1,33,33,,,,,,,,,,,,
129.0,0.5,129.0,0.5,1040,4,57,5,n407-1,33,33,,,,,,,,,,,,
129.25,0.25,129.25,0.25,1042,2,81,1,n401-1,33,33,,,,,,,,,,,,
129.5,0.25,129.5,0.25,1044,2,80,1,n402-1,33,33,,,,,,,,,,,,
129.5,0.5,129.5,0.5,1044,4,61,5,n410-1,33,33,,,,,,,,,,,,
129.5,0.5,129.5,0.5,1044,4,57,5,n409-1,33,33,,,,,,,,,,,,
129.75,0.25,129.75,0.25,1046,2,78,1,n403-1,33,33,,,,,,,,,,,,
130.0,0.25,130.0,0.25,1048,2,77,1,n411-1,34,34,,,,,,,,,,,,
130.0,0.5,130.0,0.5,1048,4,56,5,n419-1,34,34,2.0,2/4,,V43,a,#vi,V43,,V,,,Mm7
130.25,0.25,130.25,0.25,1050,2,78,1,n412-1,34,34,,,,,,,,,,,,
130.5,0.25,130.5,0.25,1052,2,80,1,n413-1,34,34,,,,,,,,,,,,
130.5,0.5,130.5,0.5,1052,4,61,5,n421-1,34,34,,,,,,,,,,,,
130.5,0.5,130.5,0.5,1052,4,59,5,n420-1,34,34,,,,,,,,,,,,
130.75,0.25,130.75,0.25,1054,2,77,1,n414-1,34,34,,,,,,,,,,,,
131.0,0.25,131.0,0.25,1056,2,73,1,n415-1,34,34,,,,,,,,,,,,
131.0,0.5,131.0,0.5,1056,4,59,5,n422-1,34,34,,,,,,,,,,,,
131.0,0.5,131.0,0.5,1056,4,61,5,n423-1,34,34,,,,,,,,,,,,
131.25,0.25,131.25,0.25,1058,2,75,1,n416-1,34,34,,,,,,,,,,,,
131.5,0.25,131.5,0.25,1060,2,77,1,n417-1,34,34,,,,,,,,,,,,
131.5,0.5,131.5,0.5,1060,4,61,5,n425-1,34,34,,,,,,,,,,,,
131.5,0.5,131.5,0.5,1060,4,59,5,n424-1,34,34,,,,,,,,,,,,
131.75,0.25,131.75,0.25,1062,2,73,1,n418-1,34,34,,,,,,,,,,,,
132.0,0.25,132.0,0.25,1064,2,78,1,n426-1,35,35,,,,,,,,,,,,
132.0,0.5,132.0,0.5,1064,4,54,5,n434-1,35,35,2.0,2/4,,i,a,#vi,i,,i,,,m
132.25,0.25,132.25,0.25,1066,2,77,1,n427-1,35,35,,,,,,,,,,,,
132.5,0.5,132.5,0.5,1068,4,61,5,n436-1,35,35,,,,,,,,,,,,
132.5,0.25,132.5,0.25,1068,2,78,1,n428-1,35,35,,,,,,,,,,,,
132.5,0.5,132.5,0.5,1068,4,57,5,n435-1,35,35,,,,,,,,,,,,
132.75,0.25,132.75,0.25,1070,2,80,1,n429-1,35,35,,,,,,,,,,,,
133.0,0.5,133.0,0.5,1072,4,61,5,n438-1,35,35,,,,,,,,,,,,
133.0,0.25,133.0,0.25,1072,2,81,1,n430-1,35,35,,,,,,,,,,,,
133.0,0.5,133.0,0.5,1072,4,57,5,n437-1,35,35,,,,,,,,,,,,
133.25,0.25,133.25,0.25,1074,2,80,1,n431-1,35,35,,,,,,,,,,,,
133.5,0.5,133.5,0.5,1076,4,57,5,n439-1,35,35,,,,,,,,,,,,
133.5,0.5,133.5,0.5,1076,4,61,5,n440-1,35,35,,,,,,,,,,,,
133.5,0.25,133.5,0.25,1076,2,81,1,n432-1,35,35,,,,,,,,,,,,
133.75,0.25,133.75,0.25,1078,2,83,1,n433-1,35,35,,,,,,,,,,,,
134.0,0.5,134.0,0.5,1080,4,53,5,n449-1,36,36,2.0,2/4,,V65,a,#vi,V65,,V,,,Mm7
134.0,0.25,134.0,0.25,1080,2,85,1,n441-1,36,36,,,,,,,,,,,,
134.25,0.25,134.25,0.25,1082,2,84,1,n442-1,36,36,,,,,,,,,,,,
134.5,0.5,134.5,0.5,1084,4,61,5,n451-1,36,36,,,,,,,,,,,,
134.5,0.25,134.5,0.25,1084,2,85,1,n443-1,36,36,,,,,,,,,,,,
134.5,0.5,134.5,0.5,1084,4,56,5,n450-1,36,36,,,,,,,,,,,,
134.75,0.25,134.75,0.25,1086,2,84,1,n444-1,36,36,,,,,,,,,,,,
135.0,0.25,135.0,0.25,1088,2,85,1,n445-1,36,36,,,,,,,,,,,,
135.0,0.5,135.0,0.5,1088,4,61,5,n453-1,36,36,,,,,,,,,,,,
135.0,0.5,135.0,0.5,1088,4,56,5,n452-1,36,36,,,,,,,,,,,,
135.25,0.25,135.25,0.25,1090,2,86,1,n446-1,36,36,,,,,,,,,,,,
135.5,0.25,135.5,0.25,1092,2,85,1,n447-1,36,36,,,,,,,,,,,,
135.5,0.5,135.5,0.5,1092,4,61,5,n455-1,36,36,,,,,,,,,,,,
135.5,0.5,135.5,0.5,1092,4,56,5,n454-1,36,36,,,,,,,,,,,,
135.75,0.25,135.75,0.25,1094,2,83,1,n448-1,36,36,,,,,,,,,,,,
136.0,0.5,136.0,0.5,1096,4,54,5,n464-1,37,37,2.0,2/4,,i,a,#vi,i,,i,,,m
136.0,0.25,136.0,0.25,1096,2,81,1,n456-1,37,37,,,,,,,,,,,,
136.25,0.25,136.25,0.25,1098,2,83,1,n457-1,37,37,,,,,,,,,,,,
136.5,0.5,136.5,0.5,1100,4,61,5,n466-1,37,37,,,,,,,,,,,,
136.5,0.5,136.5,0.5,1100,4,57,5,n465-1,37,37,,,,,,,,,,,,
136.5,0.25,136.5,0.25,1100,2,81,1,n458-1,37,37,,,,,,,,,,,,
136.75,0.25,136.75,0.25,1102,2,80,1,n459-1,37,37,,,,,,,,,,,,
137.0,0.5,137.0,0.5,1104,4,61,5,n468-1,37,37,,,,,,,,,,,,
137.0,0.5,137.0,0.5,1104,4,57,5,n467-1,37,37,,,,,,,,,,,,
137.0,0.25,137.0,0.25,1104,2,78,1,n460-1,37,37,,,,,,,,,,,,
