xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,globalkey,localkey,chord,numeral,chord_type,chord_label
3,3,5.5,0.25,11.0,0.5,1248,48,83,1,n39-1,,,,,,,,,0
3,3,5.75,0.25,11.5,0.5,1296,48,64,5,n48-1,,,,,,,,,0
3,3,5.75,0.25,11.5,0.5,1296,48,79,1,n40-1,,,,,,,,,0
4,4,6.0,1.0,12.0,2.0,1344,192,57,6,n55-1,V(64)},1.0,2/2,D,I,V(64),V,M,1
4,4,6.0,0.5,12.0,1.0,1344,96,62,5,n53-1,,,,,,,,,0
4,4,6.0,0.5,12.0,1.0,1344,96,78,1,n49-1,,,,,,,,,0
4,4,6.5,0.5,13.0,1.0,1440,96,61,5,n54-1,V|HC,3.0,2/2,D,I,V,V,M,1
4,4,6.5,0.5,13.0,1.0,1440,96,76,1,n50-1,,,,,,,,,0
4,4,7.0,0.5,14.0,1.0,1536,96,69,1,n51-1,{,0.0,2/2,D,I,,,,0
4,4,7.5,0.5,15.0,1.0,1632,96,69,1,n52-1,,,,,,,,,0
5,5,8.0,0.25,16.0,0.5,1728,48,54,5,n61-1,I6,2.0,2/2,D,I,I6,I,M,1
5,5,8.0,1.0,16.0,2.0,1728,192,74,1,n56-1,,,,,,,,,0
5,5,8.25,0.25,16.5,0.5,1776,48,62,5,n62-1,,,,,,,,,0
5,5,8.5,0.25,17.0,0.5,1824,48,57,5,n63-1,,,,,,,,,0
5,5,8.75,0.25,17.5,0.5,1872,48,62,5,n64-1,,,,,,,,,0
5,5,9.0,0.25,18.0,0.5,1920,48,78,1,n57-1,,,,,,,,,0
5,5,9.0,0.25,18.0,0.5,1920,48,50,5,n65-1,vi6,2.0,2/2,D,I,vi6,vi,m,1
5,5,9.25,0.25,18.5,0.5,1968,48,76,1,n58-1,,,,,,,,,0
5,5,9.25,0.25,18.5,0.5,1968,48,59,5,n66-1,,,,,,,,,0
5,5,9.5,0.25,19.0,0.5,2016,48,74,1,n59-1,,,,,,,,,0
5,5,9.5,0.25,19.0,0.5,2016,48,54,5,n67-1,,,,,,,,,0
5,5,9.75,0.25,19.5,0.5,2064,48,59,5,n68-1,,,,,,,,,0
5,5,9.75,0.25,19.5,0.5,2064,48,73,1,n60-1,,,,,,,,,0
6,6,10.0,0.25,20.0,0.5,2112,48,52,5,n77-1,V.V7,2.0,2/2,D,V,V7,V,Mm7,1
6,6,10.0,0.25,20.0,0.5,2112,48,71,1,n69-1,,,,,,,,,0
6,6,10.25,0.25,20.5,0.5,2160,48,74,1,n70-1,,,,,,,,,0
6,6,10.25,0.25,20.5,0.5,2160,48,59,5,n78-1,,,,,,,,,0
6,6,10.5,0.25,21.0,0.5,2208,48,71,1,n71-1,,,,,,,,,0
6,6,10.5,0.25,21.0,0.5,2208,48,56,5,n79-1,,,,,,,,,0
6,6,10.75,0.25,21.5,0.5,2256,48,59,5,n80-1,,,,,,,,,0
6,6,10.75,0.25,21.5,0.5,2256,48,74,1,n72-1,,,,,,,,,0
6,6,11.0,0.25,22.0,0.5,2304,48,83,1,n73-1,,,,,,,,,0
6,6,11.0,0.25,22.0,0.5,2304,48,56,5,n81-1,viio,2.0,2/2,D,V,viio,vii,o,1
6,6,11.25,0.25,22.5,0.5,2352,48,62,5,n82-1,,,,,,,,,0
6,6,11.25,0.25,22.5,0.5,2352,48,81,1,n74-1,,,,,,,,,0
6,6,11.5,0.25,23.0,0.5,2400,48,59,5,n83-1,,,,,,,,,0
6,6,11.5,0.25,23.0,0.5,2400,48,80,1,n75-1,,,,,,,,,0
6,6,11.75,0.25,23.5,0.5,2448,48,62,5,n84-1,,,,,,,,,0
6,6,11.75,0.25,23.5,0.5,2448,48,78,1,n76-1,,,,,,,,,0
7,7,12.0,0.5,24.0,1.0,2496,96,61,5,n95-1,,,,,,,,,0
7,7,12.0,0.5,24.0,1.0,2496,96,57,5,n94-1,I,1.0,2/2,D,V,I,I,M,1
7,7,12.0,0.25,24.0,0.5,2496,48,76,1,n85-1,,,,,,,,,0
7,7,12.25,0.25,24.5,0.5,2544,48,81,1,n86-1,,,,,,,,,0
7,7,12.5,0.25,25.0,0.5,2592,48,78,1,n87-1,,,,,,,,,0
7,7,12.5,0.5,25.0,1.0,2592,96,59,5,n97-1,,,,,,,,,0
7,7,12.5,0.5,25.0,1.0,2592,96,50,5,n96-1,ii6,1.0,2/2,D,V,ii6,ii,m,1
7,7,12.75,0.25,25.5,0.5,2640,48,74,1,n88-1,,,,,,,,,0
7,7,13.0,0.25,26.0,0.5,2688,48,73,1,n89-1,,,,,,,,,0
7,7,13.0,0.5,26.0,1.0,2688,96,52,5,n98-1,V(64),1.0,2/2,D,V,V(64),V,M,1
7,7,13.0,0.5,26.0,1.0,2688,96,57,5,n99-1,,,,,,,,,0
7,7,13.25,0.25,26.5,0.5,2736,48,76,1,n90-1,,,,,,,,,0
7,7,13.5,0.5,27.0,1.0,2784,96,52,5,n100-1,V7,1.0,2/2,D,V,V7,V,Mm7,1
7,7,13.5,0.5,27.0,1.0,2784,96,56,5,n101-1,,,,,,,,,0
7,7,13.5,0.25,27.0,0.5,2784,48,74,1,n91-1,,,,,,,,,0
7,7,13.75,0.25,27.5,0.5,2832,48,62,1,n92-1,,,,,,,,,0
7,7,13.75,0.25,27.5,0.5,2832,48,71,1,n93-1,,,,,,,,,0
8,8,14.0,0.5,28.0,1.0,2880,96,62,1,n102-1,,,,,,,,,0
8,8,14.0,1.0,28.0,2.0,2880,192,52,5,n107-1,,,,,,,,,0
8,8,14.0,0.5,28.0,1.0,2880,96,71,1,n103-1,,,,,,,,,0
8,8,14.0,1.0,28.0,2.0,2880,192,45,5,n106-1,I(94)},1.0,2/2,D,V,I(94),I,M,1
8,8,14.0,1.0,28.0,2.0,2880,192,57,5,n108-1,,,,,,,,,0
8,8,14.5,0.5,29.0,1.0,2976,96,61,1,n104-1,I|PAC,1.0,2/2,D,V,I,I,M,1
8,8,14.5,0.5,29.0,1.0,2976,96,69,1,n105-1,,,,,,,,,0
0,0,15.0,0.5,30.0,1.0,3072,96,69,1,n1-2,D.V{,2.0,2/2,D,I,V,V,M,1
0,0,15.5,0.5,31.0,1.0,3168,96,69,1,n2-2,,,,,,,,,0
1,1,16.0,1.0,32.0,2.0,3264,192,74,1,n4-2,,,,,,,,,0
1,1,16.0,0.25,32.0,0.5,3264,48,62,5,n9-2,I,2.0,2/2,D,I,I,I,M,1
1,1,16.25,0.25,32.5,0.5,3312,48,69,5,n10-2,,,,,,,,,0
1,1,16.5,0.25,33.0,0.5,3360,48,66,5,n11-2,,,,,,,,,0
1,1,16.75,0.25,33.5,0.5,3408,48,69,5,n12-2,,,,,,,,,0
1,1,17.0,0.25,34.0,0.5,3456,48,73,1,n5-2,,,,,,,,,0
1,1,17.0,0.25,34.0,0.5,3456,48,59,5,n13-2,vi,2.0,2/2,D,I,vi,vi,m,1
1,1,17.25,0.25,34.5,0.5,3504,48,66,5,n14-2,,,,,,,,,0
1,1,17.25,0.25,34.5,0.5,3504,48,74,1,n6-2,,,,,,,,,0
1,1,17.5,0.25,35.0,0.5,3552,48,76,1,n7-2,,,,,,,,,0
1,1,17.5,0.25,35.0,0.5,3552,48,62,5,n15-2,,,,,,,,,0
1,1,17.75,0.25,35.5,0.5,3600,48,66,5,n16-2,,,,,,,,,0
1,1,17.75,0.25,35.5,0.5,3600,48,78,1,n8-2,,,,,,,,,0
2,2,18.0,0.25,36.0,0.5,3648,48,55,5,n25-2,ii6,2.0,2/2,D,I,ii6,ii,m,1
2,2,18.0,0.25,36.0,0.5,3648,48,79,1,n17-2,,,,,,,,,0
2,2,18.25,0.25,36.5,0.5,3696,48,64,5,n26-2,,,,,,,,,0
2,2,18.25,0.25,36.5,0.5,3696,48,76,1,n18-2,,,,,,,,,0
2,2,18.5,0.25,37.0,0.5,3744,48,59,5,n27-2,,,,,,,,,0
2,2,18.5,0.25,37.0,0.5,3744,48,79,1,n19-2,,,,,,,,,0
2,2,18.75,0.25,37.5,0.5,3792,48,64,5,n28-2,,,,,,,,,0
2,2,18.75,0.25,37.5,0.5,3792,48,76,1,n20-2,,,,,,,,,0
2,2,19.0,0.25,38.0,0.5,3840,48,57,5,n29-2,V7,2.0,2/2,D,I,V7,V,Mm7,1
2,2,19.0,0.25,38.0,0.5,3840,48,74,1,n21-2,,,,,,,,,0
2,2,19.25,0.25,38.5,0.5,3888,48,67,5,n30-2,,,,,,,,,0
2,2,19.25,0.25,38.5,0.5,3888,48,73,1,n22-2,,,,,,,,,0
2,2,19.5,0.25,39.0,0.5,3936,48,64,5,n31-2,,,,,,,,,0
2,2,19.5,0.25,39.0,0.5,3936,48,71,1,n23-2,,,,,,,,,0
2,2,19.75,0.25,39.5,0.5,3984,48,67,5,n32-2,,,,,,,,,0
2,2,19.75,0.25,39.5,0.5,3984,48,69,1,n24-2,,,,,,,,,0
3,3,20.0,0.25,40.0,0.5,4032,48,62,5,n41-2,I,2.0,2/2,D,I,I,I,M,1
3,3,20.0,0.25,40.0,0.5,4032,48,81,1,n33-2,,,,,,,,,0
3,3,20.25,0.25,40.5,0.5,4080,48,78,1,n34-2,,,,,,,,,0
3,3,20.25,0.25,40.5,0.5,4080,48,69,5,n42-2,,,,,,,,,0
3,3,20.5,0.25,41.0,0.5,4128,48,66,5,n43-2,,,,,,,,,0
3,3,20.5,0.25,41.0,0.5,4128,48,81,1,n35-2,,,,,,,,,0
3,3,20.75,0.25,41.5,0.5,4176,48,69,5,n44-2,,,,,,,,,0
3,3,20.75,0.25,41.5,0.5,4176,48,78,1,n36-2,,,,,,,,,0
3,3,21.0,0.25,42.0,0.5,4224,48,83,1,n37-2,,,,,,,,,0
3,3,21.0,0.25,42.0,0.5,4224,48,55,5,n45-2,ii6,2.0,2/2,D,I,ii6,ii,m,1
3,3,21.25,0.25,42.5,0.5,4272,48,64,5,n46-2,,,,,,,,,0
3,3,21.25,0.25,42.5,0.5,4272,48,79,1,n38-2,,,,,,,,,0
3,3,21.5,0.25,43.0,0.5,4320,48,59,5,n47-2,,,,,,,,,0
3,3,21.5,0.25,43.0,0.5,4320,48,83,1,n39-2,,,,,,,,,0
3,3,21.75,0.25,43.5,0.5,4368,48,64,5,n48-2,,,,,,,,,0
3,3,21.75,0.25,43.5,0.5,4368,48,79,1,n40-2,,,,,,,,,0
4,4,22.0,0.5,44.0,1.0,4416,96,78,1,n49-2,,,,,,,,,0
4,4,22.0,0.5,44.0,1.0,4416,96,62,5,n53-2,,,,,,,,,0
4,4,22.0,1.0,44.0,2.0,4416,192,57,6,n55-2,V(64)},1.0,2/2,D,I,V(64),V,M,1
4,4,22.5,0.5,45.0,1.0,4512,96,76,1,n50-2,,,,,,,,,0
4,4,22.5,0.5,45.0,1.0,4512,96,61,5,n54-2,V|HC,3.0,2/2,D,I,V,V,M,1
4,4,23.0,0.5,46.0,1.0,4608,96,69,1,n51-2,{,0.0,2/2,D,I,,,,0
4,4,23.5,0.5,47.0,1.0,4704,96,69,1,n52-2,,,,,,,,,0
5,5,24.0,0.25,48.0,0.5,4800,48,54,5,n61-2,I6,2.0,2/2,D,I,I6,I,M,1
5,5,24.0,1.0,48.0,2.0,4800,192,74,1,n56-2,,,,,,,,,0
5,5,24.25,0.25,48.5,0.5,4848,48,62,5,n62-2,,,,,,,,,0
5,5,24.5,0.25,49.0,0.5,4896,48,57,5,n63-2,,,,,,,,,0
5,5,24.75,0.25,49.5,0.5,4944,48,62,5,n64-2,,,,,,,,,0
5,5,25.0,0.25,50.0,0.5,4992,48,50,5,n65-2,vi6,2.0,2/2,D,I,vi6,vi,m,1
5,5,25.0,0.25,50.0,0.5,4992,48,78,1,n57-2,,,,,,,,,0
5,5,25.25,0.25,50.5,0.5,5040,48,59,5,n66-2,,,,,,,,,0
5,5,25.25,0.25,50.5,0.5,5040,48,76,1,n58-2,,,,,,,,,0
5,5,25.5,0.25,51.0,0.5,5088,48,54,5,n67-2,,,,,,,,,0
5,5,25.5,0.25,51.0,0.5,5088,48,74,1,n59-2,,,,,,,,,0
5,5,25.75,0.25,51.5,0.5,5136,48,59,5,n68-2,,,,,,,,,0
5,5,25.75,0.25,51.5,0.5,5136,48,73,1,n60-2,,,,,,,,,0
6,6,26.0,0.25,52.0,0.5,5184,48,52,5,n77-2,V.V7,2.0,2/2,D,V,V7,V,Mm7,1
6,6,26.0,0.25,52.0,0.5,5184,48,71,1,n69-2,,,,,,,,,0
6,6,26.25,0.25,52.5,0.5,5232,48,59,5,n78-2,,,,,,,,,0
6,6,26.25,0.25,52.5,0.5,5232,48,74,1,n70-2,,,,,,,,,0
6,6,26.5,0.25,53.0,0.5,5280,48,56,5,n79-2,,,,,,,,,0
6,6,26.5,0.25,53.0,0.5,5280,48,71,1,n71-2,,,,,,,,,0
6,6,26.75,0.25,53.5,0.5,5328,48,59,5,n80-2,,,,,,,,,0
6,6,26.75,0.25,53.5,0.5,5328,48,74,1,n72-2,,,,,,,,,0
6,6,27.0,0.25,54.0,0.5,5376,48,56,5,n81-2,viio,2.0,2/2,D,V,viio,vii,o,1
6,6,27.0,0.25,54.0,0.5,5376,48,83,1,n73-2,,,,,,,,,0
6,6,27.25,0.25,54.5,0.5,5424,48,62,5,n82-2,,,,,,,,,0
6,6,27.25,0.25,54.5,0.5,5424,48,81,1,n74-2,,,,,,,,,0
6,6,27.5,0.25,55.0,0.5,5472,48,59,5,n83-2,,,,,,,,,0
6,6,27.5,0.25,55.0,0.5,5472,48,80,1,n75-2,,,,,,,,,0
6,6,27.75,0.25,55.5,0.5,5520,48,62,5,n84-2,,,,,,,,,0
6,6,27.75,0.25,55.5,0.5,5520,48,78,1,n76-2,,,,,,,,,0
7,7,28.0,0.25,56.0,0.5,5568,48,76,1,n85-2,,,,,,,,,0
7,7,28.0,0.5,56.0,1.0,5568,96,57,5,n94-2,I,1.0,2/2,D,V,I,I,M,1
7,7,28.0,0.5,56.0,1.0,5568,96,61,5,n95-2,,,,,,,,,0
7,7,28.25,0.25,56.5,0.5,5616,48,81,1,n86-2,,,,,,,,,0
7,7,28.5,0.25,57.0,0.5,5664,48,78,1,n87-2,,,,,,,,,0
7,7,28.5,0.5,57.0,1.0,5664,96,59,5,n97-2,,,,,,,,,0
7,7,28.5,0.5,57.0,1.0,5664,96,50,5,n96-2,ii6,1.0,2/2,D,V,ii6,ii,m,1
7,7,28.75,0.25,57.5,0.5,5712,48,74,1,n88-2,,,,,,,,,0
7,7,29.0,0.5,58.0,1.0,5760,96,52,5,n98-2,V(64),1.0,2/2,D,V,V(64),V,M,1
7,7,29.0,0.5,58.0,1.0,5760,96,57,5,n99-2,,,,,,,,,0
7,7,29.0,0.25,58.0,0.5,5760,48,73,1,n89-2,,,,,,,,,0
7,7,29.25,0.25,58.5,0.5,5808,48,76,1,n90-2,,,,,,,,,0
7,7,29.5,0.25,59.0,0.5,5856,48,74,1,n91-2,,,,,,,,,0
7,7,29.5,0.5,59.0,1.0,5856,96,56,5,n101-2,,,,,,,,,0
7,7,29.5,0.5,59.0,1.0,5856,96,52,5,n100-2,V7,1.0,2/2,D,V,V7,V,Mm7,1
7,7,29.75,0.25,59.5,0.5,5904,48,62,1,n92-2,,,,,,,,,0
7,7,29.75,0.25,59.5,0.5,5904,48,71,1,n93-2,,,,,,,,,0
8,8,30.0,0.5,60.0,1.0,5952,96,62,1,n102-2,,,,,,,,,0
8,8,30.0,1.0,60.0,2.0,5952,192,52,5,n107-2,,,,,,,,,0
8,8,30.0,0.5,60.0,1.0,5952,96,71,1,n103-2,,,,,,,,,0
8,8,30.0,1.0,60.0,2.0,5952,192,45,5,n106-2,I(94)},1.0,2/2,D,V,I(94),I,M,1
8,8,30.0,1.0,60.0,2.0,5952,192,57,5,n108-2,,,,,,,,,0
8,8,30.5,0.5,61.0,1.0,6048,96,61,1,n104-2,I|PAC,1.0,2/2,D,V,I,I,M,1
8,8,30.5,0.5,61.0,1.0,6048,96,69,1,n105-2,,,,,,,,,0
X1,8,31.0,0.25,62.0,0.5,6144,48,81,1,n109-1,I.V{,2.0,2/2,D,I,V,V,M,1
X1,8,31.25,0.25,62.5,0.5,6192,48,80,1,n110-1,,,,,,,,,0
X1,8,31.5,0.25,63.0,0.5,6240,48,81,1,n111-1,,,,,,,,,0
X1,8,31.75,0.25,63.5,0.5,6288,48,80,1,n112-1,,,,,,,,,0
9,9,32.0,0.5,64.0,1.0,6336,96,63,5,n123-1,,,,,,,,,0
9,9,32.0,0.25,64.0,0.5,6336,48,81,1,n114-1,,,,,,,,,0
9,9,32.0,0.5,64.0,1.0,6336,96,59,5,n122-1,V7/II,1.0,2/2,D,I,V7/II,V,Mm7,1
9,9,32.25,0.25,64.5,0.5,6384,48,83,1,n115-1,,,,,,,,,0
9,9,32.5,0.5,65.0,1.0,6432,96,52,5,n124-1,II,1.0,2/2,D,I,II,II,M,1
9,9,32.5,0.5,65.0,1.0,6432,96,64,5,n125-1,,,,,,,,,0
9,9,32.5,0.25,65.0,0.5,6432,48,80,1,n116-1,,,,,,,,,0
9,9,32.75,0.25,65.5,0.5,6480,48,76,1,n117-1,,,,,,,,,0
9,9,33.0,0.25,66.0,0.5,6528,48,79,1,n118-1,,,,,,,,,0
9,9,33.0,0.5,66.0,1.0,6528,96,57,5,n126-1,V7,1.0,2/2,D,I,V7,V,Mm7,1
9,9,33.0,0.5,66.0,1.0,6528,96,61,5,n127-1,,,,,,,,,0
9,9,33.25,0.25,66.5,0.5,6576,48,81,1,n119-1,,,,,,,,,0
9,9,33.5,0.25,67.0,0.5,6624,48,78,1,n120-1,,,,,,,,,0
9,9,33.5,0.5,67.0,1.0,6624,96,62,5,n129-1,,,,,,,,,0
9,9,33.5,0.5,67.0,1.0,6624,96,50,5,n128-1,I,1.0,2/2,D,I,I,I,M,1
9,9,33.75,0.25,67.5,0.5,6672,48,74,1,n121-1,,,,,,,,,0
10,10,34.0,0.25,68.0,0.5,6720,48,71,5,n138-1,IV6,1.0,2/2,D,I,IV6,IV,M,1
10,10,34.0,0.25,68.0,0.5,6720,48,86,1,n130-1,,,,,,,,,0
10,10,34.25,0.25,68.5,0.5,6768,48,85,1,n131-1,,,,,,,,,0
10,10,34.25,0.25,68.5,0.5,6768,48,69,5,n139-1,,,,,,,,,0
10,10,34.5,0.25,69.0,0.5,6816,48,83,1,n132-1,,,,,,,,,0
10,10,34.5,0.25,69.0,0.5,6816,48,67,5,n140-1,IV,1.5,2/2,D,I,IV,IV,M,1
10,10,34.75,0.25,69.5,0.5,6864,48,82,1,n133-1,,,,,,,,,0
10,10,34.75,0.25,69.5,0.5,6864,48,66,5,n141-1,,,,,,,,,0
10,10,35.0,0.25,70.0,0.5,6912,48,83,1,n134-1,,,,,,,,,0
10,10,35.0,0.25,70.0,0.5,6912,48,67,5,n142-1,,,,,,,,,0
10,10,35.25,0.25,70.5,0.5,6960,48,66,5,n143-1,I6,0.5,2/2,D,I,I6,I,M,1
10,10,35.25,0.25,70.5,0.5,6960,48,81,1,n135-1,,,,,,,,,0
10,10,35.5,0.25,71.0,0.5,7008,48,64,5,n144-1,viio6,0.5,2/2,D,I,viio6,vii,o,1
10,10,35.5,0.25,71.0,0.5,7008,48,79,1,n136-1,,,,,,,,,0
10,10,35.75,0.25,71.5,0.5,7056,48,78,1,n137-1,,,,,,,,,0
10,10,35.75,0.25,71.5,0.5,7056,48,62,5,n145-1,I,0.5,2/2,D,I,I,I,M,1
11,11,36.0,1.5,72.0,3.0,7104,288,69,5,n153-1,,,,,,,,,0
11,11,36.0,0.5,72.0,1.0,7104,96,61,6,n156-1,V65,1.0,2/2,D,I,V65,V,Mm7,1
11,11,36.0,0.5,72.0,1.0,7104,96,79,1,n147-1,,,,,,,,,0
11,11,36.0,0.5,72.0,1.0,7104,96,76,1,n146-1,,,,,,,,,0
11,11,36.5,0.5,73.0,1.0,7200,96,62,6,n157-1,I,1.0,2/2,D,I,I,I,M,1
11,11,36.5,0.5,73.0,1.0,7200,96,74,1,n148-1,,,,,,,,,0
11,11,36.5,0.5,73.0,1.0,7200,96,78,1,n149-1,,,,,,,,,0
11,11,37.0,0.5,74.0,1.0,7296,96,76,1,n150-1,,,,,,,,,0
11,11,37.0,0.5,74.0,1.0,7296,96,61,6,n158-1,V,1.0,2/2,D,I,V,V,M,1
11,11,37.5,0.5,75.0,1.0,7392,96,68,1,n151-1,,,,,,,,,0
11,11,37.5,0.5,75.0,1.0,7392,96,59,6,n159-1,viio6/V,1.0,2/2,D,I,viio6/V,vii,o,1
11,11,37.5,0.5,75.0,1.0,7392,96,74,1,n152-1,,,,,,,,,0
12,12,38.0,1.5,76.0,3.0,7488,288,57,6,n166-1,V(64)},2.0,2/2,D,I,V(64),V,M,1
12,12,38.0,1.0,76.0,2.0,7488,192,62,5,n164-1,,,,,,,,,0
12,12,38.0,1.25,76.0,2.5,7488,240,69,2,n162-1,,,,,,,,,0
12,12,38.0,1.0,76.0,2.0,7488,192,78,1,n160-1,,,,,,,,,0
12,12,39.0,0.25,78.0,0.5,7680,48,61,5,n165-1,V|HC,6.0,2/2,D,I,V,V,M,1
12,12,39.0,0.25,78.0,0.5,7680,48,76,1,n161-1,,,,,,,,,0
13,13,41.0,0.5,82.0,1.0,8064,96,69,1,n169-1,{,0.0,2/2,D,I,,,,0
13,13,41.5,0.5,83.0,1.0,8160,96,69,1,n170-1,,,,,,,,,0
14,14,42.0,0.25,84.0,0.5,8256,48,62,5,n177-1,I,2.0,2/2,D,I,I,I,M,1
14,14,42.0,1.0,84.0,2.0,8256,192,74,1,n172-1,,,,,,,,,0
14,14,42.25,0.25,84.5,0.5,8304,48,69,5,n178-1,,,,,,,,,0
14,14,42.5,0.25,85.0,0.5,8352,48,66,5,n179-1,,,,,,,,,0
14,14,42.75,0.25,85.5,0.5,8400,48,69,5,n180-1,,,,,,,,,0
14,14,43.0,0.25,86.0,0.5,8448,48,59,5,n181-1,vi,2.0,2/2,D,I,vi,vi,m,1
14,14,43.0,0.25,86.0,0.5,8448,48,73,1,n173-1,,,,,,,,,0
14,14,43.25,0.25,86.5,0.5,8496,48,74,1,n174-1,,,,,,,,,0
14,14,43.25,0.25,86.5,0.5,8496,48,66,5,n182-1,,,,,,,,,0
14,14,43.5,0.25,87.0,0.5,8544,48,76,1,n175-1,,,,,,,,,0
14,14,43.5,0.25,87.0,0.5,8544,48,62,5,n183-1,,,,,,,,,0
14,14,43.75,0.25,87.5,0.5,8592,48,66,5,n184-1,,,,,,,,,0
14,14,43.75,0.25,87.5,0.5,8592,48,78,1,n176-1,,,,,,,,,0
15,15,44.0,0.25,88.0,0.5,8640,48,79,1,n185-1,,,,,,,,,0
15,15,44.0,0.25,88.0,0.5,8640,48,55,5,n193-1,ii6,2.0,2/2,D,I,ii6,ii,m,1
15,15,44.25,0.25,88.5,0.5,8688,48,64,5,n194-1,,,,,,,,,0
15,15,44.25,0.25,88.5,0.5,8688,48,76,1,n186-1,,,,,,,,,0
15,15,44.5,0.25,89.0,0.5,8736,48,59,5,n195-1,,,,,,,,,0
15,15,44.5,0.25,89.0,0.5,8736,48,79,1,n187-1,,,,,,,,,0
15,15,44.75,0.25,89.5,0.5,8784,48,64,5,n196-1,,,,,,,,,0
15,15,44.75,0.25,89.5,0.5,8784,48,76,1,n188-1,,,,,,,,,0
15,15,45.0,0.25,90.0,0.5,8832,48,74,1,n189-1,,,,,,,,,0
15,15,45.0,0.25,90.0,0.5,8832,48,57,5,n197-1,V7,2.0,2/2,D,I,V7,V,Mm7,1
