xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,volta,phraseend,phrase_type
64,64,282.0,0.5,282.0,0.5,6768,12,51,5,n1127-1,I{,2.0,3/4,,{,1
64,64,282.5,0.5,282.5,0.5,6780,12,55,5,n1128-1,,,,,,0
64,64,283.0,0.5,283.0,0.5,6792,12,58,5,n1129-1,,,,,,0
64,64,283.5,0.5,283.5,0.5,6804,12,63,5,n1130-1,,,,,,0
64,64,283.5,0.125,283.5,0.125,6804,3,80,1,n1121-1,,,,,,0
64,64,283.625,0.125,283.625,0.125,6807,3,79,1,n1122-1,,,,,,0
64,64,283.75,0.125,283.75,0.125,6810,3,77,1,n1123-1,,,,,,0
64,64,283.875,0.125,283.875,0.125,6813,3,75,1,n1124-1,,,,,,0
64,64,284.0,0.5,284.0,0.5,6816,12,68,5,n1131-1,viio64,,,,,0
64,64,284.0,0.5,284.0,0.5,6816,12,74,1,n1125-1,,,,,,0
64,64,284.5,0.5,284.5,0.5,6828,12,67,5,n1132-1,I6,,,,,0
64,64,284.5,0.5,284.5,0.5,6828,12,75,1,n1126-1,,,,,,0
65,65,285.0,0.5,285.0,0.5,6840,12,77,1,n1133-1,,,,,,0
65,65,285.0,0.5,285.0,0.5,6840,12,74,2,n1142-1,,,,,,0
65,65,285.0,0.5,285.0,0.5,6840,12,65,5,n1145-1,viio6,,,,,0
65,65,285.0,0.5,285.0,0.5,6840,12,68,5,n1146-1,,,,,,0
65,65,285.5,0.5,285.5,0.5,6852,12,63,5,n1147-1,I,,,,,0
65,65,285.5,0.5,285.5,0.5,6852,12,67,5,n1148-1,,,,,,0
65,65,285.5,0.5,285.5,0.5,6852,12,75,2,n1143-1,,,,,,0
65,65,285.5,0.125,285.5,0.125,6852,3,80,1,n1134-1,,,,,,0
65,65,285.625,0.125,285.625,0.125,6855,3,79,1,n1135-1,,,,,,0
65,65,285.75,0.125,285.75,0.125,6858,3,77,1,n1136-1,,,,,,0
65,65,285.875,0.125,285.875,0.125,6861,3,79,1,n1137-1,,,,,,0
65,65,286.0,0.5,286.0,0.5,6864,12,62,5,n1149-1,V65,,,,,0
65,65,286.0,0.5,286.0,0.5,6864,12,65,5,n1150-1,,,,,,0
65,65,286.0,0.5,286.0,0.5,6864,12,77,2,n1144-1,,,,,,0
65,65,286.0,0.5,286.0,0.5,6864,12,80,1,n1138-1,,,,,,0
65,65,286.5,0.5,286.5,0.5,6876,12,70,1,n1139-1,,,,,,0
65,65,287.0,0.5,287.0,0.5,6888,12,70,1,n1140-1,,,,,,0
65,65,287.5,0.5,287.5,0.5,6900,12,70,1,n1141-1,,,,,,0
66,66,288.0,1.5,288.0,1.5,6912,36,80,1,n1153-1,V7,,,,,0
66,66,288.5,0.5,288.5,0.5,6924,12,58,5,n1161-1,,,,,,0
66,66,289.0,0.5,289.0,0.5,6936,12,62,5,n1162-1,,,,,,0
66,66,289.5,0.5,289.5,0.5,6948,12,65,5,n1163-1,,,,,,0
66,66,289.5,0.125,289.5,0.125,6948,3,82,1,n1154-1,,,,,,0
66,66,289.625,0.125,289.625,0.125,6951,3,80,1,n1155-1,,,,,,0
66,66,289.75,0.125,289.75,0.125,6954,3,79,1,n1156-1,,,,,,0
66,66,289.875,0.125,289.875,0.125,6957,3,77,1,n1157-1,,,,,,0
66,66,290.0,0.5,290.0,0.5,6960,12,67,5,n1164-1,I6,,,,,0
66,66,290.0,0.5,290.0,0.5,6960,12,75,1,n1158-1,,,,,,0
66,66,290.5,0.5,290.5,0.5,6972,12,68,6,n1166-1,V2,,,,,0
66,66,290.5,1.0,290.5,1.0,6972,24,70,5,n1165-1,,,,,,0
66,66,290.5,0.5,290.5,0.5,6972,12,74,1,n1159-1,,,,,,0
66,66,290.5,0.5,290.5,0.5,6972,12,77,2,n1160-1,,,,,,0
67,67,291.0,0.5,291.0,0.5,6984,12,79,1,n1167-1,,,,,,0
67,67,291.0,0.5,291.0,0.5,6984,12,67,5,n1176-1,I6,,,,,0
67,67,291.0,0.5,291.0,0.5,6984,12,75,2,n1173-1,,,,,,0
67,67,291.5,0.5,291.5,0.5,6996,12,65,5,n1178-1,V43,,,,,0
67,67,291.5,0.5,291.5,0.5,6996,12,68,5,n1179-1,,,,,,0
67,67,291.5,0.5,291.5,0.5,6996,12,77,2,n1174-1,,,,,,0
67,67,291.5,0.125,291.5,0.125,6996,3,82,1,n1168-1,,,,,,0
67,67,291.625,0.125,291.625,0.125,6999,3,80,1,n1169-1,,,,,,0
67,67,291.75,0.125,291.75,0.125,7002,3,79,1,n1170-1,,,,,,0
67,67,291.875,0.125,291.875,0.125,7005,3,80,1,n1171-1,,,,,,0
67,67,292.0,0.5,292.0,0.5,7008,12,82,1,n1172-1,,,,,,0
67,67,292.0,0.5,292.0,0.5,7008,12,63,5,n1180-1,I,,,,,0
67,67,292.0,0.5,292.0,0.5,7008,12,67,5,n1181-1,,,,,,0
67,67,292.0,0.5,292.0,0.5,7008,12,79,2,n1175-1,,,,,,0
67,67,292.5,0.5,292.5,0.5,7020,12,51,5,n1183-1,,,,,,0
67,67,292.5,0.5,292.5,0.5,7020,12,39,5,n1182-1,,,,,,0
67,67,293.0,0.5,293.0,0.5,7032,12,39,5,n1184-1,,,,,,0
67,67,293.0,0.5,293.0,0.5,7032,12,51,5,n1185-1,,,,,,0
67,67,293.5,0.5,293.5,0.5,7044,12,39,5,n1186-1,,,,,,0
67,67,293.5,0.5,293.5,0.5,7044,12,51,5,n1187-1,,,,,,0
68,68,294.0,1.5,294.0,1.5,7056,36,73,1,n1188-1,V65/IV,,,,,0
68,68,294.5,0.5,294.5,0.5,7068,12,55,5,n1200-1,,,,,,0
68,68,294.5,0.5,294.5,0.5,7068,12,63,5,n1201-1,,,,,,0
68,68,295.0,0.5,295.0,0.5,7080,12,55,5,n1202-1,,,,,,0
68,68,295.0,0.5,295.0,0.5,7080,12,63,5,n1203-1,,,,,,0
68,68,295.5,0.25,295.5,0.25,7092,6,75,1,n1193-1,,,,,,0
68,68,295.5,0.0,295.5,0.0,7092,0,75,1,n1189-1,,,,,,0
68,68,295.5,0.0,295.5,0.0,7092,0,73,1,n1190-1,,,,,,0
68,68,295.5,0.0,295.5,0.0,7092,0,73,1,n1192-1,,,,,,0
68,68,295.5,0.5,295.5,0.5,7092,12,63,5,n1205-1,,,,,,0
68,68,295.5,0.5,295.5,0.5,7092,12,55,5,n1204-1,,,,,,0
68,68,295.5,0.0,295.5,0.0,7092,0,72,1,n1191-1,,,,,,0
68,68,295.75,0.25,295.75,0.25,7098,6,77,1,n1194-1,,,,,,0
68,68,296.0,0.5,296.0,0.5,7104,12,55,5,n1206-1,,,,,,0
68,68,296.0,0.5,296.0,0.5,7104,12,63,5,n1207-1,,,,,,0
68,68,296.0,0.25,296.0,0.25,7104,6,75,1,n1195-1,,,,,,0
68,68,296.25,0.25,296.25,0.25,7110,6,73,1,n1196-1,,,,,,0
68,68,296.5,0.5,296.5,0.5,7116,12,55,5,n1208-1,V+6/IV,,,,,0
68,68,296.5,0.5,296.5,0.5,7116,12,63,5,n1209-1,,,,,,0
68,68,296.5,0.25,296.5,0.25,7116,6,72,1,n1197-1,,,,,,0
68,68,296.75,0.25,296.75,0.25,7122,6,71,1,n1198-1,,,,,,0
69,69,297.0,1.25,297.0,1.25,7128,30,71,1,n1210-1,,,,,,0
69,69,297.5,1.0,297.5,1.0,7140,24,63,6,n1227-1,,,,,,0
69,69,297.5,0.5,297.5,0.5,7140,12,55,5,n1219-1,,,,,,0
69,69,298.0,0.5,298.0,0.5,7152,12,56,5,n1220-1,IV,,,,,0
69,69,298.25,0.25,298.25,0.25,7158,6,72,1,n1212-1,,,,,,0
69,69,298.5,0.5,298.5,0.5,7164,12,56,5,n1221-1,,,,,,0
69,69,298.5,0.5,298.5,0.5,7164,12,63,5,n1222-1,,,,,,0
69,69,298.5,0.25,298.5,0.25,7164,6,75,1,n1213-1,,,,,,0
69,69,298.75,0.25,298.75,0.25,7170,6,74,1,n1214-1,,,,,,0
69,69,299.0,0.5,299.0,0.5,7176,12,56,5,n1223-1,,,,,,0
69,69,299.0,0.5,299.0,0.5,7176,12,63,5,n1224-1,,,,,,0
69,69,299.0,0.25,299.0,0.25,7176,6,77,1,n1215-1,,,,,,0
69,69,299.25,0.25,299.25,0.25,7182,6,75,1,n1216-1,,,,,,0
69,69,299.5,0.5,299.5,0.5,7188,12,63,5,n1226-1,,,,,,0
69,69,299.5,0.25,299.5,0.25,7188,6,74,1,n1217-1,,,,,,0
69,69,299.5,0.5,299.5,0.5,7188,12,56,5,n1225-1,,,,,,0
69,69,299.75,0.25,299.75,0.25,7194,6,72,1,n1218-1,,,,,,0
70,70,300.0,0.5,300.0,0.5,7200,12,55,5,n1241-1,I6,,,,,0
70,70,300.0,0.5,300.0,0.5,7200,12,63,5,n1242-1,,,,,,0
70,70,300.0,0.16666667,300.0,0.16666667,7200,4,70,1,n1228-1,,,,,,0
70,70,300.16666,0.16666667,300.16666,0.16666667,7204,4,71,1,n1229-1,,,,,,0
70,70,300.33334,0.16666667,300.33334,0.16666667,7208,4,72,1,n1230-1,,,,,,0
70,70,300.5,0.5,300.5,0.5,7212,12,56,5,n1243-1,IV,,,,,0
70,70,300.5,0.5,300.5,0.5,7212,12,63,5,n1244-1,,,,,,0
70,70,300.5,0.16666667,300.5,0.16666667,7212,4,73,1,n1231-1,,,,,,0
70,70,300.66666,0.16666667,300.66666,0.16666667,7216,4,74,1,n1232-1,,,,,,0
70,70,300.83334,0.16666667,300.83334,0.16666667,7220,4,75,1,n1233-1,,,,,,0
70,70,301.0,1.0,301.0,1.0,7224,24,63,1,n1235-1,,,,,,0
70,70,301.0,0.0,301.0,0.0,7224,0,75,1,n1234-1,,,,,,0
70,70,301.0,0.5,301.0,0.5,7224,12,46,5,n1245-1,V(64),,,,,0
70,70,301.0,0.5,301.0,0.5,7224,12,55,5,n1246-1,,,,,,0
70,70,301.5,0.5,301.5,0.5,7236,12,55,5,n1248-1,,,,,,0
70,70,301.5,0.5,301.5,0.5,7236,12,46,5,n1247-1,,,,,,0
70,70,302.0,0.5,302.0,0.5,7248,12,46,5,n1249-1,V7,,,,,0
70,70,302.0,0.5,302.0,0.5,7248,12,56,5,n1250-1,,,,,,0
70,70,302.0,1.0,302.0,1.0,7248,24,62,2,n1240-1,,,,,,0
70,70,302.0,0.25,302.0,0.25,7248,6,67,1,n1236-1,,,,,,0
70,70,302.25,0.25,302.25,0.25,7254,6,65,1,n1237-1,,,,,,0
70,70,302.5,0.5,302.5,0.5,7260,12,46,5,n1251-1,,,,,,0
70,70,302.5,0.5,302.5,0.5,7260,12,56,5,n1252-1,,,,,,0
70,70,302.5,0.25,302.5,0.25,7260,6,63,1,n1238-1,,,,,,0
70,70,302.75,0.25,302.75,0.25,7266,6,65,1,n1239-1,,,,,,0
71,71,303.0,0.25,303.0,0.25,7272,6,51,5,n1261-1,I|PAC}{,1.0,3/4,,}{,2
71,71,303.0,0.25,303.0,0.25,7272,6,55,5,n1262-1,,,,,,0
71,71,303.0,1.0,303.0,1.0,7272,24,63,1,n1253-1,,,,,,0
71,71,303.25,0.25,303.25,0.25,7278,6,51,5,n1263-1,,,,,,0
71,71,303.5,0.25,303.5,0.25,7284,6,55,5,n1264-1,,,,,,0
71,71,303.75,0.25,303.75,0.25,7290,6,58,5,n1265-1,,,,,,0
71,71,304.0,0.25,304.0,0.25,7296,6,56,5,n1266-1,V2,,,,,0
71,71,304.25,0.25,304.25,0.25,7302,6,58,5,n1267-1,,,,,,0
71,71,304.5,0.25,304.5,0.25,7308,6,55,5,n1268-1,I6,,,,,0
71,71,304.5,0.5,304.5,0.5,7308,12,63,1,n1255-1,,,,,,0
71,71,304.5,0.5,304.5,0.5,7308,12,70,1,n1256-1,,,,,,0
71,71,304.75,0.25,304.75,0.25,7314,6,58,5,n1269-1,,,,,,0
71,71,305.0,0.25,305.0,0.25,7320,6,53,5,n1270-1,V64,,,,,0
71,71,305.0,0.5,305.0,0.5,7320,12,65,1,n1257-1,,,,,,0
71,71,305.0,0.5,305.0,0.5,7320,12,70,1,n1258-1,,,,,,0
71,71,305.25,0.25,305.25,0.25,7326,6,58,5,n1271-1,,,,,,0
71,71,305.5,0.5,305.5,0.5,7332,12,67,1,n1259-1,,,,,,0
71,71,305.5,0.5,305.5,0.5,7332,12,70,1,n1260-1,,,,,,0
71,71,305.5,0.25,305.5,0.25,7332,6,51,5,n1272-1,I,,,,,0
71,71,305.75,0.25,305.75,0.25,7338,6,58,5,n1273-1,,,,,,0
72,72,306.0,0.25,306.0,0.25,7344,6,50,5,n1287-1,V65,,,,,0
72,72,306.0,1.0,306.0,1.0,7344,24,68,2,n1283-1,,,,,,0
72,72,306.0,0.625,306.0,0.625,7344,15,70,1,n1274-1,,,,,,0
72,72,306.25,0.25,306.25,0.25,7350,6,53,5,n1288-1,,,,,,0
72,72,306.5,0.25,306.5,0.25,7356,6,56,5,n1289-1,,,,,,0
72,72,306.625,0.125,306.625,0.125,7359,3,72,1,n1276-1,,,,,,0
72,72,306.75,0.25,306.75,0.25,7362,6,55,5,n1290-1,,,,,,0
72,72,306.75,0.125,306.75,0.125,7362,3,70,1,n1277-1,,,,,,0
72,72,306.875,0.125,306.875,0.125,7365,3,69,1,n1278-1,,,,,,0
72,72,307.0,0.5,307.0,0.5,7368,12,70,1,n1279-1,,,,,,0
72,72,307.0,0.25,307.0,0.25,7368,6,53,5,n1291-1,,,,,,0
72,72,307.25,0.25,307.25,0.25,7374,6,51,5,n1292-1,,,,,,0
72,72,307.5,0.5,307.5,0.5,7380,12,70,1,n1280-1,,,,,,0
72,72,307.5,0.25,307.5,0.25,7380,6,50,5,n1293-1,,,,,,0
72,72,307.5,0.5,307.5,0.5,7380,12,62,2,n1284-1,,,,,,0
72,72,307.75,0.25,307.75,0.25,7386,6,48,5,n1294-1,,,,,,0
72,72,308.0,0.25,308.0,0.25,7392,6,46,5,n1295-1,,,,,,0
72,72,308.0,0.5,308.0,0.5,7392,12,63,2,n1285-1,,,,,,0
72,72,308.0,0.5,308.0,0.5,7392,12,72,1,n1281-1,,,,,,0
72,72,308.25,0.25,308.25,0.25,7398,6,48,5,n1296-1,,,,,,0
72,72,308.5,0.5,308.5,0.5,7404,12,74,1,n1282-1,,,,,,0
72,72,308.5,0.25,308.5,0.25,7404,6,44,5,n1297-1,V2,,,,,0
72,72,308.5,0.5,308.5,0.5,7404,12,65,2,n1286-1,,,,,,0
72,72,308.75,0.25,308.75,0.25,7410,6,46,5,n1298-1,,,,,,0
73,73,309.0,1.0,309.0,1.0,7416,24,63,2,n1311-1,,,,,,0
73,73,309.0,0.25,309.0,0.25,7416,6,43,5,n1312-1,I6,,,,,0
73,73,309.0,0.625,309.0,0.625,7416,15,75,1,n1299-1,,,,,,0
73,73,309.25,0.25,309.25,0.25,7422,6,46,5,n1313-1,,,,,,0
73,73,309.5,0.25,309.5,0.25,7428,6,51,5,n1314-1,,,,,,0
73,73,309.625,0.125,309.625,0.125,7431,3,77,1,n1301-1,,,,,,0
73,73,309.75,0.25,309.75,0.25,7434,6,46,5,n1315-1,,,,,,0
73,73,309.75,0.125,309.75,0.125,7434,3,79,1,n1302-1,,,,,,0
73,73,309.875,0.125,309.875,0.125,7437,3,75,1,n1303-1,,,,,,0
73,73,310.0,0.5,310.0,0.5,7440,12,55,5,n1316-1,,,,,,0
73,73,310.0,0.5,310.0,0.5,7440,12,70,1,n1304-1,,,,,,0
73,73,310.5,0.5,310.5,0.5,7452,12,51,5,n1317-1,I,,,,,0
73,73,310.5,0.5,310.5,0.5,7452,12,55,5,n1318-1,,,,,,0
73,73,310.5,0.5,310.5,0.5,7452,12,67,1,n1305-1,,,,,,0
73,73,310.5,0.5,310.5,0.5,7452,12,70,1,n1306-1,,,,,,0
73,73,311.0,0.5,311.0,0.5,7464,12,68,1,n1308-1,,,,,,0
73,73,311.0,0.5,311.0,0.5,7464,12,65,1,n1307-1,,,,,,0
73,73,311.0,0.5,311.0,0.5,7464,12,53,5,n1319-1,viio6,,,,,0
73,73,311.0,0.5,311.0,0.5,7464,12,56,5,n1320-1,,,,,,0
73,73,311.5,0.5,311.5,0.5,7476,12,55,5,n1321-1,I6,,,,,0
73,73,311.5,0.5,311.5,0.5,7476,12,58,5,n1322-1,,,,,,0
73,73,311.5,0.5,311.5,0.5,7476,12,63,1,n1309-1,,,,,,0
73,73,311.5,0.5,311.5,0.5,7476,12,67,1,n1310-1,,,,,,0
74,74,312.0,1.0,312.0,1.0,7488,24,56,5,n1335-1,ii6,,,,,0
74,74,312.0,1.0,312.0,1.0,7488,24,60,5,n1336-1,,,,,,0
74,74,312.0,0.625,312.0,0.625,7488,15,65,1,n1323-1,,,,,,0
74,74,312.625,0.125,312.625,0.125,7503,3,67,1,n1325-1,,,,,,0
74,74,312.75,0.125,312.75,0.125,7506,3,68,1,n1326-1,,,,,,0
74,74,312.875,0.125,312.875,0.125,7509,3,65,1,n1327-1,,,,,,0
74,74,313.0,0.5,313.0,0.5,7512,12,72,1,n1328-1,,,,,,0
74,74,313.5,0.5,313.5,0.5,7524,12,68,1,n1330-1,,,,,,0
74,74,313.5,0.5,313.5,0.5,7524,12,60,1,n1329-1,,,,,,0
74,74,313.5,0.5,313.5,0.5,7524,12,44,6,n1341-1,,,,,,0
74,74,313.5,0.5,313.5,0.5,7524,12,53,5,n1338-1,,,,,,0
74,74,314.0,1.0,314.0,1.0,7536,24,46,6,n1342-1,V(64),,,,,0
74,74,314.0,0.5,314.0,0.5,7536,12,55,5,n1339-1,,,,,,0
74,74,314.0,0.5,314.0,0.5,7536,12,58,1,n1331-1,,,,,,0
74,74,314.0,0.5,314.0,0.5,7536,12,63,1,n1332-1,,,,,,0
74,74,314.5,0.5,314.5,0.5,7548,12,56,5,n1340-1,V7,,,,,0
74,74,314.5,0.5,314.5,0.5,7548,12,62,1,n1333-1,,,,,,0
74,74,314.5,0.5,314.5,0.5,7548,12,65,1,n1334-1,,,,,,0
75,75,315.0,0.75,315.0,0.75,7560,18,65,1,n1343-1,,,,,,0
75,75,315.0,1.25,315.0,1.25,7560,30,51,6,n1363-1,I(974)},1.0,3/4,,},3
75,75,315.0,1.0,315.0,1.0,7560,24,56,5,n1354-1,,,,,,0
75,75,315.0,1.0,315.0,1.0,7560,24,62,2,n1352-1,,,,,,0
75,75,315.75,0.25,315.75,0.25,7578,6,66,1,n1344-1,,,,,,0
75,75,316.0,0.5,316.0,0.5,7584,12,67,1,n1345-1,,,,,,0
75,75,316.0,0.25,316.0,0.25,7584,6,55,5,n1355-1,I|IAC,,,,,0
75,75,316.0,0.5,316.0,0.5,7584,12,63,2,n1353-1,,,,,,0
75,75,316.25,0.25,316.25,0.25,7590,6,63,5,n1356-1,,,,,,0
75,75,316.5,0.25,316.5,0.25,7596,6,67,5,n1357-1,I6{,0.5,3/4,,{,1
75,75,316.5,0.5,316.5,0.5,7596,12,75,1,n1346-1,,,,,,0
75,75,316.5,0.5,316.5,0.5,7596,12,82,1,n1347-1,,,,,,0
75,75,316.75,0.25,316.75,0.25,7602,6,70,5,n1358-1,,,,,,0
75,75,317.0,0.5,317.0,0.5,7608,12,82,1,n1349-1,,,,,,0
75,75,317.0,0.25,317.0,0.25,7608,6,68,5,n1359-1,V2,,,,,0
75,75,317.0,0.5,317.0,0.5,7608,12,77,1,n1348-1,,,,,,0
75,75,317.25,0.25,317.25,0.25,7614,6,67,5,n1360-1,,,,,,0
75,75,317.5,0.5,317.5,0.5,7620,12,79,1,n1350-1,,,,,,0
75,75,317.5,0.25,317.5,0.25,7620,6,65,5,n1361-1,I,,,,,0
75,75,317.5,0.5,317.5,0.5,7620,12,82,1,n1351-1,,,,,,0
75,75,317.75,0.25,317.75,0.25,7626,6,63,5,n1362-1,,,,,,0
76,76,318.0,0.25,318.0,0.25,7632,6,62,5,n1378-1,V65,,,,,0
76,76,318.0,1.0,318.0,1.0,7632,24,80,2,n1374-1,,,,,,0
76,76,318.0,0.625,318.0,0.625,7632,15,82,1,n1365-1,,,,,,0
76,76,318.25,0.25,318.25,0.25,7638,6,65,5,n1379-1,,,,,,0
76,76,318.5,0.25,318.5,0.25,7644,6,68,5,n1380-1,,,,,,0
76,76,318.625,0.125,318.625,0.125,7647,3,84,1,n1367-1,,,,,,0
76,76,318.75,0.25,318.75,0.25,7650,6,67,5,n1381-1,,,,,,0
76,76,318.75,0.125,318.75,0.125,7650,3,82,1,n1368-1,,,,,,0
76,76,318.875,0.125,318.875,0.125,7653,3,81,1,n1369-1,,,,,,0
76,76,319.0,0.25,319.0,0.25,7656,6,65,5,n1382-1,,,,,,0
76,76,319.0,0.5,319.0,0.5,7656,12,82,1,n1370-1,,,,,,0
76,76,319.25,0.25,319.25,0.25,7662,6,63,5,n1383-1,,,,,,0
76,76,319.5,0.5,319.5,0.5,7668,12,82,1,n1371-1,,,,,,0
76,76,319.5,0.5,319.5,0.5,7668,12,74,2,n1375-1,,,,,,0
76,76,319.5,0.25,319.5,0.25,7668,6,62,5,n1384-1,,,,,,0
76,76,319.75,0.25,319.75,0.25,7674,6,60,5,n1385-1,,,,,,0
76,76,320.0,0.25,320.0,0.25,7680,6,58,5,n1386-1,,,,,,0
76,76,320.0,0.5,320.0,0.5,7680,12,75,2,n1376-1,,,,,,0
76,76,320.0,0.5,320.0,0.5,7680,12,84,1,n1372-1,,,,,,0
76,76,320.25,0.25,320.25,0.25,7686,6,60,5,n1387-1,,,,,,0
76,76,320.5,0.25,320.5,0.25,7692,6,56,5,n1388-1,V2,,,,,0
76,76,320.5,0.5,320.5,0.5,7692,12,77,2,n1377-1,,,,,,0
76,76,320.5,0.5,320.5,0.5,7692,12,86,1,n1373-1,,,,,,0
76,76,320.75,0.25,320.75,0.25,7698,6,58,5,n1389-1,,,,,,0
77,77,321.0,0.25,321.0,0.25,7704,6,55,5,n1403-1,I6,,,,,0
77,77,321.0,1.0,321.0,1.0,7704,24,75,2,n1402-1,,,,,,0
77,77,321.0,0.625,321.0,0.625,7704,15,87,1,n1390-1,,,,,,0
77,77,321.25,0.25,321.25,0.25,7710,6,58,5,n1404-1,,,,,,0
77,77,321.5,0.25,321.5,0.25,7716,6,60,5,n1405-1,,,,,,0
77,77,321.625,0.125,321.625,0.125,7719,3,86,1,n1392-1,,,,,,0
77,77,321.75,0.25,321.75,0.25,7722,6,62,5,n1406-1,,,,,,0
77,77,321.75,0.125,321.75,0.125,7722,3,87,1,n1393-1,,,,,,0
77,77,321.875,0.125,321.875,0.125,7725,3,82,1,n1394-1,,,,,,0
77,77,322.0,0.5,322.0,0.5,7728,12,63,5,n1407-1,I,,,,,0
77,77,322.0,0.5,322.0,0.5,7728,12,79,1,n1395-1,,,,,,0
77,77,322.5,0.5,322.5,0.5,7740,12,63,5,n1408-1,,,,,,0
77,77,322.5,0.5,322.5,0.5,7740,12,67,5,n1409-1,,,,,,0
77,77,322.5,0.5,322.5,0.5,7740,12,79,1,n1396-1,,,,,,0
77,77,322.5,0.5,322.5,0.5,7740,12,82,1,n1397-1,,,,,,0
77,77,323.0,0.5,323.0,0.5,7752,12,77,1,n1398-1,,,,,,0
77,77,323.0,0.5,323.0,0.5,7752,12,80,1,n1399-1,,,,,,0
77,77,323.0,0.5,323.0,0.5,7752,12,65,5,n1410-1,viio6,,,,,0
77,77,323.0,0.5,323.0,0.5,7752,12,68,5,n1411-1,,,,,,0
77,77,323.5,0.5,323.5,0.5,7764,12,67,5,n1412-1,I6,,,,,0
77,77,323.5,0.5,323.5,0.5,7764,12,70,5,n1413-1,,,,,,0
77,77,323.5,0.5,323.5,0.5,7764,12,75,1,n1400-1,,,,,,0
77,77,323.5,0.5,323.5,0.5,7764,12,79,1,n1401-1,,,,,,0
78,78,324.0,1.0,324.0,1.0,7776,24,68,5,n1426-1,ii6,,,,,0
78,78,324.0,1.0,324.0,1.0,7776,24,72,5,n1427-1,,,,,,0
78,78,324.0,0.125,324.0,0.125,7776,3,76,1,n1414-1,,,,,,0
78,78,324.125,0.125,324.125,0.125,7779,3,77,1,n1415-1,,,,,,0
78,78,324.25,0.125,324.25,0.125,7782,3,79,1,n1416-1,,,,,,0
78,78,324.375,0.125,324.375,0.125,7785,3,77,1,n1417-1,,,,,,0
78,78,324.5,0.125,324.5,0.125,7788,3,80,1,n1418-1,,,,,,0
78,78,324.625,0.125,324.625,0.125,7791,3,79,1,n1419-1,,,,,,0
78,78,324.75,0.125,324.75,0.125,7794,3,82,1,n1420-1,,,,,,0
78,78,324.875,0.125,324.875,0.125,7797,3,80,1,n1421-1,,,,,,0
78,78,325.0,1.0,325.0,1.0,7800,24,84,1,n1422-1,,,,,,0
78,78,326.0,1.0,326.0,1.0,7824,24,58,7,n1431-1,V7,,,,,0
78,78,326.0,0.5,326.0,0.5,7824,12,62,6,n1429-1,,,,,,0
78,78,326.0,1.0,326.0,1.0,7824,24,68,5,n1428-1,,,,,,0
78,78,326.0,0.5,326.0,0.5,7824,12,82,1,n1423-1,,,,,,0
78,78,326.5,0.5,326.5,0.5,7836,12,65,6,n1430-1,,,,,,0
78,78,326.875,0.125,326.875,0.125,7845,3,74,1,n1425-1,,,,,,0
79,79,327.0,0.25,327.0,0.25,7848,6,63,5,n1437-1,I|PAC}{,1.5,3/4,,}{,2
79,79,327.0,1.0,327.0,1.0,7848,24,75,1,n1432-1,,,,,,0
79,79,327.25,0.25,327.25,0.25,7854,6,67,5,n1438-1,,,,,,0
79,79,327.5,0.25,327.5,0.25,7860,6,70,5,n1439-1,,,,,,0
79,79,327.75,0.25,327.75,0.25,7866,6,67,5,n1440-1,,,,,,0
79,79,328.0,0.25,328.0,0.25,7872,6,63,5,n1441-1,,,,,,0
79,79,328.25,0.25,328.25,0.25,7878,6,67,5,n1442-1,,,,,,0
79,79,328.5,0.5,328.5,0.5,7884,12,85,1,n1434-1,,,,,,0
79,79,328.5,0.25,328.5,0.25,7884,6,70,5,n1443-1,viio/IV,,,,,0
79,79,328.75,0.25,328.75,0.25,7890,6,67,5,n1444-1,,,,,,0
79,79,329.0,0.25,329.0,0.25,7896,6,68,5,n1445-1,ii6,,,,,0
79,79,329.0,0.5,329.0,0.5,7896,12,84,1,n1435-1,,,,,,0
79,79,329.25,0.25,329.25,0.25,7902,6,65,5,n1446-1,,,,,,0
79,79,329.5,0.25,329.5,0.25,7908,6,70,5,n1447-1,V2,,,,,0
79,79,329.5,0.5,329.5,0.5,7908,12,86,1,n1436-1,,,,,,0
79,79,329.75,0.25,329.75,0.25,7914,6,68,5,n1448-1,,,,,,0
80,80,330.0,0.25,330.0,0.25,7920,6,67,5,n1456-1,I6,,,,,0
80,80,330.0,0.5,330.0,0.5,7920,12,89,1,n1449-1,,,,,,0
80,80,330.25,0.25,330.25,0.25,7926,6,70,5,n1457-1,,,,,,0
80,80,330.5,0.25,330.5,0.25,7932,6,67,5,n1458-1,,,,,,0
80,80,330.5,0.5,330.5,0.5,7932,12,87,1,n1450-1,,,,,,0
80,80,330.75,0.25,330.75,0.25,7938,6,65,5,n1459-1,,,,,,0
80,80,331.0,0.25,331.0,0.25,7944,6,63,5,n1460-1,I,,,,,0
80,80,331.25,0.25,331.25,0.25,7950,6,61,5,n1461-1,,,,,,0
80,80,331.5,0.25,331.5,0.25,7956,6,58,5,n1462-1,viio/IV,,,,,0
80,80,331.5,0.5,331.5,0.5,7956,12,73,1,n1452-1,,,,,,0
80,80,331.75,0.25,331.75,0.25,7962,6,55,5,n1463-1,,,,,,0
80,80,332.0,0.25,332.0,0.25,7968,6,56,5,n1464-1,ii6,,,,,0
80,80,332.0,0.5,332.0,0.5,7968,12,72,1,n1453-1,,,,,,0
