xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,volta,phraseend,phrase_type
80,80,332.25,0.25,332.25,0.25,7974,6,53,5,n1465-1,,,,,,0
80,80,332.5,0.25,332.5,0.25,7980,6,58,5,n1466-1,V7,,,,,0
80,80,332.5,0.5,332.5,0.5,7980,12,68,1,n1454-1,,,,,,0
80,80,332.5,0.5,332.5,0.5,7980,12,74,1,n1455-1,,,,,,0
80,80,332.75,0.25,332.75,0.25,7986,6,46,5,n1467-1,,,,,,0
X1,81,333.0,1.0,333.0,1.0,7992,24,68,1,n1482-1,,,,,,0
X1,81,333.0,1.0,333.0,1.0,7992,24,77,1,n1483-1,,,,,,0
X1,81,333.0,1.5,333.0,1.5,7992,36,51,5,n1492-1,I(94)},1.0,3/4,2.0,},3
X1,81,334.0,0.5,334.0,0.5,8016,12,67,1,n1484-1,I|PAC,,,2.0,,0
X1,81,334.0,0.5,334.0,0.5,8016,12,75,1,n1485-1,,,,,,0
X1,81,334.5,0.5,334.5,0.5,8028,12,62,1,n1486-1,V,,,2.0,,0
X1,81,334.5,0.5,334.5,0.5,8028,12,65,1,n1487-1,,,,,,0
X1,81,335.0,0.5,335.0,0.5,8040,12,63,1,n1488-1,,,,,,0
X1,81,335.0,0.5,335.0,0.5,8040,12,67,1,n1489-1,,,,,,0
X1,81,335.5,0.5,335.5,0.5,8052,12,46,5,n1495-1,V7,,,2.0,,0
X1,81,335.5,0.5,335.5,0.5,8052,12,65,1,n1490-1,,,,,,0
X1,81,335.5,0.5,335.5,0.5,8052,12,68,1,n1491-1,,,,,,0
82,82,336.0,2.0,336.0,2.0,8064,48,65,1,n1497-1,,,,,,0
82,82,336.0,2.5,336.0,2.5,8064,60,39,5,n1502-1,I(974),,,,,0
82,82,336.0,2.5,336.0,2.5,8064,60,51,5,n1503-1,,,,,,0
82,82,336.0,2.0,336.0,2.0,8064,48,62,1,n1496-1,,,,,,0
82,82,336.0,2.0,336.0,2.0,8064,48,68,1,n1498-1,,,,,,0
82,82,338.0,0.5,338.0,0.5,8112,12,63,1,n1499-1,I|PAC,,,,,0
82,82,338.0,0.5,338.0,0.5,8112,12,67,1,n1500-1,,,,,,0
